Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2011-09-19,,,,132.16,-1,
2011-09-20,133.38,132.55,133.38,134.305,2,2400
2011-09-21,131.03,131.02,131.03,129.825,3,2051
2011-09-22,123.42,121.42,121.42,122.66,3,3252
2011-09-23,121.43,121.43,121.43,123.74,2,3224
2011-09-26,124.31,124.31,124.31,123.83,1,824
2011-09-27,,,,129.97,-1,
2011-09-28,,,,126.57,-1,
2011-09-29,,,,124.875,-1,
2011-09-30,123.0,123.0,123.0,124.185,1,1200
2011-10-03,121.31,121.31,121.31,121.07,1,1200
2011-10-04,,,,116.565,-1,
2011-10-05,122.3,120.76,120.76,122.3,2,4203
2011-10-06,125.84,124.63,124.63,125.53,2,5403
2011-10-07,126.54,126.54,126.54,125.705,1,1200
2011-10-10,127.29,127.29,127.29,128.475,1,1100
2011-10-11,,,,129.21,-1,
2011-10-12,129.22,129.22,129.22,131.95,1,1200
2011-10-13,,,,129.545,-1,
2011-10-14,,,,132.15,-1,
2011-10-17,,,,131.79,-1,
2011-10-18,,,,130.545,-1,
2011-10-19,,,,133.275,-1,
2011-10-20,,,,129.64,-1,
2011-10-21,,,,134.175,-1,
2011-10-24,,,,137.735,-1,
2011-10-25,136.63,135.94,135.94,136.8,2,4100
2011-10-26,134.23,134.23,134.23,135.145,1,1200
2011-10-27,141.6,141.6,141.6,141.085,1,1200
2011-10-28,,,,143.985,-1,
2011-10-31,,,,140.81,-1,
2011-11-01,135.45,134.28,134.28,134.86,2,6006
2011-11-02,,,,137.74,-1,
2011-11-03,137.02,137.02,137.02,140.27,1,2050
2011-11-04,140.05,140.05,140.05,140.63,1,2050
2011-11-07,,,,139.38,-1,
2011-11-08,,,,139.815,-1,
2011-11-09,139.1,139.1,139.1,139.115,1,57
2011-11-10,136.23,136.23,136.23,137.115,1,1200
2011-11-11,,,,140.825,-1,
2011-11-14,,,,139.625,-1,
2011-11-15,137.88,137.88,137.88,137.97,1,1200
2011-11-16,138.55,138.55,138.55,140.41,1,2050
2011-11-17,136.97,136.97,136.97,138.155,1,2050
2011-11-18,,,,136.005,-1,
2011-11-21,132.93,132.87,132.87,132.31,3,8200
2011-11-22,132.95,132.95,132.95,131.79,1,13000
2011-11-23,,,,128.76,-1,
2011-11-24,128.99,128.17,128.99,127.96,2,700
2011-11-25,,,,128.715,-1,
2011-11-28,131.34,130.43,130.43,132.805,2,4203
2011-11-29,,,,132.465,-1,
2011-11-30,137.48,136.18,136.18,137.72,12,31059
2011-12-01,139.03,139.03,139.03,138.445,1,2050
2011-12-02,138.48,138.48,138.48,140.165,1,10000
2011-12-05,,,,141.575,-1,
2011-12-06,,,,140.065,-1,
2011-12-07,139.55,138.06,139.55,139.255,3,4824
2011-12-08,138.15,138.15,138.15,137.835,1,724
2011-12-09,,,,139.1,-1,
2011-12-12,,,,136.965,-1,
2011-12-13,139.25,139.25,139.25,137.575,1,1100
2011-12-14,,,,132.675,-1,
2011-12-15,,,,133.855,-1,
2011-12-16,,,,135.935,-1,
2011-12-19,,,,134.52,-1,
2011-12-20,,,,137.195,-1,
2011-12-21,,,,136.205,-1,
2011-12-22,,,,138.79,-1,
2011-12-23,,,,140.305,-1,
2011-12-28,,,,138.385,-1,
2011-12-29,,,,139.44,-1,
2011-12-30,,,,139.87,-1,
2012-01-03,,,,142.055,-1,
2012-01-04,,,,139.88,-1,
2012-01-05,,,,139.78,-1,
2012-01-06,,,,141.395,-1,
2012-01-09,,,,140.745,-1,
2012-01-10,,,,143.775,-1,
2012-01-11,,,,143.095,-1,
2012-01-12,,,,143.92,-1,
2012-01-13,,,,143.535,-1,
2012-01-16,,,,144.725,-1,
2012-01-17,,,,144.555,-1,
2012-01-18,,,,145.105,-1,
2012-01-19,,,,147.4,-1,
2012-01-20,146.51,146.51,146.51,147.17,1,1100
2012-01-23,147.9,147.9,147.9,147.445,1,1100
2012-01-24,,,,147.635,-1,
2012-01-25,,,,148.12,-1,
2012-01-26,,,,149.23,-1,
2012-01-27,,,,149.53,-1,
2012-01-30,,,,148.715,-1,
2012-01-31,,,,148.065,-1,
2012-02-01,,,,150.975,-1,
2012-02-02,,,,152.435,-1,
2012-02-03,154.35,154.35,154.35,155.14,1,1100
2012-02-06,,,,154.895,-1,
2012-02-07,,,,155.465,-1,
2012-02-08,,,,154.435,-1,
2012-02-09,154.97,154.8,154.97,154.81,3,8200
2012-02-10,,,,153.435,-1,
2012-02-13,155.23,154.54,154.99,154.64,3,5747
2012-02-14,154.37,154.37,154.37,154.195,1,647
2012-02-15,155.79,155.79,155.79,155.075,1,2050
2012-02-16,155.47,153.04,155.08,155.585,3,1745
2012-02-17,,,,156.225,-1,
2012-02-20,,,,157.05,-1,
2012-02-21,,,,156.61,-1,
2012-02-22,,,,154.915,-1,
2012-02-23,,,,156.12,-1,
2012-02-24,,,,156.565,-1,
2012-02-27,,,,156.65,-1,
2012-02-28,,,,156.805,-1,
2012-02-29,,,,154.42,-1,
2012-03-01,,,,155.55,-1,
2012-03-02,,,,154.975,-1,
2012-03-05,152.88,152.86,152.88,152.935,2,1800
2012-03-06,,,,150.485,-1,
2012-03-07,,,,151.295,-1,
2012-03-08,,,,152.96,-1,
2012-03-09,,,,155.725,-1,
2012-03-12,,,,154.745,-1,
2012-03-13,,,,156.185,-1,
2012-03-14,,,,156.845,-1,
2012-03-15,,,,157.73,-1,
2012-03-16,,,,158.36,-1,
2012-03-19,,,,159.3,-1,
2012-03-20,157.47,157.16,157.16,156.935,2,6100
2012-03-21,,,,158.24,-1,
2012-03-22,156.41,156.13,156.13,155.775,2,6100
2012-03-23,,,,156.13,-1,
2012-03-26,,,,159.71,-1,
2012-03-27,,,,159.63,-1,
2012-03-28,,,,157.775,-1,
2012-03-29,,,,156.01,-1,
2012-03-30,,,,158.135,-1,
2012-04-02,,,,158.51,-1,
2012-04-03,159.11,159.11,159.11,158.895,1,3050
2012-04-04,157.75,155.77,157.75,155.6,2,4850
2012-04-05,,,,156.03,-1,
2012-04-10,153.0,153.0,153.0,151.23,1,250
2012-04-11,,,,151.445,-1,
2012-04-12,,,,153.895,-1,
2012-04-13,,,,152.43,-1,
2012-04-16,,,,151.97,-1,
2012-04-17,,,,154.875,-1,
2012-04-18,154.19,153.41,153.43,153.565,4,18300
2012-04-19,154.89,152.93,152.93,154.485,2,6100
2012-04-20,,,,154.65,-1,
2012-04-23,,,,150.78,-1,
2012-04-24,,,,152.845,-1,
2012-04-25,,,,154.225,-1,
2012-04-26,,,,155.815,-1,
2012-04-27,,,,156.82,-1,
2012-04-30,,,,156.175,-1,
2012-05-01,,,,158.38,-1,
2012-05-02,,,,155.88,-1,
2012-05-03,,,,156.185,-1,
2012-05-04,,,,152.335,-1,
2012-05-08,149.67,149.21,149.21,149.885,2,2468
2012-05-09,150.07,150.07,150.07,150.94,1,668
2012-05-10,,,,151.57,-1,
2012-05-11,152.39,152.15,152.15,151.905,2,6100
2012-05-14,149.68,149.14,149.14,150.06,2,6768
2012-05-15,,,,149.355,-1,
2012-05-16,149.42,148.0,148.0,149.375,2,1586
2012-05-17,,,,145.9,-1,
2012-05-18,,,,143.87,-1,
2012-05-21,,,,144.175,-1,
2012-05-22,147.08,147.07,147.08,146.93,2,6100
2012-05-23,,,,143.885,-1,
2012-05-24,,,,146.615,-1,
2012-05-25,,,,147.025,-1,
2012-05-28,,,,147.585,-1,
2012-05-29,,,,148.785,-1,
2012-05-30,147.98,147.98,147.98,146.6,1,3003
2012-05-31,,,,143.98,-1,
2012-06-01,142.0,141.61,141.61,141.975,2,3253
2012-06-06,,,,145.26,-1,
2012-06-07,,,,145.855,-1,
2012-06-08,,,,145.515,-1,
2012-06-11,,,,145.575,-1,
2012-06-12,,,,144.555,-1,
2012-06-13,,,,145.045,-1,
2012-06-14,,,,144.755,-1,
2012-06-15,,,,145.605,-1,
2012-06-18,,,,146.185,-1,
2012-06-19,,,,148.915,-1,
2012-06-20,,,,149.32,-1,
2012-06-21,,,,147.18,-1,
2012-06-22,,,,145.795,-1,
2012-06-25,,,,143.955,-1,
2012-06-26,,,,143.72,-1,
2012-06-27,,,,145.81,-1,
2012-06-28,,,,145.5,-1,
2012-06-29,,,,150.46,-1,
2012-07-02,151.0,151.0,151.0,150.95,1,250
2012-07-03,,,,154.205,-1,
2012-07-04,,,,154.485,-1,
2012-07-05,155.0,155.0,155.0,154.515,1,250
2012-07-06,154.01,154.01,154.01,151.95,1,250
2012-07-09,,,,151.51,-1,
2012-07-10,,,,151.09,-1,
2012-07-11,149.34,149.34,149.34,149.04,1,370
2012-07-12,,,,147.54,-1,
2012-07-13,,,,150.58,-1,
2012-07-16,,,,150.7,-1,
2012-07-17,,,,149.345,-1,
2012-07-18,,,,152.025,-1,
2012-07-19,,,,151.99,-1,
2012-07-20,150.59,150.59,150.59,150.65,1,706
2012-07-23,147.61,147.61,147.61,147.955,1,664
2012-07-24,,,,146.92,-1,
2012-07-25,,,,146.01,-1,
2012-07-26,,,,147.41,-1,
2012-07-27,,,,149.895,-1,
2012-07-30,,,,150.41,-1,
2012-07-31,,,,150.965,-1,
2012-08-01,,,,149.185,-1,
2012-08-02,,,,146.805,-1,
2012-08-03,,,,150.205,-1,
2012-08-06,,,,151.01,-1,
2012-08-07,,,,152.615,-1,
2012-08-08,,,,153.015,-1,
2012-08-09,,,,153.555,-1,
2012-08-10,,,,152.865,-1,
2012-08-13,,,,151.76,-1,
2012-08-14,,,,153.335,-1,
2012-08-15,,,,153.095,-1,
2012-08-16,,,,154.235,-1,
2012-08-17,,,,155.36,-1,
2012-08-20,,,,154.915,-1,
2012-08-21,,,,156.755,-1,
2012-08-22,,,,154.815,-1,
2012-08-23,,,,154.795,-1,
2012-08-24,154.84,154.84,154.84,154.655,1,646
2012-08-28,,,,155.015,-1,
2012-08-29,,,,155.44,-1,
2012-08-30,,,,154.54,-1,
2012-08-31,,,,155.3,-1,
2012-09-03,,,,155.97,-1,
2012-09-04,,,,154.465,-1,
2012-09-05,,,,157.0,-1,
2012-09-06,,,,159.665,-1,
2012-09-07,,,,160.82,-1,
2012-09-10,,,,160.74,-1,
2012-09-11,,,,161.1,-1,
2012-09-12,160.91,160.91,160.91,161.08,1,622
2012-09-13,,,,160.965,-1,
2012-09-14,,,,165.16,-1,
2012-09-17,,,,163.785,-1,
2012-09-18,,,,163.135,-1,
2012-09-19,,,,163.195,-1,
2012-09-20,,,,161.925,-1,
2012-09-21,,,,162.86,-1,
2012-09-24,,,,162.02,-1,
2012-09-25,,,,162.075,-1,
2012-09-26,,,,158.165,-1,
2012-09-27,,,,158.59,-1,
2012-09-28,,,,158.505,-1,
2012-10-01,,,,159.8,-1,
2012-10-02,159.14,159.12,159.12,158.885,2,6100
2012-10-03,,,,159.565,-1,
2012-10-04,,,,158.94,-1,
2012-10-05,,,,161.83,-1,
2012-10-08,,,,159.78,-1,
2012-10-09,,,,157.95,-1,
2012-10-10,,,,158.0,-1,
2012-10-11,158.61,157.79,157.79,158.81,2,864
2012-10-12,,,,157.345,-1,
2012-10-15,,,,157.245,-1,
2012-10-16,,,,159.595,-1,
2012-10-17,,,,160.815,-1,
2012-10-18,160.85,160.61,160.61,160.815,2,442
2012-10-19,159.75,158.46,159.75,158.405,6,134252
2012-10-22,157.84,157.18,157.84,157.36,4,1556
2012-10-23,156.13,155.25,156.13,155.165,4,6536
2012-10-24,,,,156.28,-1,
2012-10-25,,,,155.865,-1,
2012-10-26,,,,155.655,-1,
2012-10-29,,,,155.015,-1,
2012-10-30,155.6,155.39,155.39,155.385,2,823
2012-10-31,155.85,155.85,155.85,155.51,1,14
2012-11-01,159.25,158.49,158.49,159.075,2,6100
2012-11-02,,,,158.26,-1,
2012-11-05,,,,157.675,-1,
2012-11-06,158.82,158.09,158.09,159.045,4,409
2012-11-07,,,,155.325,-1,
2012-11-08,156.38,156.38,156.38,155.535,1,2600
2012-11-09,154.44,154.44,154.44,154.625,1,2502
2012-11-12,,,,153.775,-1,
2012-11-13,154.1,153.36,153.36,154.23,2,8354
2012-11-14,153.87,152.22,153.87,152.065,3,352
2012-11-15,,,,149.15,-1,
2012-11-16,,,,148.79,-1,
2012-11-19,,,,153.305,-1,
2012-11-20,,,,154.03,-1,
2012-11-21,,,,154.595,-1,
2012-11-22,,,,155.04,-1,
2012-11-23,154.78,154.77,154.77,156.335,2,1974
2012-11-26,,,,156.01,-1,
2012-11-27,,,,157.12,-1,
2012-11-28,,,,156.675,-1,
2012-11-29,159.08,159.08,159.08,158.7,1,2491
2012-11-30,,,,158.83,-1,
2012-12-03,159.16,159.16,159.16,158.575,1,3050
2012-12-04,158.37,158.23,158.37,157.95,2,8152
2012-12-05,159.73,158.43,159.73,158.23,2,1620
2012-12-06,158.18,158.1,158.1,159.11,2,8727
2012-12-07,,,,159.215,-1,
2012-12-10,160.58,160.58,160.58,160.19,1,1300
2012-12-11,161.04,160.31,160.99,161.54,4,14526
2012-12-12,,,,161.785,-1,
2012-12-13,160.51,160.51,160.51,160.895,1,3050
2012-12-14,,,,160.2,-1,
2012-12-17,,,,160.775,-1,
2012-12-18,162.0,161.87,161.87,163.175,2,3104
2012-12-19,163.53,163.44,163.44,164.195,2,388
2012-12-20,163.96,162.86,162.86,163.88,4,5892
2012-12-21,161.99,161.99,161.99,163.04,1,1279
2012-12-24,,,,163.305,-1,
2012-12-27,161.23,161.23,161.23,160.46,1,638
2012-12-28,161.84,161.84,161.84,161.17,1,635
2012-12-31,,,,159.4,-1,
2013-01-02,,,,166.965,-1,
2013-01-03,,,,168.06,-1,
2013-01-04,,,,168.675,-1,
2013-01-07,,,,168.095,-1,
2013-01-08,167.76,167.76,167.76,167.47,1,878
2013-01-09,,,,168.985,-1,
2013-01-10,,,,168.47,-1,
2013-01-11,169.42,168.68,168.76,168.37,9,25865
2013-01-14,,,,169.005,-1,
2013-01-15,167.68,167.68,167.68,169.28,1,1405
2013-01-16,,,,169.875,-1,
2013-01-17,,,,171.14,-1,
2013-01-18,,,,170.85,-1,
2013-01-21,171.5,171.5,171.5,172.165,1,609
2013-01-22,171.25,171.25,171.25,172.095,1,229
2013-01-23,,,,172.615,-1,
2013-01-24,,,,174.055,-1,
2013-01-25,,,,173.95,-1,
2013-01-28,,,,174.58,-1,
2013-01-29,174.27,173.62,174.27,174.44,3,254
2013-01-30,,,,173.69,-1,
2013-01-31,172.2,172.2,172.2,173.525,1,165
2013-02-01,175.7,174.59,174.59,175.28,2,1940
2013-02-04,174.38,174.38,174.38,174.115,1,923
2013-02-05,174.28,174.2,174.28,174.955,2,264
2013-02-06,175.42,175.42,175.42,175.61,1,16
2013-02-07,176.26,176.26,176.26,174.82,1,1
2013-02-08,,,,176.345,-1,
2013-02-11,,,,176.29,-1,
2013-02-12,176.39,176.39,176.39,177.06,1,929
2013-02-13,177.05,177.05,177.05,177.265,1,306
2013-02-14,,,,178.015,-1,
2013-02-15,178.08,178.08,178.08,178.45,1,3050
2013-02-18,178.39,178.05719,178.39,177.985,2,3050
2013-02-19,178.44,178.27,178.44,179.34,2,308
2013-02-20,180.17,180.17,180.17,178.59,1,12
2013-02-21,,,,174.98,-1,
2013-02-22,,,,175.615,-1,
2013-02-25,,,,176.08,-1,
2013-02-26,,,,172.45,-1,
2013-02-27,,,,175.275,-1,
2013-02-28,,,,176.315,-1,
2013-03-01,174.59,174.22,174.59,174.92,17,171675
2013-03-04,175.1925,175.1925,175.1925,175.79,1,15231
2013-03-05,,,,178.215,-1,
2013-03-06,,,,178.6,-1,
2013-03-07,,,,179.425,-1,
2013-03-08,180.0,179.61,180.0,180.555,5,91220
2013-03-11,180.6919,180.6919,180.6919,181.195,1,5338
2013-03-12,,,,180.81,-1,
2013-03-13,,,,181.705,-1,
2013-03-14,,,,183.005,-1,
2013-03-15,182.82,182.82,182.82,183.42,1,355
2013-03-18,,,,182.85,-1,
2013-03-19,182.74438,182.74438,182.74438,181.525,1,32522
2013-03-20,,,,182.54,-1,
2013-03-21,,,,182.285,-1,
2013-03-22,,,,181.815,-1,
2013-03-25,,,,181.635,-1,
2013-03-26,,,,181.995,-1,
2013-03-27,,,,182.175,-1,
2013-03-28,,,,182.945,-1,
2013-04-02,182.5183,182.25,182.25,182.02,4,18302
2013-04-03,,,,179.34,-1,
2013-04-04,177.18959,177.18959,177.18959,177.775,1,8750
2013-04-05,178.0,178.0,178.0,176.59,1,50
2013-04-08,179.81,179.81,179.81,178.625,1,6
2013-04-09,,,,180.19,-1,
2013-04-10,,,,182.22,-1,
2013-04-11,,,,183.88,-1,
2013-04-12,,,,181.93,-1,
2013-04-15,,,,179.61,-1,
2013-04-16,178.14,176.73,177.5,178.12,3,3500
2013-04-17,177.58,175.2775,177.18,175.67,7,24624
2013-04-18,,,,175.915,-1,
2013-04-19,,,,176.72,-1,
2013-04-22,,,,175.905,-1,
2013-04-23,,,,179.615,-1,
2013-04-24,,,,179.91,-1,
2013-04-25,,,,182.295,-1,
2013-04-26,181.62,181.03,181.03,181.495,2,47
2013-04-29,,,,182.265,-1,
2013-04-30,,,,182.43,-1,
2013-05-01,180.93,180.93,180.93,181.375,1,3050
2013-05-02,,,,182.24,-1,
2013-05-03,,,,185.47,-1,
2013-05-07,,,,186.655,-1,
2013-05-08,187.75,187.75,187.75,187.81,1,55
2013-05-09,188.2,188.2,188.2,188.2,1,2984
2013-05-10,,,,188.23,-1,
2013-05-13,188.39,188.39,188.39,188.565,1,15
2013-05-14,189.02,189.02,189.02,190.355,1,9
2013-05-15,,,,191.915,-1,
2013-05-16,191.99,191.99,191.99,192.255,1,15
2013-05-17,,,,191.99,-1,
2013-05-20,,,,193.88,-1,
2013-05-21,,,,193.275,-1,
2013-05-22,,,,195.7,-1,
2013-05-23,,,,189.845,-1,
2013-05-24,,,,189.2,-1,
2013-05-28,193.4,193.4,193.4,192.64,1,60
2013-05-29,,,,190.015,-1,
2013-05-30,,,,191.475,-1,
2013-05-31,,,,192.245,-1,
2013-06-03,,,,189.135,-1,
2013-06-04,,,,191.275,-1,
2013-06-05,,,,187.48,-1,
2013-06-06,,,,187.15,-1,
2013-06-07,,,,191.235,-1,
