epoch,2021_12_04__15_09_51_lr_0.0001_epoch_100000_metric_return_window_2
0,0.001156733720563352
1,-0.0018453925149515271
2,0.005935305263847113
3,0.001768454909324646
4,0.004804020747542381
5,0.0002571013756096363
6,-0.008174720220267773
7,-0.002796085085719824
8,-0.0006069594528526068
9,-0.0032410635612905025
10,-0.003041357733309269
11,0.005420036613941193
12,-0.001797144184820354
13,0.002097075106576085
14,0.040598314255476
15,0.0026956195943057537
16,-0.0032404058147221804
17,0.013568908907473087
18,0.007989117875695229
19,-0.00025072856806218624
20,0.0040261647664010525
21,0.001846990897320211
22,-0.011811296455562115
23,-0.004578565713018179
24,-0.010668840259313583
25,0.033447496592998505
26,0.003748772433027625
27,0.0009133219718933105
28,-0.004639164078980684
29,0.00536502106115222
30,0.00027771908207796514
31,0.00046135272714309394
32,0.005413752514868975
33,0.013771165162324905
34,0.0004680253332480788
35,-6.568647222593427e-05
36,0.003013238776475191
37,-0.003822111524641514
38,0.005670177284628153
39,0.0011947167804464698
40,0.004218133166432381
41,0.001763337990269065
42,-0.0018962707836180925
43,0.0031929248943924904
44,0.0003327769518364221
45,0.003299033734947443
46,0.013218156062066555
47,0.00786848459392786
48,-0.01032002829015255
49,-0.0007193887140601873
50,0.0036560141015797853
51,0.0022487370297312737
52,0.003098807530477643
53,0.014074002392590046
54,0.008001535199582577
55,0.0008087463211268187
56,0.0024925374891608953
57,0.0023264028131961823
58,0.013806203380227089
59,-0.004587547387927771
60,-0.0007356726564466953
61,0.0026543643325567245
62,0.009331303648650646
63,-0.006764950696378946
64,0.006967296823859215
65,0.0017132379580289125
66,-0.0064519913867115974
67,0.002200683578848839
68,-0.018663762137293816
69,-0.0013907084940001369
70,0.00718000577762723
71,0.01107603870332241
72,0.005592059344053268
73,-0.012302061542868614
74,0.018269242718815804
75,0.00678497226908803
76,-0.009315893054008484
77,-0.0017414942849427462
78,-0.0021739969961345196
79,0.001090289675630629
80,0.006932610180228949
81,0.006653773132711649
82,0.0037184874527156353
83,0.009232919663190842
84,0.0020147517789155245
85,-0.0023406697437167168
86,-0.00023331979173235595
87,-0.0035142586566507816
88,-0.014442222192883492
89,0.013688856735825539
90,0.0034773615188896656
91,0.004316655918955803
92,-0.007902592420578003
93,-0.014785579405725002
94,-0.000715511676389724
95,-0.0035158139653503895
96,0.0036902204155921936
97,-0.004547189921140671
98,0.012037137523293495
99,-0.004703838843852282
100,-0.0020232389215379953
101,0.004539185669273138
102,-0.00041034293826669455
103,0.014169678092002869
104,-0.004743842873722315
105,0.010611419565975666
106,0.0007900454220362008
107,0.0021172980777919292
108,-0.005989931523799896
109,-0.009546402841806412
110,0.009312525391578674
111,-0.0018742949469015002
112,-0.004068832844495773
113,0.006846184842288494
114,0.0007730118231847882
115,-0.005267701577395201
116,-0.0007674061344005167
117,0.0023983544670045376
118,0.006471036467701197
119,0.011955393478274345
120,-0.003413895145058632
121,0.00261869584210217
122,0.00866463128477335
123,0.001780949649401009
124,-0.0002793463645502925
125,-0.0032669564243406057
126,0.0031885281205177307
127,-0.0022144976537674665
128,-0.0028838932048529387
129,-0.0040741595439612865
130,0.04123248532414436
131,-0.00022986192198004574
132,0.010234376415610313
133,0.003371390514075756
134,0.001637547742575407
135,-0.0006850920035503805
136,-0.0003303835110273212
137,0.002633557887747884
138,-0.004031668417155743
139,4.31528314948082e-05
140,0.0002317160106031224
141,-0.01498945988714695
142,0.005208257120102644
143,0.009420230984687805
144,-0.003539381083101034
145,-0.0053281020373106
146,0.006239340174943209
147,-0.004297058098018169
148,0.0023758774623274803
149,0.0021920003928244114
150,-0.0102870874106884
151,-0.00038995000068098307
152,0.010659424588084221
153,-0.0034347085747867823
154,0.0005589353386312723
155,-0.01445062831044197
156,-0.002927770372480154
157,-0.002681868150830269
158,-0.016943495720624924
159,0.0013515156460925937
160,0.0014793653972446918
161,-0.001082350267097354
162,-0.00618542917072773
163,0.004044567700475454
164,-0.004666231106966734
165,0.015148711390793324
166,0.015217749401926994
167,0.003481163177639246
168,-0.003961232490837574
169,-0.0013043442741036415
170,0.008834797888994217
171,0.0005322470096871257
172,0.014157924801111221
173,-0.00589135754853487
174,0.006033540237694979
175,0.0013173482147976756
176,0.008061254397034645
177,0.014938747510313988
178,0.004444364458322525
179,0.0073713697493076324
180,0.003947325050830841
181,-0.009828007780015469
182,-0.005617992021143436
183,-0.0008416140335611999
184,-0.003065272467210889
185,0.001522692502476275
186,-0.00016249546024482697
187,-0.020369229838252068
188,0.031809065490961075
189,0.02098371833562851
190,0.010081561282277107
191,0.0008228015503846109
192,-0.0012407845351845026
193,0.0037015036214143038
194,-0.017386991530656815
195,-0.007478594779968262
196,-0.002520815236493945
197,0.0035221464931964874
198,0.0053011090494692326
199,0.013780101202428341
200,0.0033010535407811403
201,-0.0041008517146110535
202,-0.006542221177369356
203,-0.001838585129007697
204,0.0001137191939051263
205,0.0006597249885089695
206,0.002476603025570512
207,-0.00046585919335484505
208,-0.014015926979482174
209,0.0033410938922315836
210,0.006720795761793852
211,-0.0023787873797118664
212,0.0030613720882683992
213,0.0007526425761170685
214,-0.033036064356565475
215,0.001690745702944696
216,-0.005612058099359274
217,-0.0034067181404680014
218,-0.005538454279303551
219,0.008929203264415264
220,0.0004029654082842171
221,-0.0008888617740012705
222,0.009044156409800053
223,-0.00034982123179361224
224,-0.010322618298232555
225,0.0029451351147145033
226,0.006422356236726046
227,-0.002066480927169323
228,0.002247785683721304
229,0.006254503969103098
230,-0.00010145224950974807
231,-0.014436477795243263
232,0.0019957164768129587
233,0.0033915876410901546
234,0.008555544540286064
235,-0.016406094655394554
236,0.0031052250415086746
237,0.007998697459697723
238,0.0008892634068615735
239,0.006418565753847361
240,-0.022264273837208748
241,0.0018534163245931268
242,-0.007884989492595196
243,0.0021364500280469656
244,0.0032424754463136196
245,-0.002883654087781906
246,-0.001314669381827116
247,-0.0024509639479219913
248,-0.0018590076360851526
249,0.00022968991834204644
250,0.0009751332108862698
251,-0.00014115376689005643
252,0.0023719528689980507
253,-0.0031107121612876654
254,-0.0039055219385772943
255,0.007353383116424084
256,-0.00016595309716649354
257,-0.010808857157826424
258,-0.0030889485497027636
259,0.00018785618885885924
260,0.002022960688918829
261,-0.00875888392329216
262,-0.0036629685200750828
263,0.004973658360540867
264,0.007407342549413443
265,0.003095242427662015
266,0.005086339078843594
267,-0.008249660022556782
268,0.0021460852585732937
269,-0.022477122023701668
