epoch,2021_11_18__09_17_36_daily_lr_0.0001_epoch_10000_metric_sortino
0,0.09464405477046967
1,-0.048028141260147095
2,0.14222858846187592
3,0.12090612947940826
4,0.07861791551113129
5,0.30721864104270935
6,0.04244471713900566
7,0.23337280750274658
8,0.13361914455890656
9,0.1352509707212448
10,0.2057725340127945
11,0.22115765511989594
12,-0.013488621450960636
13,0.0877537727355957
14,0.24681544303894043
15,0.17166683077812195
16,0.2703876197338104
17,0.12161430716514587
18,0.09274929016828537
19,0.06630220264196396
20,0.2570672035217285
21,0.15984661877155304
22,0.21244587004184723
23,0.21907366812229156
24,0.06083890050649643
25,0.1337747573852539
26,0.09396407008171082
27,0.20282331109046936
28,-0.055511754006147385
29,0.2822761535644531
30,0.23157064616680145
31,0.20172753930091858
32,-0.03432990238070488
33,0.14550170302391052
34,0.08890897035598755
35,0.1933472603559494
36,0.11576344817876816
37,0.12925279140472412
38,0.1344146579504013
39,0.15880359709262848
40,0.08591939508914948
41,-0.03045286051928997
42,0.09167207777500153
43,0.3125326335430145
44,0.045275356620550156
45,0.2519593834877014
46,0.021695081144571304
47,0.28291887044906616
48,0.12032605707645416
49,0.19301222264766693
50,0.11649376153945923
51,0.08696167171001434
52,-0.024162262678146362
53,0.09644508361816406
54,0.05085901916027069
55,0.04913247749209404
56,0.13884618878364563
57,0.2561025321483612
58,0.06718462705612183
59,0.23611599206924438
60,0.031467195600271225
61,0.11655914038419724
62,0.23973962664604187
63,0.17493736743927002
64,-0.030449459329247475
65,0.0705256462097168
66,0.050259578973054886
67,0.36406487226486206
68,0.056607842445373535
69,-0.10666010528802872
70,0.21770165860652924
71,-0.03703159838914871
72,0.11167264729738235
73,-0.12570203840732574
74,-0.0781494677066803
75,0.05854512378573418
76,0.15778721868991852
77,0.031382448971271515
78,0.07389563322067261
79,0.13849082589149475
80,0.07884549349546432
81,0.12387041002511978
82,0.07138403505086899
83,0.11421596258878708
84,0.2703326940536499
85,0.16970939934253693
86,0.10642994195222855
87,0.10697861760854721
88,0.30019792914390564
89,-0.10317683219909668
90,0.07200044393539429
91,0.20819775760173798
92,0.2854728698730469
93,0.06868629157543182
94,0.07912535965442657
95,-0.08082462102174759
96,0.2424193173646927
97,0.09286312013864517
98,0.1323111653327942
99,0.08212022483348846
100,0.3133399188518524
101,0.11576983332633972
102,0.268917053937912
103,0.12646260857582092
104,0.20886994898319244
105,-0.0868426114320755
106,0.23008373379707336
107,0.1034870445728302
108,0.2806375026702881
109,0.2824436128139496
110,0.07733821123838425
111,0.11354779452085495
112,0.11622561514377594
113,-0.05497697740793228
114,0.07551511377096176
115,0.11767033487558365
116,-0.10993491113185883
117,0.05166386812925339
118,0.33063068985939026
119,0.05803554877638817
120,-0.04422811418771744
121,0.12607260048389435
122,0.1227932870388031
123,0.09658021479845047
124,0.23916946351528168
125,0.128045454621315
126,0.1308280974626541
127,0.20051972568035126
128,0.06042803078889847
129,0.10929453372955322
130,0.09183085709810257
131,-0.14504580199718475
132,0.09593227505683899
133,0.11230334639549255
134,0.26033833622932434
135,0.06439731270074844
136,0.2378571331501007
137,0.020589349791407585
138,0.1236807331442833
139,0.005454606842249632
140,0.06136405095458031
141,0.2629687488079071
142,0.1896159052848816
143,0.07915525883436203
144,-0.0604347325861454
145,0.07187505811452866
146,0.06412358582019806
147,-0.12300588935613632
148,0.07970676571130753
149,0.2603778541088104
150,0.22829504311084747
151,-0.15688493847846985
152,0.082567498087883
153,0.09623938798904419
154,0.2923118472099304
155,0.12779174745082855
156,0.20512709021568298
157,0.1111329197883606
158,0.30269020795822144
159,-0.03687233105301857
160,0.08769933879375458
161,0.055728666484355927
162,0.1739364117383957
163,0.21761582791805267
164,-0.0527542307972908
165,0.24927794933319092
166,0.2548365592956543
167,0.16086536645889282
168,0.05464828759431839
169,0.15448522567749023
170,0.06114744395017624
171,0.11771004647016525
172,0.1407252848148346
173,0.05006646737456322
