epoch,2021_12_04__15_09_51_lr_0.0001_epoch_100000_metric_sortino_window_29
0,-0.02194499783217907
1,-0.20965780317783356
2,0.22855988144874573
3,-0.3669317066669464
4,-0.38912150263786316
5,0.6240733861923218
6,0.19721797108650208
7,0.6582686305046082
8,-0.31326496601104736
9,-0.6179638504981995
10,0.3291655480861664
11,0.12174602597951889
12,-0.16512970626354218
13,-0.2714661955833435
14,-0.2621760070323944
15,-0.29219794273376465
16,-0.10474056750535965
17,-0.2793118953704834
18,0.40387535095214844
19,-0.2835170328617096
20,-0.1872536689043045
21,-0.17003801465034485
22,1.8441224098205566
23,-0.38311707973480225
24,-0.6236631870269775
25,0.051140137016773224
26,-0.1540841907262802
27,-0.38161733746528625
28,0.24856919050216675
29,-0.2940099537372589
30,0.03530086576938629
31,-0.4292122423648834
32,-0.38128185272216797
33,0.2116667628288269
34,-0.09364017099142075
35,-0.16561180353164673
36,0.054118216037750244
37,-0.2188521921634674
38,-0.3276922404766083
39,-0.5596893429756165
40,0.13670971989631653
41,0.2941005527973175
42,0.05930132418870926
43,-0.18701432645320892
44,0.6894800066947937
45,-0.18252237141132355
46,0.00807216577231884
47,-0.14862160384655
48,-0.3763797879219055
49,-0.2670806050300598
50,-0.07007607817649841
51,-0.19379465281963348
52,-0.0820043534040451
53,-0.35167551040649414
54,-0.11294473707675934
55,-0.16814471781253815
56,0.345790296792984
57,-0.02820267342031002
58,0.14331454038619995
59,-0.10648736357688904
60,0.3246757984161377
61,-0.25106263160705566
62,0.007022533565759659
63,-0.06461121141910553
64,-0.16177716851234436
65,0.3773679733276367
66,-0.04432213678956032
67,0.23673099279403687
68,0.02673977054655552
69,-0.2315429300069809
70,-0.11540184170007706
71,0.29936274886131287
72,0.45980578660964966
73,-0.13501617312431335
74,-0.09952029585838318
75,-0.08569391816854477
76,-0.23649458587169647
77,-0.35911229252815247
78,-0.05459843948483467
79,-0.29480814933776855
80,-0.27940961718559265
81,0.8121572732925415
82,-0.35776424407958984
83,-0.16621118783950806
84,0.804890513420105
85,0.1743050515651703
86,-0.020479019731283188
87,0.1672268658876419
88,0.14545564353466034
89,-0.09564020484685898
90,-0.13793233036994934
91,0.7983493804931641
92,-0.2591478228569031
93,0.0364944152534008
94,0.5719282627105713
95,0.0830690786242485
96,0.24045415222644806
97,0.10093984007835388
98,-0.05394846200942993
99,0.36205849051475525
100,-0.1845105141401291
101,-0.10752073675394058
102,-0.2570442855358124
103,-0.01165143121033907
104,-0.06075655296444893
105,-0.27308452129364014
106,-0.18204323947429657
107,0.30041173100471497
108,-0.03753654286265373
109,0.6749302744865417
110,0.026944659650325775
111,-0.3163914978504181
112,-0.3338957130908966
113,0.27678582072257996
114,-0.13408483564853668
115,-0.41342851519584656
116,0.36544468998908997
117,-0.447193443775177
