epoch,2021_11_05__15_42_40_daily_actor_lr_1e-06_critic_lr_9.999999999999999e-06_epoch_50000,2021_11_05__15_42_40_daily_actor_lr_1e-05_critic_lr_0.0001_epoch_50000,2021_11_05__15_42_40_daily_actor_lr_0.0001_critic_lr_0.001_epoch_50000,2021_11_05__15_42_40_daily_actor_lr_0.001_critic_lr_0.01_epoch_50000
0,1.1022636765518565,1.056437840667505,0.9664270655786333,1.0112294754284867
1,0.9619187671500468,1.078050060395811,0.9938699149831245,1.0438419870716082
2,1.042932968404438,1.0550097304469332,1.0569351813940302,1.0357242347325244
3,1.0448284772173762,0.9444524306763226,1.0216148022045548,1.0395601233744474
4,1.005534425247478,0.9544284906127516,1.0606123963365601,1.00781728341651
5,1.0549166355620951,0.9384722295128873,1.0798134865551008,1.15094927873894
6,1.0316353884364193,1.0879215805494082,1.0532021701115923,1.0804557437440427
7,1.0135564024531947,0.9935375425041916,1.0522764113968301,1.0797855860322156
8,1.1185211647785838,0.8943883956059085,1.1558398089338102,1.1682284561004246
9,0.9032318494791183,1.1230254543848355,1.1486993653344757,1.0488105681291633
10,1.0056631217983463,1.0507690273021726,1.08225473737124,1.1128820418024346
11,0.9798041748808274,0.9819700842806852,1.0115400150582634,0.8322650783477655
12,1.1193626279573188,1.050983637701283,1.06253633616316,1.1781671814683365
13,1.0642710315077821,1.047950455122613,1.107385458024152,0.8973378362307806
14,0.9611547902913026,0.7012679306122087,0.9382533234324559,1.2354976599028031
15,1.0679950819299937,0.9619036523751837,1.0848026136148423,1.0454495363766565
16,0.9825657470397391,1.0879895404199265,1.164574107725149,0.8757311149778692
17,1.0401689099553408,1.0742043719528487,1.0783826887863932,1.0826538053814625
18,1.1869792488859379,1.0718509712002158,1.0693137640870967,0.6388393113263754
19,1.0611705080251994,0.9590389942031556,0.9535540087692066,0.6813202954593012
20,1.0380369330138257,0.9454894308664508,1.1359651959554968,0.8897294363245191
21,0.7845882711482614,1.0151122086908064,0.9154453291519072,1.0565253194842634
22,0.9727448456944395,1.0962466460002815,1.2428633254469914,1.254369632212108
23,1.0348701387114385,0.9820845408354839,0.6665863720930009,1.1858019427815456
24,1.0548256394008266,0.9915030229064891,1.200760422513149,0.9149239746510175
25,1.1065420663907644,1.0711914899133823,0.9710179642499627,1.1122453448755345
26,1.062483977638835,1.032530380947401,1.0171013472060417,1.055382573514199
27,0.997374171581382,1.1101115189819022,0.848588190929943,0.9601623829135545
28,1.0494205888875903,0.9549451732706202,1.0259343249776933,1.1929459776692295
29,1.0666648413708348,0.9797401002607111,1.0867773734550759,0.660611783757622
30,0.9528003277690491,0.7050817269600229,1.0572581873111995,1.0985733375974405
31,0.9721568985702461,0.9792843114102582,0.9550193169223443,1.1471839918869597
32,1.0695317875609667,1.0985150618777062,1.0624776922561547,1.0033927689444517
33,1.0566398750662243,1.0661822650317243,1.0621996606501156,0.8972831222293653
34,0.9985119609186065,0.9564362309264128,1.0594986716483816,0.9843944243029683
35,1.0999190891678923,1.069694160778213,1.1259284318841658,1.1051159745052506
36,1.0850818806319884,1.144315183168807,1.0807440857216137,1.035801918278209
37,1.0740570146050596,1.122333750945138,1.094618429906577,0.9173876426155227
38,1.0203840633879189,1.0379416277134144,1.0466611400974906,1.2025330915561803
39,1.0161287713492373,1.0782831449703139,1.1469553945138005,1.0390940986243773
40,1.0312429630716082,0.9348991243647946,0.8974239520224849,1.2387208144807211
41,1.1274004484679976,1.0699092167152862,1.0630525864929101,0.6503415525594908
42,1.0280444551120098,1.045782235136394,1.054677207854909,1.087178101031148
43,1.1404025883905757,1.0709666488799428,1.283991742222626,1.077247815822156
44,1.0429106635486096,1.0443565542162512,1.069110314016902,1.1206659369429766
45,1.0784138633962848,1.0871882100130115,1.1315182774039874,1.0151377923991285
46,1.0470748596261057,1.132209626729834,1.0670081631460653,1.0804604208172963
47,0.9777597122374391,1.065448117033554,1.0697458305153913,1.0369304892595907
48,1.0537319971926231,1.0805006960053334,0.9074268687408481,1.017506560807512
49,0.9758294029301876,1.016224996343417,0.9832713757720971,1.1025947312447897
50,0.9593243630846662,1.0554521927659737,1.1366004143464363,1.1526854953015429
51,1.0021471612615938,1.0167364677716284,1.0698493687812796,1.059246212024881
52,0.965536450218602,1.1023439238529211,1.0484383087500326,1.1745284726342677
53,1.0461707890189909,0.9381107413954515,1.0509262578158534,1.0332238101032563
54,1.0379232961640905,1.06669880060624,0.9576127662157706,0.9392027962038053
55,0.9708418816598158,1.061301745511276,1.1549330107039757,1.110628707715354
56,1.0540702728297808,1.1932393756970083,1.0948416943466273,1.0395003505357843
57,0.9927502825861807,1.006664575581582,1.239783365038518,1.1734130853846942
58,1.0985718642967734,1.024737193647573,1.0915325710637713,1.3171405855205607
59,1.0639509880865121,1.0809296156103432,1.0131183382158604,1.0347855592623134
60,1.068648256015511,1.0121430649396685,1.057750303050618,1.0582111890765185
61,0.9992712259078591,1.2539089323969583,1.0235991742430017,1.0574386927117017
62,1.102474749908159,0.9924368568229357,1.1517741349870645,0.8975176992580516
63,0.952583899316996,0.995939500423359,0.9826377650902944,0.9970480441521938
64,1.0193533665684618,0.9420462059508647,1.0375195737922829,1.0939838680099785
