epoch,actor loss,delta,critic loss,expr replay loss
0,0.41206150326877833,0.0033967837318778036,-0.0017176903407016652,
1,0.5395114567875862,-0.00027625441551208495,-0.0009424833851699077,
2,0.2934088767319918,-0.00031832605600357056,-0.0010846772526019776,
3,0.10653098039329052,0.0005953656788915396,-0.00010004014088508483,
4,0.2979399483650923,0.0003712492436170578,-0.00014626210700271257,
5,0.2239941304922104,0.00028884634375572207,4.299452933082648e-05,
6,0.2529067869484425,1.4531612396240234e-06,-4.351499588210572e-05,
7,0.3336930014938116,0.0008245812309905886,-0.0005256188658950123,
8,0.3435398884117603,-4.952996969223022e-06,-0.0024754892851979095,
9,0.12517123743891717,-4.007786512374878e-05,-0.00015238576746469336,
10,0.19316564068198205,0.000668315440416336,1.4532227114614215e-05,-1.0285664866103161e-05
11,0.0473419308103621,-0.0007903599552810192,-0.001243750868652569,
12,0.06543296489864588,0.0006717278063297272,-0.00015477546856004665,
13,0.29173116698861123,0.0007095876336097718,0.00015201171496300958,
14,0.29808143138885496,0.00047049522399902346,0.00010542882384640961,
15,0.3415066546201706,-0.00013612180948257446,-0.0003793765856426035,
16,0.30292314633727074,0.000192403644323349,-6.451155041304447e-05,
17,0.2290093331411481,0.0002670750394463539,-0.0006271191170981183,
18,0.1299310902878642,0.001220793053507805,4.5202287853953745e-05,
19,0.2967160877585411,0.00031787306070327757,-5.828859199937142e-05,
20,0.24692918211221696,0.00046017661690711976,7.632522138010245e-05,
21,0.314241534024477,-0.0013811960816383362,-0.0007156727777510242,0.0001249659948589965
22,0.19268162693828345,0.0009583256393671035,0.00012098912784495042,
23,0.18151892345398665,-0.00048136692494153975,-0.00027662570908432827,
24,0.2670254409313202,0.0009188373386859893,0.00014243718158468254,
25,0.20841208718717097,-0.001467709243297577,-0.0032551248352683613,
26,0.15048249058425425,0.0010281603783369065,0.00015681353779655182,
27,0.1468810458481312,4.0469840168952945e-05,-4.409378743730486e-06,
28,0.22648975759744644,0.0009391298890113831,0.00017785503147024428,
29,0.20379599779844285,0.0002141141891479492,5.69503851124864e-06,
30,0.18980175763368606,0.00045333564281463623,7.444649172612116e-05,
31,0.24949028030037879,0.00024956479668617246,4.946999964886345e-05,
