epoch,actor loss,delta,critic loss
0,0.21570433750748635,0.0005579825490713119,-2.32286158352224e-05
1,0.26394212037324905,-0.006934392265975475,-0.0030253446654933593
2,0.2607495731115341,0.0006317202746868133,-4.708010228590353e-05
3,0.28166664257645607,0.0001510128378868103,-5.174580095669512e-05
4,0.18189057782292367,0.0007094006985425949,-2.2060194256035003e-05
5,0.1906978529691696,0.00017834022641181944,-3.202178260082178e-05
6,0.2866734120249748,0.0006207138299942017,-7.990764668041273e-05
7,0.27508758336305617,-0.0006782126426696778,-3.88160438223828e-05
8,0.21645038902759553,0.00027228593826293944,-2.7971075102577457e-05
9,-0.8341265791654586,0.01186475805938244,-0.0035180229418566088
10,-0.058929228708148006,0.00021619368344545365,-0.0005943118385582175
11,0.1465353798866272,-0.00029246807098388673,-8.698208851720679e-05
12,0.14828225590288638,0.0016745396237820387,-0.00025205590356363716
13,0.20556969583034515,0.0012131726741790771,-0.00011594457574190198
14,0.23353975519537926,0.0013671593368053435,-7.682992366428998e-05
15,0.3360618489980698,9.005367755889893e-06,-6.877793545357668e-05
16,0.3090996763110161,-0.0013052794337272645,-6.748746606182188e-05
17,0.2630343356728554,0.00019166603684425354,-5.176655248165574e-05
18,0.2578845797479153,0.000625525563955307,-3.99500465303948e-05
19,0.2886001181602478,0.0003198438882827759,-2.9641898529071398e-05
20,0.3580478221178055,0.0009005677700042725,-9.607651535613826e-05
21,0.24644453659653665,0.001554165780544281,-5.233501451568756e-05
22,0.2660382007062435,-0.0007020065188407898,-5.505938449478442e-05
23,0.31241382271051404,0.0006353142857551575,-7.782133403569702e-05
24,0.3369520679116249,0.0012610092759132384,-5.6700084372787175e-05
25,0.3480852895975113,0.0006056326627731323,-6.87681855847444e-05
26,0.36801295906305315,0.0010298869013786315,-8.443741729745824e-05
27,0.3311825546622276,6.539762020111084e-05,-7.975899491874828e-05
28,0.3044490623474121,0.00035083726048469545,-7.418387248456782e-05
29,0.6102471649646759,-0.01145910058170557,-0.013008131063122335
30,0.3724344810843468,0.0008446887135505676,-0.00023023484207669752
31,0.24216193839907646,-0.0005469825863838195,-6.449068618449516e-05
32,0.4049579468369484,0.0003426648676395416,-6.991515597185583e-05
33,0.2205476000905037,-0.001167652951553464,-0.00019161825189813588
34,0.27043401658535005,-0.004883356876671314,-0.0005929569414558245
35,0.15688909456133843,0.00027619153261184695,-5.5129298238014715e-05
36,0.23497269079089164,-0.0019318963587284087,-0.00011387200941536336
37,0.18749352291226387,0.00020292952656745912,-4.169144160762528e-05
38,0.1727205117046833,-0.0006321799010038376,-3.779368757740542e-05
39,0.15719889760017394,0.0011865940690040588,-4.143754913395803e-05
40,0.22722713589668275,-0.00018559753894805908,-8.368326609037524e-05
41,0.22932141691446303,-8.192777633666992e-05,-7.088883456040307e-05
42,0.15676171019673346,0.0006852132081985473,-2.2666567333207156e-05
43,0.1570105342566967,0.0010274115204811096,-2.294935873863091e-05
44,0.21207811653614045,-0.0015785393491387367,-0.0006028454851015396
45,0.27662350416183473,0.0012865627044811845,-0.00022596800127059336
46,0.15129077106714248,0.0006637126952409744,-1.7363929465015194e-05
47,0.3361407443881035,0.0008705060184001922,-0.0002617011137630598
48,0.1752915845811367,0.0005764250457286835,-4.3309449760138287e-05
49,0.16813640505075456,0.0011234566569328307,-2.689606843630843e-05
50,0.1823754319548607,-0.00020054876804351807,-2.4800238730566802e-05
51,0.21502901643514633,0.0012298476696014403,-8.162896167698719e-05
52,0.24921732366085053,0.0012938091158866882,-9.196383444433743e-05
53,0.27741443783044817,0.0022299543023109438,-0.00011775228234281343
54,0.18264060258865356,0.0011498200893402099,-2.519398406925166e-05
55,0.2340075922012329,0.001530015766620636,-8.343726419211216e-05
56,0.2103646156191826,-6.47909939289093e-05,-5.29598239469764e-05
57,0.1418798163533211,3.762044012546539e-05,-2.389392387243561e-05
58,0.16161911696195602,-0.0002625187486410141,-3.4108757080597574e-05
59,0.003135656863451004,0.007119444161653519,-0.0008823570638193301
60,0.06617247104644776,0.001666376441717148,-0.00042214736060942394
61,0.18109937883913518,0.0004207555390894413,-2.153519317049657e-05
62,0.36038647443056104,-0.004752904977649451,-0.0007465509783094148
63,0.23092617511749267,-3.8862526416778564e-05,-3.3431714057199354e-05
64,0.2538683511316776,-0.00036887019872665404,-5.489932946993292e-05
65,0.1989542503654957,0.0011503061652183533,-2.2177603079092112e-05
66,0.2132679681479931,0.000572226196527481,-1.8698903845919546e-05
67,0.15576156690716744,0.0010013629496097565,-2.007052597946313e-05
68,0.39560925915837286,-0.004393003433942794,-0.0003545215430258275
69,0.2070120869576931,0.0003811509907245636,-2.4370418045747134e-05
70,0.45125689581036565,-0.006842078268527984,-0.0019467444906649156
71,0.3369439134001732,0.0004940111935138702,-0.00030423942633132304
72,0.3104295934736729,-0.0005545328557491302,-6.205903230657839e-05
73,0.24418407380580903,0.0008661302924156188,-2.530405679508796e-05
74,0.31888388842344284,0.0012534716725349426,-0.00010072104009716477
75,0.27356165066361426,9.959116578102112e-05,-4.427627322966643e-05
76,0.31666667878627774,0.0010455554723739623,-2.1495321224600518e-05
77,0.3528403568267822,0.003017600113525987,-0.0009745314928006898
78,0.23593469128012656,0.0005229718983173371,-1.3357511230644992e-05
79,0.25761834099888803,0.0006661084294319153,-3.728621420096667e-05
80,0.2014334774017334,0.0008658719062805176,-2.223890233464143e-05
81,0.2297734150290489,0.0005315780639648437,-1.4148336535155792e-05
82,0.255169248431921,0.0007748956978321076,-3.264978968460896e-05
83,0.21443105801939966,0.0005984771251678467,-1.6861431468355727e-05
84,0.21351174801588058,0.0007386903464794159,-2.5895422661144086e-05
85,0.22105179220438004,0.0005052857100963593,-1.4799366267406189e-05
86,0.2369054889678955,-0.0005239297449588776,-7.247598494634966e-05
87,0.32885225147008895,0.001119866669178009,-9.386177154004472e-05
88,0.2846101640164852,-0.001335163414478302,-8.339823229281507e-05
89,0.27507673293352125,0.0012621198594570159,-6.601493368904699e-05
90,0.3017698845267296,0.0010850991308689118,-6.320953667557916e-05
91,0.36866080820560454,0.0007206660509109497,-0.0002274751398564234
