epoch,actor loss,advantage loss (critic delta),expr replay loss
0,-0.0003416147828102112,0.0006050815817434341,
1,0.006247778264805675,-0.005343999621691182,
2,-0.001998615553602576,0.0030905043322127313,
3,-0.0005698135402053595,0.00048522039112867786,
4,0.0010436219815164805,-0.0008850244514178485,
5,-0.0006485238298773766,0.0015238201012834907,
6,0.002224645176902413,-0.0022231553436722605,
7,0.0017732336558401584,-4.942970466800034e-05,
8,0.0016436723992228508,-0.0005780271941330284,
9,0.002039644382894039,-0.0023049491411074995,
10,-0.0007735297083854675,-0.00014879957190714777,
11,0.00029042594134807585,-0.0002908175316406414,
12,0.0004265478253364563,7.815126329660416e-05,
13,0.0006092695891857147,-0.0010518127446994185,
14,0.0004916867800056935,0.0002745917800348252,
15,-0.0030096663907170297,-0.0008022104966221378,
16,0.0025131820142269136,-0.0016855146479792893,
17,0.0021905600279569625,-0.0021211841970216485,
18,-0.00018302232027053833,0.00040199357317760587,
19,-0.00017030321061611175,0.00028144716401584446,
20,-0.00011804457753896713,0.0004731050773989409,
21,0.0015369118377566338,-0.0014939445519121363,
22,-0.0010979127697646619,0.001633677078061737,
23,-0.001850220113992691,-0.0011946365283802152,
24,-0.0019482534378767013,0.001989706748863682,
25,0.0008631767891347408,-0.0003141260903794318,
26,0.000535727757960558,0.0002981629388523288,
27,0.0001254492253065109,-0.0004090429819189012,
28,-4.9456581473350524e-05,0.0010453552327817305,
29,-0.001122956071048975,-0.0010441704490222036,
30,0.002352981120347977,-0.0014761385321617126,
31,0.00020697731524705888,-0.0005715043575037271,
32,-0.0010876892693340778,0.0019197684747632594,
33,0.0012149488367140292,-0.0004389118286781013,
34,0.0011688022501766683,-0.0014937946409918368,
35,-0.003366305232048035,0.0038420412677805872,
36,0.0011344778258353472,-0.0003890807210700586,
37,0.0004017847217619419,-0.0005353658681269735,
38,0.0005770132131874561,-0.0012816015328280628,
39,1.7267893999814986e-05,0.0003762173349969089,
40,-0.00017815925180912019,0.00025939422674127856,
41,-0.00010437330231070518,-0.0031213778583332897,
42,-0.0022206523828208445,0.0010944889648817479,
43,-0.002231049556285143,0.0035039271746063606,
44,-7.784862071275712e-05,-0.0008372823160607368,
45,0.0012541933357715607,-0.0006048504300997593,
46,-0.0007888856716454029,0.0009132118732668459,
47,0.002692144848406315,-0.0030540251708589495,
48,-0.0018010261841118335,0.00046141261293087155,
49,-0.0014905271399766207,0.0022735802794341,
50,-0.0002559582237154245,0.0008450925868237391,
51,0.0009365179669111967,-0.0002498447280959226,
52,4.034040495753288e-05,-0.0010155754582956433,
53,-0.0005325477290898562,0.0016230588295729831,
54,0.0004999495297670364,-0.001020997235318646,
55,0.0010037031024694443,0.00025301072164438663,
56,-0.00033893583342432977,-0.00028193134814500807,
57,-0.0007766797300428152,0.001854980094358325,
58,0.0008985500875860453,-0.0002788452513050288,
59,0.0007121815718710423,-0.00038075574091635646,
60,-0.00040910929441452027,-0.0003468730644090101,
61,0.0004579702392220497,-0.00045014463597908616,
62,-0.001320562083274126,0.0011207009997451678,
63,0.0012680009566247462,-0.0005837791302474216,
64,0.0005618024431169033,-0.00044515500805573536,
65,0.0011812894977629184,-0.0015431827097199856,
66,-0.0016939601302146912,0.001271015571837779,
67,0.00021958820521831513,0.0003311975667020306,
68,0.00023442786186933517,0.00017387193773174659,
69,0.0006069787591695785,2.9508024454116822e-06,
