epoch,actor loss,delta,critic loss
0,0.4338306365162134,0.004998408406972885,0.0003171604901581304
1,0.4116086934506893,0.0006399066746234894,6.822595343692229e-05
2,0.4616781294345856,0.0008966156840324402,-0.0019592208184076297
3,0.15324804916977883,-0.0006703987903892994,-0.0001906215812687151
4,0.11579792097210884,0.0011211162619292735,-0.0001847228208987417
5,-7.6843531718850135,0.04775125778280199,-0.9941934512495573
6,-25.59060953617096,-0.05307371139526367,0.6046497385948897
7,-263.1542655944824,1.120721435546875,-526.8575922548771
8,-1200.752984008789,2.623636474609375,-5266.498892974853
9,-1584.0414233398437,2.267188720703125,-6291.563360595703
10,-3458.8493774414064,11.32476806640625,-57407.09025390625
11,-7945.890686035156,-15.64054931640625,-257505.545546875
12,-4600.259248046875,1.6672802734375,-30419.397333984376
13,-5264.14134765625,5.1490234375,-72880.14080078126
14,-4617.0254418945315,8.81028076171875,-49538.785390625
15,-8004.352041015625,32.0831884765625,-331320.92998046876
16,-4535.63916015625,6.3992822265625,-41931.26821289062
17,-14466.777373046874,54.9995703125,-1089170.3828515625
18,-10130.95146484375,8.348701171875,-221712.52916015626
19,-12129.85443359375,35.774287109375,-529578.2196875
20,-9908.727924804687,0.5669677734375,-161670.42806335448
21,-10377.391162109376,33.9484326171875,-521936.276953125
22,-12150.726484375,18.587255859375,-450114.064140625
23,-12239.065380859374,-6.248798828125,-147962.757265625
24,-13498.254404296875,7.97857421875,-350157.11564453127
25,-20495.809326171875,-2.36775390625,-700739.129765625
26,-15589.491416015626,30.9242578125,-645895.763671875
27,-30833.38228515625,-89.41302734375,979274.78
28,-39304.0303515625,32.428671875,-2916104.10375
29,-32809.485078125,-22.28314453125,-1343977.185
30,-49834.48759765625,-393.1350390625,-22644065.06875
31,-36630.13189453125,80.44560546875,-4599308.10125
32,-56561.626484375,141.59484375,-15502227.4446875
33,-45113.1105078125,32.9108984375,-4285649.7696875
34,-32264.66443359375,36.4728515625,-1529832.15078125
35,-46101.951171875,-11.475859375,-2593000.28625
36,-64127.3567578125,110.5323046875,-12915507.255625
37,-53406.202578125,82.148515625,-6615714.033125
38,-39850.6565625,62.2959765625,-4915811.38875
39,-42959.426015625,47.9187890625,-4397392.54
40,-60855.80515625,174.22375,-12713420.8325
41,-84216.3632421875,570.906640625,-59128404.235
42,-127662.4466796875,-419.33,-53487129.6
43,-65695.552265625,-7.550625,-5203528.53
44,-48480.4380859375,30.865234375,-2894706.0278125
45,-52041.4483203125,87.650546875,-7596418.6475
46,-53342.62328125,-44.921953125,-140691.77
47,-90384.641796875,381.723125,-44130077.905
48,-66297.8927734375,-70.977734375,2517889.24140625
49,-49697.934453125,-92.60125,1980681.3940625
50,-57946.3778515625,-21.05953125,-3797483.175
51,-53774.537109375,105.22109375,-9171646.59375
52,-55588.606171875,72.6170703125,-7006100.92125
53,-64032.8358203125,157.5574609375,-11641989.2321875
54,-56590.3956640625,64.714296875,-7019333.18375
55,-52694.879921875,16.0028125,-3472897.1775
56,-66228.8773828125,-134.5578125,2000948.713125
57,-98026.1125,77.13203125,-20374526.46125
58,-89610.56875,465.4425,-68476150.83625
59,-63143.3512109375,-10.477421875,-3013597.31625
60,-69755.38625,-87.156875,-269618.0975
61,-108981.208515625,663.79,-92409874.565
62,-112181.81453125,93.350859375,-21664339.909025878
63,-61558.003671875,-51.1489453125,1677085.7125
64,-78354.624375,56.204609375,-12136369.6325
65,-72478.33421875,-54.239140625,-706571.165
66,-72804.5833203125,49.643046875,-8917957.5275
67,-88105.8934375,-200.540703125,4679258.9675
68,-112267.570546875,155.41734375,-33719200.865
69,-101367.24140625,77.42890625,-25094792.16
70,-159545.68796875,-337.60625,-28144021.8
71,-92994.315234375,-103.184375,-485235.3075
72,-119905.806875,-48.380078125,-11400155.79625
73,-101376.813984375,231.44234375,-28508143.6
74,-114181.1209375,130.806875,-33303081.255
75,-210671.11359375,-1132.603125,-242462396.755
76,-118049.994375,-60.018515625,-16392735.745
77,-141810.291328125,634.622890625,-109262432.72625
78,-109149.98703125,-209.465859375,2244692.4925
79,-211719.1053125,-1180.934453125,-10914225.96
80,-131955.539296875,432.564765625,-84601838.125
81,-140388.953203125,254.423203125,-60143974.4075
82,-97397.709453125,196.4059375,-27591346.0025
83,-146194.5225,-362.396328125,44675766.45
84,-161529.26625,828.449453125,-180942418.49
85,-142142.743515625,-213.0059375,8330781.935
86,-130595.52546875,-382.939140625,26510310.17
87,-119825.638828125,138.963125,-30435386.15
88,-245847.545625,-750.04375,-174127346.04
89,-139563.11375,554.013359375,-100682580.15
90,-121049.17765625,-2743.942421875,135518158.565
91,-159811.736015625,347.5490625,-78646238.59
92,-118791.025,247.1140625,-36615036.44
93,-110656.6153125,255.552421875,-37591413.685
94,-135038.851015625,181.831640625,-34504288.46
