epoch,actor loss,delta,critic loss
0,-0.15206365063786506,-3.853281028568745e-05,-0.0003921429973127033
1,-0.12540446780622005,-0.00017015322577208281,-0.0007860370454864096
2,-0.14286161750555038,0.0006270477874204517,-0.0003882313975464058
3,-0.3073350854218006,0.0008232245966792107,-0.00368529024309737
4,-0.139014280885458,-0.005135661587119102,0.0007236372787500045
5,-0.6998582643270492,-0.001447291672229767,-0.0008017663451028057
6,-0.954192082285881,0.0017457824945449828,-0.004819018294328998
7,-0.4538883936405182,-0.0015615573525428771,0.00036636058808653616
8,-0.6897814583778381,0.0008640840649604797,-0.0017832566506695003
9,-0.3230090440809727,0.0003047005832195282,-0.00022481262822111604
10,-0.2899340581893921,0.00031090520322322844,-0.0003721680255694082
11,-0.32977676957845686,-0.0005538734793663025,-9.519358929537702e-05
12,-0.32549999669194224,0.0006823727488517762,-0.00023737571584831586
13,-0.188891064748168,0.0007108646631240845,-0.00013986878525429347
14,0.209091884046793,0.0005342557188123464,-0.0005912518976447245
15,0.1477236498147249,0.0007275765389204025,9.332119225291535e-07
16,0.13322411179542543,-0.00037971687968820335,-0.0004724973056141835
17,-0.11914252758026123,-0.0014808279927819967,-0.004424823392980955
18,-0.16844987243413925,0.0005952133238315582,-0.00012661910583119606
19,-0.03165722854435444,0.000545839755795896,-8.320131849814061e-05
20,-0.04913735020905733,0.0003497292846441269,-3.768164997353551e-05
21,-0.03778379373252392,0.00033909735968336464,-6.903642011593547e-05
22,-0.020277910009026526,0.00010865721153095364,-1.700131816960493e-05
23,0.049973247945308684,-0.00016139145009219646,-4.044897504371647e-05
24,0.05985121563076973,0.0006779977679252625,1.085079639324249e-05
25,0.028027277961373328,-0.000376805963460356,-0.00026964735703892016
26,0.09621942184865474,0.000695686750113964,-4.9635363882316596e-06
27,0.07941269271075725,0.0005597929004579783,7.754427306281286e-06
28,0.15216361589729785,-0.00022680944297462702,-0.0005898094915531971
29,0.02249744698405266,0.00036257355473935605,-7.883895216309611e-07
30,0.08507761463522912,-0.001599844442680478,-0.0027439130743786323
31,-0.22302578166127204,-4.23315167427063e-05,-0.000155331904788909
32,-0.1231940571218729,0.000789526030421257,-0.00011181849292370316
33,-0.0738880354911089,0.0007230665907263755,-5.478021503620312e-05
34,-0.04573977373540401,-0.0003281476069241762,-1.1118816914859053e-05
35,-0.0918049705773592,0.0001555083692073822,-2.268325813474803e-05
36,-0.0966527958959341,-0.0027323312312364577,0.0003321494885585707
37,-0.22365334317088126,0.0014029422402381897,-0.0004666699073277414
38,-0.11717365078628063,0.001478721797466278,-0.00020918953663567663
39,-0.030777327343821527,0.0008610352058894932,-6.078238013202508e-05
40,0.0243567306548357,0.0001500474801287055,-6.148659651614708e-05
