epoch,actor loss,delta,critic loss
0,-0.24996496990323067,0.001771361604332924,-0.0019869098252092952
1,0.09067877657711505,0.00038372164126485584,-3.0076571474637602e-05
2,0.2405855745077133,0.00023371443152427673,4.134160675675958e-05
3,-5.2069204226881265,-0.003200695626437664,-1.346603078681128
4,-20.45593641281128,0.04987225532531738,-1.5173515482246875
5,-142.88849697113037,-0.047083320617675783,12.82851619362831
6,-2798.797220458984,2.0038381958007814,-74260.597678833
7,-2569.6566723632814,2.412808837890625,-11880.477267990113
8,-2091.6888989257814,-0.327017822265625,-4773.7011444091795
9,-3440.6931762695312,-30.59404541015625,54733.27153320312
10,-2389.31205078125,1.19299072265625,-8977.869028320312
11,-3081.56216796875,8.649580078125,-36222.49178710938
12,-3466.1548681640625,-31.89,40362.76002441406
13,-4838.7551171875,-72.690400390625,429616.54910644534
14,-12404.68603515625,62.51287109375,-1051907.71125
15,-8389.222954101562,14.987158203125,-205198.2391015625
16,-5166.564145507812,4.5564794921875,-36937.49908203125
17,-4990.542690429687,-14.9960546875,59425.213391113284
18,-9024.647470703125,-26.56859375,85152.1089453125
19,-8157.894150390625,10.333994140625,-113037.00877929687
20,-17130.163999023436,-22.441162109375,-1226911.4409375
21,-18135.925869140625,116.202705078125,-2579972.5234375
22,-11349.8201171875,-29.264296875,137851.73505523682
23,-15148.390615234375,11.51599609375,-399152.87796875
24,-9360.088349609376,-4.922578125,-7730.684296875
25,-18326.68546875,97.10880859375,-2285982.7346875
26,-14210.79294921875,18.791708984375,-352975.8016784668
27,-35788.1071875,193.94083984375,-8752819.0153125
28,-24540.633671875,99.2065234375,-2963799.4153125
29,-27684.8833984375,79.45994140625,-2496632.63578125
30,-35173.90173828125,184.59666015625,-7929631.905
31,-33767.32330078125,-3.98564453125,-1173770.4221875
32,-21395.13669921875,15.01904296875,-828336.027890625
33,-25449.9483984375,-8.921171875,-547357.73625
34,-37923.19220703125,139.7915625,-7009561.279863281
35,-46602.382109375,18.2876953125,-3739771.12625
36,-61224.684609375,47.815078125,-5656366.462539063
37,-56508.0866796875,-675.4855859375,42083732.1925
38,-186446.236015625,184.552265625,-154334037.02
39,-142783.144921875,-628.875078125,-97610658.3
40,-82999.691953125,-51.998671875,-6090135.805
41,-93105.22234375,60.9846875,-14635840.885
42,-75366.45046875,-114.3622265625,-2627006.85
43,-105921.4275,220.32171875,-31631241.19
44,-186627.42140625,1049.5490625,-252188609.98
45,-90043.90734375,10.49,-10319186.4203125
46,-71994.7492578125,-1571.419375,48457399.8125
47,-73389.0112890625,-436.5571484375,26254997.73171875
48,-92175.37453125,251.895078125,-35339635.155
49,-239264.558125,1135.23625,-395129544.8
50,-87417.6675,49.5546875,-12565812.601875
51,-137512.391328125,-767.952109375,52109588.935
52,-142919.752421875,-796.96203125,55992543.555
53,-191506.84546875,672.139296875,-148563124.72
54,-121900.4990625,-1385.260546875,171136170.23
55,-104042.118125,165.124296875,-24381175.92
56,-115922.87953125,340.235,-54359724.17
57,-151011.818671875,68.803046875,-42271373.03
58,-179638.72515625,-208.236953125,-63984206.47
59,-125696.74375,-1662.41890625,-117423813.41
60,-110490.956171875,47.756953125,-15492288.959765624
61,-324575.9009375,-1718.0953125,-85856871.56
62,-177576.53328125,874.62109375,-187661203.86
63,-149809.08546875,-409.147578125,27291640.12
64,-152897.61234375,465.283984375,-105454738.09
65,-463994.2221875,428.9265625,-889049310.64
66,-219700.79765625,219.43546875,-110555768.36
67,-164519.7175,-89.6146875,-25813211.22
68,-153652.47515625,-59.1415625,-17573942.745
