epoch,actor loss,advantage loss (critic delta),expr replay loss
0,-0.024433251805603504,0.0010150341829285026,
1,-1.4395947393774986,0.001951550543308258,
2,-0.7339998418092728,0.0022141018509864805,
3,-0.9173785412311554,-0.00045029163360595705,
4,-0.4876548665761948,0.0016192924976348878,
5,-1.0427973240613937,-0.0022935223579406737,
6,-0.23731852412223817,0.00011288389563560486,
7,-0.3639531950652599,-0.0022510492801666258,
8,-0.08492556374520063,0.0003396527096629143,
9,-0.06064469238743186,0.00019321016035974025,
10,-0.20228789672255515,-1.6417428851127626e-05,
11,-0.09925202433019877,0.0004122130386531353,
12,-0.043809046261012556,-0.0010697144246660172,
13,-0.04028719160705805,0.0024122209614142777,
14,0.11167426638305188,-0.001851474354043603,
15,0.2608760240674019,-0.0018736963160336018,
16,0.04523926706984639,0.0005773423821665346,
17,0.0222454284504056,0.00022575819166377188,
18,0.03487523661926389,-0.0006640091072767973,
19,0.015317335017025471,0.0007210912526352331,
20,-0.013211851827800275,0.0011382880085147916,
21,-0.04330915618687868,-9.412938728928566e-05,
22,-0.204057561121881,0.0032308722008019685,
23,-0.19572058647871018,0.00039139941334724425,
24,-0.46360389426350596,0.0038217568397521974,
25,-0.11597712501883507,-0.00015090182423591614,
26,-0.1097445622086525,0.00019218690693378448,
27,-0.27848761875182393,0.003194751590490341,
28,-0.20988312363624573,0.0012979714572429657,
29,-0.2300746412575245,0.00013626411557197572,
30,-0.22206614777445793,-0.0017755495011806488,
31,-0.1545274606347084,0.0007346407324075699,
32,-0.25983834207057954,0.001948445737361908,
33,-0.2356715103983879,0.00012663811445236207,
34,-0.22776838138699532,0.0009649267792701721,
35,-0.23721276238560676,-0.000670032650232315,
36,-0.2198800538480282,-0.0006179016083478928,
37,-0.12840029038488865,-0.0002859266847372055,
38,-0.10100606985390187,-0.0006366432458162308,
39,-0.13480503076687456,0.0005730672553181649,
40,-0.07389180603437126,-0.000159551240503788,
41,0.036431115861050786,-0.001164874918758869,
42,0.0002083905879408121,0.0005484333564527333,
43,-0.034821887579746545,-0.0004189639026299119,
