epoch,actor loss,delta,critic loss,expr replay loss
0,-0.04569094777107239,0.002897550701163709,-0.0021984546265048266,
1,0.2783161246776581,-0.00041641563177108765,-0.00021107249878696166,
2,0.2436576012521982,0.00045390471816062926,-5.868739561265102e-05,
3,0.2800313551723957,0.0017836208641529084,0.00073958964564099,
4,0.6367611268162727,-0.0002708175778388977,-0.0013381660835511866,
5,0.3149737763404846,-0.00024603873491287233,-0.0008810674098231175,
6,0.38293742299079897,0.0008724629878997803,0.00029494012816257966,
7,0.47270532220602035,0.00033540546894073487,3.8641129212919625e-05,
8,0.46840842470526695,-0.0004424852225929499,-0.0015327533173513075,
9,0.34105071768164635,0.0014364027976989746,0.0003064075183829118,
10,0.5716220778226853,0.000985146164894104,0.00031543149336357604,
11,0.5494378328323364,-0.00014871835708618164,-0.0010137402430700603,
12,0.6826232060790062,-0.00011154115200042724,-0.0005245888832723722,
13,0.5338893088698388,0.002003086507320404,-0.0004564896219380898,
14,0.24786121368408204,-0.0006500351428985596,-0.0003648048498507705,
15,0.34346239507198334,1.320570707321167e-05,-2.4029804853853422e-05,
16,0.42737427830696106,-0.00021675441414117813,-0.0008475129456928699,
17,0.2879638394713402,0.0006119942665100097,0.00016130333876390068,
18,0.3248618271946907,0.0009105563163757324,0.0002661583589087968,
19,0.3700790384411812,0.0003239122033119202,-0.00011136861701743328,
20,0.34267711639404297,0.0009696775674819946,0.0002466509953228524,
21,0.4302351823449135,0.00022179007530212402,-0.0001551718238624744,
22,0.3330877152085304,-0.0009011396765708923,-0.000330551402985293,
23,0.3415980863571167,0.0005209949612617492,0.00014275115570399065,
24,0.35446791231632235,0.000665673315525055,0.00019403944553687325,
25,0.40877635329961776,0.00013346314430236816,-7.217123602458742e-05,
26,0.3232992607355118,0.0005380201339721679,0.000153489536496636,
27,0.3829588919878006,0.00024055629968643187,2.8238282357051503e-06,
28,0.4749608063697815,0.0006487107276916504,-0.00038601577583904147,
29,0.5935774959623814,0.0008346743881702424,-0.00021029958428698593,
30,0.42350313007831575,0.0006106740236282349,0.00021503848735960674,
31,0.4525455567240715,0.0006149020791053772,0.00026240966537443455,
32,0.45107102632522583,-0.000111580491065979,-6.0779982868552905e-05,
33,0.5631672483682633,0.0008147972822189331,0.0003291849366360111,
34,0.7956096196174621,0.005046765357255936,0.0021483282420376782,
35,0.8468699634075165,-0.0009450501203536987,-0.0017408680463267955,
36,0.6634403473138809,0.00016950368881225587,-0.0001453815663990099,
37,1.4853064453601836,-0.003445335626602173,-0.021617653258726933,
38,0.44934854477643965,0.0013048112392425536,0.000582397867601685,
39,0.5351346406340599,-0.0020637533068656923,-0.0017146149653126485,
40,0.46735117584466934,0.00037770599126815793,-6.1983222985873e-06,
41,0.39709859937429426,0.00030575186014175415,8.483259619879391e-05,
42,0.4714409771561623,0.0004924979805946351,0.00020586811486282387,
43,0.4832397300004959,0.0019167202711105346,0.0009085720663279062,
44,0.4662943288683891,-7.272660732269287e-06,-2.598469677650428e-05,
45,0.44696607381105424,0.0005414038896560669,0.00023175192822236568,
46,0.5017501038312911,0.00134131520986557,0.0006559564719464106,
47,0.6003251558542252,0.0017264842987060546,0.0009834272469015559,
48,0.6544035208225251,0.0017338192462921142,0.0011952790802024537,
49,0.5648216676712036,-0.0006712713837623596,-0.0004324774464112124,
50,0.776723989546299,0.0017368006706237793,0.0002834626771800686,-0.0012862821943781454
51,1.5905536484718323,-0.001070575714111328,-0.005770909998973366,
52,1.5752576088905335,0.003669813871383667,0.003833027855725959,
53,1.8501365280151367,0.0024295222759246828,0.0027928147550846916,
54,1.9061759150028228,-8.666276931762696e-05,-0.0008153876960750495,
55,0.5679729251563549,-0.0036495112627744674,-0.01181015285270405,
56,0.3938002282381058,-0.0005448448657989502,-0.00021499195452634012,
57,0.3680021458864212,0.0008173733949661255,0.0002815246806767391,
58,0.3843494364619255,-0.00032843500375747683,-0.00013787580370262732,
59,0.45707423448562623,0.0014303526282310485,0.0006306321817828575,
60,0.6180523133277893,0.0007735258340835572,0.00029653515317477284,
61,0.6244587451219559,0.00019067585468292238,-4.3761482957052066e-05,
62,0.5003323632478714,0.000421409010887146,-0.0001775556542997947,
63,0.5380291837453842,0.0019126963615417481,0.0009927280693227659,
64,0.4812416383624077,-0.0004734131693840027,-0.0002519235105773987,
65,0.5246219605207443,-0.002187003791332245,-0.001179545636914554,
66,0.4360877829790115,-0.000971987247467041,-0.00044802443269873035,
67,0.38527952522039416,-0.0002670341730117798,-0.00010412740584797575,
68,0.386112277507782,0.0007260721921920776,0.00027753847372878225,
69,0.3949584862589836,0.0003721624612808228,0.00013711132866774277,
70,0.39912520319223405,0.0009493422508239746,0.0003713069748482667,
71,0.42162354588508605,-0.000651358962059021,-0.0003052522856160067,
72,0.3897607290744782,-0.0007503861188888549,-0.0002909854952304158,
73,0.4417925047874451,0.0006149595975875854,0.00017632014583796263,
74,0.38194204241037366,-0.0008167260885238647,-0.0003241597917076433,
75,0.3973794373869896,-0.00044184058904647825,-0.00020156358285930765,
76,0.3711948782205582,0.0009058564901351929,0.00032811868062708526,
77,0.3844761744141579,-8.648723363876343e-05,-4.687532309617381e-05,
78,0.40012366592884063,0.00029260516166687014,1.2325304533078452e-05,
79,0.38435731112957,0.0011883118748664855,0.0004336081354995258,
80,0.4082988739013672,-0.00017338454723358153,-8.69897760276217e-05,
81,0.48445210814476014,0.00132884681224823,0.0006099019804241834,
82,0.5423961919546127,0.0014212512969970703,0.0007315594464262176,
83,0.504814453125,-0.0003482732176780701,-0.00018511095287976787,
84,0.5051154634356498,-0.0005356624722480773,-0.0003109647152018624,
85,0.47050209194421766,-0.0008742716908454895,-0.00041936265923141035,
86,0.5553306031227112,0.001261671781539917,0.0006454967872832639,
87,0.8205080193281173,0.0003163987398147583,6.060244413674809e-06,
88,0.5596343904733658,0.00138627290725708,0.0006829100023242063,
89,0.6036861807107925,0.0007380908727645874,0.0003674728920304915,
90,0.6580136644840241,-0.00013227522373199463,-0.00034298420112463643,
91,0.6114528459310532,2.4643540382385253e-05,-7.631768057763111e-06,
92,0.6318064922094345,5.965173244476318e-05,-0.0003197872990858741,
93,0.6255568015575409,0.0008730322122573852,0.0003726920784720278,
94,0.5178339999914169,-0.00045425593852996824,-0.00024109744423185476,
95,0.5277937534451485,0.000916033685207367,0.00045336897201195823,
96,0.6054308968782425,0.000993930697441101,0.0005784201597998618,
97,0.6782674545049667,0.0004789167642593384,0.00029472488928149686,
98,0.9321354365348816,0.0017224252223968506,0.0011423322062182706,
99,1.32592804312706,1.807093620300293e-05,-0.0013844632492691744,
100,0.8063051199913025,-0.00206784188747406,-0.0018095579959754105,
101,0.8232510751485824,-0.0003153198957443237,-0.001548108689057699,0.0001859914228271009
102,0.5927172568440437,-0.0011247718334197999,-0.0013521794303960632,
103,0.5032694381475449,7.452964782714844e-05,1.3482121576089411e-05,
104,0.42957002997398375,-0.001542510986328125,-0.0007606027842848562,
105,0.34317999631166457,-0.0002810448408126831,-0.0001015397322771605,
106,0.32982474386692046,-0.004573814272880554,-0.0015011669258819893,
107,0.3097822922468185,0.0013143256306648254,0.00040332370248506776,
108,0.31096954077482225,0.0001492813229560852,4.118176846532151e-05,
