date,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.0,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.25,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.5,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.75,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_1.0
2015-06-08,1.0148491838307785,1.0148469932276292,1.0148473287020587,0.9226443440419386,1.029076811243043
2015-06-09,1.0147030077201535,1.0147009580767479,1.0147012938926527,0.915339914445259,1.026653743639457
2015-06-10,1.0268724135174643,1.0268705546143975,1.0268708950125927,0.9073287327312857,1.0426459898231257
2015-06-11,1.0301828657840033,1.0301806850525517,1.0301810319026175,0.9264140120099162,1.0431306033438428
2015-06-12,1.0222971193649912,1.022294786708375,1.0222951374280396,0.9264138244497573,1.0339229464502155
2015-06-15,1.0179161749408567,1.0179137320185274,1.0179140833715608,0.9279060283431575,1.0276229706808917
2015-06-16,1.023465659812609,1.0234630680443044,1.023463421596767,0.9352105476920084,1.034407559970933
2015-06-17,1.0251202376392867,1.0251181332207544,1.02511848813473,0.9279849222107107,1.0348921734916503
2015-06-18,1.035780236439699,1.0357786998249345,1.0357790593394476,0.9234297363115901,1.0440998303852775
2015-06-19,1.0261920073191528,1.0261890582220066,1.0261894217647165,0.9352881109977558,1.0307729585655536
2015-06-22,1.0314487343386423,1.031446324159764,1.0314466943435967,0.91620463642509,1.0392536951781053
2015-06-23,1.0321780518452808,1.0321765014900148,1.0321768919226022,0.9107078899434156,1.0399806154591815
2015-06-24,1.0246881313057317,1.0246800341131876,1.0246804616962764,0.9185585655293499,1.0351344802520104
2015-06-25,1.0215728021840362,1.0215646185829816,1.0215650564800105,0.9153384271510319,1.0327114126484243
2015-06-26,1.0213742460056168,1.0213699054966758,1.0213703480397782,0.9050508157213264,1.023988369275514
2015-06-29,0.9999606108418639,0.9999514158803118,0.9999518540636398,0.928999362301075,1.0021807608432387
2015-06-30,1.002053750083531,1.002044586500645,1.002045025601533,0.9225589405056072,1.0031499878846732
2015-07-01,1.0100858363931826,1.0100765202763413,1.0100769628976176,0.9081071133219396,1.0099345771747144
2015-07-02,1.0091609051575927,1.009151630932512,1.0091520731532284,0.9110916891577929,1.0113884177368662
2015-07-06,1.006288956249686,1.0062796061278818,1.0062800470914892,0.9279783475755744,1.0072692028107697
2015-07-07,1.0126171520137282,1.0126077963754059,1.0126082401137075,0.936696510301605,1.0087230433729215
2015-07-08,0.9956281929140091,0.9956190394801918,0.9956194757787562,0.9447863757609771,0.9922461836685357
2015-07-09,0.9974293994036627,0.9974201397814092,0.9974205768695473,0.9261718880976231,0.9883692755027977
2015-07-10,1.0099885881521062,1.0099791635034014,1.0099796060953399,0.9114844865877196,1.0041192149261078
2015-07-13,1.0211360400080634,1.0211265140165524,1.0211269615132958,0.908656958550398,1.0193845408287008
2015-07-14,1.025565726093527,1.0255562472088848,1.0255566974576467,0.9116415585546024,1.0232614489944385
2015-07-15,1.0252251956278091,1.0252154985449051,1.0252159501850588,0.9213022238381318,1.0235037557547972
2015-07-16,1.0334520408201393,1.0334421459028869,1.0334426024876548,0.9276641459274719,1.0365883208141624
2015-07-17,1.0343290076511307,1.0343183570686139,1.034318820874004,0.9324551351425452,1.052580566997832
2015-07-20,1.034864447185079,1.0348538195074986,1.0348542899844015,0.9285281275252941,1.0581536224860817
2015-07-21,1.0307757586329194,1.0307648351628051,1.030765307848355,0.9335546437927621,1.0511267264356827
2015-07-22,1.0289258951322957,1.0289150565527647,1.0289155312419298,0.9393667612782645,1.0341652532105803
2015-07-23,1.0231333022855353,1.0231223285870412,1.0231228027605686,0.9510695151416984,1.0319844923673536
2015-07-24,1.0125215588477368,1.0125104403431802,1.0125109112019413,0.9534257079185531,1.0264114368791053
2015-07-27,1.006631545939206,1.0066203555817368,1.0066208244501542,0.9585309543065405,1.0172037799854778
2015-07-28,1.0189959759054565,1.0189846657678094,1.0189851404747579,0.951540687254546,1.0264114368791055
2015-07-29,1.0260054163055787,1.0259943534639262,1.0259948327405877,0.9480063958548908,1.0331960261691469
2015-07-30,1.02624927465642,1.0262377455268323,1.0262382287393514,0.9553106336722338,1.0351344802520164
2015-07-31,1.0246922051297445,1.0246800373797758,1.0246805258041796,0.9623792107499505,1.0317421856069968
2015-08-03,1.0212367863841674,1.0212238720520215,1.021224362607183,0.970390403063994,1.0261691301187499
2015-08-04,1.0192405394318014,1.0192280582580295,1.0192285500203198,0.9626932854755548,1.020111461109785
2015-08-05,1.0225991382752004,1.0225868669647642,1.0225873615675414,0.9554674859652547,1.0300460382844885
2015-08-06,1.0142270813057794,1.0142141847160673,1.0142146824828422,0.9639494271953494,1.0198691543494272
2015-08-07,1.012280317604324,1.0122670493172452,1.0122675484058035,0.97659427335569,1.020596074630503
2015-08-10,1.0250332771522337,1.0250207866657244,1.0250212939547525,0.964499139263807,1.0365883208141717
2015-08-11,1.0157845747730128,1.0157718937933304,1.0157724142443918,0.979813304274864,1.0210806881512213
2015-08-12,1.0170016975554013,1.0169888535649363,1.0169893788940239,0.9744728722907636,1.0256845165980348
2015-08-13,1.0157359824957062,1.0157232156144378,1.0157237449516545,0.9713312396402389,1.0227768354737317
2015-08-14,1.0194357442678879,1.0194227732181482,1.0194233128489905,0.9736090743815187,1.0278652774412629
2015-08-17,1.025131152428655,1.025118145167673,1.025118711266447,0.9780076805805378,1.03368063968987
2015-08-18,1.0221614986175735,1.022148763888556,1.0221493413302944,0.9703108773590753,1.0283498909619804
2015-08-19,1.0140809339563488,1.014068151824276,1.0140687297186592,0.979891131413578,1.021565301671939
2015-08-20,0.992905573811114,0.992893053624824,0.9928936203559781,0.9897852357350333,0.9966077053550013
2015-08-21,0.9630166497356999,0.9630045241878734,0.9630050738601199,0.992769815670499,0.9585655439786981
2015-08-24,0.9224670430974696,0.9224554280624881,0.9224559545897626,0.992455648052106,0.9207656893627535
2015-08-25,0.9116116261787219,0.911600147827241,0.9116006681584425,0.9765116391449395,0.913496486551995
2015-08-26,0.9466118269182735,0.9465999078682399,0.9466004481769144,0.9576615793583397,0.9595347710201326
2015-08-27,0.9700264266295011,0.9700142118734144,0.9700147655467126,0.9582113728762393,0.9818269929731256
2015-08-28,0.9700751233444166,0.9700628902601196,0.9700634439612029,0.9610388847207105,0.9837654470559946
2015-08-31,0.9622378234401583,0.9622256700005914,0.9622262192282768,0.953655947047514,0.9748000969227255
2015-09-01,0.9335172148350518,0.9335054218445564,0.9335059546790443,0.9584470047601057,0.9435425248364636
2015-09-02,0.9512363715952774,0.951224354605229,0.9512248975534862,0.9502001037564453,0.966319360310174
2015-09-03,0.9519178840036356,0.951905852019101,0.9519063953563492,0.95483408254088,0.9670462805912498
2015-09-04,0.9375089080835631,0.9374970495543782,0.9374975846672426,0.9635522416747473,0.952265568209374
2015-09-08,0.9610695472884531,0.9610573887196681,0.9610579372805115,0.949336157104325,0.9789193118488222
2015-09-09,0.9482183054404478,0.9482062946295098,0.9482068358550926,0.9538916119478661,0.9660770535498153
2015-09-10,0.953378285915994,0.9533662036202553,0.9533667477910568,0.947451186665028,0.9757693239641603
2015-09-11,0.9577107401590871,0.9576985800370132,0.9576991266806881,0.9534204098547394,0.9803731524109741
2015-09-14,0.9541572297439663,0.9541450578075378,0.9541456024229077,0.9549126618677279,0.9779500848073879
2015-09-15,0.9660836112275695,0.9660712625502983,0.9660718139730142,0.9366124246475094,0.9905500363460363
2015-09-16,0.9744563641927185,0.9744439450635832,0.9744445012653483,0.9330780230479906,0.9946692512721327
2015-09-17,0.9722659145977315,0.972253417661852,0.9722539726133412,0.9444666145649141,0.9878846619820916
2015-09-18,0.9514313561434988,0.9514190681520506,0.9514196112115799,0.9589968571652957,0.9706808819966296
2015-09-21,0.9563479097832573,0.9563355852092703,0.956336131075111,0.9433669715918155,0.9803731524109743
2015-09-22,0.9439347647285541,0.9439225965994613,0.9439231353804751,0.9564834920078756,0.9638962927065883
2015-09-23,0.9424256863975995,0.9424135666116019,0.942414104531302,0.956404981071024,0.9663193603101745
2015-09-24,0.9390181464792642,0.9390060795422421,0.9390066155170184,0.9629240079866767,0.9663193603101745
2015-09-25,0.9387747939140568,0.9387626876087164,0.9387632234445729,0.9545985211345476,0.9646232129876642
2015-09-28,0.9152141780366787,0.9152023484434265,0.9152028708312937,0.9709352935906734,0.9425732977950296
2015-09-29,0.9157496483616911,0.9157378106971832,0.9157383333906866,0.97368426472473,0.9384540828689333
2015-09-30,0.9328359838003069,0.9328239244306891,0.9328244568767663,0.9703069636885786,0.957111703416547
2015-10-01,0.9352699324011589,0.9352578437659463,0.9352583776012843,0.9724276486936214,0.9575963169372644
2015-10-02,0.9492408383841276,0.9492285407503238,0.9492290825600357,0.9783182681413723,0.971165495517347
2015-10-05,0.9661325312521882,0.9661199409370151,0.966120492388719,0.9650448239788778,0.9903077295856779
2015-10-06,0.9628224693159372,0.9628098106411139,0.9628103602071322,0.9692074827875327,0.9915192633874711
2015-10-07,0.9707084289524761,0.9706957092874093,0.9706962633592086,0.9659873181994092,0.9961230918342849
