date,2021_11_24__19_46_10_daily_lr_0.0001_epoch_30000_metric_sharpe
2015-04-02,0.9992008667789644
2015-04-06,0.9886678677776277
2015-04-07,0.9831504924988287
2015-04-08,0.9909881795622869
2015-04-09,0.9919958384680604
2015-04-10,0.9896884385306643
2015-04-13,0.9914773503867319
2015-04-14,0.9921875021824964
2015-04-15,0.9984892661896998
2015-04-16,0.9985431954593029
2015-04-17,0.994003080938981
2015-04-20,1.004027544850421
2015-04-21,1.0000971569601915
2015-04-22,0.9955684218224179
2015-04-23,0.9812137234887348
2015-04-24,0.9852260960414151
2015-04-27,0.9910699723597645
2015-04-28,0.9900631619116684
2015-04-29,0.9765647543164627
2015-04-30,0.9699783948767865
2015-05-01,0.9699267147939453
2015-05-04,0.9549544025440921
2015-05-05,0.9461815679986586
2015-05-06,0.9448720113294607
2015-05-07,0.9287001308271957
2015-05-08,0.9408356903959323
2015-05-11,0.9434314511174744
2015-05-12,0.9204953187734153
2015-05-13,0.9228819107171056
2015-05-14,0.9156510023378261
2015-05-15,0.9181157452340262
2015-05-18,0.9358559107782481
2015-05-19,0.92023614988117
2015-05-20,0.9120785240891005
2015-05-21,0.9136030334103766
2015-05-22,0.9263343642094247
2015-05-26,0.9267020169995706
2015-05-27,0.9425389531631077
2015-05-28,0.9446963729814061
2015-05-29,0.9423878718162316
2015-06-01,0.9443588214592145
2015-06-02,0.932289408099545
2015-06-03,0.9192870323744086
2015-06-04,0.904573180318023
2015-06-05,0.9163314124523423
2015-06-08,0.9051707292173238
2015-06-09,0.9041633507949457
2015-06-10,0.8970053505120867
2015-06-11,0.8891588050487557
2015-06-12,0.9078596348527735
2015-06-15,0.907839360761515
2015-06-16,0.9093014160520076
2015-06-17,0.9164572021149615
2015-06-18,0.9094248356166204
2015-06-19,0.9049605105804771
2015-06-22,0.916329990781383
2015-06-23,0.8979697187039647
2015-06-24,0.8926103038881337
2015-06-25,0.8990935241557537
2015-06-26,0.8959423068466296
2015-06-29,0.8858732135214977
2015-06-30,0.9036197695262658
2015-07-01,0.9044705493901222
2015-07-02,0.9030535204576113
2015-07-06,0.903620685158157
2015-07-07,0.9007083083589493
2015-07-08,0.9064423118018583
2015-07-09,0.8930104137323044
2015-07-10,0.8879247517486738
2015-07-13,0.9020739136985351
2015-07-14,0.9119635494390091
2015-07-15,0.9154839476231236
2015-07-16,0.9157002754432213
2015-07-17,0.9274063104592233
2015-07-20,0.9389773710712033
2015-07-21,0.9406378191355493
2015-07-22,0.9361374262345062
2015-07-23,0.9298674700686604
2015-07-24,0.9285193931944341
2015-07-27,0.92240620452506
2015-07-28,0.9207372370066416
2015-07-29,0.9236833999597642
2015-07-30,0.9298653496914351
2015-07-31,0.9323613670981651
2015-08-03,0.9293058672869661
2015-08-04,0.9272540809474371
2015-08-05,0.9229462767256792
2015-08-06,0.931914213318443
2015-08-07,0.9227350897797889
2015-08-10,0.9224887955931838
2015-08-11,0.9369435926412499
2015-08-12,0.9483073266437198
2015-08-13,0.9495466796821748
2015-08-14,0.9470467494163349
2015-08-17,0.950784774915965
2015-08-18,0.9558982393482549
2015-08-19,0.9515168345133559
2015-08-20,0.9446283805750159
2015-08-21,0.9236564419578657
2015-08-24,0.8929830919718906
2015-08-25,0.8627606878285667
2015-08-26,0.8489087706322928
2015-08-27,0.8916917161348124
2015-08-28,0.9124077863076586
2015-08-31,0.9151001407100053
2015-09-01,0.9080701248194482
2015-09-02,0.878953549911325
2015-09-03,0.9001712267710232
2015-09-04,0.9008483866708008
2015-09-08,0.9090571015969227
2015-09-09,0.8956496986038993
2015-09-10,0.899947396195465
2015-09-11,0.893877380320907
2015-09-14,0.8995090152324309
2015-09-15,0.9009170232696718
2015-09-16,0.9125243816747026
2015-09-17,0.9090809664687601
2015-09-18,0.9028801899405874
2015-09-21,0.8871567429242073
2015-09-22,0.8960150229334355
2015-09-23,0.8809559470057541
2015-09-24,0.8831705170240949
2015-09-25,0.8831705170240949
2015-09-28,0.8816203180222973
2015-09-29,0.861467730998929
2015-09-30,0.8577029864520321
2015-10-01,0.8547280556405155
2015-10-02,0.8565960835945049
2015-10-05,0.8687340847790422
2015-10-06,0.8858573364500862
2015-10-07,0.8835076372144328
2015-10-08,0.8897548914165846
2015-10-09,0.8828443962635347
2015-10-12,0.8839160421351404
2015-10-13,0.8906386330662207
2015-10-14,0.8921532230414024
2015-10-15,0.8904430680809166
2015-10-16,0.9018484606750617
2015-10-19,0.9035707781192404
2015-10-20,0.9070154129655372
2015-10-21,0.9046472265087081
2015-10-22,0.9136324946090139
2015-10-23,0.9342275679624757
2015-10-26,0.9603000540289708
2015-10-27,0.9666914505743239
2015-10-28,0.9611561124470234
2015-10-29,0.9755479915783427
2015-10-30,0.9600287582129736
2015-11-02,0.9646191265341306
2015-11-03,0.9580995016723638
2015-11-04,0.9502566404657307
2015-11-05,0.9487870797491961
2015-11-06,0.946279705617976
2015-11-09,0.9324124761394439
2015-11-10,0.9271627386239887
2015-11-11,0.9299051523429969
2015-11-12,0.9279465442353262
2015-11-13,0.9324095920309351
2015-11-16,0.9377375548010931
2015-11-17,0.9368761558005912
2015-11-18,0.9384431737635592
2015-11-19,0.9404021272125448
2015-11-20,0.9466702401015294
2015-11-23,0.9437763597012592
2015-11-24,0.9466747199096135
2015-11-25,0.9465964519469726
2015-11-27,0.9487902598565622
2015-11-30,0.947850122639603
2015-12-01,0.9516111260482408
2015-12-02,0.9624239446361975
2015-12-03,0.9627349547850285
2015-12-04,0.9365658808302538
2015-12-07,0.9447964871601486
2015-12-08,0.9539480494044719
2015-12-09,0.9544123292024558
2015-12-10,0.9533885073779335
2015-12-11,0.9546421801188688
2015-12-14,0.9685091081652262
2015-12-15,0.9560664198802672
2015-12-16,0.9504372549705089
2015-12-17,0.9548202857786879
2015-12-18,0.9655725541649481
2015-12-21,0.9692426686399582
2015-12-22,0.9696666098156946
2015-12-23,0.9635433500586745
2015-12-24,0.9715620431687577
2015-12-28,0.9741880065177605
2015-12-29,0.9769016155697989
2015-12-30,0.9607659984199547
2015-12-31,0.9598015271319477
2016-01-04,0.9616206494368023
2016-01-05,0.966891503082781
2016-01-06,0.9629958296220426
2016-01-07,0.9621858356072353
2016-01-08,0.9638228624574038
2016-01-11,0.9666008160071466
2016-01-12,0.9728614240893474
2016-01-13,0.9844342313093547
2016-01-14,0.9759402406343749
2016-01-15,0.9943629651071205
2016-01-19,1.0085044729264976
2016-01-20,1.0072891760562666
2016-01-21,0.999642988805204
2016-01-22,0.9929566073471319
2016-01-25,0.9903859162919812
2016-01-26,0.9788582598241896
2016-01-27,0.9884237563412059
2016-01-28,0.9759488805476337
2016-01-29,0.984585163449836
2016-02-01,1.011200451171681
2016-02-02,1.0077737280216597
2016-02-03,1.0171543535590957
2016-02-04,1.0145806689704795
2016-02-05,1.0170124812248527
2016-02-08,0.9884864180036123
2016-02-09,0.9762835010039912
2016-02-10,0.9757087834475786
2016-02-11,0.97772314422917
2016-02-12,0.9751883759658138
2016-02-16,0.9824204466770228
2016-02-17,0.999932404239705
2016-02-18,0.9943414602318117
2016-02-19,0.9941467397159186
2016-02-22,0.9948806598484785
2016-02-23,1.0089076782009805
2016-02-24,0.9951814310291287
2016-02-25,0.9997323535927672
2016-02-26,1.011839594701665
2016-02-29,1.0092547762717812
2016-03-01,1.001424792464678
2016-03-02,1.0250330029415735
2016-03-03,1.0296214584500316
2016-03-04,1.033629801676453
2016-03-07,1.0370095528428893
2016-03-08,1.0377757103136744
2016-03-09,1.026528073914616
2016-03-10,1.0316414385298354
2016-03-11,1.0323133433150322
2016-03-14,1.0376491255389504
2016-03-15,1.0363421039233511
2016-03-16,1.0352768780028465
2016-03-17,1.0412316968621464
2016-03-18,1.047816083381247
2016-03-21,1.0465306181069196
2016-03-22,1.0479767005655396
2016-03-23,1.0474154713066122
2016-03-24,1.0405330985713765
2016-03-28,1.040082084403903
2016-03-29,1.040701825579519
2016-03-30,1.0504150607393683
2016-03-31,1.0547773645880252
2016-04-01,1.0523047827413958
2016-04-04,1.0594677985763794
2016-04-05,1.058164478360644
2016-04-06,1.069403116317012
2016-04-07,1.0776776358408808
2016-04-08,1.0649040090177557
2016-04-11,1.0612097483496123
2016-04-12,1.0595473244752944
2016-04-13,1.0537419384894704
2016-04-14,1.0641103087750248
2016-04-15,1.0592392934195056
2016-04-18,1.05809781707123
2016-04-19,1.0644521341454294
2016-04-20,1.0638749799886262
2016-04-21,1.064853834028509
2016-04-22,1.0591256221421013
2016-04-25,1.0591021786367794
2016-04-26,1.0559414431253915
2016-04-27,1.0574813838506656
2016-04-28,1.0598031048376737
2016-04-29,1.0615986891596556
2016-05-02,1.05594291273745
2016-05-03,1.0641865805592754
2016-05-04,1.054979047110029
2016-05-05,1.0602590358444433
2016-05-06,1.065377311254875
2016-05-09,1.0692521972422258
2016-05-10,1.0701772027060468
2016-05-11,1.0833880328184131
2016-05-12,1.0732780397059885
2016-05-13,1.0735791458354018
2016-05-16,1.071979498943398
2016-05-17,1.0825074762518185
2016-05-18,1.072440358351945
2016-05-19,1.0692124967936067
2016-05-20,1.0656013792404537
2016-05-23,1.0720792229681475
2016-05-24,1.07066425511277
2016-05-25,1.0673465949740049
2016-05-26,1.0743816696735982
2016-05-27,1.074724592600113
2016-05-31,1.0735333835658916
2016-06-01,1.0723360710503145
2016-06-02,1.074461605106887
2016-06-03,1.0777615391020314
2016-06-06,1.0753968033053798
2016-06-07,1.0802619578866997
2016-06-08,1.0825550327987525
2016-06-09,1.0881585218074283
2016-06-10,1.0921405915983566
2016-06-13,1.0889361403877358
2016-06-14,1.0904709945736655
2016-06-15,1.0896661790652071
2016-06-16,1.0887956784471908
2016-06-17,1.0929709663589469
2016-06-20,1.0833334515124042
2016-06-21,1.0801697613778787
2016-06-22,1.0818055053507183
2016-06-23,1.0834991507435627
2016-06-24,1.0712130167867402
2016-06-27,1.0338171948662889
2016-06-28,1.0151868535307857
2016-06-29,1.0341561135651844
2016-06-30,1.0505830093140784
2016-07-01,1.0632679627744346
2016-07-05,1.065772808090129
2016-07-06,1.0581762959796925
2016-07-07,1.0649080399742594
2016-07-08,1.064653782168454
2016-07-11,1.0807279679030855
2016-07-12,1.0851471085410598
2016-07-13,1.093025901318632
2016-07-14,1.093063784674417
2016-07-15,1.0999926259706403
2016-07-18,1.098823358579919
2016-07-19,1.1027840947828371
2016-07-20,1.1013955520152847
2016-07-21,1.1086733787747254
2016-07-22,1.1037381205878516
2016-07-25,1.110082539204311
2016-07-26,1.1085703427203895
2016-07-27,1.1098188054794915
2016-07-28,1.115375763481599
2016-07-29,1.1151379139774806
2016-08-01,1.1192341751923727
2016-08-02,1.1213948934070137
2016-08-03,1.1103048462937097
2016-08-04,1.113068403853604
2016-08-05,1.1190720091486814
2016-08-08,1.1298784985075148
2016-08-09,1.1296383455957009
2016-08-10,1.1308936453170573
2016-08-11,1.1279561282790316
2016-08-12,1.13224680407294
2016-08-15,1.138109965816095
2016-08-16,1.130430945545452
2016-08-17,1.1220732788131353
2016-08-18,1.1215959270809115
2016-08-19,1.1233682680164325
2016-08-22,1.1240854646633753
2016-08-23,1.1240854646634189
2016-08-24,1.1252909577546928
2016-08-25,1.1226391139306109
2016-08-26,1.1250312709774137
2016-08-29,1.1184832978770813
2016-08-30,1.1334383849273222
2016-08-31,1.1295986614210882
2016-09-01,1.131216255258017
2016-09-02,1.1304075668870504
2016-09-06,1.1211881602535563
2016-09-07,1.1293566339462167
2016-09-08,1.128547912820081
2016-09-09,1.1143946562162732
2016-09-12,1.0960357916961962
2016-09-13,1.0966019800378126
2016-09-14,1.0841470415972176
2016-09-15,1.085764651763263
2016-09-16,1.0810739162216174
2016-09-19,1.0898084350883095
2016-09-20,1.0862499667649916
2016-09-21,1.0900510941169332
2016-09-22,1.0988666758665773
2016-09-23,1.1076012983411387
2016-09-26,1.106549822113287
2016-09-27,1.1135858613166343
2016-09-28,1.1217543041837945
2016-09-29,1.1193279602377508
2016-09-30,1.122158636859446
2016-10-03,1.1121299916764629
2016-10-04,1.1064685489740511
2016-10-05,1.0935283157526148
2016-10-06,1.088433099905268
2016-10-07,1.0823674769329115
2016-10-10,1.083095387733583
2016-10-11,1.0767062155962495
2016-10-12,1.0742799903436069
2016-10-13,1.0753314059784942
2016-10-14,1.0793751725370646
2016-10-17,1.0642513906586524
2016-10-18,1.0710450071423319
2016-10-19,1.0745227619362607
2016-10-20,1.0754124528980227
2016-10-21,1.0765447407322981
2016-10-24,1.0781622489891602
2016-10-25,1.0734714394631037
2016-10-26,1.0763021220538167
2016-10-27,1.069023309850386
2016-10-28,1.057377123583798
2016-10-31,1.0550317110384817
2016-11-01,1.0615018173990887
2016-11-02,1.0595607861041847
2016-11-03,1.0641707369609672
2016-11-04,1.0560022279334098
2016-11-07,1.0654647600321348
2016-11-08,1.0564066219393553
2016-11-09,1.0521201771542448
2016-11-10,1.0074764507558
2016-11-11,0.992595216887951
2016-11-14,0.9870148879052567
2016-11-15,0.9811109610245378
2016-11-16,0.9860215559611204
2016-11-17,0.9949201702367617
2016-11-18,0.9803328923226549
2016-11-21,0.9775021063746852
2016-11-22,0.9799287351949418
2016-11-23,0.9796082908683958
2016-11-25,0.9758066177947393
2016-11-28,0.977262616149586
2016-11-29,0.9843927713020205
2016-11-30,0.9885176459744849
2016-12-01,0.9725033961871729
2016-12-02,0.960165882422671
2016-12-05,0.9670577093098112
2016-12-06,0.9660065312490236
2016-12-07,0.9652792754452769
2016-12-08,0.9735294141215233
2016-12-09,0.9620475903801544
2016-12-12,0.9501461332872091
2016-12-13,0.9519186734542789
2016-12-14,0.9553150003467148
2016-12-15,0.9446447858529664
2016-12-16,0.9494156642432124
2016-12-19,0.9437991847673148
2016-12-20,0.9534658185478114
2016-12-21,0.9487175407294695
2016-12-22,0.9528973512565085
2016-12-23,0.9509676318630973
2016-12-27,0.9519683274217416
2016-12-28,0.9489039679365501
2016-12-29,0.9406005582645969
2016-12-30,0.9439334886302244
2017-01-03,0.9453618879254141
2017-01-04,0.9494090176395255
2017-01-05,0.9527623294529264
2017-01-06,0.9676765108034457
2017-01-09,0.958791466598683
2017-01-10,0.9585401673968912
2017-01-11,0.9579107393958701
2017-01-12,0.9611365579022547
2017-01-13,0.9588124473437281
2017-01-17,0.9617129800243321
2017-01-18,0.9582919138243066
2017-01-19,0.9606174819215605
2017-01-20,0.9592403113713961
2017-01-23,0.964444058744709
2017-01-24,0.966188613790652
2017-01-25,0.9721847719764523
2017-01-26,0.9814656394688129
2017-01-27,0.978769373913254
2017-01-30,0.9826108636292782
2017-01-31,0.9747009119337563
2017-02-01,0.9699096061433611
2017-02-02,0.9771976392990545
2017-02-03,0.9752943667990737
2017-02-06,0.9816868084901331
2017-02-07,0.982256089671082
