date,2021_12_04__15_09_51_lr_0.0001_epoch_100000_metric_sortino_window_180
2015-04-02,1.011018440584724
2015-04-06,1.0003060677941495
2015-04-07,0.99472033055335
2015-04-08,1.0030606779402989
2015-04-09,1.0033667457343152
2015-04-10,1.006006553006039
2015-04-13,1.0074833454426546
2015-04-14,1.0088824119615536
2015-04-15,1.0160331963914813
2015-04-16,1.0151782112965988
2015-04-17,1.0115697579389096
2015-04-20,1.023167472153506
2015-04-21,1.0141383792079615
2015-04-22,1.0095459957270134
2015-04-23,1.0198425986246091
2015-04-24,1.023913348607379
2015-04-27,1.0302993365927684
2015-04-28,1.0331659241279207
2015-04-29,1.018917567848788
2015-04-30,1.0064302443681996
2015-05-01,1.0081912771667443
2015-05-04,1.0205036177991236
2015-05-05,1.0214507209246912
2015-05-06,1.0200370058505466
2015-05-07,1.0025734666993469
2015-05-08,1.0099540835285274
2015-05-11,1.0244772327730443
2015-05-12,0.9995572902894618
2015-05-13,1.002149633299499
2015-05-14,0.9941217323651905
2015-05-15,1.0101634534908217
2015-05-18,1.0304175697143372
2015-05-19,1.0179533411554607
2015-05-20,1.0089275733514669
2015-05-21,1.010630548409871
2015-05-22,1.0150508938103748
2015-05-26,1.014352944536611
2015-05-27,0.9996960097875729
2015-05-28,1.0185406401791934
2015-05-29,1.0160511323410673
2015-06-01,1.01829168939571
2015-06-02,1.021109190035034
2015-06-03,1.0068627038506939
2015-06-04,0.9906773690265765
2015-06-05,1.0035750577145508
2015-06-08,0.9913517579777098
2015-06-09,0.9802726230806365
2015-06-10,0.9779644704974267
2015-06-11,0.9931982809890081
2015-06-12,0.9945231338843277
2015-06-15,0.9857445324702502
2015-06-16,0.9873324210836898
2015-06-17,0.9938510034440633
2015-06-18,0.9861719665483961
2015-06-19,0.9813308346727911
2015-06-22,0.9688051452072529
2015-06-23,0.9750234289343576
2015-06-24,0.9697236497055977
2015-06-25,0.9780554126733088
2015-06-26,0.9757659571192983
2015-06-29,0.9675239171248604
2015-06-30,0.9469188171387655
2015-07-01,0.9478345993603697
2015-07-02,0.9542450749115993
2015-07-06,0.9556187482440056
2015-07-07,0.9517266738021877
2015-07-08,0.9531003471345945
2015-07-09,0.9375320493673228
2015-07-10,0.9338689204809059
2015-07-13,0.9483557340900418
2015-07-14,0.9627733043718162
2015-07-15,0.9664349095227429
2015-07-16,0.9666637598446759
2015-07-17,0.9790200055166575
2015-07-20,0.9941241009734361
2015-07-21,0.9993876493901925
2015-07-22,0.9927510013864566
2015-07-23,0.9767315062050246
2015-07-24,0.9746718109505591
2015-07-27,0.9694082627815374
2015-07-28,0.9607119658066321
2015-07-29,0.9694082627815375
2015-07-30,0.9758160605930949
2015-07-31,0.977646859956309
2015-08-03,0.9744429610721349
2015-08-04,0.9691794129028867
2015-08-05,0.9634581648928343
2015-08-06,0.9728410116293204
2015-08-07,0.9632293149724325
2015-08-10,0.9639158647336388
2015-08-11,0.9790199594801773
2015-08-12,0.964373564574443
2015-08-13,0.9687217130620828
2015-08-14,0.9659755140172579
2015-08-17,0.9707813623457082
2015-08-18,0.9762737604353586
2015-08-19,0.9712390621865125
2015-08-20,0.9648312644152536
2015-08-21,0.9412597226138374
2015-08-24,0.9053302851107077
2015-08-25,0.8696296975279801
2015-08-26,0.8556589133717456
2015-08-27,0.8987823068838507
2015-08-28,0.8992982977104058
2015-08-31,0.9019519648184037
2015-09-01,0.8950229451475203
2015-09-02,0.8995194366360724
2015-09-03,0.9212335678748477
2015-09-04,0.9257262758021594
2015-09-08,0.9341786585128644
2015-09-09,0.9203959443629761
2015-09-10,0.9248125046982995
2015-09-11,0.9185684021552561
2015-09-14,0.9229023479315039
2015-09-15,0.920621323838742
2015-09-16,0.9029782272394307
2015-09-17,0.89957076223098
2015-09-18,0.9105503717026545
2015-09-21,0.894693350267558
2015-09-22,0.9036268834704293
2015-09-23,0.9161908406379892
2015-09-24,0.9161156073615366
2015-09-25,0.9223599693070904
2015-09-28,0.9143852420031304
2015-09-29,0.9300337635052408
2015-09-30,0.9320350805677883
2015-10-01,0.950565083460564
2015-10-02,0.9526425690727894
2015-10-05,0.9661415528450759
2015-10-06,0.9530331775696409
2015-10-07,0.9571440881589784
2015-10-08,0.9615883055771164
2015-10-09,0.9535353260280113
2015-10-12,0.9560372225869566
2015-10-13,0.9571896300394481
2015-10-14,0.9588210708503263
2015-10-15,0.9569700649220438
2015-10-16,0.9692329791969152
2015-10-19,0.9710839851251977
2015-10-20,0.9747859969817627
2015-10-21,0.9722408638303742
2015-10-22,0.9648368401172445
2015-10-23,0.9664701793870923
2015-10-26,0.9582257049773845
2015-10-27,0.9646035059358379
2015-10-28,0.9670146258103751
2015-10-29,0.9814942274408001
2015-10-30,0.9786195457868592
2015-11-02,0.9721607458715613
2015-11-03,0.965588882220532
2015-11-04,0.9576709742072435
2015-11-05,0.9587525994322347
2015-11-06,0.9559403738472574
2015-11-09,0.9591852495222314
2015-11-10,0.9537847947560137
2015-11-11,0.956605927842844
2015-11-12,0.9545908327808226
2015-11-13,0.9462710044217236
2015-11-16,0.9516782673041336
2015-11-17,0.9508035630143319
2015-11-18,0.9513005014978254
2015-11-19,0.9532861834329883
2015-11-20,0.9596403656255095
2015-11-23,0.9567015563614685
2015-11-24,0.9596403656255094
2015-11-25,0.959560938348103
2015-11-27,0.9565043164739566
2015-11-30,0.9555564221971634
2015-12-01,0.9593479993043358
2015-12-02,0.9702487834874562
2015-12-03,0.9705647482463874
2015-12-04,0.9441816908756465
2015-12-07,0.952475765797586
2015-12-08,0.9617177349963186
2015-12-09,0.9621916821347151
2015-12-10,0.9611647966681893
2015-12-11,0.9624286557039134
2015-12-14,0.9423918202728779
2015-12-15,0.9302083448976629
2015-12-16,0.9247257809788162
2015-12-17,0.9227459662303439
2015-12-18,0.9331780670203766
2015-12-21,0.9105071516496356
2015-12-22,0.9102854912215784
2015-12-23,0.9037095651892147
2015-12-24,0.8969119787287939
2015-12-28,0.8964974134508976
2015-12-29,0.8991465070144068
2015-12-30,0.8842085627535079
2015-12-31,0.8833255315656715
2016-01-04,0.8872991719109352
2016-01-05,0.893701148022749
2016-01-06,0.8913754530551004
2016-01-07,0.8803812586625802
2016-01-08,0.881961190768835
2016-01-11,0.8859110406519143
2016-01-12,0.8916565350537475
2016-01-13,0.9045187225932492
2016-01-14,0.9134345571405154
2016-01-15,0.9048842274820516
2016-01-19,0.894704759807811
2016-01-20,0.8956144748660801
2016-01-21,0.8994581268943145
2016-01-22,0.8990223708028815
2016-01-25,0.8955926872046135
2016-01-26,0.8851685028810332
2016-01-27,0.8855900993849806
2016-01-28,0.8673508988269281
2016-01-29,0.8785581184469365
2016-02-01,0.8860061149413127
2016-02-02,0.8892287366008954
2016-02-03,0.8733602388761244
2016-02-04,0.8722859950398684
2016-02-05,0.8765071228913821
2016-02-08,0.8519200628496455
2016-02-09,0.8396265328287772
2016-02-10,0.8357443654537662
2016-02-11,0.8374697731759932
2016-02-12,0.8353130135232094
2016-02-16,0.8469595156482427
2016-02-17,0.862055016411431
2016-02-18,0.8797404082917757
2016-02-19,0.8762896001200011
2016-02-22,0.8769366266522088
2016-02-23,0.8885831042319481
2016-02-24,0.8745641963166427
2016-02-25,0.8728346257510862
2016-02-26,0.8759611578302189
2016-02-29,0.8736320370334744
2016-03-01,0.8774505356885507
2016-03-02,0.9035791579375141
2016-03-03,0.9073080137633093
2016-03-04,0.9106147516773798
2016-03-07,0.9129822208970562
2016-03-08,0.9126982450896234
2016-03-09,0.9070696505990329
2016-03-10,0.9015566099945345
2016-03-11,0.9007032672496272
2016-03-14,0.8916024259400974
2016-03-15,0.8926423168031021
2016-03-16,0.8934807444787436
2016-03-17,0.9038507624044602
2016-03-18,0.9071691681406858
2016-03-21,0.9090709903257549
2016-03-22,0.9121992456262565
2016-03-23,0.9119855657842265
2016-03-24,0.9067742196940312
2016-03-28,0.9092756658173249
2016-03-29,0.9069826735376388
2016-03-30,0.9164923214908512
2016-03-31,0.9068428257848616
2016-04-01,0.9132758229297617
2016-04-04,0.9137652901065557
2016-04-05,0.910290120099439
2016-04-06,0.9014999841990853
2016-04-07,0.9102901200994392
2016-04-08,0.92152741335983
2016-04-11,0.9215250127606333
2016-04-12,0.9203382901474275
2016-04-13,0.9266462976193084
2016-04-14,0.9299019097548379
2016-04-15,0.9254431366126997
2016-04-18,0.9333698444209462
2016-04-19,0.9293357163399654
2016-04-20,0.9241182465648701
2016-04-21,0.9139522419152206
2016-04-22,0.9106564934656729
2016-04-25,0.9083212953709406
2016-04-26,0.9045708257035648
2016-04-27,0.9004665381426787
2016-04-28,0.8963016922625368
2016-04-29,0.8999979255094955
2016-05-02,0.9022993537576018
2016-05-03,0.8914198747665578
2016-05-04,0.9026480550073195
2016-05-05,0.9075996127533653
2016-05-06,0.9136629952501784
2016-05-09,0.9187781692168895
2016-05-10,0.9216658583650608
2016-05-11,0.9217362898077981
2016-05-12,0.9269482165630347
2016-05-13,0.9243302848058679
2016-05-16,0.9208397762958623
2016-05-17,0.9129039258462494
2016-05-18,0.9144354570698612
2016-05-19,0.9014178390375785
2016-05-20,0.9053161783049016
2016-05-23,0.9060123076230907
2016-05-24,0.908031105727751
2016-05-25,0.9039935556302705
2016-05-26,0.9005825560389131
2016-05-27,0.9052466227664858
2016-05-31,0.9039239769780697
2016-06-01,0.905768719788229
2016-06-02,0.907578075721416
2016-06-03,0.9067545021499811
2016-06-06,0.91966277650306
2016-06-07,0.92133717391135
2016-06-08,0.9251045680800015
2016-06-09,0.9269882651643273
2016-06-10,0.9329701462250111
2016-06-13,0.9374913614270267
2016-06-14,0.9270416169525217
2016-06-15,0.926356846959205
2016-06-16,0.9240180988948141
2016-06-17,0.9285089085065282
2016-06-20,0.9227252900672019
2016-06-21,0.9265833750314214
2016-06-22,0.9330135164265043
2016-06-23,0.9297984457289631
2016-06-24,0.9191630418566149
2016-06-27,0.8838347375414529
2016-06-28,0.866066063773472
2016-06-29,0.8832076078790535
2016-06-30,0.896795417231039
2016-07-01,0.9066204486086284
2016-07-05,0.9087108808166263
2016-07-06,0.9020214977510335
2016-07-07,0.9082927943750269
2016-07-08,0.9082927943750269
2016-07-11,0.9225077333894115
2016-07-12,0.9279428571302055
2016-07-13,0.9354684130789974
2016-07-14,0.935677456299797
2016-07-15,0.9417397097029906
2016-07-18,0.9409035368197914
2016-07-19,0.9471748334437848
2016-07-20,0.9450844012357871
2016-07-21,0.9574179512629738
2016-07-22,0.9524009139637793
2016-07-25,0.9580450809253732
2016-07-26,0.9567908216005747
2016-07-27,0.9588812538085724
2016-07-28,0.9668248961989637
2016-07-29,0.9674520258613633
2016-08-01,0.9710057606898667
2016-08-02,0.9728871496772098
2016-08-03,0.9655706369486531
2016-08-04,0.9689153284817077
2016-08-05,0.9741414090021051
2016-08-08,0.9835483539388206
2016-08-09,0.9833393107180047
2016-08-10,0.9854297429261637
2016-08-11,0.982294094657792
2016-08-12,0.9858478294241584
2016-08-15,0.9848026133200193
2016-08-16,0.9896106073990599
2016-08-17,0.982294094670085
2016-08-18,0.9818760082284294
2016-08-19,0.9822942002948354
2016-08-22,0.9771516675480252
2016-08-23,0.9853938090737349
2016-08-24,0.9889564834153455
2016-08-25,0.9835076873634704
2016-08-26,0.9797764126726857
2016-08-29,0.9740738985226185
2016-08-30,0.9870981592357353
2016-08-31,0.983754189185392
2016-09-01,0.985162913276882
2016-09-02,0.9844585714499878
2016-09-06,0.9764290746233942
2016-09-07,0.9835429270750252
2016-09-08,0.9828385852481312
2016-09-09,0.9705126032774832
2016-09-12,0.9545240438069856
2016-09-13,0.9550170830858115
2016-09-14,0.9441702189516412
2016-09-15,0.9455789026054296
2016-09-16,0.9414937200094434
2016-09-19,0.9491006117399006
2016-09-20,0.9460015077015663
2016-09-21,0.949311914287969
2016-09-22,0.9569892402011156
2016-09-23,0.9645961319315726
2016-09-26,0.9636804875566103
2016-09-27,0.9698082614505896
2016-09-28,0.9769221139022207
2016-09-29,0.9748090884215384
2016-09-30,0.9772742848156678
2016-10-03,0.9685404461621802
2016-10-04,0.9636100533739211
2016-10-05,0.9523405841436144
2016-10-06,0.9479032306341811
2016-10-07,0.9426206669324749
2016-10-10,0.9432545745766796
2016-10-11,0.9376902741442158
2016-10-12,0.9355772486635333
2016-10-13,0.9364928930384958
2016-10-14,0.9400146021729666
2016-10-17,0.9436001632747072
2016-10-18,0.9496236007483051
2016-10-19,0.9527070270740756
2016-10-20,0.953495810552761
2016-10-21,0.9544997167983608
