date,2021_11_18__13_05_13_daily_lr_0.001_epoch_10000_metric_sharpe,2021_11_18__13_05_13_daily_lr_0.0001_epoch_10000_metric_sharpe,2021_11_18__13_05_13_daily_lr_1e-05_epoch_10000_metric_sharpe,2021_11_18__13_05_13_daily_lr_0.001_epoch_10000_metric_sortino,2021_11_18__13_05_13_daily_lr_0.0001_epoch_10000_metric_sortino,2021_11_18__13_05_13_daily_lr_1e-05_epoch_10000_metric_sortino
2015-04-02,0.996558738282705,1.0090151267904135,1.0022625987400202,0.9985521235740294,1.0025789620599421,1.0027398264027843
2015-04-06,0.999984135145104,1.0027654301652702,0.9995872263521152,0.9983108127650413,1.0004824361078124,0.9996293675290772
2015-04-07,1.0068451601854158,1.0074237317638308,1.0024887754329848,1.0079501874849404,1.0024560355847214,1.002522809171537
2015-04-08,1.0042014489097821,1.0052607517797505,1.0041108951453932,1.005282940725904,1.0045832642465429,1.0042922988607748
2015-04-09,1.0075595399813755,1.0084776166762548,1.0063087358195844,1.0086528609982488,1.0064993940923663,1.0064058640201565
2015-04-10,1.0119534598417494,1.0116726301154677,1.0040895068285045,1.0130690712422938,1.0018117784934735,1.0035384792951862
2015-04-13,1.0174038068642643,1.0163982560806137,1.007685455301612,1.0169365216714248,1.005432803168641,1.0069492985892396
2015-04-14,1.012869576571232,1.0127763975603352,1.0057445040794024,1.0140084448923843,1.003319023045974,1.005224174199083
2015-04-15,1.0145989189410272,1.0122332871865707,1.0083516587580903,1.015734790691767,1.007390090875606,1.0076345774812216
2015-04-16,1.0193132349137557,1.0118201385502597,1.012017227780812,1.020292681455153,1.0098309197492212,1.0113588837753402
2015-04-17,1.0188919365406464,1.0095115412121265,1.0091176723362187,1.020001805569613,1.0074070161389208,1.0082088536795406
2015-04-20,1.0070792825269512,0.9968387435969008,1.0051210610907937,1.0082681776444322,1.0057355469052232,1.0052092827864856
2015-04-21,1.0165755225409658,1.0088066270911313,1.0100593842291474,1.0174787114856572,1.0073898601813323,1.0095172711414737
2015-04-22,1.0153944636377386,1.0076459516468115,1.0078232447712436,1.016264719527389,1.0048627325918391,1.007176626897927
2015-04-23,1.0205874966243669,1.013061294046289,1.006365380027174,1.021258267698943,1.0015779027500658,1.0055274150533522
2015-04-24,1.0232150919775314,1.0161419942368184,1.0099515725711137,1.0238280241161781,1.004861386539112,1.009211283130593
2015-04-27,1.025835923354574,1.0224932008205134,1.0154209194638601,1.026203314065569,1.0088084341212593,1.0150437331349453
2015-04-28,1.0218132497687513,1.0226229125997297,1.01461903861319,1.0219414070323385,1.0065047432871295,1.014595624938659
2015-04-29,1.0250635300403719,1.0164802819874852,1.0116185081821913,1.0086775671636665,1.0026308852380537,1.0110482073220377
2015-04-30,1.0208203727956313,1.0120825869903352,1.004239724264576,1.0037939100699236,0.994487844000411,1.0034514552338372
2015-05-01,1.0104427982050008,1.0089455205703286,0.9975594241697525,1.0009713557718802,0.9893997426971325,0.9967868529109695
2015-05-04,1.0214555433122878,0.9946599873684069,0.9990426663681393,1.0114097007937821,0.9891857691244156,0.9977211673579419
2015-05-05,1.0242813462106988,0.9933614886899002,0.9969293252282242,1.014289372549246,0.9866425509078411,0.9951960325501948
2015-05-06,1.0123640330216723,0.9830061679824083,0.987922502162347,1.0026739348939366,0.9801723046245402,0.9863783395335929
2015-05-07,1.0080023912184333,0.970054924286274,0.978176434175152,0.9984948888763658,0.970087534955098,0.9760346354589253
