date,2021_11_13__00_32_43_daily_lr_1e-06_epoch_1000,2021_11_13__00_32_43_daily_lr_1e-05_epoch_1000,2021_11_13__00_32_43_daily_lr_0.0001_epoch_1000,2021_11_13__00_32_43_daily_lr_0.001_epoch_1000,2021_11_13__00_32_43_daily_lr_0.01_epoch_1000
2015-05-15,1.010153368394608,1.0119188152475942,1.0105909948204463,1.00283458227828,1.0104275405339296
2015-05-18,1.0155996179375435,1.014551909576719,1.0151137217311967,1.0228286876465922,1.0115226340900147
2015-05-19,1.0131146513222702,1.0146475667682124,1.013553485452487,1.027788099822518,1.0146651523965733
2015-05-20,1.009248026543298,1.0114062607865915,1.0100352982503198,1.025190238265602,1.0143318106082515
2015-05-21,1.0098185986098833,1.0119275363243398,1.010519044594463,1.0260537310108853,1.0136175538292325
2015-05-22,1.0168021603602666,1.0179188665219017,1.0170383484739145,1.0403852916374419,1.016569613586277
2015-05-26,1.0159115889332084,1.0169837831593265,1.016045012821499,1.0397768377251773,1.0141412337872335
2015-05-27,1.012415011366139,1.0097703539581078,1.0112648982605101,1.024752563856276,1.0032374719012063
2015-05-28,1.023300281823287,1.0228492458471623,1.0225722758968545,1.0440657573375633,1.0127603326169194
2015-05-29,1.0213697846619658,1.020926997417584,1.0206900680783881,1.0415264662376456,1.0116175448737594
2015-06-01,1.0172824387079833,1.0157308978584492,1.0162177065888938,1.0339018729062794,1.0053323931245253
2015-06-02,1.0148973936676773,1.015135769581095,1.0145004121705603,1.0367624124402786,1.0073797784341183
2015-06-03,1.0093751168363516,1.0109078630210258,1.009533712488422,1.0224958849441135,1.006379835960021
2015-06-04,1.005933875409824,1.0094941883056021,1.006892896484095,1.0243060909757655,1.0090462092959962
2015-06-05,1.0038897649076794,1.0048988417545373,1.0039208382133102,1.0148856109494133,1.0005193690358682
2015-06-08,0.9983144395225069,1.0002730974901761,0.9987746738468322,1.011588320355448,0.9988090185270222
2015-06-09,0.9918650858227065,0.992513348152496,0.99206171436076,1.0006639020223382,0.9926667112766224
2015-06-10,0.988494329164537,0.989672958525003,0.9889927435348307,0.9927574114070435,0.992523830463192
2015-06-11,0.995280356492837,0.9992125227104116,0.9966691537496458,1.0082209586405,1.0044274148212535
2015-06-12,1.0029892444015907,1.00468268964939,1.0036291039148164,1.0086970639287516,1.0076651626095487
2015-06-15,0.997265787046082,0.9979941153232754,0.9975744526712902,0.999796170223623,0.9999515813370793
2015-06-16,0.9941490413719642,0.9940278398697191,0.9941994141031326,0.9941003121675852,0.9956662431116624
2015-06-17,1.0007483289832282,1.0005436214913235,1.0007092925278926,1.0006631687987055,1.00109425838955
2015-06-18,0.9990195947179326,0.9995819627009254,0.99935658761807,1.0011291946307888,1.0027131144027595
2015-06-19,1.0040782943125013,1.0059081267038732,1.0050332056349034,0.9971022662543491,1.013140645893385
2015-06-22,1.0003748116345177,0.9996676173692313,1.0003886996596512,1.0099038427432487,1.0037605584500595
2015-06-23,0.9987083512392032,1.000809430887155,0.9997940913331905,0.9893131345271586,1.0089028854552617
2015-06-24,0.9973242250077031,1.0000596529800792,0.9986834549738378,0.9900051553481191,1.0096170663798234
2015-06-25,0.995995220779093,0.9975524332322304,0.9967210679321876,0.9861936118413541,1.0022844031722313
2015-06-26,0.9930839094296497,0.9947738492091386,0.9938323549369514,0.9827916469979449,0.9992370416751849
2015-06-29,0.9863940443751248,0.9880271787565756,0.9875260607691397,0.9717624988303989,0.999046545300154
2015-06-30,0.9801828052491784,0.9772729161332141,0.9793729863443023,0.9971870567802825,0.978096146823358
2015-07-01,0.9790601239982619,0.9768501364501582,0.9786081144359291,0.9971158075356343,0.9801435275908296
2015-07-02,0.9792154065263492,0.979028152448351,0.9797132667303788,0.9872718995314786,0.9879998681637752
2015-07-06,0.9804666992399761,0.9801944329213494,0.9808152041063696,0.9886930230582384,0.9870951517919266
2015-07-07,0.9837610148714291,0.9813584165312418,0.9832314059694823,0.9847380180151,0.9842858602364636
2015-07-08,0.989114152011307,0.9858022832880663,0.9884120365716691,0.9861733585650503,0.9904757006649366
2015-07-09,0.9805238819399441,0.974975477426872,0.9787930295513038,0.9733547775931293,0.9738582229740861
2015-07-10,0.9736173235885796,0.969355066235036,0.9727192179888015,0.9543556268046407,0.9756199210440629
2015-07-13,0.9784545835725844,0.9771683318512626,0.9787248971572755,0.96827478175695,0.9879044119261509
2015-07-14,0.9864688093179569,0.9869574746406978,0.9873441413806516,0.9652778821087029,0.9988080842826915
2015-07-15,0.9902259788675003,0.9907438951253702,0.9911430189801151,0.9689490395272207,1.003140963040986
2015-07-16,0.9934847134125501,0.9931050365192768,0.99396515384856,0.9764878888106966,1.0028076261267742
2015-07-17,1.002882566911553,1.0031996254969162,1.0034536598619017,0.9833634159273361,1.0108544295200512
2015-07-20,1.0105662202202554,1.012335007959077,1.011086767281033,0.9984827953718506,1.011711455233407
2015-07-21,1.011406253424054,1.0142147936833146,1.012166143166939,1.0037677424809925,1.0122351777099619
2015-07-22,1.0093470585999789,1.0109537821453602,1.0096903350132593,0.9971506704480699,1.0082355287050448
2015-07-23,1.0046313537202802,1.0037196655727645,1.004514072207923,1.0033583639465598,1.006426141551774
2015-07-24,1.0059631811717884,1.0039363577599842,1.0051345359204709,1.0141659953074853,1.0007599892729122
2015-07-27,1.0014313894926554,0.9989271028578736,1.0001232497406278,1.0166473378754175,0.9903800087290485
2015-07-28,0.9979074541633443,0.9940161636331735,0.9961167609539814,1.0202745221499983,0.9846186278320945
