date,2021_11_14__01_29_47_daily_lr_0.001_epoch_10000
2015-05-15,1.0161365233377964
2015-05-18,1.0128625061374972
2015-05-19,1.0177736028257873
2015-05-20,1.015201123309295
2015-05-21,1.015902687040071
2015-05-22,1.0203461317130955
2015-05-26,1.0196445575828497
2015-05-27,1.004911292993102
2015-05-28,1.0238540847647488
2015-05-29,1.0217492823473633
2015-06-01,1.0142656368563234
2015-06-02,1.017071940768551
2015-06-03,1.0149670995125903
2015-06-04,1.0170718167205146
2015-06-05,1.0077174138338643
2015-06-08,1.004443307660737
2015-06-09,0.9932179042039093
2015-06-10,0.9908792313962107
2015-06-11,1.0063141670011746
2015-06-12,1.006781973068168
2015-06-15,0.9978951724258052
2015-06-16,0.9918147811986008
2015-06-17,0.9983629289032844
2015-06-18,0.9988306641423302
2015-06-19,1.0077173941153192
2015-06-22,0.9948550279694715
2015-06-23,1.0030401940870073
2015-06-24,1.0037417371330464
2015-06-25,0.999064481969204
2015-06-26,0.9967258351943871
2015-06-29,0.9883067699038898
2015-06-30,0.967259162368545
2015-07-01,0.9681946559942479
2015-07-02,0.9747428289111866
2015-07-06,0.9761459956769877
2015-07-07,0.9721703656673252
2015-07-08,0.9735735670726597
2015-07-09,0.9576709572333832
2015-07-10,0.9539291088883133
2015-07-13,0.9691301326628496
2015-07-14,0.9838635156322657
2015-07-15,0.9876053655058906
2015-07-16,0.987839239845201
2015-07-17,1.0004678399707927
2015-07-20,1.0159026784230536
2015-07-21,1.0212815406841058
2015-07-22,1.0144996173359102
2015-07-23,0.9981293157839262
2015-07-24,0.9960245676794773
2015-07-27,0.9906456538955654
2015-07-28,0.9817589308641849
2015-07-29,0.9906456708176993
2015-07-30,0.9971937501616598
2015-07-31,0.9990646500040851
2015-08-03,0.9957905910367875
2015-08-04,0.9904117773113781
2015-08-05,0.9845652527031884
2015-08-06,0.9941535834894188
2015-08-07,0.9843313738279144
2015-08-10,0.9850329739517273
2015-08-11,1.000467863907012
2015-08-12,0.9855007926620819
2015-08-13,0.989944098460147
2015-08-14,0.9871377461215392
2015-08-17,0.9920488208448264
2015-08-18,0.9976615887223025
2015-08-19,0.9925165739119667
2015-08-20,0.9859684323687901
2015-08-21,0.9618806524172069
2015-08-24,0.9251642770306533
2015-08-25,0.8886816859112228
2015-08-26,0.8816656804624882
2015-08-27,0.9260993110431168
2015-08-28,0.9476145394499967
2015-08-31,0.9494853802605699
2015-09-01,0.9408325334566235
