date,2021_11_06__13_57_14_daily_actor_lr_0.0001_critic_lr_0.001_epoch_50000
2015-01-05,1.014967694622526
2015-01-06,1.0325246827545511
2015-01-07,1.030485699415512
2015-01-08,1.0168389598083656
2015-01-09,1.027975954200405
2015-01-12,1.0334934726904683
2015-01-13,1.0330069640852475
2015-01-14,1.0408427680978105
2015-01-15,1.027880353682556
2015-01-16,1.0379034676344678
2015-01-20,1.0466426252506362
2015-01-21,1.0484418635553594
2015-01-22,1.0656631454331797
2015-01-23,1.0654061113894189
2015-01-26,1.0610365326454816
2015-01-27,1.030449481437922
2015-01-28,1.0286603726157226
2015-01-29,1.038427806114902
2015-01-30,1.025576023650589
2015-02-02,1.036114524144242
2015-02-03,1.047938247424426
2015-02-04,1.0499945402818025
2015-02-05,1.0597619313541913
2015-02-06,1.0564204554610754
2015-02-09,1.054878235826864
2015-02-10,1.0705574701366016
2015-02-11,1.0746700730529206
2015-02-12,1.0711140673920043
2015-02-13,1.0601151351064009
2015-02-17,1.0441542784814275
2015-02-18,1.05035668390564
2015-02-19,1.043409989830522
2015-02-20,1.0464698431731334
2015-02-23,1.058461160326611
2015-02-24,1.072354548476847
2015-02-25,1.0769856778602591
2015-02-26,1.0622653023201283
2015-02-27,1.0711967661309945
2015-03-02,1.0491989015597873
2015-03-03,1.0453947595662705
2015-03-04,1.0457255545222286
2015-03-05,1.0444023746983968
2015-03-06,1.0315055140602292
2015-03-09,1.0363722539236886
2015-03-10,1.01520193551764
2015-03-11,1.00863183670197
2015-03-12,1.01520193551764
2015-03-13,1.0096051846784246
2015-03-16,1.0215286973439461
2015-03-17,1.0217720363705975
2015-03-18,1.0414946129413796
2015-03-19,1.0361877019376424
2015-03-20,1.0416529940515178
2015-03-23,1.040385679939344
2015-03-24,1.0504449857141671
2015-03-25,1.0415737869206225
2015-03-26,1.0253363248431526
2015-03-27,1.038088673108873
2015-03-30,1.0329402095233338
2015-03-31,1.03515800922172
2015-04-01,1.0465638362419913
2015-04-02,1.0354748377500609
2015-04-06,1.0296927171078398
2015-04-07,1.0383262945051288
2015-04-08,1.0386431230334696
2015-04-09,1.0251779105789824
2015-04-10,1.0266828460886017
2015-04-13,1.0281085744661358
2015-04-14,1.035395630617976
2015-04-15,1.0345243521650387
2015-04-16,1.0293758885794995
2015-04-17,1.0411777512601967
2015-04-20,1.0319897239383116
2015-04-21,1.0273165031452836
2015-04-22,1.0116334909924105
2015-04-23,1.0159898832570977
2015-04-24,1.0223264538239152
2015-04-27,1.0223264538239152
2015-04-28,1.0082275843127464
2015-04-29,0.9958712717074525
2015-04-30,0.9976138286133274
2015-05-01,0.9821684814285201
2015-05-04,0.9748683795945277
2015-05-05,0.9597282082051313
2015-05-06,0.9515930032380053
2015-05-07,0.9585983186263639
2015-05-08,0.972382978602118
2015-05-11,0.9674114644192581
2015-05-12,0.9622139723188976
2015-05-13,0.9662815748322232
2015-05-14,0.9818740511333046
2015-05-15,0.978710360289607
2015-05-18,0.9834558965551535
2015-05-19,0.9809701394636766
2015-05-20,0.9816480732158975
2015-05-21,0.9859416536466302
2015-05-22,0.9852637198944093
2015-05-26,0.9710271110977698
2015-05-27,0.9893313224077348
2015-05-28,0.9872975211510802
2015-05-29,0.9800662277940569
2015-06-01,0.9827779628029407
2015-06-02,0.9807441615462779
2015-06-03,0.9827779639321347
2015-06-04,0.9737387932950136
2015-06-05,0.9705751044753443
2015-06-08,0.9597281714442538
2015-06-09,0.957468392373292
2015-06-10,0.9723206783712366
2015-06-11,0.9727726052857033
2015-06-12,0.9727699576123571
2015-06-15,0.9668428959470852
2015-06-16,0.9732262023202504
2015-06-17,0.9657065239282838
2015-06-18,0.9609658571159401
2015-06-19,0.9733079379572271
2015-06-22,0.9813158825835843
2015-06-23,0.9754272134753631
2015-06-24,0.9709326733838992
2015-06-25,0.9686598853829071
2015-06-26,0.9604778685473647
2015-06-29,0.9400228263871969
2015-06-30,0.9409319393720974
2015-07-01,0.9472957302664079
2015-07-02,0.9504091395165484
2015-07-06,0.9680244813265534
2015-07-07,0.9771189136098584
2015-07-08,0.9855578913141863
2015-07-09,0.9817071156704678
2015-07-10,0.9973508917230739
2015-07-13,1.0125133208202335
2015-07-14,1.016364096463952
2015-07-15,1.0166047699416845
2015-07-16,1.0296011647009482
2015-07-17,1.0454855764241326
2015-07-20,1.0510209356111342
2015-07-21,1.0440414056975271
2015-07-22,1.0271942652487942
2015-07-23,1.0399912506603386
2015-07-24,1.042566710202666
2015-07-27,1.0332141287608099
2015-07-28,1.042566710202666
2015-07-29,1.0494580860019282
2015-07-30,1.0514270505160033
2015-07-31,1.047981362616372
2015-08-03,1.0423205896384067
2015-08-04,1.0361675755319228
2015-08-05,1.0462585186665567
2015-08-06,1.0359214549676636
2015-08-07,1.0366598166604415
2015-08-10,1.0529037739015596
2015-08-11,1.0371520577889604
2015-08-12,1.041828348509888
2015-08-13,1.038874901738776
2015-08-14,1.0440434335882227
2015-08-17,1.0499503271304473
2015-08-18,1.0445356747167414
2015-08-19,1.037644298917479
2015-08-20,1.0122938807987647
2015-08-21,0.9736529522100446
2015-08-24,0.9352581441855838
2015-08-25,0.927874527257803
2015-08-26,0.9746374344670821
2015-08-27,0.9751982517740792
2015-08-28,0.978075891292545
2015-08-31,0.970562017652916
2015-09-01,0.9394404325504174
2015-09-02,0.9621182447859344
2015-09-03,0.9668103407061185
2015-09-04,0.9756373298290143
2015-09-08,1.0029181898863637
2015-09-09,1.0077307368387431
2015-09-10,1.00092903765322
2015-09-11,1.0072351478133514
2015-09-14,1.0088116753582264
2015-09-15,0.9894784896092313
2015-09-16,0.9857446085164747
2015-09-17,0.9977760037470195
2015-09-18,1.0131263446834617
2015-09-21,0.9966143924896337
2015-09-22,1.0104712406742784
2015-09-23,1.0118178837340912
2015-09-24,1.0187145648895812
2015-09-25,1.009907118781392
2015-09-28,1.0270608290237015
2015-09-29,1.0225723898365644
2015-09-30,1.0190334312534994
2015-10-01,1.0212605562854424
2015-10-02,1.0274470149050279
2015-10-05,1.0476985902986151
2015-10-06,1.0489803355769691
2015-10-07,1.053850967633656
2015-10-08,1.0587215996904273
2015-10-09,1.0633358826914996
2015-10-12,1.0646176279714834
2015-10-13,1.0623104864732162
2015-10-14,1.0602597624890884
2015-10-15,1.0738462287832948
2015-10-16,1.0741930026334277
2015-10-19,1.071245971502911
2015-10-20,1.064658489291245
2015-10-21,1.0752331043597445
2015-10-22,1.09946953326959
2015-10-23,1.0932221050482978
2015-10-26,1.1004895262529222
2015-10-27,1.1032391022129437
2015-10-28,1.0988035978066395
2015-10-29,1.0813228394652095
2015-10-30,1.0894863800640273
2015-11-02,1.0989607566530795
2015-11-03,1.0904203829116716
2015-11-04,1.0916519397028526
2015-11-05,1.088449892045782
2015-11-06,1.0920998295442668
2015-11-09,1.0859510372826835
2015-11-10,1.0891630956199516
2015-11-11,1.0868687682361888
2015-11-12,1.0920998346711683
2015-11-13,1.0983404051550036
2015-11-16,1.0973309011061778
2015-11-17,1.0987237399948873
2015-11-18,1.1152201725515278
2015-11-19,1.1203264920277727
2015-11-20,1.1284966031820345
2015-11-23,1.1218584360120185
2015-11-24,1.1221137524808444
2015-11-25,1.1185393511147892
2015-11-27,1.1210925110124046
2015-11-30,1.122369091149235
2015-12-01,1.1351222352067587
2015-12-02,1.1279557363150716
2015-12-03,1.1133667921421742
2015-12-04,1.1407530557649819
2015-12-07,1.1518218986514064
2015-12-08,1.1440768854404175
2015-12-09,1.140237689158751
2015-12-10,1.1431807637292544
2015-12-11,1.1210245911578272
2015-12-14,1.1296680050616141
2015-12-15,1.134644516097128
2015-12-16,1.1512421486170565
2015-12-17,1.1336993057044187
2015-12-18,1.1069190768644068
2015-12-21,1.1160457823948553
2015-12-22,1.1261730387135076
2015-12-23,1.1401187687260779
2015-12-24,1.1382372027701797
2015-12-28,1.1356362134550435
2015-12-29,1.1511388644092473
2015-12-30,1.1414168516306253
2015-12-31,1.1253886684010057
2016-01-04,1.1106742706820107
2016-01-05,1.1077839425586364
2016-01-06,1.094120573248141
2016-01-07,1.0618014496867765
2016-01-08,1.0533932224187796
2016-01-11,1.0602249070740273
2016-01-12,1.072837247976023
2016-01-13,1.0439339667422824
2016-01-14,1.063640749401651
2016-01-15,1.0336864397594112
2016-01-19,1.0347374681679107
2016-01-20,1.0265919980020384
2016-01-21,1.0323726542487863
2016-01-22,1.0610131783804022
2016-01-25,1.0486635945805312
2016-01-26,1.0589111215634028
2016-01-27,1.037102282087035
2016-01-28,1.0505028942954058
2016-01-29,1.083610289163145
2016-02-01,1.0875516456950185
2016-02-02,1.068107620137775
2016-02-03,1.0667938346271504
2016-02-04,1.0678448630356503
2016-02-05,1.03789055339341
2016-02-08,1.0229133985722898
2016-02-09,1.0181837707340415
2016-02-10,1.0202858275510407
2016-02-11,1.0176582565297916
2016-02-12,1.0318471400445373
2016-02-16,1.0502401371932812
2016-02-17,1.0717862195675243
2016-02-18,1.0675821059335258
2016-02-19,1.0683703772399002
2016-02-22,1.082559260754646
2016-02-23,1.0654800491165264
2016-02-24,1.0736255192823987
2016-02-25,1.0870261314907692
2016-02-26,1.0841358033673953
2016-02-29,1.0765158474057728
2016-03-01,1.1085722138650123
2016-03-02,1.1117252990905113
2016-03-03,1.1117252990905113
2016-03-04,1.1146156272138854
