date,2021_11_10__00_46_09_daily_0_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.1,2021_11_10__00_46_10_daily_1_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.3,2021_11_10__00_46_10_daily_2_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.5,2021_11_10__00_46_10_daily_3_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.7,2021_11_10__00_46_10_daily_4_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_1.0
2015-01-06,0.9905810033710093,0.9879429133878695,0.9879429133858577,1.0180172377519316,0.9909689549490194
2015-01-07,1.002924846321634,0.9963090551206601,0.9963090551181475,1.0160067438279536,1.0030828376709118
2015-01-08,1.0207217925837795,1.0182086614244688,1.0182086614174377,1.0025518303046783,1.0204215888143797
2015-01-09,1.0125421376164996,1.015009842610999,1.0150098425218919,1.013532230010182,1.012599209702836
2015-01-12,1.0046103509815607,1.003198819032622,1.0031988189008034,1.0193317830938484,1.0048913303190155
2015-01-13,1.0017846519928637,1.002460630059871,1.0024606299244803,1.0193317763398255,1.0021259760137275
2015-01-14,0.9957366646837224,0.996801181241333,0.9968011811055784,1.0270645405108565,0.9963136880247347
2015-01-15,0.9866146143168774,0.9840059056493707,0.9840059055149903,1.0432260106595002,0.9878357438357135
2015-01-16,0.999553837001787,0.9936023623437449,0.9936023622079357,1.0299256499699199,1.000049360043086
2015-01-20,1.001660717826693,1.0019685040779485,1.0019685039402546,1.0436125876898976,1.0025306775043366
2015-01-21,1.0067420186397011,1.0036909450259206,1.003690944885182,1.0315494795016777,1.0069736022737417
2015-01-22,1.0217132659131494,1.0201771655111926,1.0201771653578469,1.0278377670134167,1.0211773708770957
2015-01-23,1.0161114416022325,1.019931102746616,1.0199311023719244,1.0421431372551355,1.016530006094277
2015-01-26,1.01849097759272,1.0157480320448562,1.0157480315100598,1.038972697738726,1.0185936589428393
2015-01-27,1.005056513979835,0.9864665366273118,0.9864665354680675,1.0405959667486733,1.0055322924006214
2015-01-28,0.9921673606980598,0.9847440957609922,0.984744094524776,1.057607911821104,0.9936182571764334
2015-01-29,1.0013394804680384,0.9940944894754519,0.9940944882259279,1.0506484849269786,1.002408023753383
2015-01-30,0.9887467777117422,0.9817913398663417,0.9817913386193613,1.0692843405194594,0.9907176743013254
2015-02-02,1.0009914733294307,0.9918799225575949,0.9918799212969125,1.0630981341760315,1.0023088379347451
2015-02-03,1.0154669839381965,1.0031988202162982,1.003198818935208,1.0405959242065637,1.0154387964526095
2015-02-04,1.011600237953666,1.0051673242339854,1.005167322873843,1.0423744090161569,1.0120585936721729
