date,2021_11_25__15_25_56_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_25__15_25_56_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_25__15_25_56_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_25__15_25_56_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_25__15_25_56_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_25__15_25_56_daily_lr_0.0001_epoch_30000_metric_sortino
2015-04-02,0.9964638426426583,1.00564005864464,1.011007697196759,0.9964779328314477,0.9964637950929797,0.9985255707513568
2015-04-06,1.0000243102823405,1.000107265469904,1.0129789717274824,1.000014082123291,1.0000242091913945,0.9983149392208335
2015-04-07,1.0067823641655294,1.0019949109774886,1.0073225273004396,1.0067788786236032,1.0067820812638675,1.007955625823096
2015-04-08,1.0041184884189132,1.0019861068280036,1.015732620744492,1.0041257579635714,1.004118056353504,1.0057798672582552
2015-04-09,1.0074818855192427,1.004707259533843,1.0169323766938936,1.007488020633098,1.0074845756024426,1.0061451928595604
2015-04-10,1.011559899511856,0.9994934142373634,1.0037486766418782,1.011930973397034,1.0119646853862496,1.0090572227546408
2015-04-13,1.0168986820771186,1.0041866711895315,1.005276190574019,1.0174329200986398,1.0174867858414014,1.0105495882053404
2015-04-14,1.0123196242116355,1.002478727582854,1.006672193338777,1.0128315766015739,1.012884886225842,1.0119467946560172
2015-04-15,1.014252524781734,1.0093242348199105,1.0137203087675195,1.0147689806517999,1.0148224366355731,1.0191095568852948
2015-04-16,1.01880653741111,1.0093498270311079,1.012868303296252,1.0193225547550095,1.0193748268784677,1.0279946920929035
2015-04-17,1.0185146501648827,1.0068466712367756,1.0078472852465838,1.0190317209807656,1.0190837940834783,1.022883728570015
2015-04-20,1.006796306630064,0.9989321631253117,1.0035651571042423,1.0074024666203807,1.0073612982701217,1.0345951113469103
2015-04-21,1.016005186785847,1.0071332450092432,0.9950188878171161,1.0164285605821337,1.0165654493198943,1.0255090901481365
2015-04-22,1.0147965827104963,1.0029447977760724,0.9911102479462665,1.0151722052033574,1.0153544088565938,1.0208737368519893
2015-04-23,1.0197947688576163,0.9888027016638924,0.9759807724401076,1.0195731107044592,1.0203431038580542,1.0312608930884737
2015-04-24,1.022363141688575,0.9929617967705995,0.9799288499226071,1.0222427952755957,1.0232580716877169,1.0352752422194076
2015-04-27,1.0247419541129756,0.9968307548475167,0.9838326670645591,1.0250967829405324,1.025758047953858,1.0423744640045804
2015-04-28,1.0204880109737624,0.9967093404611431,0.9837995374859647,1.0218273144863852,1.0215004573261413,1.0446134008304417
2015-04-29,1.0237310853415222,0.9882513094909704,0.9706506208439852,1.0204688582956571,1.0247467264451435,1.0302101272494006
2015-04-30,1.0195177170824006,0.9788531773471072,0.9587548420852013,1.0135778134042974,1.0205276348469872,1.0175855005772854
2015-05-01,1.0093017639888986,0.9708934017940064,0.960345477805099,1.0034595881094295,1.0103092425432443,1.0193651966837167
2015-05-04,1.020241035761109,0.9790444720982491,0.9454983864125567,1.0143251923166388,1.0211648107093836,1.0035880939169115
2015-05-05,1.0231421873731743,0.9717738004350452,0.9369745842853924,1.0172126301485773,1.0240723823185482,0.9941207793684812
2015-05-06,1.0114226526153167,0.9702380429491294,0.9356487795813321,1.0055659511284272,1.012344951441304,0.9927441316670044
2015-05-07,1.0072551563139915,0.9541873112338717,0.9197217669875812,1.0014255545787083,1.0081772926108672,0.9757511964159759
2015-05-08,1.0112759425283613,0.9644418010595519,0.9315794770618041,1.0054211469695467,1.0121996079016033,0.9829315575740651
2015-05-11,1.0245910844661605,0.9681147492309378,0.9340981153450136,1.0186586581454575,1.0255252577945315,0.9970462654460301
2015-05-12,1.0196766182479762,0.949290603051914,0.911603815332399,1.013772709656643,1.020605301320755,0.9728097403984941
2015-05-13,1.0166485683193334,0.9512633903063334,0.9139653180149298,1.010764050206327,1.0175770978724383,0.9753277515362045
2015-05-14,1.0168469367012993,0.9447888985851421,0.9101239898136751,1.01095674660628,1.0177648486162632,0.9794397478495479
2015-05-15,1.0274586644201467,0.9535726065313707,0.9165328777160973,1.0214990435671105,1.028368744914968,0.9951855612144829
2015-05-18,1.0285633557616687,0.9676056128742958,0.9348970785272224,1.0226054165729859,1.0294827925627381,0.9946004862134322
2015-05-19,1.0317599642922737,0.9584516979693597,0.9193207422488033,1.0257824668814481,1.0326802083403397,0.9993644539826015
2015-05-20,1.0314204001462415,0.953108126386662,0.9111698728881984,1.025443285516458,1.0323385870979747,0.9969224403281066
2015-05-21,1.0306953109471897,0.9540753478953398,0.9127010641579917,1.0247217002048352,1.0316118803160912,0.9985853723923948
2015-05-22,1.033701077430995,0.959196789446797,0.925466114921076,1.0277095788248582,1.0346166988679355,1.0125419019566222
2015-05-26,1.0312394120147295,0.9575973070901924,0.9258361707454636,1.0252554600729855,1.03214527516969,1.0122355325482932
2015-05-27,1.020141842298742,0.9480897723924172,0.9331713671502292,1.0142326258776,1.021047921749392,0.9976255278935116
2015-05-28,1.0298346912046659,0.9541534550927729,0.9354307952935816,1.0238651175260423,1.030740424046571,1.016158967724065
2015-05-29,1.028671852112691,0.9525143238012781,0.9331443638459023,1.0227088252073446,1.0295771725912481,1.0136795568050547
2015-06-01,1.0222788874384507,0.9498023279113859,0.9352020986989181,1.0163544906082005,1.0231804318084767,1.006257604325829
2015-06-02,1.0243624095812396,0.9521531546864421,0.923162523438245,1.0184159258756906,1.0252644069997434,1.0090415512594215
2015-06-03,1.023342711940748,0.9499594853143969,0.910385081153429,1.0174045870565425,1.0242455985760506,0.9950146074062725
2015-06-04,1.0260519161675175,0.9419230049948913,0.8957730933355823,1.0200983629184237,1.0269498075542898,0.9790602355227814
2015-06-05,1.0173765729500783,0.9338249853716567,0.9074348984873235,1.0114816976276901,1.019220960335925,0.97200060413732
2015-06-08,1.0156201023796534,0.9312651599531231,0.896382563491756,1.0097516566554186,1.0174648560047201,0.9602108335697342
2015-06-09,1.0093345162989689,0.9223024643248721,0.8953899785312401,1.003540324646941,1.0112267267810047,0.9591020662945229
2015-06-10,1.0091776165845612,0.9207538915054774,0.8883027701992807,1.0033915196694274,1.0110321601020094,0.9569352688008104
2015-06-11,1.0212914495260037,0.9269871982074576,0.8805281097643224,1.0154260751773079,1.023159090547167,0.9716704155717765
2015-06-12,1.0245714934373764,0.9285061759095807,0.8990503335406748,1.0186974089118916,1.0264537775828915,0.9907344150250894
2015-06-15,1.0167256838690417,0.9207132714346327,0.899031601706305,1.0109021030287204,1.0185954372889199,0.9906853519633688
2015-06-16,1.0123627045339472,0.9155410296227542,0.8997480095140005,1.0065692388689642,1.0142290290603457,0.992209852724206
2015-06-17,1.0178839384421916,0.9219640158734266,0.9068308042022587,1.0120574822926152,1.0197586152155653,0.9987507309897945
2015-06-18,1.0195273934681355,0.9227848722650176,0.8998251112365626,1.0136573533479347,1.021407482408038,0.999221885745628
2015-06-19,1.030127282846156,0.9226611601074922,0.8954106853979404,1.0241965451612842,1.0320293521812207,1.0081137307436263
2015-06-22,1.0205861026355838,0.9125667915894846,0.9068747685226826,1.0147139763680182,1.022474190366583,1.0210088385212674
2015-06-23,1.025827188487916,0.9185448713329676,0.8889200068001184,1.019932407935519,1.0277170243199734,1.000242530191918
2015-06-24,1.0265532909280426,0.9149786728704624,0.8835857909064452,1.0206541614864348,1.028444591079206,1.000942210524847
2015-06-25,1.0191052057725427,0.91727036958587,0.8912024509119788,1.013246854586464,1.0209758706028422,0.996273978739237
2015-06-26,1.0160090366621801,0.9148834924749024,0.8880781380899512,1.0101671103127539,1.0178750678360786,0.992782549139568
2015-06-29,1.0157901618078193,0.9074164307909088,0.8786699145101781,1.0099481917982183,1.0176758450970036,0.9858490058914531
2015-06-30,0.9944873491647793,0.9163831406000073,0.9019272545977788,0.9887687287632497,0.9963347427544299,0.984487757141701
2015-07-01,0.9955287880804077,0.9172729815167376,0.8956753561426797,0.9905641278487581,0.9983989987622267,0.9854109154035526
2015-07-02,1.0023623935942734,0.9234813681449114,0.8818200836512019,0.9982088515328373,1.0054877094640298,0.9919518414458465
2015-07-06,1.0036079536485027,0.9247995736584037,0.8842177662457685,0.997762265153373,1.0069972484857161,0.993373805483447
2015-07-07,0.9995997408416003,0.9210887293159488,0.8808746767843966,0.9946908610696239,1.0032518807444972,0.9893601168934218
2015-07-08,1.0011826915131292,0.9224489625669923,0.8881091419497619,0.9991488902999698,1.0047258919937117,0.9908959518161925
2015-07-09,0.9848085324671509,0.9073865187671136,0.8954832685243765,0.982500767642639,0.9883961729452724,0.9761643173379863
2015-07-10,0.9812691896649886,0.9042860987149092,0.8779773350965566,0.9827281960559511,0.9815977915203207,0.9723587336053765
2015-07-13,0.9968391017385397,0.9184600342017384,0.864066311665836,0.9966339270390526,0.992465608318502,0.9878488597416866
