date,2021_12_03__00_42_42_daily_lr_1e-06_epoch_10_metric_sortino
2015-04-02,1.002119141993893
2015-04-06,0.999594723731592
2015-04-07,1.0031153470451541
2015-04-08,1.0043903553257394
2015-04-09,1.006638871150446
2015-04-10,1.0045696126791117
2015-04-13,1.0081477639198049
2015-04-14,1.0061595758516892
2015-04-15,1.0081701834426395
2015-04-16,1.0123530574570136
2015-04-17,1.0093650883412855
2015-04-20,1.0047601985515757
2015-04-21,1.0105313747293172
2015-04-22,1.0084282702328002
2015-04-23,1.0082853796741527
2015-04-24,1.0119262815103025
2015-04-27,1.0177478726631568
2015-04-28,1.0172998838213778
2015-04-29,1.0147703744339627
2015-04-30,1.007580422665576
2015-05-01,1.0001465862678751
2015-05-04,1.0026081710735235
2015-05-05,1.0006728116329582
2015-05-06,0.9912275736320942
2015-05-07,0.9813639852279487
2015-05-08,0.9895051640636189
2015-05-11,0.9994517669288563
2015-05-12,0.9879654502309956
2015-05-13,0.9860984262989092
2015-05-14,0.9848796029502188
2015-05-15,0.9944508867367317
2015-05-18,1.000500719941696
2015-05-19,0.9974432156403713
2015-05-20,0.9934964398022369
2015-05-21,0.9940649727568381
2015-05-22,1.0011749814956843
2015-05-26,1.0003029135297907
2015-05-27,0.9977478434147605
2015-05-28,1.007900242906305
2015-05-29,1.0060003513523736
2015-06-01,1.0022551362507166
2015-06-02,0.9994570415107711
2015-06-03,0.9936981830902074
2015-06-04,0.989823435751088
2015-06-05,0.988425159841712
2015-06-08,0.9827171853608054
2015-06-09,0.9766989612299605
2015-06-10,0.9732514822895783
2015-06-11,0.9792337821613921
2015-06-12,0.9874240065143481
2015-06-15,0.9820399505717368
2015-06-16,0.9792016811065615
2015-06-17,0.9857213584505
2015-06-18,0.9838152767911632
2015-06-19,0.9884539410266742
2015-06-22,0.985526057604053
2015-06-23,0.9830677753804541
2015-06-24,0.9815257611670426
2015-06-25,0.9805338369988456
2015-06-26,0.9776284229229549
2015-06-29,0.9710726784624464
2015-06-30,0.9661938499195083
2015-07-01,0.9648741841079602
2015-07-02,0.9644062054960933
2015-07-06,0.9656649620058066
2015-07-07,0.9695499390589406
2015-07-08,0.9750955906899151
2015-07-09,0.9673336066768314
2015-07-10,0.9601490169617912
2015-07-13,0.9640126654025072
2015-07-14,0.9713582877495957
2015-07-15,0.9750491038318054
2015-07-16,0.978549048196308
2015-07-17,0.9875799166623396
2015-07-20,0.9946914377003734
2015-07-21,0.9952025080789644
2015-07-22,0.9935509767305509
2015-07-23,0.9897278300165697
2015-07-24,0.9914385778326958
2015-07-27,0.9871591768724568
2015-07-28,0.9841506364709234
2015-07-29,0.9885556850493297
2015-07-30,0.9916637401197774
2015-07-31,0.9949880048734253
2015-08-03,0.9959404392579367
2015-08-04,0.9958812010634759
2015-08-05,0.9905796908364842
2015-08-06,0.9923328116038617
2015-08-07,0.9894260236864325
2015-08-10,0.9934898125366282
2015-08-11,0.9985237466414146
2015-08-12,0.9960033130802656
2015-08-13,0.9960397230056789
2015-08-14,0.9935937898292521
2015-08-17,0.9972155738344161
2015-08-18,1.002445111870297
2015-08-19,0.9970715549337824
2015-08-20,0.9956971229188004
2015-08-21,0.9842848611876334
2015-08-24,0.9630926469136244
2015-08-25,0.936611455473114
2015-08-26,0.9256773011926113
2015-08-27,0.9486327474485566
2015-08-28,0.9648277823206161
2015-08-31,0.9664382471453852
2015-09-01,0.9583488691766381
2015-09-02,0.9387926645060689
2015-09-03,0.9506583113500481
2015-09-04,0.9525566870213615
2015-09-08,0.945108692368491
2015-09-09,0.9584864843330054
2015-09-10,0.9510974607094373
2015-09-11,0.9543517405547407
2015-09-14,0.9592684112696203
2015-09-15,0.9577158236494885
2015-09-16,0.9605376412114194
2015-09-17,0.96357633256727
2015-09-18,0.9639493319407324
2015-09-21,0.9555174273990764
2015-09-22,0.9558717806459299
2015-09-23,0.95000345702108
2015-09-24,0.950401725019652
2015-09-25,0.9513146940954289
2015-09-28,0.9480609135269753
2015-09-29,0.9374389321681681
2015-09-30,0.9369061424174334
2015-10-01,0.9484131437250924
2015-10-02,0.9500226968522312
2015-10-05,0.9613432326464503
2015-10-06,0.9697958301249187
2015-10-07,0.9704716802090204
2015-10-08,0.9736711522257643
2015-10-09,0.9755711589955781
2015-10-12,0.9781105682422564
2015-10-13,0.9811951715515932
2015-10-14,0.9789711640845565
2015-10-15,0.979501070870333
2015-10-16,0.9874203108430796
2015-10-19,0.9896504923514656
2015-10-20,0.9903557555972101
2015-10-21,0.987097728351126
2015-10-22,0.9854690735880495
2015-10-23,0.9994447153266374
2015-10-26,1.0103952429697345
2015-10-27,1.0103269489688893
2015-10-28,1.0084309447414557
2015-10-29,1.016271350613088
2015-10-30,1.0099505360523189
2015-11-02,1.0085830879561104
2015-11-03,1.0135298854630552
2015-11-04,1.0137759708340721
2015-11-05,1.0135720986919357
2015-11-06,1.0113226117379366
2015-11-09,1.0077097263119406
2015-11-10,0.9993493602705912
2015-11-11,0.9986437512228786
2015-11-12,0.9965540877499625
2015-11-13,0.9904527138114224
2015-11-16,0.9816249670451285
2015-11-17,0.9915658481928175
2015-11-18,0.9919430259496829
2015-11-19,1.0030455776592726
2015-11-20,1.0065415386159269
2015-11-23,1.0093623463020303
2015-11-24,1.0078487984922389
2015-11-25,1.008341540075363
2015-11-27,1.0078877715844519
2015-11-30,1.0087694063895642
2015-12-01,1.0091005962419535
2015-12-02,1.019067739579722
2015-12-03,1.0134941378034363
2015-12-04,0.9954551165558049
2015-12-07,1.0133037770931665
