date,2021_11_18__10_23_09_daily_lr_1e-05_epoch_10000_metric_sharpe,2021_11_18__10_23_09_daily_lr_0.001_epoch_10000_metric_sharpe,2021_11_18__10_23_09_daily_lr_0.0001_epoch_10000_metric_sharpe,2021_11_18__10_23_09_daily_lr_1e-05_epoch_10000_metric_sortino,2021_11_18__10_23_09_daily_lr_0.001_epoch_10000_metric_sortino,2021_11_18__10_23_09_daily_lr_0.0001_epoch_10000_metric_sortino
2015-04-02,1.002767812586009,1.0015781410629938,1.0002465427520983,1.00264639401224,0.9985521235521241,1.0022283118404207
2015-04-06,0.9997526370373386,1.0001643578612558,0.9995978653511028,0.999663241072004,0.9983108108108113,1.001146420814439
2015-04-07,1.0024732578085702,1.0025907736644064,1.0061331016773458,1.0025686662349693,1.0079633204633214,1.0064122860565676
2015-04-08,1.0042535062012898,1.0038259466894983,1.006259643826613,1.0042884813860065,1.0057915057915092,1.0046484761739616
2015-04-09,1.006380508368534,1.0061153846289916,1.0088494075149042,1.006416290292087,1.0089285714285752,1.007827112378615
2015-04-10,1.0036605553264089,1.0044235549214544,1.0079797633001513,1.0036525989470602,1.0115830115830153,1.0113948656734253
2015-04-13,1.0071589154514853,1.0084923351246613,1.0119546217910331,1.007110436364349,1.015444015444024,1.0161264336525164
2015-04-14,1.0053228035482964,1.00603173722174,1.0095121350791931,1.0053305752357933,1.0125482625482716,1.0124634876517233
2015-04-15,1.0076801777114615,1.0097791013336035,1.0120103480671239,1.007744095709794,1.0094111969117594,1.013107208280812
2015-04-16,1.011602648715413,1.0124247950222307,1.0157909512806609,1.0115198373730383,1.018339768340339,1.0189169561033893
2015-04-17,1.0086406539778365,1.0104584265477186,1.0134033261942224,1.0084350796677393,1.0147200772206626,1.016860705734111
2015-04-20,1.0048429736825235,1.0070014375390233,1.0083362487323078,1.0049987956631954,1.0007239382246214,1.0123388787516594
2015-04-21,1.0093865736858547,1.0098478424810537,1.0136142702654074,1.0096696676115007,1.017857142857839,1.0190628055287938
2015-04-22,1.0071153004524172,1.0074587938982957,1.01151485786144,1.0073946633227975,1.0173745173753654,1.0167703468827782
2015-04-23,1.0059874689194894,1.0052566973990893,1.0113609305948286,1.006160515055999,1.0277509652518684,1.0154991681655618
2015-04-24,1.0096143357523086,1.008422946524889,1.0147509561656742,1.0098216786437846,1.0318532818542225,1.0190476511813331
2015-04-27,1.0152425457967504,1.0121662045361213,1.0195714306985708,1.0155768177027968,1.0407818532828783,1.0242848604224457
2015-04-28,1.0145807232778956,1.0094535212168365,1.0180021582227796,1.0150629189019518,1.0436776061786401,1.023142511865838
2015-04-29,1.011495671441677,1.0066288254823546,1.0160584868148723,1.011725078425264,1.04705598455784,1.0200650556523276
2015-04-30,1.0040683438352853,0.9996006381052781,1.0092560001604771,1.004196872954313,1.041988416990518,1.0126652413094788
2015-05-01,0.9973477911649612,0.9937168113840111,1.0019271618247643,0.9974950143255062,1.027509652512226,1.0044056937780141
2015-05-04,0.998727567474831,0.9952933148269479,1.0050523931785451,0.9986810257286984,1.04005791506084,1.0059919519251486
2015-05-05,0.9964586044731114,0.9938257645150752,1.0037849136665562,0.9962672356566878,1.0410231660331786,1.0038842713371725
2015-05-06,0.9874677750625721,0.9859548418478812,0.9945601647610028,0.987483384418035,1.0248552123738541,0.9951585433136995
2015-05-07,0.9777070024969413,0.9773803157061138,0.9857038362493746,0.9772314598633338,1.0161679536914703,0.9870908063569893
2015-05-08,0.9857863393770349,0.9845333539092185,0.9931107454071649,0.9856378356534683,1.0236486486733167,0.9928554342919818
2015-05-11,0.9954815817893468,0.9938741204442225,1.0032954631074027,0.9950287018468104,1.0383687258940428,1.0024044192358261
2015-05-12,0.9836985629282523,0.9822777242951735,0.9924886322541809,0.982736956115415,1.0330598455852464,0.9904044652084215
2015-05-13,0.982063569933836,0.9812813421735678,0.9907271019895639,0.9812066478236698,1.0275096525349332,0.9889513926263446
2015-05-14,0.9805456295974242,0.9786416913300309,0.9894921908180878,0.9794956144594559,1.0318532818787045,0.9870726269667156
2015-05-15,0.9895996723876739,0.9861910016346014,0.9988348036255955,0.9884756342366221,1.0485038610299204,0.99672561720131
2015-05-18,0.9964911479469944,0.9938380988663456,1.0041039719561797,0.9954467744511546,1.045125482652103,1.0016420855591803
2015-05-19,0.9926005764743788,0.9899721605634282,1.0018350110211205,0.9914903400180246,1.0501930502225678,1.0007459535229557
2015-05-20,0.9885338858128766,0.9866688198121987,0.9986533681002638,0.9872814197443446,1.0475386100685697,0.9967995267189114
2015-05-21,0.9890926085335263,0.9868068900542217,0.9989536781157681,0.9878981756687407,1.0482625483093524,0.9972742895511891
2015-05-22,0.9964347313031587,0.9935263788462468,1.0054834732387006,0.9953850480334389,1.052847490412302,1.0045414959594907
2015-05-26,0.995580393485004,0.9921361213936788,1.0043012475465123,0.9945773394509028,1.0521235521899097,1.0032141849235652
2015-05-27,0.9942971306660203,0.9911833220103728,1.000798589577187,0.9933808168415498,1.0369208494872084,0.9998892844641025
2015-05-28,1.0036645177052437,0.9980960355385118,1.0100792008378938,1.0028376159741441,1.0564671815365911,1.008808159007125
2015-05-29,1.0017682258686664,0.9965061020629066,1.008320128485043,1.0009253898388362,1.0542953668685702,1.0069811076407829
2015-06-01,0.9984023648546958,0.9932649121322346,1.004713475738271,0.9975960906065802,1.0465733591462771,1.0035613915860235
2015-06-02,0.9949999045611505,0.9900751014328593,1.002153410356788,0.9941592941978665,1.0494691120422592,1.0043699256009282
2015-06-03,0.9888204346571597,0.9845720504817214,0.9970589527990793,0.9879308370914696,1.0472972973711778,1.0020239712970411
2015-06-04,0.9842497857675175,0.9806861058754285,0.9941699622035629,0.9833105395787795,1.0494691120445132,1.0033662624054256
