date,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.0
2015-01-05,0.9819404496738087
2015-01-06,0.9726916333921438
2015-01-07,0.9848124938167782
2015-01-08,1.0022878825572028
2015-01-09,0.994256394078681
2015-01-12,0.9864680518548136
2015-01-13,0.9836933475273145
2015-01-14,0.9777545058897172
2015-01-15,0.968797240237705
2015-01-16,0.9815027794133301
2015-01-20,0.9835716909958576
2015-01-21,0.9885611431272249
2015-01-22,1.0032619749677525
2015-01-23,0.9977615401219131
2015-01-26,1.000097957351654
2015-01-27,0.9869055823224133
2015-01-28,0.9742496473432046
2015-01-29,0.983256166579275
2015-01-30,0.9708909274035861
2015-02-02,0.9829145632368761
2015-02-03,0.9971285867800979
2015-02-04,0.9933319541665577
2015-02-05,1.0033596248561765
2015-02-06,1.0005849099717679
2015-02-09,0.9961065638691198
2015-02-10,1.006718522342895
2015-02-11,1.0073028604843386
2015-02-12,1.0169899931221325
2015-02-13,1.0211755471224195
2015-02-17,1.0227793546517663
2015-02-18,1.0228773791925954
2015-02-19,1.022147256587386
2015-02-20,1.0282743503383267
2015-02-23,1.028140006655585
2015-02-24,1.031075984372002
2015-02-25,1.0302552045046436
2015-02-26,1.0289739911379099
2015-02-27,1.0255524909949054
2015-03-02,1.0318457821367466
2015-03-03,1.0276161686948313
2015-03-04,1.0233120652943093
2015-03-05,1.0244194277221752
2015-03-06,1.0100116017792278
2015-03-09,1.0141979129102994
2015-03-10,0.9977459810873965
2015-03-11,0.995409812814081
2015-03-12,1.0080650888958318
2015-03-13,1.0018701175358509
2015-03-16,1.0152692586277698
2015-03-17,1.0122522122118516
2015-03-18,1.0244218230575879
2015-03-19,1.0197491848111424
2015-03-20,1.024178604547137
2015-03-23,1.0221840351135516
2015-03-24,1.0164518328940946
2015-03-25,1.001559305982878
2015-03-26,0.9991712284780417
2015-03-27,1.0014597633244207
2015-03-30,1.0136737512443341
2015-03-31,1.0048165773509454
2015-04-01,1.0012643699298975
2015-04-02,1.0048408178314632
2015-04-06,1.0116302405897433
2015-04-07,1.008954105857156
2015-04-08,1.0123368071476586
2015-04-09,1.0168330361393425
2015-04-10,1.0223791914813818
2015-04-13,1.0177617162368378
2015-04-14,1.0197099169988249
2015-04-15,1.024283319627216
2015-04-16,1.0239846956626373
2015-04-17,1.012307399892963
2015-04-20,1.0215441555495397
2015-04-21,1.0203259254898038
2015-04-22,1.0253324421892507
2015-04-23,1.0279143426351525
2015-04-24,1.0303050473093514
2015-04-27,1.0260264837594641
2015-04-28,1.0292693603172391
2015-04-29,1.0250226602754189
2015-04-30,1.0147577786558453
2015-05-01,1.0257550018039507
2015-05-04,1.0286747191637433
2015-05-05,1.0168943047771035
2015-05-06,1.0127073824248531
2015-05-07,1.0167479996772275
2015-05-08,1.0301345602689211
2015-05-11,1.025192985568034
2015-05-12,1.0221503994880161
2015-05-13,1.0223453728686673
2015-05-14,1.033006368201253
2015-05-15,1.034126011324572
2015-05-18,1.037336982470652
2015-05-19,1.0369951716567383
2015-05-20,1.0362653696612363
2015-05-21,1.0392842953354877
2015-05-22,1.036802263325935
2015-05-26,1.0256562128964197
2015-05-27,1.035392301901378
2015-05-28,1.034223854980759
2015-05-29,1.0277984260478201
2015-06-01,1.0298913843145412
2015-06-02,1.0288688168801536
2015-06-03,1.0315944759943174
2015-06-04,1.022877529121742
2015-06-05,1.0211288884883722
2015-06-08,1.0148491838307785
2015-06-09,1.0147030077201535
2015-06-10,1.0268724135174643
2015-06-11,1.0301828657840033
2015-06-12,1.0222971193649912
2015-06-15,1.0179161749408567
2015-06-16,1.023465659812609
2015-06-17,1.0251202376392867
2015-06-18,1.035780236439699
2015-06-19,1.0261920073191528
2015-06-22,1.0314487343386423
2015-06-23,1.0321780518452808
2015-06-24,1.0246881313057317
2015-06-25,1.0215728021840362
2015-06-26,1.0213742460056168
2015-06-29,0.9999606108418639
2015-06-30,1.002053750083531
2015-07-01,1.0100858363931826
2015-07-02,1.0091609051575927
2015-07-06,1.006288956249686
2015-07-07,1.0126171520137282
2015-07-08,0.9956281929140091
2015-07-09,0.9974293994036627
2015-07-10,1.0099885881521062
2015-07-13,1.0211360400080634
2015-07-14,1.025565726093527
2015-07-15,1.0252251956278091
2015-07-16,1.0334520408201393
2015-07-17,1.0343290076511307
2015-07-20,1.034864447185079
2015-07-21,1.0307757586329194
2015-07-22,1.0289258951322957
2015-07-23,1.0231333022855353
2015-07-24,1.0125215588477368
2015-07-27,1.006631545939206
2015-07-28,1.0189959759054565
2015-07-29,1.0260054163055787
2015-07-30,1.02624927465642
2015-07-31,1.0246922051297445
2015-08-03,1.0212367863841674
2015-08-04,1.0192405394318014
2015-08-05,1.0225991382752004
2015-08-06,1.0142270813057794
2015-08-07,1.012280317604324
2015-08-10,1.0250332771522337
2015-08-11,1.0157845747730128
2015-08-12,1.0170016975554013
2015-08-13,1.0157359824957062
2015-08-14,1.0194357442678879
2015-08-17,1.025131152428655
2015-08-18,1.0221614986175735
2015-08-19,1.0140809339563488
2015-08-20,0.992905573811114
2015-08-21,0.9630166497356999
2015-08-24,0.9224670430974696
2015-08-25,0.9116116261787219
2015-08-26,0.9466118269182735
2015-08-27,0.9700264266295011
2015-08-28,0.9700751233444166
2015-08-31,0.9622378234401583
2015-09-01,0.9335172148350518
2015-09-02,0.9512363715952774
2015-09-03,0.9519178840036356
2015-09-04,0.9375089080835631
2015-09-08,0.9610695472884531
2015-09-09,0.9482183054404478
2015-09-10,0.953378285915994
2015-09-11,0.9577107401590871
2015-09-14,0.9541572297439663
2015-09-15,0.9660836112275695
2015-09-16,0.9744563641927185
2015-09-17,0.9722659145977315
2015-09-18,0.9514313561434988
2015-09-21,0.9563479097832573
2015-09-22,0.9439347647285541
2015-09-23,0.9424256863975995
2015-09-24,0.9390181464792642
2015-09-25,0.9387747939140568
2015-09-28,0.9152141780366787
2015-09-29,0.9157496483616911
2015-09-30,0.9328359838003069
2015-10-01,0.9352699324011589
2015-10-02,0.9492408383841276
2015-10-05,0.9661325312521882
2015-10-06,0.9628224693159372
2015-10-07,0.9707084289524761
2015-10-08,0.9794705834837137
2015-10-09,0.9800546984636531
2015-10-12,0.9809795247476846
2015-10-13,0.9747973704167133
2015-10-14,0.9701243110097694
2015-10-15,0.9850200070796872
2015-10-16,0.9894983917568313
2015-10-19,0.9899852308257822
2015-10-20,0.9887193007244529
2015-10-21,0.9825860904147324
2015-10-22,0.9991855428983613
2015-10-23,1.0101383123958843
2015-10-26,1.0076561651516693
2015-10-27,1.0057091448039084
2015-10-28,1.0171480842133371
2015-10-29,1.0165615478178291
2015-10-30,1.0121815022380667
2015-11-02,1.024155626260564
2015-11-03,1.0271238971287737
2015-11-04,1.0240094298456834
2015-11-05,1.0229868454243474
2015-11-06,1.0224513855905695
2015-11-09,1.0129104069255288
2015-11-10,1.0152467175308173
2015-11-11,1.0112555696561567
2015-11-12,0.9971405946432336
2015-11-13,0.9859445248286302
2015-11-16,1.0009375687656275
2015-11-17,1.0002073858793001
2015-11-18,1.0160767310423124
2015-11-19,1.015200955390914
2015-11-20,1.0189045465226274
2015-11-23,1.0177321246561124
2015-11-24,1.019094982646919
2015-11-25,1.018948844475521
2015-11-27,1.0201170257453878
2015-11-30,1.0158840621995724
2015-12-01,1.0255715663048615
2015-12-02,1.0151063300656806
2015-12-03,1.0008945714649085
2015-12-04,1.020411250588561
2015-12-07,1.0143549383827286
2015-12-08,1.0077219639601187
2015-12-09,0.9999568023719564
2015-12-10,1.0025329828193963
2015-12-11,0.9841359845455788
2015-12-14,0.9891118658398171
2015-12-15,0.9994951655429991
2015-12-16,1.0141093007869502
2015-12-17,0.9989030410719415
2015-12-18,0.975331749414633
2015-12-21,0.9833720223647316
2015-12-22,0.9922793700529038
2015-12-23,1.0044941797980178
2015-12-24,1.0028578923538154
2015-12-28,1.0005829453994008
2015-12-29,1.0112208990173397
2015-12-30,1.0040551412758163
2015-12-31,0.9940121042936374
2016-01-04,0.9801130211150794
2016-01-05,0.9817745728639441
2016-01-06,0.9693903318605344
2016-01-07,0.946133119108281
2016-01-08,0.9357625050534283
2016-01-11,0.9366742422758652
2016-01-12,0.9442355711118258
2016-01-13,0.9206819815306121
2016-01-14,0.9357967087835963
2016-01-15,0.9157087785068245
2016-01-19,0.9169277356452349
2016-01-20,0.9051772981134032
2016-01-21,0.9102480621575004
2016-01-22,0.9289221096920081
2016-01-25,0.914880073847182
2016-01-26,0.927361959529999
2016-01-27,0.9172692668066766
2016-01-28,0.9220474626589582
2016-01-29,0.9445284824458301
2016-02-01,0.9441833759305406
2016-02-02,0.9271670661420875
2016-02-03,0.9327253984877795
2016-02-04,0.934188159052304
2016-02-05,0.9163918072855527
2016-02-08,0.9040562504592835
2016-02-09,0.9041050513391279
2016-02-10,0.9033249663342268
2016-02-11,0.8915745038562319
2016-02-12,0.9099559824423485
2016-02-16,0.9253144708152117
2016-02-17,0.9404292118229169
2016-02-18,0.9365774624501414
2016-02-19,0.9361386748316847
2016-02-22,0.9496931703458725
2016-02-23,0.9376989310338129
2016-02-24,0.9419895603113954
2016-02-25,0.9533986953966156
2016-02-26,0.9512007192563421
2016-02-29,0.943744728357571
2016-03-01,0.965929329786121
2016-03-02,0.9702686223761885
2016-03-03,0.9740471126654913
2016-03-04,0.9772406329114643
2016-03-07,0.9780204900040514
2016-03-08,0.9673430250632221
2016-03-09,0.9721212431507247
2016-03-10,0.9729013876545108
2016-03-11,0.9886008502724934
2016-03-14,0.98733353312357
2016-03-15,0.9857249799570506
2016-03-16,0.9914297369762053
2016-03-17,0.9977189121646721
2016-03-18,0.9964999389531768
2016-03-21,0.9979129698990021
2016-03-22,0.9973768252849439
2016-03-23,0.9907959923102035
2016-03-24,0.9903617552356127
2016-03-28,0.9909480021911362
2016-03-29,1.000123113971584
2016-03-30,1.004462971127103
2016-03-31,1.002046746793149
2016-04-01,1.0088602098790405
2016-04-04,1.0056158313827537
2016-04-05,0.9956461017322743
2016-04-06,1.0064929777079628
2016-04-07,0.9945368161562894
2016-04-08,0.99721483544482
2016-04-11,0.9948785878343204
2016-04-12,1.004143060794358
2016-04-13,1.014289662259279
2016-04-14,1.0143343805229048
2016-04-15,1.0132129924361954
