date,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.0,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.25,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.5,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.75,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_1.0
2015-01-05,0.9819404240765184,0.9847347299068532,1.0157084496981592,1.015708454756399,0.9819403203037534
2015-01-06,0.9726915991905529,0.9728617535503866,1.034008794115101,1.0340088041044617,0.9726914277369425
2015-01-07,0.9848125016468787,0.98110015272389,1.0319666732030985,1.031966706684128,0.9848123448376582
2015-01-08,1.0022878146540564,1.002665443540027,1.018300419768148,1.018300360945621,1.0022878839507385
2015-01-09,0.9942564969678064,0.999515540283945,1.0294533093061307,1.0294534232740042,0.9942559509322124
2015-01-12,0.9864682189851905,0.9878849289426133,1.03534394920528,1.035344129586718,0.9864674098233273
2015-01-13,0.9836935728957037,0.98715798451376,1.0353439638728477,1.0353441354881057,0.983692742053284
2015-01-14,0.9777548707968513,0.9815849539985981,1.0431981928883487,1.0431983644291525,0.9777539794577527
2015-01-15,0.9687975687503309,0.9689849664992597,1.0596135290313777,1.0596136988557578,0.9687966703987057
2015-01-16,0.9815029820509349,0.9784349810776523,1.046104208896127,1.0461044296922277,0.9815022148664079
2015-01-20,0.9835718543959608,0.9866734541183848,1.0600061650123849,1.0600064122897768,0.9835710460984579
2015-01-21,0.9885613066371484,0.9883696015437399,1.0477535675539889,1.047753823392294,0.988560580246343
2015-01-22,1.0032620075279939,1.0046041678585684,1.0439835159589406,1.043983805912862,1.0032614515893803
2015-01-23,0.9977625134546029,1.004361932304622,1.0585137515535878,1.0585141124756745,0.9977607944312683
2015-01-26,1.000098735380392,1.0002427407306997,1.0552935155254397,1.055293846726997,1.000097356763965
2015-01-27,0.986907972207594,0.9714087259439836,1.0569425520665383,1.0569432187109844,0.9869055152609743
2015-01-28,0.9742524651621965,0.9697125980199005,1.0742217416869548,1.0742225649558832,0.9742491359590297
2015-01-29,0.9832589874816245,0.9789202134426787,1.067152995452526,1.0671537637726705,0.9832556101838293
2015-01-30,0.970894009078059,0.9668048812193726,1.0860816049226365,1.0860824626143588,0.970890327605819
2015-02-02,0.9829175744318882,0.9767395055885039,1.0797982058572182,1.0797990831419533,0.9829138879426772
2015-02-03,0.9971312578770972,0.9878855453249492,1.0569425654612943,1.0569432914890557,0.9971279754664124
2015-02-04,0.9933344977992303,0.9898240229956919,1.0587490329363793,1.0587498172961796,0.9933310616758336
2015-02-05,1.0033618324328581,0.9990316024820608,1.0471248108066302,1.0471255836387645,1.003358808353539
2015-02-06,1.0005864238054487,0.9958814473835981,1.028588811723536,1.0285895728848278,1.000584140583513
2015-02-09,0.9961080990944744,0.994427625463258,1.0269394481622192,1.02694024195506,0.9961057294459051
2015-02-10,1.0067196740140496,1.0092082675196792,1.0187710501968987,1.0187718636682523,1.006717616706777
2015-02-11,1.007303951880937,1.013085138320432,1.0206560696086981,1.0206569398886596,1.0073017572899532
2015-02-12,1.0169903646704446,1.0268964616966456,1.0172789427676645,1.0172796895016005,1.016988755294156
2015-02-13,1.0211751243565135,1.0334384626364663,1.006833080050531,1.006833595996211,1.0211750961404487
2015-02-17,1.022778986226311,1.0339226556664676,0.9916746485730185,0.9916749422311939,1.0227814827450008
2015-02-18,1.022876807513778,1.0348919621931147,0.9975652274305511,0.9975656604774571,1.0228788395089796
2015-02-19,1.02214615564636,1.0385263648052678,0.9909677039489327,0.9909680923699765,1.0221486637802506
2015-02-20,1.0282744476039087,1.0438570572293033,0.9938737664509503,0.9938742340378198,1.0282772720656117
2015-02-23,1.028129981845711,1.0445841954307287,1.0052621727738702,1.0052628376604955,1.0281312369214755
2015-02-24,1.031056577834919,1.04773435639148,1.0184570959097907,1.0184580170280604,1.031056807676508
2015-02-25,1.0301809539123101,1.0411923322850705,1.0228553391641015,1.0228564453170634,1.030180596806198
2015-02-26,1.0289624009146816,1.047734025603211,1.0088750025036786,1.0088758913298983,1.0289636372617192
2015-02-27,1.0254590304688667,1.044099652289267,1.0173574249732298,1.0173585137386523,1.0254587937661
2015-03-02,1.031928436757046,1.0523370213913221,0.9964657215857025,0.9964663296955535,1.0319330185725053
