date,2021_11_10__01_00_49_daily_0_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.1,2021_11_10__01_00_49_daily_1_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.3,2021_11_10__01_00_49_daily_2_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.5,2021_11_10__01_00_49_daily_3_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.7,2021_11_10__01_00_49_daily_4_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_1.0
2015-01-06,0.9905810033710093,0.9905810038992722,0.9905811353364538,0.9905810033710093,1.0180173378356006
2015-01-07,1.002924846321634,1.0029248470256804,1.0029245266198967,1.002924846321634,1.0160068302498608
2015-01-08,1.0207217925837795,1.0207217943447102,1.0207212986949867,1.0207217925837795,1.0025518716308885
2015-01-09,1.012542137616499,1.0125421503685479,1.012544960200015,1.0125421376164991,1.013532486991848
2015-01-12,1.0046103509815596,1.0046103702113018,1.0046129123562322,1.00461035098156,1.0193320785441085
2015-01-13,1.0017846519928626,1.001784672083565,1.0017874997893021,1.0017846519928628,1.0193321241196307
2015-01-14,0.9957366646837212,0.9957366849992643,0.995739683337655,0.9957366646837216,1.0270649019033384
2015-01-15,0.9866146143168762,0.9866146345997249,0.9866176174586495,0.9866146143168766,1.0432263798662376
2015-01-16,0.9995538370017859,0.9995538576126097,0.9995565870154751,0.9995538370017862,1.0299260433448563
2015-01-20,1.0016607178266919,1.0016607387516936,1.001664068831702,1.001660717826692,1.0436130459984045
2015-01-21,1.0067420186397,1.0067420404560652,1.0067445274551727,1.0067420186397003,1.031549984911638
2015-01-22,1.0217132659131483,1.0217132902971369,1.0217154828004016,1.0217132659131487,1.027838340409852
2015-01-23,1.0161114416022248,1.016111493468915,1.0161192041339588,1.0161114416022272,1.0421439013989133
2015-01-26,1.018490977592708,1.0184910506740266,1.0184949202093123,1.0184909775927118,1.0389735230596309
2015-01-27,1.0050565139797918,1.0050566512845591,1.0050509031999066,1.005056513979806,1.040597468298733
2015-01-28,0.9921673606980151,0.9921675087206677,0.9921685028837658,0.9921673606980299,1.0576094390482456
2015-01-29,1.0013394804679934,1.0013396303930435,1.001340377553748,1.0013394804680082,1.0506499914597298
2015-01-30,0.9887467777116975,0.9887469287771442,0.9887489224351377,0.9887467777117122,1.0692859315674452
2015-02-02,1.0009914733293857,1.0009916266251657,1.000993174010163,1.0009914733294003,1.0630997566480487
2015-02-03,1.0154669839381505,1.0154671411296052,1.0154671317152109,1.0154669839381656,1.0405975268005212
2015-02-04,1.011600237953618,1.011600408008378,1.011603195332587,1.0116002379536335,1.042376096332065
2015-02-05,1.0218124132461028,1.0218125901013189,1.0218141035503494,1.0218124132461186,1.0309316311611343
2015-02-06,1.0189867142574067,1.0189869130963218,1.0189864853295578,1.018986714257424,1.012682242266034
2015-02-09,1.0144259369423168,1.014426149132548,1.0144271414031563,1.0144259369423347,1.0110583601721983
2015-02-10,1.025232996232422,1.0252332146971024,1.0252343404174362,1.0252329962324402,1.0030162413257917
2015-02-11,1.0258278802300431,1.0258281143272074,1.025830685758027,1.0258278802300622,1.0048721431538712
2015-02-12,1.0356930398572501,1.0356932958684528,1.03569644686595,1.0356930398572706,1.0015471273317436
2015-02-13,1.0399563751735483,1.0399567339639446,1.0399581999593674,1.0399563751736,0.9912625522947388
2015-02-17,1.0415923061670675,1.0415926103119104,1.041587050221468,1.0415923061672256,0.9763384069056477
2015-02-18,1.041691453500012,1.0416918225217393,1.0416880391047196,1.0416914535001827,0.9821380241967329
2015-02-19,1.0409478485030013,1.040948308230275,1.0409467927394478,1.040947848503196,0.9756425985115242
2015-02-20,1.0471891731113907,1.0471897421918404,1.0471865774833247,1.0471891731116187,0.9785038010082914
2015-02-23,1.0470404521121266,1.047041063432582,1.0470441311853196,1.047040452112568,0.9897163451805328
2015-02-24,1.0500198294669638,1.0500204218090528,1.0500277292747346,1.0500198294675382,1.0027073235270514
2015-02-25,1.0491275034710055,1.0491281429644828,1.0491279541709515,1.049127503472249,1.0070376813874742
2015-02-26,1.0478881618096472,1.0478887741514167,1.0478954448812492,1.0478881618114082,0.9932734439844099
