date,2021_12_09__19_54_16_lr_1e-05_epoch_300000_metric_sharpe_window_180_0,2021_12_09__19_54_16_lr_1e-05_epoch_300000_metric_sharpe_window_180_1,2021_12_09__19_54_16_lr_1e-05_epoch_300000_metric_sharpe_window_180_2,2021_12_09__19_54_16_lr_1e-05_epoch_300000_metric_sortino_window_180_3,2021_12_09__19_54_16_lr_1e-05_epoch_300000_metric_sortino_window_180_4,2021_12_09__19_54_16_lr_1e-05_epoch_300000_metric_sortino_window_180_5
2015-04-02,0.9982536736740752,0.9965301471852595,0.9964636925318171,1.0102242633221927,1.0003018727737314,0.9981630687547843
2015-04-06,0.9989880001063158,0.9859714047933386,0.9978833688347425,1.0120306722684247,0.9902564114556108,1.0016690526836292
2015-04-07,1.0061432401443815,0.9926400809558984,1.002314050339751,1.0079411452589027,0.9922643731707957,1.0084376374094706
2015-04-08,1.0039136786588057,0.9905471499380277,1.0068994375277682,1.0163259424798559,0.9969832809536249,1.0058240022040437
2015-04-09,1.007062158919563,0.993865140813572,1.009953549190976,1.0168554828674614,1.0000928829255826,1.009196507654539
2015-04-10,1.0099714752935272,0.9982820622922898,0.9968893365859378,1.0123499025410798,0.9928686765927482,1.0136850371510826
2015-04-13,1.015482176276521,0.9997487613541707,0.9992747663899934,1.0138457353445853,0.9981976148402617,1.0152382215892823
2015-04-14,1.0122614330230366,1.0011370346050632,1.0006373446987988,1.0107018354147783,0.9995771267840371,1.0164856240301683
2015-04-15,1.0092143778374407,1.0024807680190455,1.0077296897928518,1.0169339797133827,1.0028157542115164,1.0234030357088275
2015-04-16,1.0083658052431148,1.0016372518239245,1.006989528382159,1.0161136702547797,1.007332676235285,1.0225496857879113
2015-04-17,1.0033475630259736,1.0013254684114472,1.0020116454919912,1.0112012613068195,1.0046893581034764,1.0174670813338558
2015-04-20,0.9903054498780796,1.0128057358679872,1.0133812714404744,1.0227510682097996,1.0160151334676941,1.0291184165745109
2015-04-21,0.9998451373455008,1.0044701298790584,1.0299140749902198,1.014449027165572,1.0157447748622594,1.0207739852092375
2015-04-22,0.9991686589868165,0.9999888387816989,1.025398186306,1.0098632631327538,1.0119276124044643,1.016161050659365
2015-04-23,1.0085627910961286,0.9847230181341186,1.0124647421986828,0.9944789031700759,0.9966466806994785,1.0006568285658097
2015-04-24,1.0125245971810186,0.9872014757870504,1.0168229413335366,0.9980619014748074,0.9996180697497384,1.0038783562101894
2015-04-27,1.0148849062895386,0.9929091054478725,1.0230898182799817,1.0042848852264443,1.0056151683356918,1.0101367259080818
2015-04-28,1.0117006681016996,0.989187777491469,1.025854474061031,1.0040663576353266,1.0052885047315416,1.0062046933949687
2015-04-29,1.014958897458976,0.9923350912543637,1.029115283640091,0.9910795241687118,1.000832198188778,0.9960038525830752
2015-04-30,1.0107802067604719,0.9801735728607878,1.0234991907344566,0.9862722831326545,0.9961967047852296,0.9839704550466734
2015-05-01,1.01246478784875,0.9702461087580699,1.0252808590017812,0.987987293904392,0.9831931782793967,0.9856008704100714
2015-05-04,1.0245811305175119,0.9552245141994703,1.0363960976686464,0.9727019553816363,0.9830983346464259,0.9707695746616675
2015-05-05,1.026293838385445,0.9547932578055279,1.0335626116995957,0.9635284835422089,0.9739366577850729,0.9735301276459969
2015-05-06,1.0248734473662797,0.9534717988376427,1.0320923370916895,0.9526962585088395,0.963602381553681,0.9721784221088327
2015-05-07,1.0162848873048287,0.9371496538817692,1.026311635810493,0.9443206686406221,0.9473940244434309,0.9681576559737285
2015-05-08,1.0299410047354343,0.944662865942723,1.0393186355772601,0.9570092595608941,0.9598020424104093,0.9811384496236917
2015-05-11,1.0435336855613095,0.9472143383056162,1.0516274778768049,0.9595966427507036,0.9625185330097642,0.9838094187847812
2015-05-12,1.0382363127031309,0.9281017866530328,1.046583565358073,0.9362617741692226,0.9521570593744103,0.9790901302223394
2015-05-13,1.0329070765907813,0.9253461656548186,1.0492975569342,0.9364337870059959,0.9538326645762011,0.9761805205270802
2015-05-14,1.036378186114791,0.9263778502880226,1.0439085359295828,0.928970797885829,0.9538509301417113,0.9685582878195923
2015-05-15,1.0526423686341935,0.9360732858825437,1.0604173625019557,0.9345662243553846,0.9564185047705491,0.9787388707546034
2015-05-18,1.0537780893337543,0.9513922536243054,1.0615666417320861,0.9415192293688238,0.9755622964805201,0.9797923466494729
2015-05-19,1.0380153660075238,0.9354301328657463,1.0644112130871903,0.9300920473566708,0.9786331075749694,0.9666979888743938
2015-05-20,1.0354765900867289,0.9271370236430652,1.061751259587839,0.9232826573190827,0.975322873177753,0.9594414412634646
2015-05-21,1.0372243778816599,0.9287019445349353,1.061215770230209,0.9229084938119124,0.9769437792301925,0.9609061355202245
2015-05-22,1.049771623689699,0.9416765643942762,1.0657923943931917,0.9307095792513626,0.9809511716075987,0.9731402528787269
2015-05-26,1.0480523086461953,0.9420677314789658,1.0632464734520786,0.9308804225893089,0.9796206603484255,0.9733914654077076
2015-05-27,1.0459716630293563,0.9581391544043449,1.054392933398272,0.9245839500941462,0.9737922530883231,0.9885789109755084
2015-05-28,1.0649831257733409,0.9616006419615283,1.0703511394372767,0.9267077448936581,0.9810188523448353,0.9932163044606598
2015-05-29,1.0628375278839888,0.9596942249846936,1.069143409966406,0.924930178820057,0.9786210167871828,0.9913163891139203
2015-06-01,1.055116875884693,0.9537260997159158,1.0614915284717326,0.9269566884732866,0.9720647748719791,0.9851933826510788
2015-06-02,1.0415352023882158,0.9542537945886287,1.0634958120727818,0.9293496047469725,0.9677246661095801,0.9872016238080972
2015-06-03,1.0405014420067007,0.9531155692209602,1.0623839200397804,0.9218529331480622,0.9581967373990606,0.975947926736067
2015-06-04,1.0426620690827901,0.9413432948429208,1.0650400798728186,0.9239025040445846,0.942797579215498,0.9773254011202178
2015-06-05,1.0561294193890007,0.9389538937862448,1.0560402581347896,0.9358855842950031,0.9348306450210647,0.9882014433771757
2015-06-08,1.0528137830558322,0.9275176655060134,1.054213983473197,0.9254909676955554,0.9329487316498623,0.9787051353619671
2015-06-09,1.0516499810659852,0.9264923007780321,1.0530485325962309,0.9244582184847355,0.9285413794364329,0.9744437036404694
2015-06-10,1.047950302149086,0.9191572824647669,1.0528853127545166,0.9223736424269543,0.9260647821105848,0.973113583516703
2015-06-11,1.0387782641518997,0.9303582792784232,1.0446733538815074,0.914322687150787,0.9342063154942654,0.9778467137381622
2015-06-12,1.0393257253508847,0.9365245290192612,1.0480479780646277,0.9165294055054999,0.937008105273055,0.9817766762749527
