date,2021_11_09__22_32_58_daily_actor_0_lr_0.0001_critic_lr_0.001_epoch_5000_gamma_1.0
2015-01-05,1.015707919461911
2015-01-06,1.0340078307407392
2015-01-07,1.031965807122092
2015-01-08,1.0183002524985365
2015-01-09,1.0294516284320927
2015-01-12,1.0353413944571068
2015-01-13,1.0353413054156029
2015-01-14,1.0431952661765236
2015-01-15,1.0596101987363016
2015-01-16,1.0461012332467081
2015-01-20,1.060003005170094
2015-01-21,1.0477508409315748
2015-01-22,1.0439817119739336
2015-01-23,1.0585090475338699
2015-01-26,1.055289468031704
2015-01-27,1.0569350226517873
2015-01-28,1.0742109330671625
2015-01-29,1.0671425685174345
2015-01-30,1.0860691474748838
2015-02-02,1.0797862661508608
2015-02-03,1.0569323453906054
2015-02-04,1.058738066860111
2015-02-05,1.047115609896768
2015-02-06,1.0285823136123347
2015-02-09,1.0269324919752938
2015-02-10,1.0187655245441958
2015-02-11,1.0206503363070965
2015-02-12,1.0172748994445096
2015-02-13,1.0068338185381605
2015-02-17,0.9916827739087768
2015-02-18,0.9975719877797231
2015-02-19,0.9909763084392799
2015-02-20,0.9938834237768156
2015-02-23,1.0052656435268255
2015-02-24,1.018455648193971
2015-02-25,1.0228494665348022
2015-02-26,1.0088786909655174
2015-02-27,1.0173530461928577
2015-03-02,0.9964865450524277
2015-03-03,0.9928727822255098
2015-03-04,0.9931837614443485
2015-03-05,0.9919283538020084
2015-03-06,0.9700199880080441
2015-03-09,0.9789722477695052
2015-03-10,0.9918419936256722
2015-03-11,0.9990661716711402
2015-03-12,0.9983614088015135
2015-03-13,0.9952971028071712
2015-03-16,1.0048802428284362
2015-03-17,1.013202347320336
2015-03-18,1.032757300079998
2015-03-19,1.027495413278009
2015-03-20,1.0329140000096635
2015-03-23,1.0316566913282539
2015-03-24,1.0416168176936191
2015-03-25,1.0328136815470461
2015-03-26,1.0167176415619161
2015-03-27,1.0293598460419642
2015-03-30,1.0242618611259717
2015-03-31,1.026454999534491
2015-04-01,1.0377595518148326
2015-04-02,1.0267695321363943
2015-04-06,1.0210423825893966
2015-04-07,1.0295982437201376
2015-04-08,1.0299138138444925
2015-04-09,1.0165735247111718
2015-04-10,1.0180696584408233
2015-04-13,1.0194754065440246
2015-04-14,1.0266973220471942
2015-04-15,1.0258378454471897
2015-04-16,1.0207377843374188
2015-04-17,1.0324108378443837
2015-04-20,1.023313496562813
2015-04-21,1.0186826383508298
2015-04-22,1.0031502860470591
2015-04-23,1.0074682819395244
2015-04-24,1.013747649526167
2015-04-27,1.0137431729815318
2015-04-28,0.9997776261941776
2015-04-29,0.9875350665366722
2015-04-30,0.9892539523709527
2015-05-01,0.9739493030532366
2015-05-04,0.9647727841601274
2015-05-05,0.963427220677064
2015-05-06,0.9469390679085872
2015-05-07,0.9596604498677604
2015-05-08,0.9622558203516846
2015-05-11,0.9388694789887829
2015-05-12,0.9413009208060119
2015-05-13,0.9337656948507876
2015-05-14,0.9362843998979746
2015-05-15,0.9550362550885872
2015-05-18,0.9390394081010763
2015-05-19,0.9307223000005328
2015-05-20,0.9322909377547727
2015-05-21,0.9453193036323221
2015-05-22,0.945708093900029
2015-05-26,0.9618468611499863
2015-05-27,0.9640507901469112
2015-05-28,0.9616954746620803
2015-05-29,0.9638088448106302
2015-06-01,0.9514089771080816
2015-06-02,0.9381426417458418
2015-06-03,0.9230715968363631
2015-06-04,0.9350749949834655
2015-06-05,0.9236902285780211
2015-06-08,0.9226663065940219
2015-06-09,0.9153639495453795
2015-06-10,0.9073617743222192
2015-06-11,0.9264330810226559
