,minVolBasic,maxSharpeBasic,SPY
2015-08-03,1.004315097386036,1.0075626464249878,1.0400059488399762
2015-08-04,0.9997163252128095,1.0011194158362733,1.037973428514773
2015-08-05,0.9982695188741997,1.0035722724677356,1.0413940115010907
2015-08-06,0.9975761706042173,1.0011988268472958,1.0328673408685307
2015-08-07,1.0022478905020156,1.006596482846061,1.0308843942097956
2015-08-10,1.0039195700266217,1.0107844145417542,1.0438726948245092
2015-08-11,1.0057991691908597,1.0086900743886296,1.0344536981955186
2015-08-12,1.0040782553028238,1.008909690589973,1.0356930398572277
2015-08-13,1.0019590855057148,1.0060408394854843,1.03440412452905
2015-08-14,1.0050397863593805,1.009863300057961,1.0381717231806464
2015-08-17,1.0101827568010577,1.015083906825958,1.043971842157446
2015-08-18,1.0050497387567685,1.0093572154938018,1.0409478485028751
2015-08-19,1.004953985084911,1.009160702531216,1.0327186198691254
2015-08-20,0.9976449025267937,0.9998204480066039,1.0111540749553838
2015-08-21,0.9821260912633091,0.9808222283482677,0.9807158437438034
2015-08-24,0.9593202000569695,0.9592619898933489,0.9394209795756494
2015-08-25,0.9461680244375891,0.9468480019626382,0.9283660519532025
2015-08-26,0.9578240869111203,0.9601034384397404,0.964009518143962
2015-08-27,0.9710576679477002,0.9726895286829306,0.9878544517152489
2015-08-28,0.9723793151275718,0.9744625042018543,0.9879040253817173
2015-08-31,0.9647075544265268,0.9662980587969229,0.9799226650803092
2015-09-01,0.9519696955205282,0.9513903041401404,0.9506742018639699
2015-09-02,0.9575051915452054,0.9600836295349876,0.9687190164584573
2015-09-03,0.9600925219909636,0.9625556762782228,0.9694130477890145
2015-09-04,0.95668012563865,0.958261997384415,0.9547392425143764
2015-09-08,0.9622350466119112,0.9640401665167416,0.9787328970850685
2015-09-09,0.9578394596272226,0.9602673074237843,0.9656454491374181
2015-09-10,0.9573929929163788,0.9616207805760105,0.9709002577830657
2015-09-11,0.9625582005670973,0.9669394805781971,0.9753123140987507
2015-09-14,0.9614432540090461,0.9664431558088319,0.9716934364465596
2015-09-15,0.9587336487552712,0.9638695699307643,0.9838389847313108
2015-09-16,0.9612729557298506,0.9641689216413515,0.9923656553638708
2015-09-17,0.9658332178676909,0.9664915239790409,0.990134840372794
2015-09-18,0.9623368931230669,0.9650384445919696,0.9689173111243307
2015-09-21,0.957289840399658,0.9622727839531957,0.9739242514376364
2015-09-22,0.9573477067214429,0.9605492953090258,0.9612829664882014
2015-09-23,0.9565214629785475,0.9617447627718757,0.9597461828276819
2015-09-24,0.9579030258350733,0.9649499483839069,0.9562760261748959
2015-09-25,0.9537578885800059,0.9600051366999844,0.956028157842554
2015-09-28,0.9493170399265431,0.9561201675937482,0.932034503271862
2015-09-29,0.950905068168085,0.9551821757943294,0.9325798136030141
2015-09-30,0.958458238549489,0.9636759817798276,0.9499801705334127
2015-10-01,0.9607624003437749,0.9649254775065531,0.9524588538568313
2015-10-02,0.9709825190923779,0.9749145753887174,0.966686496133254
2015-10-05,0.973373682702434,0.9780315744932928,0.9838885583977791
2015-10-06,0.9737216665013418,0.9807277787229117,0.9805175490779298
2015-10-07,0.9762164664575045,0.9814049216522349,0.988548483045806
2015-10-08,0.9767237655118741,0.9796115684426625,0.9974717430101131
2015-10-09,0.9782743499263303,0.983037895940594,0.9980666270077335
2015-10-12,0.9823653739588112,0.9871750275913007,0.9990085266706327
2015-10-13,0.9799975795971775,0.9868290454236299,0.9927126710291493
2015-10-14,0.9817515391362346,0.9898698556408522,0.9879535990481856
2015-10-15,0.987160393431695,0.9943266600721521,1.0031231409875074
2015-10-16,0.9896218940996282,0.9954851939849236,1.0076839183025976
2015-10-19,0.9885438665164548,0.9961658932419287,1.0081796549672815
2015-10-20,0.9849267202554898,0.9918828527428409,1.0068907396391038
2015-10-21,0.9865841106372839,0.9926352825694877,1.0006444576640887
2015-10-22,0.9959215976132959,1.0051351089781555,1.0175490779298038
2015-10-23,0.9973508302853031,1.01570834476786,1.0287031528851873
2015-10-26,0.9993548953108662,1.016592973349851,1.0261748958953005
2015-10-27,0.9995947448020335,1.0145420548401844,1.0241919492365654
2015-10-28,1.0034212327245924,1.0210446544750045,1.0358417608566328
2015-10-29,0.9953028413321604,1.012193927941819,1.0352468768590126
2015-10-30,0.9967990447932277,1.011970799808846,1.030785246876859
2015-11-02,0.9995440966023151,1.0135986032410012,1.0429803688280785
2015-11-03,0.9970253117689827,1.0125414059770372,1.0460043624826492
2015-11-04,0.9960411714147713,1.013698270838362,1.0428316478286734
2015-11-05,0.9942471477027095,1.0108623618130221,1.0417906008328377
2015-11-06,0.9868662153139967,1.0057764011553227,1.0412452905016856
2015-11-09,0.9794518220082992,0.99791526873327,1.0315288518738848
2015-11-10,0.9820245089620986,0.9957392748251609,1.0339083878643665
2015-11-11,0.979044089397263,0.9945235410827605,1.02984334721396
2015-11-12,0.974406818822956,0.9920802547732771,1.015466983938132
2015-11-13,0.9715769213362265,0.9842185090951279,1.0040650406504064
2015-11-16,0.9786230344190902,0.9915014733537673,1.019333729922665
2015-11-17,0.9790687357028343,0.9924293544932802,1.0185901249256395
2015-11-18,0.9879481956360582,1.001110809717039,1.0347511401943288
2015-11-19,0.9907648470606086,1.00671495534743,1.0338588141978982
2015-11-20,0.9910996401913691,1.0089652919532166,1.0376303787428118
2015-11-23,0.9920377987822155,1.0073701680617917,1.0364366448542535
2015-11-24,0.9926657566166682,1.0074492433361453,1.0378247075153677
2015-11-25,0.9937368175705633,1.0069033611115878,1.0376759865159626
2015-11-27,0.9938212108538249,1.0076182830509455,1.0388657545112037
2015-11-30,0.9937013979362316,1.0101585737762042,1.0345528455284554
2015-12-01,1.0040783435385585,1.0203498905293056,1.0444180051556613
2015-12-02,0.999078668721506,1.017217926200132,1.0337547094983144
2015-12-03,0.9785536445402633,0.9969790669508712,1.0192841562561967
2015-12-04,0.992431118173977,1.01379926709092,1.0391631965100139
2015-12-07,0.9941932839835684,1.016068753424949,1.0328673408685307
2015-12-08,0.9910744131556337,1.0150291502376745,1.0259220701963119
2015-12-09,0.9866731471203408,1.0068938927341813,1.0179456672615508
2015-12-10,0.9885988889475643,1.0089561734288524,1.0205730715843744
2015-12-11,0.9867053180946201,1.006037820388271,1.000793178663494
2015-12-14,0.9828757016509779,1.0030052958116915,1.0058536585365854
2015-12-15,0.9851871758354084,1.0020558631847787,1.0164128494943485
2015-12-16,0.9913884497195956,1.007496788971594,1.0312809835415429
2015-12-17,0.9893590396747747,1.0058106724836167,1.0155661312710689
2015-12-18,0.9803308474455548,0.9969729575714426,0.9915764425936943
2015-12-21,0.98423769001669,1.0015615339075978,0.9997521316676581
2015-12-22,0.9851186942738911,1.0010675317721267,1.0088241126313702
2015-12-23,0.987477152521053,1.0009310082375626,1.0213166765814
2015-12-24,0.9884615524932525,1.002660324444727,1.0196311719214755
2015-12-28,0.9888067971823566,1.003936872750302,1.0173012095974618
2015-12-29,0.985795385768997,1.0012630622485224,1.0281578425540354
2015-12-30,0.9818260543314016,0.996826226508732,1.0208705135831846
2015-12-31,0.9791626408994742,0.9927913505804248,1.0106583382907
2016-01-04,0.9759033935085758,0.9904663286096238,0.9965258774538965
2016-01-05,0.9747473156156975,0.9871384040552648,0.9982153480071387
2016-01-06,0.9752337223833001,0.9884401837356154,0.9856236367241721
2016-01-07,0.9644760016799343,0.9756259388987851,0.9619769978187588
2016-01-08,0.9613888458583659,0.9742981987734088,0.951432678960936
2016-01-11,0.9564900204886618,0.9706527904411474,0.9523597065238946
2016-01-12,0.967305909598706,0.9836400834333971,0.9600475907198096
2016-01-13,0.9603221320628179,0.9783789237643545,0.9360995439222686
2016-01-14,0.9634797454405309,0.9806368543834368,0.9514673805274638
2016-01-15,0.9609878827513211,0.9782034795346465,0.9310430299424945
2016-01-19,0.9600936288512701,0.9766903000036571,0.9322823716042039
2016-01-20,0.9591854799944,0.9801474010708153,0.9203351179853262
2016-01-21,0.9585160994020461,0.978117495989413,0.9254907792980369
2016-01-22,0.96632326606923,0.9861110838588258,0.9444774935554234
2016-01-25,0.9618156898499987,0.9842188568251086,0.9302002776125322
2016-01-26,0.9684941812903693,0.9886249874934215,0.9428911362284355
2016-01-27,0.963199591107778,0.9797281140745546,0.9326293872694824
2016-01-28,0.9663639640498042,0.9859732280762711,0.9374876065833829
2016-01-29,0.9821050286573133,1.0041072051718538,0.9603450327186198
2016-02-01,0.9794431555742245,1.0029732776532432,0.9599940511600238
2016-02-02,0.980118218766001,1.0053257633726567,0.942692841562562
2016-02-03,0.9788294498534282,1.0001472106355125,0.9483442395399564
2016-02-04,0.9820057007918199,1.0032759670284408,0.9498314495340076
2016-02-05,0.9734551830295671,0.9914060305842232,0.9317370612730517
2016-02-08,0.9778453770836152,0.9990488211628157,0.9191949236565535
2016-02-09,0.9784058916571712,0.9979293497386864,0.919244497323022
2016-02-10,0.9824249886070104,1.004136714014276,0.9184513186595281
2016-02-11,0.9797456284868641,1.0074741848776456,0.9065040650406505
2016-02-12,0.9812114456707415,1.0025699353803077,0.9251933372992266
2016-02-16,0.9839757062744672,1.0018795110208638,0.9408090422367639
2016-02-17,0.9887156739766797,1.0050158336983086,0.9561768788419591
2016-02-18,0.9929683762777632,1.0117011718158908,0.9522605591909578
2016-02-19,0.9931494891858618,1.0124902457600742,0.9518143961927424
2016-02-22,0.9998894871886959,1.0172976124187314,0.9655958754709498
2016-02-23,0.9958272592419151,1.0137386118749974,0.9534007535197303
2016-02-24,0.9970315326123009,1.0154469387239864,0.957763236168947
2016-02-25,1.0047387361842568,1.0225242759133872,0.9693634741225461
2016-02-26,0.998634470899282,1.015381431606406,0.9671286932381519
2016-02-29,0.9970978589947918,1.0152584539175613,0.9595478881618085
2016-03-01,0.9984263938600214,1.0151944571882447,0.9821039064049177
2016-03-02,1.0027233853458002,1.0188708805115463,0.9865159627206028
2016-03-03,1.006499153036333,1.0211209647293007,0.9903579218719016
2016-03-04,1.0047660711777067,1.01819920957218,0.99360499702558
2016-03-07,1.0049907678189534,1.0154843418690656,0.994398175689074
2016-03-08,1.0054526556225654,1.0196249780289952,0.9835415427325005
2016-03-09,1.004680765510888,1.0194829926624085,0.9883997620464009
2016-03-10,1.002934242429818,1.0166030676978246,0.9891929407098948
2016-03-11,1.0054853208475765,1.0168253348562148,1.0051556613127106
2016-03-14,1.0065002019839882,1.0191170247863723,1.003866745984533
2016-03-15,1.0061996248327119,1.0213508866138372,1.0022308149910766
2016-03-16,1.0105548112986924,1.0283476006089816,1.0080309339678764
2016-03-17,1.0158077405082515,1.0323840919189777,1.0144259369422963
2016-03-18,1.0163130889560208,1.0319857362686207,1.013186595280587
2016-03-21,1.0129558053272478,1.0290696723811739,1.0146242316081697
2016-03-22,1.012570952847579,1.029036308464121,1.0140789212770176
2016-03-23,1.0153155541249388,1.0330445353716362,1.0073825104104701
2016-03-24,1.0153050888026143,1.0345120859074506,1.006940313305572
2016-03-28,1.0162845749202676,1.0341270190014191,1.0075351973031925
2016-03-29,1.0263376177014487,1.0473068104490526,1.016859012492564
2016-03-30,1.0229050447541141,1.0438320883771903,1.0213166765814
2016-03-31,1.0254695744215285,1.0470549170094836,1.0188379932579814
2016-04-01,1.0291197260836913,1.0508954887070672,1.0257783065635533
2016-04-04,1.0278387351366012,1.0493993087809184,1.0224568709101725
2016-04-05,1.028704768135345,1.0509113617032255,1.0122407297243705
2016-04-06,1.030257624907794,1.0515233567149338,1.0232996232401348
2016-04-07,1.0308960960998548,1.051550166959265,1.011054927622447
2016-04-08,1.0288604573157907,1.047967091886789,1.0137775133848899
2016-04-11,1.0270107211205775,1.0459270156297122,1.0114024390243903
2016-04-12,1.0279730078164897,1.0452626389761341,1.020820939916716
2016-04-13,1.0348605840533827,1.0521244390617202,1.031136228435455
2016-04-14,1.0323196722167043,1.049270274731993,1.031181836208606
2016-04-15,1.03633504400934,1.052337396019517,1.0300416418798335
2016-04-18,1.037541054870611,1.0518740808947273,1.0372754312908983
2016-04-19,1.0374523958277997,1.0474076250605724,1.0405512591711283
2016-04-20,1.0320362704736883,1.0420420147820584,1.0415427325004958
2016-04-21,1.0261820925470828,1.0369447026513365,1.0359409081895696
2016-04-22,1.0248230850503104,1.0273396789482991,1.0359409081895696
2016-04-25,1.0217855945133771,1.0252062537312114,1.0341562561967084
2016-04-26,1.0201275328166308,1.0204118023656095,1.0356890739639104
2016-04-27,1.0263976303431919,1.0235790011765369,1.0378247075153677
2016-04-28,1.0240646120576424,1.019766485595401,1.02839331746976
2016-04-29,1.0227462152503437,1.0169666156371087,1.022857426135237
2016-05-02,1.0203121576987935,1.0133844817442221,1.0309835415427324
2016-05-03,1.0226475233792343,1.016443917879412,1.0220067420186396
2016-05-04,1.0227850366172875,1.0181871967107297,1.0163097362680944
2016-05-05,1.0262177600477285,1.0222152140301834,1.016111441602221
2016-05-06,1.025770338355293,1.023088071681466,1.0198294665873489
2016-05-09,1.0278425021338897,1.024928191848267,1.0206682530239937
2016-05-10,1.0340691169951375,1.03068003118034,1.0333630775332143
2016-05-11,1.0324059730909314,1.0308219641092997,1.0236962125718818
2016-05-12,1.0301219723381652,1.0268874088146467,1.023993654570692
2016-05-13,1.030932086085804,1.0309253196448476,1.015070394606385
2016-05-16,1.0312510014746588,1.0319122707691923,1.0250842752329963
2016-05-17,1.027498342447138,1.028516432273441,1.0155205234979179
2016-05-18,1.0200795288116289,1.0209024295876867,1.0158139996034106
2016-05-19,1.0206531035402673,1.021102478562257,1.0122942692841561
2016-05-20,1.0241731448948483,1.0267818999438258,1.0186892722585763
2016-05-23,1.0246802508690152,1.0272837071705487,1.0173012095974618
2016-05-24,1.0287335827540396,1.032827992233841,1.0304878048780488
2016-05-25,1.0300931949942713,1.0336092589208923,1.0374776918500892
2016-05-26,1.032995740183404,1.03809454060567,1.0377751338488994
2016-05-27,1.0343583334124287,1.0393283107779219,1.042236763831053
2016-05-31,1.0346948712477373,1.0416500901835135,1.0402538171723181
2016-06-01,1.0367873990567746,1.0416614228435472,1.0423854848304581
2016-06-02,1.0421850408230846,1.0454263593393553,1.0455581994844338
2016-06-03,1.0483937580724407,1.0526680339952204,1.0424350584969264
2016-06-06,1.0469225902318253,1.0487820904353615,1.0477394408090421
2016-06-07,1.0490232745152435,1.0520275498518656,1.0493753718024985
2016-06-08,1.0535830838700166,1.056250642716871,1.0527959547888162
2016-06-09,1.0564158726529358,1.0604081750928194,1.0513583184612334
2016-06-10,1.054250013241241,1.0601805179394241,1.0413940115010907
2016-06-13,1.0527682857682834,1.0582536103505402,1.0333591116398968
2016-06-14,1.051370126658856,1.058764548924899,1.0313305572080111
2016-06-15,1.0527604948619744,1.060124246990109,1.0298929208804284
2016-06-16,1.05692640463785,1.0640880999183615,1.0329664882014673
2016-06-17,1.0489948302550947,1.055213748268591,1.0237953599048186
2016-06-20,1.046429116472372,1.0498931080554108,1.030388657545112
2016-06-21,1.0453506839789977,1.049652089073699,1.033313503866746
2016-06-22,1.0454231473686202,1.0493504046212976,1.0316279992068214
2016-06-23,1.0457740458968725,1.0473287989537732,1.0450624628197502
2016-06-24,1.0419976452050563,1.0494733727335113,1.0069898869720404
2016-06-27,1.0468263783689413,1.0583070679449158,0.9894903827087052
2016-06-28,1.057025473445454,1.0673939225115028,1.007335415427325
2016-06-29,1.0614527970251684,1.068241298026305,1.0244893912353759
2016-06-30,1.0704287475867615,1.0750298460291328,1.0384443783462225
2016-07-01,1.0782127159272863,1.0841191630923361,1.0406543723973827
2016-07-05,1.0815392793588363,1.090070364355499,1.033164782867341
2016-07-06,1.0855547709710733,1.0938890692154863,1.0393614911758873
2016-07-07,1.0851830594500336,1.0938394728252803,1.0386972040452112
2016-07-08,1.097093806306348,1.105101107130888,1.0541840174499306
2016-07-11,1.0939192381533125,1.101329666509177,1.0579020424350585
2016-07-12,1.0883313687279506,1.0931085437767265,1.065585960737656
2016-07-13,1.09495355400837,1.1013711181120809,1.065437239738251
2016-07-14,1.0895649814369737,1.0938182386439217,1.0713860797144557
2016-07-15,1.0839772617195722,1.087497656920176,1.069948443386873
2016-07-18,1.084844889190588,1.0897259163160609,1.072819750148721
2016-07-19,1.087498437008582,1.092506421104588,1.0717330953797344
2016-07-20,1.0865705949351046,1.0944858257206813,1.0761699385286536
2016-07-21,1.0857432832691871,1.0935722895918487,1.072104897878247
2016-07-22,1.089071398691411,1.0972705359283306,1.0769383303589133
2016-07-25,1.0872427767339614,1.0962171868298276,1.0740134840372795
2016-07-26,1.088379932001201,1.0982229553467697,1.074509220701963
2016-07-27,1.0948676789605456,1.110036721071946,1.0733690263731905
2016-07-28,1.0944233501911875,1.109112481456622,1.0746083680349
2016-07-29,1.1000114421803844,1.1162527715081498,1.0763434463612929
2016-08-01,1.0923623738092034,1.1089071747509547,1.0754511203648622
2016-08-02,1.0831557388950424,1.0987655278751312,1.0685564148324411
2016-08-03,1.0850072176470453,1.100719510560115,1.0716835217132659
2016-08-04,1.0897883478416024,1.1080197203999487,1.0728222288320444
2016-08-05,1.0882086302892289,1.1057393408449974,1.0815982550069403
2016-08-08,1.088954002847107,1.106787454703306,1.0809537973428516
2016-08-09,1.0948001125182707,1.1138637697695637,1.0815982550069403
2016-08-10,1.095676799643811,1.1146655625839863,1.0789212770176482
2016-08-11,1.093088633700491,1.1109640610379239,1.083928217330954
2016-08-12,1.0973843732658368,1.1156172198628411,1.0829863176680548
2016-08-15,1.0935872100847495,1.1121370271640938,1.0861094586555622
2016-08-16,1.0893511759861947,1.1068550868126181,1.0805076343446363
2016-08-17,1.0937118857816195,1.1103606908293329,1.0825401546698394
2016-08-18,1.0957918980887695,1.111550479592377,1.0849692643267896
2016-08-19,1.0920584453207636,1.108608207477773,1.0833829069998018
2016-08-22,1.096782785598776,1.113940872704618,1.0833333333333333
2016-08-23,1.0984590032021366,1.1163527593459883,1.0855145746579418
2016-08-24,1.0944024304317417,1.1122093638941177,1.079962324013484
2016-08-25,1.0918969506936902,1.1108214470548394,1.0792187190164584
2016-08-26,1.087624539174779,1.1073374532715068,1.0771861986912552
2016-08-29,1.0977090351582346,1.117481673042091,1.0824945468966884
