,minVolBasic,maxSharpeBasic,SPY
2015-01-05,1.0,1.0,1.0
2015-01-06,1.0029685980132772,0.9983050950184909,0.9905810033710093
2015-01-07,1.0082847551593548,1.0059835513287314,1.002924846321634
2015-01-08,1.0122209755514808,1.0152243350610317,1.0207217925837795
2015-01-09,1.013587020843327,1.01340088217853,1.012542137616498
2015-01-12,1.0115883013168232,1.0092701724731008,1.0046103509815587
2015-01-13,1.0103196296898442,1.007698938463823,1.0017846519928615
2015-01-14,1.010680258572315,1.0061260838932145,0.9957366646837201
2015-01-15,1.0127013684882442,1.0044053896703433,0.9866146143168749
2015-01-16,1.0133723635145415,1.008604928607593,0.9995538370017847
2015-01-20,1.0215508261824946,1.0159370196833342,1.0016607178266905
2015-01-21,1.0183948514573784,1.0145436716958465,1.0067420186396987
2015-01-22,1.0249384428908874,1.0234651234067194,1.021713265913147
2015-01-23,1.0292372086862744,1.0258254481589042,1.016111441602221
2015-01-26,1.0282542855882386,1.0238649967782751,1.0184909775927027
2015-01-27,1.0198904735998335,1.0103340136629433,1.005056513979774
2015-01-28,1.0221257644576556,1.0122120969458046,0.9921673606979972
2015-01-29,1.0240135271672706,1.015730128741615,1.0013394804679754
2015-01-30,1.0257296599685577,1.0144231730266586,0.9887467777116795
2015-02-02,1.0295302750420254,1.0189195128726016,1.0009914733293674
2015-02-03,1.0269983368412234,1.0179841754087042,1.015466983938132
2015-02-04,1.0262675388258762,1.0175912965435745,1.011600237953599
2015-02-05,1.0264494771889656,1.0188090584545921,1.0218124132460837
2015-02-06,1.0164118804420352,1.0096011900026594,1.0189867142573865
2015-02-09,1.013500809973188,1.0067101715751061,1.0144259369422963
2015-02-10,1.0159831779217652,1.0116830029664539,1.0252329962324014
2015-02-11,1.0174812201101262,1.013379786687944,1.0258278802300218
2015-02-12,1.0215721174912353,1.0193235015739457,1.0356930398572277
2015-02-13,1.0192018753843297,1.018813827049881,1.039956375173508
2015-02-17,1.0128548376064053,1.0143714224102536,1.041592306166964
2015-02-18,1.0157711896439843,1.0167391784355415,1.0416914534999009
2015-02-19,1.012671871679447,1.0154594194203983,1.0409478485028751
2015-02-20,1.0172262699546895,1.0202117398323298,1.0471891731112433
2015-02-23,1.0225746668230944,1.0241268409545048,1.0470404521118382
2015-02-24,1.0303216981771552,1.0304335081224971,1.0500198294665875
2015-02-25,1.0313566339468165,1.0291643006981253,1.0491275034701566
2015-02-26,1.0249688680647588,1.0267572844314508,1.0478881618084472
2015-02-27,1.0270242304798243,1.0270694996982015,1.0443188578227245
2015-03-02,1.0211652339161343,1.0254632095159895,1.050912155463018
2015-03-03,1.0169368382294754,1.0203727173757746,1.0465992464802698
2015-03-04,1.0147672750576482,1.0176451532007678,1.0421876859012493
2015-03-05,1.0145659223705588,1.0170954893226711,1.0433273844933573
2015-03-06,0.9967753912843818,1.000892556652236,1.028653579218719
2015-03-09,1.0032581183985125,1.0068556312999324,1.032916914534999
2015-03-10,0.9998784139065016,0.9976824087539586,1.0161610152686893
2015-03-11,1.0014649054797171,0.9964429510114052,1.0137814792782074
2015-03-12,1.0074798804580554,1.0022554422937953,1.0266706325599841
2015-03-13,1.0027558985726346,0.9973235042664311,1.0203608962918898
2015-03-16,1.01429984495188,1.0088363513869016,1.0340075351973033
2015-03-17,1.01679809262349,1.010803831906543,1.0309339678762641
2015-03-18,1.032539055142133,1.025968278618632,1.0433273844933573
2015-03-19,1.0277722617441647,1.021802757437314,1.0385683125123935
2015-03-20,1.0324506700778082,1.0257639336316737,1.0430795161610154
2015-03-23,1.0309768018542784,1.024749333641244,1.041046995835812
2015-03-24,1.0324945867676003,1.025114468193831,1.035197303192544
2015-03-25,1.0191138918527196,1.0080716370255973,1.0200277612532223
2015-03-26,1.010958868198419,1.002358359161015,1.017598651596272
2015-03-27,1.0177215347674469,1.007486672842462,1.0199286139202857
2015-03-30,1.0223153365790065,1.0140496316803023,1.0323716042038469
2015-03-31,1.018227556092685,1.0082236199871906,1.0233491969066033
2015-04-01,1.02143631112752,1.0102886381330978,1.019730319254412
2015-04-02,1.0182825001550169,1.0077176769928227,1.0233739837398375
2015-04-06,1.0197053424681302,1.0121690588454413,1.0302895102121754
2015-04-07,1.0221127220962016,1.0129348972452716,1.0275629585564148
2015-04-08,1.0241187378326604,1.015336680440791,1.0310083283759666
2015-04-09,1.020504876317609,1.0139508815099318,1.0355938925242911
2015-04-10,1.0241217140342402,1.017607780210531,1.0412452905016856
2015-04-13,1.0223625613889555,1.0155182132227631,1.0365357921871903
2015-04-14,1.0263739018511846,1.0166547044115464,1.0385187388459252
2015-04-15,1.028797787126596,1.0216754532839116,1.0431786634939522
2015-04-16,1.0260767257568366,1.0184755206996199,1.0428812214951417
2015-04-17,1.0248372206256762,1.0124479610271373,1.0308843942097956
2015-04-20,1.0264478458156616,1.020369753332579,1.0403033908387864
2015-04-21,1.0237358677339738,1.0185270525905836,1.039064049177077
2015-04-22,1.0198424110899489,1.020214078311623,1.0441701368233194
2015-04-23,1.02331427014681,1.0240358011098172,1.0467975411461432
2015-04-24,1.0278644716552132,1.0307056562648915,1.0492261550664288
2015-04-27,1.0259068728533063,1.0319759774279584,1.0448641681538766
2015-04-28,1.0214308061257824,1.030695568671758,1.0481856038072577
2015-04-29,1.0134875469067977,1.0237886054312344,1.0438726948245092
2015-04-30,1.0084070083015764,1.0142365832244467,1.0334126511996828
2015-05-01,1.0076174995753386,1.0190835724285523,1.0446162998215347
2015-05-04,1.0048722057521784,1.0178741934573778,1.047590719809637
2015-05-05,0.9976430195797134,1.006262574320213,1.0355938925242911
2015-05-06,0.9875237868370378,0.9964703265970168,1.0313305572080111
2015-05-07,0.9957984214067822,1.0046282448850898,1.035445171524886
2015-05-08,1.004337099086539,1.0160544408547645,1.0490779298036883
2015-05-11,0.9907443334399711,1.0062210249469399,1.0440462026571484
2015-05-12,0.990165416611748,1.003289880879297,1.0409478485028751
2015-05-13,0.9868942737075058,1.003663455994734,1.0411461431687488
2015-05-14,0.9940114740370593,1.015322838468869,1.0520027761253223
2015-05-15,1.0033314815186813,1.0187299772857716,1.0531429704540949
2015-05-18,0.997721946179508,1.017971708601685,1.0564148324410074
2015-05-19,0.9935187228790396,1.0141244239328422,1.0560678167757287
2015-05-20,0.9939396568942399,1.0148726596879805,1.0553242117787032
2015-05-21,1.0017715374321652,1.0215098865412122,1.0583977790997423
2015-05-22,1.0007063667055327,1.020837338671742,1.0558695221098553
2015-05-26,1.0020373460018697,1.0139413258383156,1.044517152488598
2015-05-27,1.0087649332907016,1.0283798947157,1.0544318857822723
2015-05-28,1.007005259044609,1.0262455735845697,1.0532421177870315
2015-05-29,1.0044250225869122,1.0211129173348494,1.0466983938132064
2015-06-01,0.9998189049135173,1.019186675948263,1.0488300614713464
2015-06-02,0.9930223339196941,1.0137315409134162,1.0477890144755106
2015-06-03,0.9873526547667951,1.0105834237820746,1.0505651397977394
2015-06-04,0.9884316315943575,1.0079221137312175,1.0416874876065834
2015-06-05,0.9820866002076659,1.0022739071338809,1.0399068015070396
2015-06-08,0.9781183928704034,0.9941151673360353,1.0335117985326194
2015-06-09,0.9745827965212412,0.9906346980618437,1.0333630775332143
2015-06-10,0.977448393690731,0.9997023087687748,1.0457564941503072
2015-06-11,0.9882035118404543,1.005567763022496,1.0491275034701566
2015-06-12,0.983943251909695,0.9990215351332186,1.0410965695022802
2015-06-15,0.9822568204009537,0.9951635004448082,1.036634939520127
2015-06-16,0.9886668851136688,1.0017973112449265,1.0422863374975213
2015-06-17,0.9861978401036903,1.0005343354199794,1.043971842157446
2015-06-18,0.9898093669700939,1.0064305879403328,1.0548284751140193
2015-06-19,0.9902180950185884,1.0005206841150156,1.0450624628197502
2015-06-22,0.9841927545235574,0.9987173462364548,1.0504164187983343
2015-06-23,0.9819882823232683,0.9973019044141261,1.0511600237953598
2015-06-24,0.9817190503794162,0.9960317397071792,1.0435256791592307
2015-06-25,0.9785355958131559,0.9931148160492422,1.040352964505255
2015-06-26,0.9735733246363625,0.9864177836487289,1.0401546698393813
2015-06-29,0.9731203654696556,0.9779492745625297,1.0183422565932976
2015-06-30,0.9713608520887425,0.9771659728711132,1.0204739242514376
2015-07-01,0.9692043401848964,0.9783314105067267,1.028653579218719
2015-07-02,0.970077337158246,0.9795645331161641,1.0277116795558199
2015-07-06,0.9763671370559808,0.9831094551770279,1.024786833234186
2015-07-07,0.9838306093602521,0.9883251827314836,1.0312314098750743
2015-07-08,0.9782351691633187,0.9801125557036259,1.0139302002776125
2015-07-09,0.9708221920189295,0.9727042247449742,1.0157644259369423
2015-07-10,0.9709939353595415,0.9772701455597351,1.0285544318857822
2015-07-13,0.9757556854996733,0.985301640877064,1.0399068015070396
2015-07-14,0.9795427220291767,0.9890172357690036,1.0444180051556613
2015-07-15,0.9838610848618446,0.9924267497268595,1.0440709894903828
2015-07-16,0.9912783623735154,1.002026308794484,1.0524489391235377
2015-07-17,0.993975000245422,1.0104484055422898,1.0533412651199683
2015-07-20,0.9924483049361194,1.0127101933086804,1.0538865754511204
2015-07-21,0.9925627817714785,1.009909805652013,1.049722387467777
2015-07-22,0.9942384274061248,1.0008741473646217,1.047838588141979
2015-07-23,0.9964502623274675,1.0034509434375647,1.0419393218322428
2015-07-24,0.9916750037042451,1.0005734394396764,1.0311322625421375
2015-07-27,0.9907467369900091,0.9968853706047962,1.0251338488994646
2015-07-28,0.9944422073069418,0.9998981930353591,1.0377255601824311
2015-07-29,0.996680280049542,1.002699138066085,1.0448641681538766
2015-07-30,1.0001687298146102,1.0067365113473536,1.0451120364862185
2015-07-31,1.0025474270788706,1.0074025351135931,1.0435256791592307
