date,2021_11_19__19_40_25_daily_lr_0.001_epoch_30000_metric_sharpe,2021_11_19__19_40_23_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_19__19_40_25_daily_lr_1e-05_epoch_30000_metric_sharpe,2021_11_19__19_40_25_daily_lr_0.001_epoch_30000_metric_sortino,2021_11_19__19_40_25_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_19__19_40_25_daily_lr_1e-05_epoch_30000_metric_sortino
2015-04-02,1.0110184405845997,0.9985521125221988,0.9982046197743788,1.0070714373542278,1.0030890386384568,1.0050443200440022
2015-04-06,1.000306068528857,0.9983107529918248,0.9967563870969777,0.9972912727324766,1.0028466449348727,0.9994084137094453
2015-04-07,0.9947203312839549,1.0079632627205555,1.0038048799553683,0.9929428475839668,1.0125427382070054,0.9991826202199183
2015-04-08,1.0030606787518723,1.0057914491446114,1.0019691451528074,0.9995333688438317,1.0103610564632197,1.0023140685271292
2015-04-09,1.0033667465464275,1.008928461982902,1.0050181317119942,0.9999262882271168,1.0135123745376788,1.0042677754995906
2015-04-10,1.0069816761764057,1.011582859667732,1.008005825120986,0.987524377176127,1.0161788744467914,0.997984789245237
2015-04-13,1.0124769328103982,1.015443872997105,1.0126234710025848,0.9890530846345386,1.0200574197691077,1.0007907825754445
2015-04-14,1.007897552282071,1.0125481515767407,1.0089580743696023,0.9893637749837435,1.017148511126979,0.9989132803522407
2015-04-15,1.0098257125045247,1.0094111377422326,1.0091933365220604,0.9962560392060449,1.0139972029640374,0.9996766886378493
2015-04-16,1.0140755194082545,1.018339709381611,1.0151381516269824,0.9954320685510942,1.0229662194880187,1.0032923310145345
2015-04-17,1.0090378057793756,1.0147200186875054,1.0134710675669427,0.9917129143787674,1.0192184521206706,0.9995664136061272
2015-04-20,1.0206065459751859,1.000723909510044,1.0023439373781686,0.9809402933518846,1.015350297842431,0.9967448845134146
2015-04-21,1.0116018663921642,1.0178393861940278,1.0138728932586378,0.9891935902130176,1.0219950898182906,0.9984532492490499
