date,model_1
2015-04-02,0.9966938778429038
2015-04-06,0.9980533664348833
2015-04-07,1.007696434044537
2015-04-08,1.0055514194101984
2015-04-09,1.0076232474924043
2015-04-10,1.010269078691303
2015-04-13,1.0141112573305628
2015-04-14,1.0149588951657504
2015-04-15,1.0118150813501188
2015-04-16,1.0163412557545286
2015-04-17,1.0127313169053909
2015-04-20,1.0095971464101536
2015-04-21,1.0182030259376473
2015-04-22,1.017176369625088
2015-04-23,1.0267779815318012
2015-04-24,1.0309553014597097
2015-04-27,1.0398519111651596
2015-04-28,1.0427444250832207
2015-04-29,1.0450981604857454
2015-04-30,1.0398851164159795
2015-05-01,1.0256387849700273
2015-05-04,1.0368401751406329
2015-05-05,1.0377746753591057
2015-05-06,1.023940295342367
2015-05-07,1.0163295338862537
2015-05-08,1.0211778825319615
2015-05-11,1.035400289533665
2015-05-12,1.0292983782883547
2015-05-13,1.0270989763222513
2015-05-14,1.0288996624731903
2015-05-15,1.036667358517753
2015-05-18,1.0545596369282149
2015-05-19,1.0577696326733526
2015-05-20,1.0563524831522813
2015-05-21,1.0556376555671383
2015-05-22,1.0588348155650542
2015-05-26,1.0583296554174064
2015-05-27,1.0431304754270139
2015-05-28,1.052984570740846
2015-05-29,1.0506667783961485
2015-06-01,1.0451378876584518
2015-06-02,1.0473294840299419
2015-06-03,1.0327964401166458
2015-06-04,1.0352324499683878
2015-06-05,1.0270447133331286
2015-06-08,1.023877315431136
2015-06-09,1.012456838269248
2015-06-10,1.0119980424116803
2015-06-11,1.027520869097848
2015-06-12,1.0286823545070574
2015-06-15,1.020700224571339
2015-06-16,1.0169765372294286
2015-06-17,1.0237074370787314
2015-06-18,1.0241870269811053
2015-06-19,1.0340795813685044
2015-06-22,1.022766700739715
2015-06-23,1.0255944281086986
2015-06-24,1.0263117466717926
2015-06-25,1.0214998829448947
2015-06-26,1.0180353857076139
2015-06-29,1.0094370051122907
2015-06-30,0.9879804639943671
2015-07-01,0.9897135528787082
2015-07-02,0.9964027599175868
2015-07-06,0.9996458914254542
2015-07-07,0.9957042981227051
2015-07-08,0.9972469396909415
2015-07-09,0.981064360684395
2015-07-10,0.9758182999108094
2015-07-13,0.9913185529718719
2015-07-14,1.006382757379403
2015-07-15,1.0102098526442433
2015-07-16,1.0104490565732724
2015-07-17,1.0233546383071201
2015-07-20,1.0387997187510671
2015-07-21,1.0415316100274463
2015-07-22,1.034618120899495
2015-07-23,1.019086197696088
2015-07-24,1.0317803992642296
2015-07-27,1.0215401353533664
2015-07-28,1.0186108854851668
2015-07-29,1.011330401162444
2015-07-30,1.0075767765783608
2015-07-31,1.0151811296618536
2015-08-03,1.0140260080653625
2015-08-04,1.0085534837195689
2015-08-05,1.0025997663495871
2015-08-06,1.0123637924690079
2015-08-07,1.0023616096375731
2015-08-10,1.0030774426033453
2015-08-11,1.0177058816683018
2015-08-12,1.0063091472789563
2015-08-13,1.01084609835989
2015-08-14,1.0079250596343727
2015-08-17,1.0129078669204055
2015-08-18,1.0174837865098147
2015-08-19,1.012234947808389
2015-08-20,1.0112173172369212
2015-08-21,0.9915651693754116
2015-08-24,0.9537157678253809
2015-08-25,0.9159898349055587
2015-08-26,0.9064372111460998
2015-08-27,0.8975716446109199
2015-08-28,0.9185513570018448
2015-08-31,0.9185974389440572
2015-09-01,0.9111956377254993
2015-09-02,0.915769779569557
