date,2021_11_07__14_30_22_daily_actor_lr_0.0001_critic_lr_0.001_epoch_5000_sum_loss_True,2021_11_07__14_30_22_daily_actor_lr_0.0001_critic_lr_0.001_epoch_5000_sum_loss_False
2015-01-05,0.9819403203037532,0.9847346740974073
2015-01-06,0.9726914277369422,0.9728616428398352
2015-01-07,0.9848123448376578,0.9811000726920283
2015-01-08,1.0022878839507376,1.0026653743639449
2015-01-09,0.9942559509321913,0.999515386479283
2015-01-12,0.9864674098232978,0.9878846619820697
2015-01-13,0.9836927420532546,0.9871577417009938
2015-01-14,0.9777539794577234,0.9815846862127457
2015-01-15,0.9687966703986766,0.968984734674098
2015-01-16,0.9815022148663785,0.9784346983280839
2015-01-20,0.9835710460984284,0.9866731281802767
2015-01-21,0.9885605802463133,0.9883692755027872
2015-01-22,1.0032614515893499,1.0046038284468142
2015-01-23,0.9977607944311939,1.0043615216864556
2015-01-26,1.000097356763862,1.0002423067603592
2015-01-27,0.9869055152606736,0.9714078022776842
2015-01-28,0.9742491359587215,0.9697116549551739
2015-01-29,0.9832556101835183,0.9789193118488011
2015-01-30,0.9708903276055113,0.9668039738308704
2015-02-02,0.9829138879423656,0.9767385510055737
2015-02-03,0.9971279754660963,0.98788466198207
2015-02-04,0.9933310616755109,0.9898231160649388
2015-02-05,1.0033588083532115,0.9990307729585661
2015-02-06,1.0005841405831681,0.9958807850739042
2015-02-09,0.9961057294455543,0.9944269445117526
2015-02-10,1.0067176167064218,1.0092076568936281
2015-02-11,1.0073017572895888,1.013084565059366
2015-02-12,1.016988755293775,1.026896050399807
2015-02-13,1.0211750961398054,1.0334383329294896
2015-02-17,1.0227814827435147,1.0339229464502069
2015-02-18,1.0228788395073758,1.0348921734916414
2015-02-19,1.0221486637784172,1.0385267748970204
2015-02-20,1.0282772720634779,1.04385752362491
2015-02-23,1.028131236917686,1.0445844439059857
2015-02-24,1.0310568076717141,1.0477344317906478
2015-02-25,1.0301805967969637,1.0411921492609653
2015-02-26,1.0289636372486992,1.0477344317906478
2015-02-27,1.0254587937496973,1.0440998303852689
2015-03-02,1.031933018546465,1.0523382602374616
2015-03-03,1.0276979993185043,1.0453113641870617
2015-03-04,1.0233661101105014,1.0411921492609653
2015-03-05,1.0244852261110855,1.0399806154591724
2015-03-06,1.0100764250596326,1.027138357160166
2015-03-09,1.0142627659056627,1.0319844923673382
2015-03-10,0.997809472813125,1.0109038042161387
2015-03-11,0.995472910480457,1.0043615216864563
2015-03-12,1.008129289782409,1.0109038042161387
2015-03-13,1.0019335053302842,1.0053307487278906
2015-03-16,1.0153336903081358,1.0172037799854625
2015-03-17,1.0123156306284395,1.0174460867458213
2015-03-18,1.024485226111086,1.0312575720862622
2015-03-19,1.0198121014457497,1.0283498909619586
2015-03-20,1.024241834201433,1.0307729585655447
2015-03-23,1.0222460205422792,1.0307729585655447
2015-03-24,1.01650197147447,1.027380663920524
2015-03-25,1.0016063866037113,1.0009692270414352
2015-03-26,0.9992211458891128,1.0016961473225112
2015-03-27,1.0015090298398501,1.002423067603587
2015-03-30,1.013727303704427,1.0145384056215176
2015-03-31,1.0048678381930605,1.0041192149260973
2015-04-01,1.0013143163121279,1.002665374363946
2015-04-02,1.004892177384026,1.0024230676035872
2015-04-06,1.0116828116633425,1.012115338017932
2015-04-07,1.0090055006571603,1.0099345771747044
2015-04-08,1.012388648201336,1.0130845650593663
2015-04-09,1.016891398529915,1.0157499394233112
2015-04-10,1.0224407340700017,1.0196268475890489
2015-04-13,1.0178162877865962,1.0167191664647457
2015-04-14,1.0197634230638197,1.0135691785800838
2015-04-15,1.0243391909652946,1.0225345287133527
2015-04-16,1.0240471206737112,1.0188999273079735
2015-04-17,1.0122669522465098,1.0048461352071738
2015-04-20,1.021515844813321,1.0220499151926357
2015-04-21,1.0202988852650563,1.0215653016719182
2015-04-22,1.0253127586039066,1.031984492367339
2015-04-23,1.0278927128462274,1.0361037072934351
2015-04-24,1.030277466777007,1.0450690574267039
2015-04-27,1.0259942559509347,1.0479767385510073
2015-04-28,1.029255707540284,1.051369033196028
2015-04-29,1.0250206883123232,1.0462805912284971
2015-04-30,1.0147495497249697,1.0317421856069802
2015-05-01,1.0257508640412818,1.0443421371456283
2015-05-04,1.028671566957117,1.0453113641870626
2015-05-05,1.0168913985299157,1.0290768112430355
2015-05-06,1.0127050576838854,1.0203537678701255
2015-05-07,1.016745363384124,1.0278652774412425
2015-05-08,1.0301319184150346,1.042645989823118
2015-05-11,1.0251910626490803,1.0373152410952284
2015-05-12,1.0221486637784187,1.0317421856069802
2015-05-13,1.0223433773061412,1.0361037072934354
2015-05-14,1.0330039429489395,1.05282287375818
2015-05-15,1.0341235457333426,1.0494305791131593
2015-05-18,1.0373363189407614,1.0545190210806903
2015-05-19,1.0369955702672473,1.0518536467167454
2015-05-20,1.0362653945382887,1.0525805669978212
2015-05-21,1.039283454217985,1.057184395444635
2015-05-22,1.0368008567395253,1.0564574751635591
