date,2021_11_08__20_00_10_daily_actor_lr_1e-06_critic_lr_9.999999999999999e-06_epoch_10000_gamma_1.0,2021_11_08__20_00_10_daily_actor_lr_1e-05_critic_lr_0.0001_epoch_10000_gamma_1.0,2021_11_08__20_00_10_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_1.0,2021_11_08__20_00_10_daily_actor_lr_0.001_critic_lr_0.01_epoch_10000_gamma_1.0
2015-01-05,0.9819403203037532,0.9847346740974073,0.9847346740974073,0.9819403203037541
2015-01-06,0.9726914277369422,0.9728616428398352,0.9728616428398352,0.9726914277369438
2015-01-07,0.9848123448376578,0.9811000726920283,0.9811000726920283,0.9848123448376596
2015-01-08,1.0022878839507379,1.0026653743639449,1.0026653743639449,1.002287883950744
2015-01-09,0.9942559509322091,0.999515386479283,0.999515386479283,0.994255950932699
2015-01-12,0.986467409823321,0.9878846619820697,0.9878846619820697,0.9864674098239553
2015-01-13,0.9836927420532778,0.9871577417009938,0.9871577417009938,0.9836927420539161
2015-01-14,0.9777539794577464,0.9815846862127457,0.9815846862127457,0.9777539794583822
2015-01-15,0.9687966703986994,0.968984734674098,0.968984734674098,0.9687966703993295
2015-01-16,0.9815022148664015,0.9784346983280839,0.9784346983280839,0.9815022148670398
2015-01-20,0.9835710460984516,0.9866731281802767,0.9866731281802767,0.9835710460990923
2015-01-21,0.9885605802463366,0.9883692755027872,0.9883692755027872,0.9885605802469861
2015-01-22,1.003261451589374,1.0046038284468142,1.0046038284468142,1.0032614515900624
2015-01-23,0.9977607944312783,1.0043615216864556,1.0043615216864556,0.9977607944346847
2015-01-26,1.0000973567639848,1.0002423067603592,1.0002423067603592,1.0000973567691522
2015-01-27,0.9869055152610559,0.9714078022776843,0.9714078022776842,0.9869055152741029
2015-01-28,0.974249135959112,0.969711654955174,0.9697116549551739,0.9742491359722852
2015-01-29,0.9832556101839123,0.9789193118488012,0.9789193118488011,0.9832556101972095
2015-01-30,0.9708903276059018,0.9668039738308705,0.9668039738308704,0.9708903276190852
2015-02-02,0.9829138879427609,0.9767385510055738,0.9767385510055737,0.9829138879561095
2015-02-03,0.9971279754664979,0.9878846619820701,0.98788466198207,0.9971279754800737
2015-02-04,0.9933310616759373,0.9898231160649389,0.9898231160649388,0.9933310616908404
2015-02-05,1.0033588083536464,0.9990307729585662,0.9990307729585661,1.003358808368977
2015-02-06,1.000584140583675,0.9958807850739043,0.9958807850739042,1.0005841406029718
2015-02-09,0.9961057294460925,0.9944269445117527,0.9944269445117526,0.9961057294671783
2015-02-10,1.0067176167069696,1.0092076568936281,1.0092076568936281,1.006717616728508
2015-02-11,1.0073017572901786,1.0130845650593663,1.013084565059366,1.0073017573141798
2015-02-12,1.016988755294443,1.0268960503998072,1.026896050399807,1.0169887553211092
2015-02-13,1.021175096141844,1.0334383329294898,1.0334383329294896,1.021175096192955
2015-02-17,1.0227814827497093,1.0339229464502078,1.0339229464502069,1.02278148286224
2015-02-18,1.0228788395142214,1.034892173491642,1.0348921734916414,1.0228788396355861
2015-02-19,1.0221486637863682,1.0385267748970213,1.0385267748970204,1.0221486639195678
2015-02-20,1.0282772720729996,1.0438575236249108,1.04385752362491,1.0282772722129245
2015-02-23,1.0281312369359437,1.0445844439059873,1.0445844439059857,1.0281312370984936
2015-02-24,1.0310568076955549,1.0477344317906496,1.0477344317906478,1.0310568078673659
2015-02-25,1.0301805968524282,1.041192149260968,1.0411921492609653,1.030180597008061
2015-02-26,1.0289636373226245,1.0477344317906516,1.0477344317906478,1.028963637477152
2015-02-27,1.0254587938407176,1.0440998303852733,1.0440998303852689,1.025458793993375
2015-03-02,1.0319330186841806,1.0523382602374693,1.0523382602374616,1.0319330188414206
2015-03-03,1.0276979995395195,1.045311364187074,1.0453113641870617,1.0276979996565916
2015-03-04,1.0233661103465126,1.0411921492609784,1.0411921492609655,1.0233661104666751
2015-03-05,1.0244852263563518,1.039980615459186,1.0399806154591724,1.0244852264794302
2015-03-06,1.0100764253045036,1.0271383571601835,1.027138357160166,1.0100764254964927
2015-03-09,1.0142627661520682,1.031984492367356,1.0319844923673382,1.014262766369649
2015-03-10,0.9978094730560874,1.0109038042161564,1.0109038042161387,0.9978094732928532
2015-03-11,0.9954729107228848,1.004361521686474,1.0043615216864563,0.9954729109596842
2015-03-12,1.0081292900279375,1.0109038042161564,1.0109038042161387,1.008129290268081
2015-03-13,1.0019335055745708,1.0053307487279084,1.0053307487278906,1.0019335058164531
2015-03-16,1.0153336905557864,1.0172037799854805,1.0172037799854625,1.015333690802528
2015-03-17,1.012315630875531,1.0174460867458393,1.0174460867458213,1.0123156311243522
2015-03-18,1.0244852263613036,1.0312575720862804,1.0312575720862622,1.024485226615253
2015-03-19,1.0198121016980193,1.0283498909619797,1.0283498909619586,1.0198121019885467
2015-03-20,1.0242418344571984,1.0307729585655678,1.0307729585655447,1.0242418347697373
