date,2021_11_10__00_46_10_daily_4_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_1.0
2015-01-06,0.9909689549490194
2015-01-07,1.0030828376709118
2015-01-08,1.0204215888143797
2015-01-09,1.012599209702836
2015-01-12,1.0048913303190155
2015-01-13,1.0021259760137275
2015-01-14,0.9963136880247347
2015-01-15,0.9878357438357135
2015-01-16,1.000049360043086
2015-01-20,1.0025306775043366
2015-01-21,1.0069736022737417
2015-01-22,1.0211773708770957
2015-01-23,1.016530006094277
2015-01-26,1.0185936589428393
2015-01-27,1.0055322924006214
2015-01-28,0.9936182571764334
2015-01-29,1.002408023753383
2015-01-30,0.9907176743013254
2015-02-02,1.0023088379347451
2015-02-03,1.0154387964526095
2015-02-04,1.0120585936721729
2015-02-05,1.0217077185246481
2015-02-06,1.0184331647331946
2015-02-09,1.0141707521945906
2015-02-10,1.0246702381201427
2015-02-11,1.0256455760177425
2015-02-12,1.0354717394040964
2015-02-13,1.039593543545227
2015-02-17,1.040503708011048
2015-02-18,1.040918572991826
2015-02-19,1.0404655159809786
2015-02-20,1.0464794014129268
2015-02-23,1.0469049439737956
2015-02-24,1.0503378047646523
2015-02-25,1.0487977685091279
2015-02-26,1.0482320712825857
2015-02-27,1.0452884085575946
2015-03-02,1.0507157870819455
2015-03-03,1.0458540512850725
2015-03-04,1.0417522645726427
2015-03-05,1.0422521575366137
2015-03-06,1.0276241025837531
2015-03-09,1.0322337204556262
2015-03-10,1.0154491524254998
2015-03-11,1.012252067137657
2015-03-12,1.02273769092581
2015-03-13,1.0168216206459642
2015-03-16,1.0296867956637747
2015-03-17,1.0284445816720116
2015-03-18,1.041651013795947
2015-03-19,1.0379097235209767
2015-03-20,1.0413062490500153
2015-03-23,1.0404626117885984
2015-03-24,1.0361659723569916
2015-03-25,1.01599825210302
2015-03-26,1.0146576502876636
2015-03-27,1.0167620415911764
2015-03-30,1.0286180571769052
2015-03-31,1.0193222351900921
2015-04-01,1.016911959860858
2015-04-02,1.0189662523078977
2015-04-06,1.0265645985118725
2015-04-07,1.0242996959419517
2015-04-08,1.0275813897969663
2015-04-09,1.031347618436588
2015-04-10,1.0366065521227792
2015-04-13,1.0323565051154415
2015-04-14,1.0338212363835169
2015-04-15,1.038702430320479
2015-04-16,1.0379779697461686
2015-04-17,1.0263737895584237
2015-04-20,1.0361279691078018
2015-04-21,1.0348757698315898
2015-04-22,1.0398049990351825
2015-04-23,1.0425635392547263
2015-04-24,1.0453594975915304
2015-04-27,1.0413325355121217
2015-04-28,1.0442049578701416
2015-04-29,1.0396330680357733
