date,2021_11_07__01_29_47_daily_actor_lr_1e-06_critic_lr_9.999999999999999e-06_epoch_1000,2021_11_07__01_29_47_daily_actor_lr_1e-05_critic_lr_0.0001_epoch_1000,2021_11_07__01_29_47_daily_actor_lr_0.0001_critic_lr_0.001_epoch_1000,2021_11_07__01_29_47_daily_actor_lr_0.001_critic_lr_0.01_epoch_1000
2015-01-05,0.9994840969554329,0.9915985923860875,0.985376138626467,0.9941163465332831
2015-01-06,1.0035449521284014,0.9872381835288143,0.9782542598424677,0.9938057357156155
2015-01-07,1.0080664854743824,0.9939156862645244,0.9888766204345308,1.000666975569096
2015-01-08,1.0113400504598788,1.0060892014959448,1.0040627050733144,1.0084397862439034
2015-01-09,1.013200809365065,1.0058299783897433,0.999063330053456,1.0078068819087433
2015-01-12,1.0112489875109603,0.9996195998007763,0.9921686292395903,1.0039930640577241
2015-01-13,1.0101456403539026,0.998670658924907,0.9899272671616421,1.0024714904928582
2015-01-14,1.0109449346551942,0.9962345878258069,0.9851836248012497,1.0010968537179752
2015-01-15,1.013906622906309,0.990939291957263,0.977748895355258,0.9998253278582659
2015-01-16,1.013325212285419,0.9959796867656161,0.988308006398744,1.003771070525937
2015-01-20,1.021987232048259,1.0044192120109747,0.992131020690164,1.0105854446693179
2015-01-21,1.0183577787886404,1.0033595920100822,0.9951642419108194,1.0095756206136837
2015-01-22,1.0247902194672098,1.0141849740578461,1.0083609774986357,1.0186878705295914
2015-01-23,1.029342058989136,1.0169439031928347,1.0062524691592123,1.020710151971207
2015-01-26,1.0280067195173148,1.0144541427977698,1.0067682699283227,1.0200534910062875
2015-01-27,1.0184483385329155,0.9976793720728361,0.9923867516744994,1.008610268322876
2015-01-28,1.0213701720968311,0.998661851788556,0.9846543847307397,1.0076898259358147
2015-01-29,1.0230687013916908,1.0039276247297262,0.9924466902760243,1.0117158679368252
2015-01-30,1.0247672726061607,0.9998015770009816,0.9830283338433459,1.0093360586053053
2015-02-02,1.028251167207931,1.0062847034597433,0.9934579225265452,1.0154793576535455
2015-02-03,1.0256519718195793,1.0093066851719465,1.0039699921517042,1.0177907905622658
2015-02-04,1.0253992956626536,1.0099869471715193,1.0018246309589114,1.016825140613186
2015-02-05,1.0256839578558743,1.0136941815495155,1.0095327177245288,1.0197623315192461
2015-02-06,1.0159112126912135,1.006163215554854,1.004826348321031,1.0117225551503781
2015-02-09,1.0132308784961337,1.0040148490022631,1.0012141465613889,1.0086936650157727
2015-02-10,1.0162442096936968,1.011493545787407,1.010613883937033,1.0139053271074634
2015-02-11,1.0180175174475807,1.014083286616998,1.0119538153355259,1.0154934430009608
2015-02-12,1.0227146278394925,1.0218430565543992,1.0208614783885817,1.021510344352217
2015-02-13,1.020927860490237,1.022491273265508,1.0235465875379839,1.0210154574005
2015-02-17,1.01487502920031,1.0181804053864114,1.0225383166250828,1.0164842610141105
2015-02-18,1.0177653642682787,1.0205239732969493,1.0235561718283104,1.0188016145915118
2015-02-19,1.0152998809008484,1.0199388454141205,1.0228481266075922,1.016713782148979
2015-02-20,1.0198179147471254,1.0246717750643322,1.028424602487691,1.0215411789034292
2015-02-23,1.0250364224113708,1.028721949130371,1.0300710653188945,1.0258470258155405
2015-02-24,1.0325989427291395,1.035101511296771,1.0344182529978383,1.0326576625269615
2015-02-25,1.032516043497275,1.0335198442938296,1.0333123003490845,1.0328756595305777
2015-02-26,1.0276675213657032,1.0315550161197498,1.0316973790825525,1.0281014104089137
2015-02-27,1.0294107191151196,1.0319197950723216,1.0298126557424079,1.029227371348778
2015-03-02,1.0244149519874297,1.0301247596932832,1.032714591725942,1.0255289370629048
2015-03-03,1.019710837189811,1.0249202076905801,1.028069012278476,1.0210347871625327
2015-03-04,1.0174964487758784,1.022205305023366,1.0244191597927088,1.018538471908859
2015-03-05,1.0169937254487875,1.0215218037635634,1.0248215425256073,1.0183470842169149
2015-03-06,0.9992865601137826,1.005496802612345,1.0095514291663596,1.0015879107649766
2015-03-09,1.0058627164374159,1.0114450264389496,1.0145638773691665,1.0075937781525892
2015-03-10,1.0022851938921848,1.001639313062066,1.0013668925077044,1.0005365379170856
2015-03-11,1.0035898360622773,0.9998547279743487,0.9994606907768172,1.000812903643614
2015-03-12,1.0089267448071904,1.0056700250733015,1.0096585653449708,1.007870091119297
2015-03-13,1.0042790145926166,1.00068675857305,1.0039619251248304,1.002878683946103
2015-03-16,1.0156699596769234,1.0122223486237556,1.0166576852004716,1.0147098648103512
2015-03-17,1.0185690544742785,1.0140814519991106,1.0156741848188102,1.016249863485481
2015-03-18,1.0345873942280492,1.029150785411467,1.0291113297438652,1.031354191615023
2015-03-19,1.0299809895726826,1.0251524043777687,1.024696508013997,1.0268099869094809
2015-03-20,1.0344797986056606,1.0289058921679102,1.0288880522590107,1.0312061602112466
2015-03-23,1.0332383106184402,1.0280647603526816,1.0274206240857842,1.029871686090309
2015-03-24,1.0351688280914704,1.0281030167919003,1.0244918742739009,1.030243087839918
2015-03-25,1.0205278400073756,1.009554501458745,1.0082328066952304,1.0152042178226446
2015-03-26,1.0123849506494675,1.0047937979413157,1.0046412944505236,1.0085148652347111
2015-03-27,1.0191766082249059,1.009285970009092,1.007937793298253,1.0141756890249227
2015-03-30,1.0234857916128612,1.0164152988044723,1.0179446781268742,1.0202719651287644
2015-03-31,1.019312380026833,1.0101468136946945,1.0102783037837917,1.0150014859768886
2015-04-01,1.022975721044879,1.0119455251981944,1.0090405773492253,1.0170019068538343
2015-04-02,1.019141163846989,1.0094458608028234,1.0100073200721298,1.0148090288121143
