epoch,2021_11_25__10_03_54_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_25__10_03_54_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_25__10_03_54_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_25__10_03_54_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_25__10_03_54_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_25__10_03_54_daily_lr_0.0001_epoch_30000_metric_sortino
0,0.09143320471048355,0.039731722325086594,-0.07749693840742111,0.10216963291168213,0.0802379846572876,-0.0511598140001297
1,0.0863681361079216,0.10882395505905151,0.06643380224704742,0.29737457633018494,0.021635044366121292,0.1781107634305954
2,0.04476555436849594,0.06664671003818512,0.09585756808519363,-0.1000356450676918,0.0969729945063591,0.07914386689662933
3,-0.02916468121111393,0.09471691399812698,0.07599351555109024,0.17266319692134857,-0.022507280111312866,0.018768128007650375
4,0.062464699149131775,-0.015524690970778465,0.05236014351248741,0.18527722358703613,0.20039768517017365,0.22787781059741974
5,0.17192839086055756,0.053539425134658813,-0.004897448234260082,0.12277422845363617,0.3103688061237335,0.07307970523834229
6,0.10224606841802597,0.03698756918311119,0.12544281780719757,0.09980026632547379,-0.12817175686359406,-0.09905249625444412
7,0.10180363804101944,0.17985819280147552,0.03345051780343056,-0.08230440318584442,0.3058212697505951,0.21473461389541626
8,0.014010938815772533,0.05884503945708275,0.1585872769355774,0.10254676640033722,-0.037217896431684494,0.16857551038265228
9,0.11406521499156952,0.13629887998104095,0.04529598727822304,0.19505810737609863,0.09593407809734344,0.08887117356061935
10,0.044808197766542435,0.0949556827545166,0.058608006685972214,0.12505334615707397,-0.03014538437128067,0.2274676412343979
11,-0.01560189574956894,0.10376694053411484,0.14067818224430084,0.07619001716375351,0.24063223600387573,0.039814602583646774
12,0.02599211223423481,0.036742571741342545,-0.0071747698821127415,0.06627834588289261,0.04031766578555107,0.06381810456514359
13,-0.015195813030004501,0.0767413079738617,-0.038790054619312286,0.01605462282896042,-0.012486950494349003,0.10612387955188751
14,0.008413095027208328,-0.018098605796694756,0.006798925809562206,0.06684937328100204,0.23965302109718323,0.1197446957230568
15,0.08909223228693008,0.08302295207977295,-0.07846948504447937,0.18168166279792786,0.3558078408241272,0.12677982449531555
16,-0.07735885679721832,0.027558663859963417,0.02611653506755829,0.03751016780734062,0.07801995426416397,0.2482602745294571
17,0.07305417209863663,-0.037219736725091934,0.03870804235339165,0.049948446452617645,0.11571966856718063,0.07527893036603928
18,0.1180456131696701,-0.014260613359510899,0.04321706295013428,0.27652934193611145,0.07272926717996597,-0.08640620857477188
19,0.04497724026441574,0.12674522399902344,0.07923568040132523,0.1274685114622116,-0.004434822592884302,0.08464173972606659
20,0.048870280385017395,0.034678295254707336,-0.0016423395136371255,0.19849470257759094,0.10321807116270065,0.035345058888196945
21,0.08623199164867401,0.0406009778380394,0.15425115823745728,0.17013390362262726,0.22362256050109863,-0.01309961173683405
22,0.17221763730049133,0.18761472404003143,0.05068317800760269,-0.10547629743814468,0.0719045028090477,0.10934501141309738
23,0.11241526156663895,0.035024575889110565,0.10737252235412598,0.028150321915745735,0.18531739711761475,0.11203797906637192
24,0.005959473084658384,-0.004246588330715895,-0.02543562650680542,0.0655941441655159,0.13532471656799316,0.12345114350318909
25,0.01627659983932972,0.019373292103409767,-0.07691661268472672,-0.1129799634218216,0.2638774514198303,0.08041863143444061
26,0.07318731397390366,-0.0014467214932665229,0.033914946019649506,0.13585935533046722,-0.10489850491285324,0.03239881619811058
27,0.1180935800075531,0.08827903121709824,0.03477230295538902,0.1106192022562027,0.06892762333154678,-0.04371748864650726
28,0.05044551193714142,0.08686420321464539,0.07168494164943695,0.09005171805620193,0.1474601775407791,0.21191291511058807
29,0.03868178278207779,0.08304014801979065,0.007665080949664116,-0.030821919441223145,0.192982017993927,-0.059555549174547195
30,0.12141618132591248,0.11550121754407883,0.0821385532617569,0.21755097806453705,0.1384321004152298,0.11644744127988815
31,0.07585172355175018,0.09364155679941177,-0.022893784567713737,0.06778326630592346,0.07479286193847656,0.05644991248846054
32,0.04814936965703964,0.16410888731479645,0.0684865340590477,0.19413338601589203,-0.0371134951710701,0.14404653012752533
33,0.15376214683055878,0.03689336031675339,0.0429534837603569,0.25244802236557007,-0.12832456827163696,0.03478920832276344
34,0.15942254662513733,0.06376644968986511,0.07907939702272415,0.24137313663959503,-0.007291245274245739,0.04192288964986801
35,0.07205673307180405,-0.03223881497979164,0.13098663091659546,0.2911255359649658,0.12084119021892548,0.10890957713127136
36,0.04127964377403259,0.05616367608308792,0.18172556161880493,0.35001012682914734,0.022873099893331528,-0.06083139777183533
37,-0.033898431807756424,0.022047514095902443,0.04285396263003349,0.298277348279953,0.08598306775093079,0.025138018652796745
38,0.032221850007772446,0.09612954407930374,0.12135625630617142,0.12320606410503387,0.0351548045873642,-0.06855486333370209
39,0.09587099403142929,0.03804104030132294,0.012381235137581825,-0.037828125059604645,0.33792945742607117,0.1686926633119583
40,0.11603600531816483,-0.06373202055692673,0.033441461622714996,0.2672306299209595,0.24335448443889618,0.16330498456954956
41,0.07257154583930969,0.026235653087496758,0.09133776277303696,0.08328989893198013,0.19429311156272888,0.09892525523900986
42,0.0679754838347435,0.026311928406357765,0.059991903603076935,0.13035619258880615,0.033984243869781494,0.12559819221496582
43,0.13849331438541412,0.06186738610267639,0.024463193491101265,0.1398802399635315,0.3611186444759369,0.11605577915906906
44,0.05475357919931412,0.16270117461681366,0.020892636850476265,0.11677351593971252,0.2443086802959442,0.25681382417678833
45,0.11386566609144211,0.0986839160323143,0.14313317835330963,0.08208960294723511,0.11984380334615707,0.05940714105963707
46,-0.054956626147031784,-0.08275637775659561,0.09946896135807037,-0.11232776194810867,0.22376607358455658,0.17886857688426971
47,0.07247808575630188,0.14359150826931,0.0765741616487503,0.0957183986902237,0.26586607098579407,0.20727288722991943
48,0.08446912467479706,0.10320794582366943,0.11029363423585892,0.1194513663649559,0.14234064519405365,0.08981451392173767
49,0.12755346298217773,0.11846253275871277,0.08925733715295792,0.16406816244125366,0.2444106489419937,0.07097715884447098
50,0.07017794996500015,0.03796880692243576,0.040008481591939926,0.22683396935462952,0.011865450069308281,0.046092741191387177
51,-0.06415027379989624,0.09064082056283951,-0.02766413800418377,0.20916296541690826,0.06931886821985245,0.13441142439842224
52,0.006470967084169388,0.0515628457069397,0.07042314857244492,-0.042057838290929794,0.33931684494018555,-0.0025271230842918158
53,0.05288466438651085,0.05538850650191307,0.19684246182441711,-0.11911046504974365,0.06479952484369278,0.17409220337867737
54,0.15857334434986115,-0.023447342216968536,-0.007059734780341387,-0.14542731642723083,0.12149854749441147,0.07976856082677841
55,-0.02453858219087124,0.02609088085591793,0.017869021743535995,0.2442355901002884,-0.02102820575237274,0.18167589604854584
56,-0.053113456815481186,0.02308047190308571,0.03626743331551552,0.22418153285980225,0.10294429212808609,-0.08702708780765533
57,0.07565366476774216,0.1170118972659111,0.019446223974227905,0.013333220034837723,-0.02302025631070137,0.06377420574426651
58,0.009362619370222092,0.07574246823787689,0.061238352209329605,0.07008414715528488,-0.11782152205705643,0.1129988357424736
59,-0.027017002925276756,-0.014288835227489471,-0.0008925094152800739,0.24488219618797302,0.10855443775653839,0.10216011852025986
60,0.003022240474820137,0.1040090024471283,0.18779531121253967,0.04797575995326042,0.0815591961145401,0.13214021921157837
61,0.06653503328561783,-0.017478352412581444,0.004112391732633114,-0.0696391761302948,0.05275154113769531,0.2691318094730377
62,0.07467273622751236,0.14641733467578888,0.1108870655298233,0.09085918217897415,0.21425803005695343,0.07274625450372696
63,-0.0463433563709259,-0.019272133708000183,0.061031218618154526,0.17684103548526764,0.3484346568584442,0.03207280486822128
64,0.12957113981246948,-0.024287723004817963,0.09072685986757278,0.10841330140829086,0.26206931471824646,0.23912911117076874
65,0.11763011664152145,0.0909564346075058,0.013863740488886833,0.11377475410699844,0.13677732646465302,0.19643181562423706
66,0.04168707877397537,0.03383754938840866,0.043219201266765594,0.1071850135922432,-0.018994532525539398,0.09476973861455917
67,0.0248547475785017,-0.05544300749897957,-0.010912992991507053,0.2023351937532425,0.1709958016872406,0.04359492287039757
68,0.14419439435005188,0.05427508056163788,0.035638198256492615,-0.13277104496955872,0.23547887802124023,0.11787968873977661
69,0.1488887518644333,-0.05043327435851097,0.05999792739748955,0.06615190953016281,-0.13679492473602295,0.027259541675448418
70,0.04616666957736015,0.02504008449614048,0.0708080530166626,0.1056513860821724,0.09351658821105957,-0.03924686089158058
71,0.052315603941679,0.061944734305143356,0.07412303239107132,0.10949407517910004,0.05692917853593826,0.24240735173225403
