epoch,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.0,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.25,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.5,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.75,2021_11_08__16_33_58_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_1.0
0,1.0939208477238007,1.027938588651502,1.0797699385631447,1.028482349736494,1.020961345991459
1,1.0907984242734237,0.971801629866747,0.9557450267071012,1.033626334514634,1.0676138019895582
2,1.1465460363722675,1.009990165324632,1.02005800444146,0.9503247606484438,1.0010187864340765
3,1.291460082351756,0.9440434818034112,1.0006926524958826,1.053270154509965,1.0478977847621698
4,0.8081974563550574,1.0333509600310975,0.9595067459073845,0.971044750902179,0.9883674924721647
5,1.0578559157052698,1.1964861044966317,1.0309260981822774,0.8939820547660753,0.9858496468392082
6,0.9163783438957414,0.9459487768396386,1.094410515934753,0.9950741377072637,1.0795759448711013
7,1.0878560240483302,1.0835834696477098,0.9289249819737403,1.1150747365982279,1.0092459158152953
8,0.9709806468460559,1.1001470986940525,1.0107245555419966,1.0642012507843532,0.9555323860204119
9,1.0299122252640416,1.000311337670976,0.9574389825299616,1.0436070906416084,0.936191183934859
10,1.0879747305778054,1.051196686366212,1.052841961744636,1.0325984350329966,0.9412733541665672
11,1.0922879397075416,1.2019802340385781,1.066157322178037,1.0358841110575445,1.1058958874333704
12,0.9414345239547326,1.1483918661797434,1.0353995032068646,1.1007060038184189,0.9813648239941357
13,1.1247949600971048,1.0330625971624339,0.9531537844322844,0.9900669622264272,1.0464813633735464
14,1.0648145825170972,1.079517116552061,0.9514430173436456,0.8979876996703102,1.0621248482462857
15,1.088147905658139,0.9598789281207487,1.0256269524268882,0.93982455728575,0.8661590887946498
16,1.1071069506151998,0.9489800905585541,1.0713230887001228,1.0099379656575302,0.9357732833248835
17,1.3421768856887808,0.9662337530275278,1.0180931383588456,1.037487069133387,1.2183151102521117
18,1.1012761959292683,1.0244542933345244,1.0331428714195758,1.04738604963172,1.1055911890517742
19,1.2169229623647537,0.9325397015267645,1.0138985979192283,0.9265230208419939,1.1210194818677717
20,0.9837722662859263,0.9526323041540414,1.24582499115485,0.8921107781477148,1.1239660610342337
21,1.0377886169571078,0.9458732337633884,1.2763181640958279,0.9331007305737651,1.1523363872875032
22,1.0124755819730515,0.9750508418445502,1.0298710235304191,0.9874757598508774,1.0418279853369974
23,1.155351061802684,1.0218440043785206,1.0206547523396534,1.02970386054285,0.8795278132952189
24,0.7997801991825998,1.0491948885267124,0.9399015955711063,0.9781861307982296,0.9569509774232807
25,0.9292430369967468,0.9482483193869415,1.056028938750734,0.986840139313495,1.081860894556065
26,0.6712222348618938,1.0809651967940759,1.0778768781598693,0.6847059373320973,1.0032185475035162
27,0.9045574087074725,0.9079511217587186,0.7582069542102916,1.042493327096297,1.0809450624357893
28,1.1647962711500102,1.079910508431518,0.8626447528164519,1.0001282364389525,1.0795039341075556
29,0.9731858789527748,1.0685903177486025,0.884898806460139,1.0955483853310644,1.0560120265584234
30,1.285823383662516,1.0177282651971482,1.0944785631280378,1.11474144637131,1.068822615246075
31,1.1220027299591933,0.8900302515641805,0.9650783385949735,1.0959861934861848,1.0617584397414013
32,1.166146997511369,0.8522869986248477,0.9752827675646603,0.9866334105273917,0.9969645921148539
33,0.897157314076228,1.0208297366983594,1.065512132658406,0.9336863889456328,1.0524510948186927
34,1.0019088664546927,0.9513008053206443,0.9473121464368075,0.9719274305984686,1.0173149440690972
35,1.0897948990246227,0.9879835583986981,1.036297319237207,1.095025051067041,1.0476141942117938
36,1.238758691652552,1.0397534065996978,1.014703782978875,1.009672283555092,1.2087196394479751
37,0.6248945239029269,1.0759133692732772,0.8711646246126149,0.6795677001538728,1.1545182935457718
38,0.957834629783204,1.074158865321395,0.9508303522325201,1.0416336451541022,0.9069721933586418
39,0.9330179064276632,1.0446746302378895,1.2113071383992489,1.1164778767191867,1.1295667744813769
40,1.038006941081079,1.2408056503542153,1.038437603303765,1.0489414805756707,1.0419232515787162
41,1.0481382895293228,0.9447141660331652,0.9695634490468604,1.0993376575958722,1.0946646483435432
42,1.1526476735941344,1.040364550375699,1.0587838773095726,1.045197262752023,1.1706030838552381
43,1.0014717520696441,1.1028212083893671,1.09723278868324,1.0922781169692577,1.0082158780290758
44,0.8046142127913943,0.9903052450057321,1.0331839923589232,1.0333420137567444,1.0911860330092498
45,0.9955185674388962,0.9084604008937637,0.9453401180302231,1.0915444121228282,0.927418368620132
46,1.2378015593209533,0.9941842437799252,0.9854508563714316,1.119820140006567,0.9906852705991797
47,0.9151961588350266,0.9886301723276777,0.9949772003870182,0.9807042937887321,0.9979813254651314
48,1.155401299394166,1.0125029295278707,1.0743308338469602,1.1199165844821521,1.049446985463647
49,1.1086387248183958,1.0368393450536275,1.0597178363226192,0.962561547549515,1.0667480843496335
50,1.2778595645175908,0.8839057974523955,1.0158217065236328,0.9665189944028798,1.0815191192174867
51,1.021823165000435,1.1263603040597836,0.9957232816403639,1.1060454703983253,0.935135056116129
52,0.8533621780163874,0.9613580992552591,1.198813306276431,1.0635763383254777,0.9587322199176009
53,0.9887579452607208,0.9778155378476645,0.9336702291227529,0.897830720112763,0.9956724619468059
54,1.2244421867771254,1.1137115788830914,0.9749139083298406,1.1008076258461952,1.2287972585760387
55,0.985800870726071,1.0854452665313878,0.92338254856598,0.9872779831949225,0.9228992016602977
56,0.9577450218974685,0.932770812435103,0.9707102981182715,1.0234396174357547,1.1977343059980425
57,1.138108675841562,0.9514252458807887,1.06060213935893,1.1579309947172884,1.1320146794869632
58,0.9658693326727126,0.8997087862653134,1.0572822996565907,1.087380687406414,1.1419182605551617
59,1.0219768865824441,0.8705864448486245,0.865593492099131,1.0748875471834645,1.0664723440166903
60,0.9698346019862454,0.9910740832047259,0.93029575427179,0.8715088545393678,1.1150740221143958
61,1.1546702290919764,1.041747715396433,0.852270666496522,1.0998805813686439,1.023166310790583
62,0.9571863089119571,1.0652292831410732,0.9642082835051626,1.0252407121378166,1.017224845718843
63,1.0554990891713716,0.9512940046552353,0.9674544844625508,1.1308708931232292,0.992110599822399
64,1.170603380392145,0.8689025909661796,1.0148074490282417,1.0082315731051132,1.0955674285426795
65,1.1716266530684205,1.0252171739433105,0.9810050720250398,1.0666785346090215,1.0692718265773669
66,1.091695274879534,1.0117301794080402,1.0586358037175825,1.006970362086254,0.9665723850379959
67,1.1469286816431217,1.3381130914348796,0.8972502245684892,1.0553655380008893,1.0167331460180904
68,1.1278844389081897,0.9688577139783958,1.0425721863793846,0.8535929171785307,0.9652144335858891
69,1.0693193330404576,0.8624103588183857,0.9609022636362996,1.0581764633008963,1.1401672041854103
70,1.2336011388083898,1.0603211896927467,0.9332093502128905,1.1031619236633123,1.0742265817457914
71,1.120927544114034,0.9282321753872884,0.9895422571736303,1.055007364458643,0.9924411903137786
72,1.0281243279436172,1.0084329264973257,1.0783930454060544,1.0496365309712208,1.1541396858082902
73,1.042356559902501,1.2196177970000341,0.981093672764574,0.9557569435328246,0.9380658700732244
74,1.2586540295926913,1.0297150692374881,0.9147444127385902,1.0208106045525736,1.0764204238787132
75,1.0611780072117698,1.2786957447986462,0.9403892053019222,0.9859073648988319,1.0994205260696017
76,1.026304755275902,1.0437330337818627,1.009464545467188,0.9328727073189738,0.6461028510086874
77,1.1685394210633218,1.0835798447304106,0.9663459919941679,0.9747783231123953,1.0845768065211658
78,1.0391902917457125,0.9395281887609087,0.9517367730523895,1.0628639600798064,1.0475408110319235
79,1.2234334742812725,0.9676172822307413,0.9962953900330254,1.049667273419992,1.0305567275684697
80,0.8934502373965477,1.0799103394663654,1.1022376103712237,1.0812280409445383,1.0301518199702575
81,1.0764409391245322,1.00412485423202,1.1073738824022097,1.0814067489494907,1.130988917287428
82,0.8588459871843627,0.9572917268036134,0.9356217370818094,0.8557692120430893,0.6369099731070776
83,1.034426293175506,1.0860057650192763,1.025760076279163,0.9944982765018009,1.0961827848175223
84,0.9032122867388528,1.2443634141158189,1.0257103132946521,1.0308241014952533,1.1711763078230704
85,0.8487504158454282,0.9807076859841044,0.9613611326533311,1.1102658578387161,0.9979939492335153
86,1.0357614069693208,1.1151941199824018,0.9888085262249375,1.0112820771399427,0.8297872404395522
87,1.2092153226974445,1.0612522705995997,0.9743126325081838,0.9653610487621923,1.071927494941006
88,1.0299105255975887,0.9674510462061002,0.9442521622625268,1.0164941199900064,1.0056690574978793
89,1.0537853769168855,0.9744723043207059,1.0206456764444716,0.9781677504971993,1.0756545018783557
90,1.009050432340341,1.0570219374766057,0.9480010836697584,1.22433091185584,1.1179239361963527
91,1.250592587536173,1.0256258864359222,1.0953573919849204,0.9673682686448236,1.0755798757659372
92,1.0672645839298933,0.8961874125119706,1.0083590479569515,1.016674649709219,1.0248262737464369
93,1.0381499325800096,1.0967639533025735,0.9519686483533574,0.865593492099131,0.9710903532147103
94,1.0605575013256872,0.9316780106299565,0.9219070895924448,0.7889987509481479,0.9136223907562772
95,1.1671496087826057,1.0062482495548,1.1027949975608817,0.9647113926905845,1.1129499439283204
96,1.099604764319653,0.9813602962110001,1.1275811003789888,1.0129601491058113,1.0219785084341384
97,0.9289830512341346,0.8886782739621034,1.0272277033997026,1.0276095242435057,1.1978432528981824
98,0.9007695396324754,0.9429921257478517,1.0603434165995738,1.1399736896233175,1.3337961229893376
99,1.030447646581913,0.952546426293619,0.7797197357528687,1.2148441309842304,1.174536330985862
100,1.1469828429355855,0.9610457069321988,0.9894420096837283,1.030080475429422,1.074057142642641
101,0.9986724043998035,1.006323865206108,0.9320914572890115,1.0422000601982073,0.9508557779032655
102,0.9312503848551524,1.22966856148792,0.8030692682103822,0.86833966681663,1.0906959140835486
103,1.0126369792504848,0.9169811690240903,1.0399037395982682,0.9790992142602092,0.9894885598298929
104,1.0476195877114636,1.0209069534385666,0.9833848520135304,0.9245370289357644,1.2605125983249086
105,0.579780568896456,1.0404805320889776,1.1727244399079058,1.0641387331087144,1.0313453489100668
106,1.1132753412359944,0.9843156899668437,1.0959755862497402,1.0166223147559383,1.0175575444082205
107,0.8956490114375112,1.0994998045347772,1.0680558765417096,1.2230512387541228,0.9802022376394365
108,0.9659856424724995,1.1102652291573745,0.8557595716194306,1.0545783358099041,1.1342392907100871
109,1.067262564189641,0.9782040231359235,0.9638231303785845,1.0010766031472282,1.071927494941006
110,1.0571988698160302,0.9359405020691983,1.0510564633004895,1.0694946543768227,0.9319985498148797
111,0.8065577824879264,0.959326460885103,0.9425736121429112,1.1178425047460923,1.2059801818902516
112,1.0031877922601191,0.955654282834643,1.1088495896847173,1.09575926675204,1.114771346467867
113,1.0113937513590157,1.0504431749994787,1.0501406651494718,1.0461217739522932,1.1625976778984373
114,0.9908007346746301,1.0782563845964062,1.0262243853646105,0.978441451912498,1.086445814490866
115,1.024511563678205,1.0549771022856893,0.9794361450967048,1.0681783595459353,0.9899891959083651
116,1.042277957662045,0.9511677564202362,0.8690509449422844,1.000339678540782,1.0778952206826755
117,1.0187719701775813,1.0447824363406215,1.166926666119225,1.0642922429633919,1.0961826868111484
118,1.1568422637600355,1.0090744319981877,1.02183803364104,0.9937698889672656,1.0204943163263185
119,1.1402358111236313,1.0280687973804028,0.9492878536227406,0.8946818470122534,1.0601088626765935
120,0.9918689885338549,0.8738427640441303,0.9235577851905311,1.0576777701584719,1.1374656482298007
121,1.1063642493846215,1.0705486618023972,0.9794829989682071,1.0642567586167144,1.0851511669233314
122,1.0733428824833098,0.9683454477223876,0.9549926948432492,0.8392949237816665,1.062939378910061
123,1.0454497272122216,0.8858531776293342,1.0218136523814936,1.0240044264421562,1.0375790162774214
124,1.0216166594423581,0.9729517896608968,1.0725955006943275,1.0205861642215837,1.1317570365867677
125,1.0583222174987004,1.0234076511091423,1.0571810409531845,1.0217743124188665,1.0681939027051375
126,1.0355860215850925,1.024697063558301,1.0025502907800627,0.9522071638167303,1.0275520634977002
127,0.9556158737995171,1.1275806299155904,1.0227168170869965,0.9702327131489664,1.0711105417040059
128,1.0548956816995858,1.0447832926069047,0.8528659880056403,1.0532725283735784,0.9732139272633894
129,1.0917592488048857,0.9315185909315384,1.0711479065670655,1.053383654720185,1.119987828065816
130,0.973818535519854,1.0587663609189515,0.8976632007180199,1.113142064128055,0.9039264026626411
131,1.0820450924724692,0.9546644536292317,1.063653994958295,0.9426754330462966,0.9379964285945583
132,0.9468751896011853,1.0074581609476823,0.8812066914547317,1.0280546231858072,1.1056535141919388
133,0.9492922634899045,1.0954424578967197,0.9453390967475274,1.0813294115339906,0.9934794022695435
134,1.071247948984822,0.9292562330911135,0.9275410326853611,1.2256739649938173,1.1735785946400334
135,0.9906393099772882,1.1101783752887304,1.0454125811418178,1.007913411271178,0.9494717168406479
136,1.0188739965283928,0.951432136093441,1.2900441740279247,0.9479278839214721,1.2222973801684687
137,1.0400025957082415,0.9428656656161374,1.0281239334473498,0.964661752394097,1.0748915834933395
138,1.0206587903214732,0.8822170969369457,1.0522813192922291,0.8641139888884045,0.962610549043368
139,1.0240802772048512,0.9983012718083528,0.988208731004623,1.058702190533573,0.9632424560214805
140,0.92321779358638,1.0873312686629761,1.0672441402000994,0.94704240241086,0.8532934249017468
141,1.0199120393177017,1.0899321777077728,1.0761195731778144,0.9744612431877846,0.6187080892394722
142,0.9699786343284131,0.9216809090268868,1.027098328183712,0.9964607803107433,1.1477614312565891
143,1.0600989580960034,1.1115971771083428,0.9405280692919317,1.0173458559893436,1.1902172799888209
144,1.0246980560552295,1.0497440904646334,1.07119911977515,0.9822911114861331,0.9179216921987697
145,1.0466634483770576,1.0930539131705757,1.0862016748396854,1.1289104639045224,0.9095182717832188
146,1.0415166037152082,1.0395835881058488,1.0088379919405017,1.1288705542327915,0.9800444984189047
147,1.0249508973292445,0.9780628611223543,0.935254030316049,1.0004471916068594,0.6647631810641594
148,0.9447126879138242,0.9554540025015855,1.0554546265937188,1.062674797072946,1.0320957514907223
149,1.0900714391247543,1.016791522587734,1.0652294259994621,1.0879256576976999,1.0150871522001979
150,0.9595117608614541,1.0583713586761025,1.096194782497316,1.1110478075456138,1.1180410256446254
151,1.062833203309054,0.924715185398698,0.9423145058586796,1.1052765279342909,1.1388653897717633
152,0.9889129525559504,0.9879428415834054,0.885222648418182,1.1931798831176201,0.9532187374133021
153,1.0832235156220937,1.0780856271162647,0.9906316523874376,0.9502636333661594,1.0595748345423734
154,0.9933122588528431,0.9803986991088207,0.9046624023867932,1.0179813567809926,1.0305214082423082
