epoch,2021_11_18__11_54_20_daily_lr_0.001_epoch_10000_metric_sortino
0,1.1085206791524327
1,0.9946809026029195
2,1.0596912445679738
3,1.1300999399214677
4,1.1332424063688422
5,1.0442574476331454
6,1.1245877743967436
7,0.9952446066773536
8,1.0174363156554649
9,1.1410793782840736
10,0.998966418141604
11,1.0685118190756864
12,1.086726824295489
13,1.0663590662185922
14,1.0113344159778204
15,1.0789592273443063
16,1.0030351390198795
17,0.9612532613021003
18,1.0297979126390993
19,1.0222019335834591
20,1.0631220899149127
21,1.1292296322219024
22,0.9721239899509907
23,1.040829051119529
24,0.955664671232642
25,1.0548667666815672
26,1.0605072156590414
27,1.0526597391123464
28,1.0654607864873609
29,1.112084972287184
30,0.9992857254442493
31,1.0788535776134716
32,1.178914709726428
33,1.0407903942554597
34,1.120802252646927
35,1.0282354038142785
36,1.1878381751524119
37,0.8977531001330941
38,1.0914394979813722
39,1.098635258937028
40,1.05590662552616
41,1.1133638558726742
42,1.0720158769963946
43,0.9099329013792776
44,1.1021365214690784
45,1.0554300408664423
46,1.0911615620754962
47,1.0540496027901551
48,1.1376048126214098
49,1.0757166381575665
50,1.1347640340729435
51,1.0648682063050317
52,1.1671349127327617
53,1.1397195424983497
54,1.18266646781096
55,1.1448172931361402
56,1.0656588972780439
57,0.903902851455973
58,1.1247556400625156
59,1.245241041401605
60,1.0676257494791115
61,1.20141842875848
62,1.113861828945665
63,1.2700113421057302
64,1.1794932867870034
65,1.1596353721343027
66,1.0512254929511926
67,0.9646584678080972
68,1.0097467426169748
69,1.126115358709447
70,1.0761595903404646
71,0.8558785542898049
72,1.0908271051213545
73,0.8141041367083567
74,1.1538430924496226
75,1.0519858632339882
76,1.0428350574828833
77,1.1260839713591364
78,1.0339394246002442
79,1.1374145803550146
80,1.060740142738856
81,1.2002717464207244
82,1.07431069499434
83,1.1305339259727738
84,1.1080874407052153
85,1.0576570845378905
86,1.1972887156868695
87,1.1217345451552856
88,1.1758393912637828
89,1.110194347618883
90,1.0528067022789718
91,1.009211298658014
92,1.051374398299843
93,1.0858829853677237
94,1.0305061464449927
95,1.1287405400744968
96,0.9755888082719667
97,1.16081356180207
98,0.7152683501963937
99,1.3321090386840944
100,1.0890275499938322
101,0.6951297920810383
102,0.9649843898856726
103,1.0898951645159505
104,1.218513698276554
105,1.2407613504348094
106,0.6138947649184457
107,1.016982305757096
108,1.106152892890393
109,1.103945022443106
110,1.1404773784565385
111,1.1148557355105055
112,0.9756852196611906
113,1.1551633702125177
114,0.6340197240568701
115,0.9927461456029836
116,1.2080403171122562
117,1.1347756846416834
118,0.8512197569426271
119,0.8541735192228227
120,1.25425690845436
121,1.1631937435058204
122,1.0826474329446625
123,0.7994158999159324
124,1.0938764292429655
125,1.1781878100183514
126,0.9829505316959222
127,1.217801451596836
128,1.1444069928006075
129,0.9990170440321381
130,0.9841624399133386
131,1.0962161074926011
132,1.128961393890823
133,1.1027168289023115
134,1.054514631387144
135,1.1590343424682814
136,0.9970002961966583
137,1.156661034543962
138,0.7690963007863981
139,0.6013831378568409
140,1.182548328424926
141,1.0983631175674338
142,1.1631361649126692
143,0.8666875501051
144,1.1070882347236768
145,0.9336858672078516
146,1.2160016909461988
147,0.9064821862438048
148,1.1451538334786147
149,1.3718311636342504
150,0.5971444643920877
151,0.7196764347458946
152,0.6624411594928442
153,0.9250918787515946
154,1.0410672819789604
155,0.9290703557502901
156,1.3823711727282053
157,1.0330633091274222
158,1.152900941244742
159,1.1293334164820046
160,1.1068723278524795
161,0.8959339916824645
162,1.1386884360146001
163,1.3486451800816877
164,1.11581729113031
165,1.0708076567067588
166,0.8976735405987621
167,1.2477198903236815
168,1.1372622039197882
169,1.0423860445518662
170,1.0795614828132467
171,1.2162920235125068
172,0.9279281413619275
173,1.1822440117472217
174,1.0272264214488342
175,0.893717171916465
176,1.073213930162201
177,0.8741148337805608
178,0.6995578138543251
179,0.9098162399538574
180,1.0680330542843794
181,1.0880330632299589
182,1.0099699730943765
183,1.21424157289469
184,1.2419029291231218
185,1.0987999629490852
186,1.1194904192217916
187,1.202682976578581
188,1.1326816642475992
189,1.0860644452450396
190,0.829888650306683
191,1.0762295177102854
192,1.0033720572917
193,1.0351429101896907
194,1.1070407494147325
195,1.0858005143636489
196,1.1116765964686741
197,1.1612408533391303
198,1.1432602593961394
199,1.0014203055650694
200,1.1711974946054606
201,1.1523825786074564
202,1.0378637372966981
203,0.9639812914401636
204,1.0525439485968944
205,0.7870068360395145
206,1.064131431030031
207,1.1919891089348515
208,1.0671245391082058
209,1.0016529683771538
210,0.9268005753142767
211,1.0297859012658301
212,1.129573532492012
213,1.0411308954356255
214,1.3540851993871452
215,0.9455239140545523
216,0.9219369897159089
217,1.1197353251270914
218,1.2499782214418693
219,1.3640712576089393
220,1.0476956733590255
221,1.1259323578590177
222,0.9494061597381085
223,0.9974645739957462
224,1.0240287111978807
225,1.1806579606882421
226,1.2203009930795587
227,1.2581744702063566
228,1.0685263241770429
229,1.3566896627409684
230,1.0482354253422868
231,1.1018015654882956
232,0.9615497808278259
233,1.2023556514107294
234,1.11356066876048
235,1.1860522446089279
236,1.0318728277321534
237,1.193936687620486
238,1.1408460643753437
239,0.9619813859854364
240,1.1375334145851546
241,0.9867679152775815
242,1.217003496192584
243,0.9217877666417068
244,0.9927870210846674
245,0.9507611523701721
246,0.914465297489562
247,1.1443055831442004
248,1.184626175087303
249,1.0799233820446994
250,1.0705581455570095
251,1.3550107319665918
252,1.0894677037229015
253,1.1931170866374472
254,0.9479255038238457
255,1.1415858351231778
256,1.1062441710614457
257,0.9962952684817501
258,1.2025085246669558
259,1.3510780691113957
260,0.9403345636204979
261,1.0053355746754657
262,1.0387869588591336
263,1.0158287792755236
264,1.1299749786648314
265,1.1508238812554628
266,1.135316392440282
267,0.9824226087866393
268,1.002457907515003
269,1.1946026674973782
270,1.1342148176274498
271,1.1739458934654758
272,1.029842284196545
273,1.4499916992547799
274,1.237275868473518
275,1.1072478124910758
276,1.1238069038896839
277,1.3537628425982533
278,1.1016735444053607
279,1.0016430931484752
280,1.0710425828126056
281,0.7733958495667953
282,1.006330695162705
283,1.1278524560444148
284,1.154986224764303
285,1.1905429150300249
286,1.0083692561076332
287,1.1978355598938104
288,1.111087774213011
289,1.0531441002284183
290,1.071511400133399
291,1.174507190591955
292,1.361119426486365
293,1.1952048301122247
294,1.134274412534493
295,0.9674700108293909
296,0.7093642634556264
297,0.8893488341201732
298,1.3183840274316578
299,1.2188477833453804
300,1.1921961610422824
301,1.0749400203940822
302,0.9229202978832362
