epoch,2021_11_08__10_26_55_daily_actor_lr_0.0001_critic_lr_0.001_epoch_5000,2021_11_08__10_26_55_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000,2021_11_08__10_26_55_daily_actor_lr_0.0001_critic_lr_0.001_epoch_30000,2021_11_08__10_26_55_daily_actor_lr_0.0001_critic_lr_0.001_epoch_50000
0,1.0168907499921198,1.156535118159243,1.0330099208114008,1.1013023460434057
1,1.0992028468775061,1.0639806554944407,1.0939719678848312,0.999496054733179
2,0.6999168328207112,1.1536553020192322,1.1657531287121687,0.9732853305663244
3,1.07628374040823,0.9616763538035598,0.9887826934839322,0.953332323443475
4,1.026226872218551,1.0335090108160836,1.1600107180300887,0.920360126181229
5,1.145550847886163,1.138170612309137,1.1976886883194842,0.9726635120585645
6,1.1610665475669986,1.0315534078820803,0.9963977795168377,0.9368220562057081
7,1.0131572892384884,1.065185704290244,1.012269975628789,1.03303496175467
8,1.095654559743003,1.0302343569345433,0.9938149827291669,1.0074962886799257
9,0.985744255047113,0.8847031871104234,1.003521082507444,1.0814077158028998
10,1.0235467097127364,1.0265322314195073,1.0357663651690068,1.0220511098731508
11,0.9086657889088626,1.1371714758312086,1.083535951092976,1.0519220058374528
12,0.9966030485637088,1.0551176715320147,1.026088924965142,1.0761205192686725
13,0.9643308272706488,1.1035642938339825,1.0475658686010496,1.077582195805901
14,0.950040384216752,0.878220428499733,0.9946421788258243,1.047654587593898
15,1.1009636323957237,1.0289252700901503,1.111335420791911,0.9772812875395053
16,1.07186529802218,1.0906911358191402,0.9211140086666463,0.9451051077114646
17,1.0527322102452372,1.0040030069319879,0.9525271935529575,1.0218632282204045
18,1.123134944424762,0.9754719145416456,0.9892179444332136,1.0204554187119765
19,1.1091236681975152,1.0466385995471945,1.1946966068931075,0.792423356525459
20,1.0170094208018128,1.1036673720806347,0.935135502023378,1.101218712169289
21,0.9900525005593115,1.0415010685044659,1.1515863380844007,1.0157103417715703
22,1.1057270798415428,1.0649597593556115,1.0172139245599483,0.9151635385510974
23,1.1435856574167684,0.860311894096426,1.0386273773981938,1.0636023619177233
24,1.001770253257174,0.9953678615196335,1.231903270170696,0.9573821946092678
25,1.0580881540348606,1.0291278607280516,1.0432547537722832,1.003206921358961
26,0.7585445054863285,0.9081512049026956,0.9865981282356323,1.0553852981209944
27,1.034024593588465,1.0445747307665145,1.035086360446414,0.9201102488237278
28,1.0134209908375418,1.1497731512931026,1.064817676581471,1.0954368508353145
29,1.09629677216154,1.0397663670209218,1.065142428787517,0.986516205926084
30,1.0231868802510404,1.0199828999655867,1.0690166598576587,1.062801152755138
31,1.0074118073265859,1.0507111581154482,1.0918988901030955,0.9129625458802496
32,1.0092231753202818,1.0084217747790134,0.9636376942215511,0.9499578046678873
33,0.8688898505645358,1.1585693461535365,1.0980225182088768,1.0554743923138212
34,1.083592818599518,1.1047352124494083,0.988755325438558,0.9917411377684777
35,1.1161155606954039,1.0640250055510478,1.0489778688853062,1.0574362424910242
36,1.1560428212259646,1.0960544039803481,1.1125944261858238,0.9766460866394248
37,0.9967217207462385,1.1043619786544105,0.9570032405804043,0.9467800890240482
38,1.1185526830191987,1.0722678050369765,1.019369832172375,0.9392763019348693
39,1.0524488835541945,1.1610512706727758,1.0984830688398999,0.9428801545767689
