epoch,2021_11_12__18_11_53_daily_0_lr_1e-06_crit_lr_9.999999999999999e-06_epoch_1000_gamma_1.0_lmbda_0.0,2021_11_12__18_11_53_daily_1_lr_1e-05_crit_lr_0.0001_epoch_1000_gamma_1.0_lmbda_0.0,2021_11_12__18_11_53_daily_2_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.0,2021_11_12__18_11_53_daily_3_lr_0.001_crit_lr_0.01_epoch_1000_gamma_1.0_lmbda_0.0
0,1.0091381788683802,1.0329637311572657,1.024463677879633,1.0747907363480431
1,0.9787487627335455,1.0469942595353021,1.0321592166398517,0.9724806716424659
2,1.0768214001605345,0.9791656361916566,1.0500329907001125,1.0901878775341942
3,1.0117286002030401,1.003461410187939,0.9307188157102452,1.0053104458561648
4,1.121470903051466,1.062240462082291,1.0136217946694899,1.118550207863463
5,1.0151248742523,1.0570637292568579,0.9267277697201454,1.0872474239660312
6,0.8718230414609032,1.0707188078617604,1.0229796398795692,1.0356103379530717
7,1.1172936864347272,1.0092056047522129,0.9437565902705455,1.116807409179486
8,1.193000338772961,1.0649367334866966,1.0474789130931235,1.1139688237263847
9,0.9599614760757088,1.0147537160463302,1.0122661574989762,0.8960500146641185
10,1.0500548063533393,1.0627749785231408,0.9355858096233498,1.088239960218228
11,1.0879175439444821,0.9758239682498488,1.0112464803662848,1.0574713300350236
12,0.9158467616615297,1.019288182703885,1.0461611354764704,1.0819745534603082
13,1.1002723519287414,1.1072103432644231,0.9535737560175807,1.0742945585708747
14,1.1019820646947227,0.9391564522018427,0.9762894119740013,1.0796317921110223
15,1.0274848376809214,0.9230111656795522,1.1353817467495821,0.8590854674511426
16,1.0459995171495424,1.0008505989946321,1.0397329437172007,0.9289623978178447
17,0.7557005861129212,0.9915397143244589,1.1750191166039967,0.8907648054313783
18,1.0736172555792964,0.9961030859331494,1.0886647087190124,1.0207181927051665
19,1.0647534170901558,0.9244205200461949,1.0510952782739702,1.093082009939336
20,1.0467761742570403,1.0521779016058928,1.14167868468879,1.0205704811756708
21,1.017353333506585,0.9548713733064762,1.0960873797602766,1.030872574537295
22,0.9630313509513531,1.0876091446079768,1.0829228693641446,1.097882453682983
23,1.0065377934901405,0.9378134634565707,0.8807825964883216,1.0738541342261851
24,1.0949535761470282,0.9799580751095864,1.1489569359034217,1.1386801727357547
25,1.0642439726476765,0.9543714759457795,1.225891617727493,0.8104736425865946
26,1.0145937332658386,0.9305493545122634,0.8938655003710755,1.1408539013705
27,1.095858995072019,0.9548564012824321,1.1884737280531095,0.985849696418987
28,1.029145431183604,1.0744905572820722,1.002862850219415,0.8938799123311446
29,0.6752948283271853,1.0840412512427948,0.947523974403801,1.0336368581436464
30,1.0544614072028902,1.0452887250090341,1.03087161638299,1.0629834479676465
31,0.7246536163166192,0.9696009756632922,1.2092149623232493,1.075470326126993
32,0.7519789592973745,1.03817982035372,0.9407664168812976,0.7591278162135979
33,1.0823286411950954,0.9597942634075307,1.017255601423685,1.224441566426529
34,1.0910479542145337,0.9767345029121693,1.0587022141974112,1.1475964164842136
35,1.0518225222095556,1.0518388814239656,1.0056687915028624,1.064031672686951
36,1.0656123791369883,1.027218477215846,1.0503990036614919,1.0549248175846395
37,0.9612142440905739,1.091179431493997,1.0205815961531537,1.1125565190649715
38,1.0371910878373831,1.0735505773866443,1.3974804838476038,1.1291176636146865
39,1.060865248759512,1.0293390404307512,1.0549248175846395,0.972925024703039
40,1.1793612821933246,1.0136894540424852,1.2010479930273308,1.2091201155691491
41,1.0150171960205765,1.0690301523051682,1.0040986278960917,1.0854953678757788
42,1.1173401380358852,0.8771970847552485,1.146774142038613,0.8909867913828001
43,1.0102949376463621,1.2951798396534546,1.0259746067171198,1.0218227310495038
44,0.9617407052452742,1.0845274667249722,1.122227457750905,1.0726262123118067
45,1.0805838996536812,0.9512863039083368,1.0795446321058995,1.0776944496906988
46,1.0532350965025457,1.0515421354458139,1.0537854475787036,1.075196056241168
47,1.0623409587639627,1.0685571581229372,1.1919165888057603,1.050196656314323
48,0.9574950425946653,1.0445604223922176,1.0896022297181975,1.0500237591812893
49,0.929313637589843,1.0097400319453305,1.0359923685132064,1.0317917757868256
50,0.9539526242813717,0.8848003717049256,1.031573508031096,1.0724897948807597
51,0.9490654524371368,0.9425789143119269,0.9698038168224455,1.1150693115173345
52,1.1427868785086635,1.0078781452104377,1.1077352094131359,0.9897244570891771
53,1.044538588587688,0.9618080277242349,1.0368270545637983,1.0662598616912529
54,0.961033613179682,0.9914354593612082,1.136647617814705,0.9576691718098093
55,0.9169980443233684,0.9446791774573289,1.1741412208112825,1.02755602349864
56,1.0367297400403428,0.9418278170152352,1.2162474207639662,1.0190618107056246
57,0.75094080526864,0.94968805025052,0.9145651313722256,1.0806910956839415
58,1.3601059343860538,1.0136945463789546,0.8895497820251621,1.0748538397826917
59,1.0373718539247252,0.9393420098990312,1.1648305860826578,1.2389219348401312
60,1.0531844321905839,1.0298233686969822,1.0749867054448192,1.0015470848059158
