epoch,2021_11_15__19_21_42_daily_lr_1e-06_epoch_10000,2021_11_15__19_21_42_daily_lr_1e-05_epoch_10000,2021_11_15__19_21_42_daily_lr_0.0001_epoch_10000,2021_11_15__19_21_42_daily_lr_0.001_epoch_10000,2021_11_15__19_21_42_daily_lr_0.01_epoch_10000
0,0.9052740585077195,0.8779002470362616,1.0428446725639324,1.1057603383940449,1.0426748191829114
1,0.9756262646177832,1.1388452800054616,1.158810670610893,1.018178359933056,1.0359941515447524
2,1.0399158999774258,1.0786326975609974,1.131222457231525,1.11947322051379,0.9590742538143945
3,1.0456165230264645,1.0619754963965475,1.074039937729432,0.9374705916848152,0.7778980866746056
4,1.0357672487728433,1.0976695607065667,1.3555945862733674,0.9718765392054305,1.0901021475730852
5,0.9920263220987806,1.057791729570269,0.9915325244208407,1.1622075190323207,1.1806157378242415
6,1.0884637077998445,1.0389185978673903,1.0158191540632,1.0760293215379801,0.8865822033501893
7,1.1594922514425139,1.1117093133626124,0.8304550223716417,1.0430875381152624,1.1321459311619388
8,1.097835543178321,1.0454909407211874,0.9262489172174736,1.112065716536555,1.0770497413254019
9,1.0207695767969598,1.0717546255017296,1.12700576953582,1.0407667123041338,1.0364806478298567
10,0.9762277874252788,1.0520394406010602,1.01385899142809,1.041132167589265,1.16390837462361
11,1.0478437859470109,1.0186531658037616,0.996400749482033,0.8548321125042859,1.0177036332032225
12,0.7077459522234681,0.9729771707483053,1.0411703290426129,1.0598722166919854,1.1481444650414625
13,1.083940102911407,1.0298206717176377,1.0190968226937478,1.177136635316357,1.0797143255121093
14,1.0532399068550837,1.0907143934868033,0.9855411904469757,1.1839339480757867,1.034644333931206
15,1.1377097819735935,1.0592943582606256,1.1592417161341906,1.128651946599591,1.172371341692056
16,1.0491786368786467,0.9038547946204433,0.9005579988401079,1.0940189252269092,1.0813112764326853
17,0.9333611593959364,0.9608807001276153,1.0579521903870095,1.0791575243588816,1.0633233626033323
18,1.061289228306725,1.0330994891402157,1.132924366041649,1.0374180204040047,1.0419313172974902
19,0.9777159274613682,1.0017149969931225,1.1196778622335488,0.8666947952545316,1.1023665265420357
20,1.2343175129372344,1.0646164938441374,1.0371422771217922,1.1286008623985073,0.7213537992426209
21,0.9587610928097478,1.0562554875287822,1.0758824994097607,1.015264124542723,1.1313036580419917
22,1.102771958839255,1.096195787074148,0.9861804545348649,0.9661322200324158,0.9116250227615822
23,1.1273797179820417,1.1083012312102367,1.0391819065751233,0.79663331707943,1.049648500164069
24,1.0283856134700324,0.8616641978001329,1.0420797291268933,1.0594860415152705,1.151181142289232
25,1.1124517320345668,0.920893861532989,1.0501255020413913,0.957634937773614,1.1067417715582273
26,1.0588739881589893,1.0261763296726238,1.0667021147294744,0.8486092829676977,1.0675077838203568
27,1.1107673280209605,1.1704322038752615,1.0146562412555489,1.0381255797856812,1.0760653427159188
28,0.9837489105551925,1.1257574639258936,1.1287783762745094,1.0962076378833407,1.1015634955964293
29,0.8984050515119083,1.0567382121092221,1.0851239450488053,1.024750522338326,1.0179019515132466
30,1.0174378563914825,1.1502689830962272,1.133217465094095,1.0256921576475078,1.1565820465205885
31,1.0738969955641477,1.0722580345128407,1.1365670157318226,1.1900313897425978,1.0511786767775406
32,1.0696513954579223,1.0568269087047717,1.062620658284661,1.110529066698105,1.0525973818529393
33,1.124889637183579,1.162668708695368,1.0958157633841583,0.9962887894026925,1.2197500179897731
34,0.9864232533567964,1.1003208585985331,1.1794231262019734,1.119758467955816,1.1597904870121276
35,1.0067753554680945,1.061255943382175,1.020643414137124,1.1247336677006947,1.0771406483504402
36,0.9854762707410007,0.801372634257993,1.1283072340563711,1.0094870582416835,0.9316807525431241
37,1.1265456490797683,1.1246906208813914,0.8697473310227347,1.0878498398296026,1.0413210569891795
38,1.155136621091967,0.9902840306348758,1.0331491449127217,0.9162521657912122,1.0646137255759
39,1.1287587053289776,1.0248111478320268,1.1183436475023414,1.0848511091546211,1.2339413095020249
40,1.084565340030294,1.0595727583046617,1.1389807435360206,0.9308583600775178,0.9982676775948678
41,1.061837102868035,1.127881859069208,0.9776067581648588,0.7835377889852201,0.6549949387841166
42,1.2220567286869441,1.1667233941432194,1.1000920917831762,1.046463364399134,1.1429485618612134
43,1.070070244046364,1.0052433616611114,0.7895769013983833,1.0100646854567923,1.1649033329171992
44,0.7949879978240145,1.0476565155875028,1.0731481965094982,1.1221778515740741,1.079546168364742
45,1.061887617738688,0.9308335454210013,1.100369531374618,1.040317245145663,1.101734171155737
46,1.1244604066081492,1.102969964586253,0.9683613888123576,1.0585676307267562,1.0361818462849042
47,1.0056874281830976,1.0916586328893136,1.097101849005194,1.2102624467845011,1.102952386923525
48,1.0541276908606863,1.0152418554665956,0.9599299136255457,1.0306524931817886,1.1470467664639061
49,1.0375092038838263,1.0605688167194607,1.0336586604558304,1.1291110261068746,1.0065843895381732
50,1.0149784154831651,1.125292789114643,1.007533866111628,1.1165318312197536,0.9431888662428694
51,1.1358878074310281,1.1298673893550144,1.0206338079416937,1.0879503316607075,0.9835806377836848
52,1.0476502866978727,0.9616930628387459,0.9324955621675137,1.0999862577323072,1.295465622292794
53,1.0758350540521813,0.9730509654220446,1.0671197687004372,1.0728031868582617,1.0906171891578256
54,0.9929577765564853,0.8323539909994295,0.9948730963717465,1.0664366280722637,0.9881450141631594
