epoch,2021_11_12__23_35_13_daily_lr_0.01_epoch_1000
0,1.074299353048371
1,1.0014443303308151
2,1.0326166186807608
3,1.2241040146047695
4,1.1107433862116638
5,1.141508488933206
6,1.1241418157296406
7,0.9840073881927816
8,1.0845850973786648
9,0.8965519503621212
10,0.8907692785885033
11,1.1237442336280477
12,1.057572088614461
13,1.0065592341913343
14,1.0829817299717697
15,1.1123142689386143
16,1.0264564762763877
17,1.0313745509067611
18,1.1892625467941478
19,1.1414237322365877
20,0.9549904891182833
21,1.1293967266193667
22,0.9989951434188681
23,1.117056721756215
24,1.107203966527583
25,1.0406207397836156
26,0.989959992933683
27,1.0598614614910418
28,0.9928545250895521
29,1.033262801802952
30,0.8774585488176688
31,1.1050738925814332
32,1.0642529287568505
33,1.0782980558720565
34,1.0722366962533163
35,1.089815360620628
36,0.6675266880741568
37,1.1271453673706604
38,1.0367507772172966
39,1.1271453673706604
40,1.118695601298695
41,0.6882750446671353
42,0.6398287284728001
43,1.0768034369373374
44,1.1646304385695796
45,1.112850219030049
46,1.1907549502889827
47,1.0165186848412016
48,1.0284161396095588
49,1.0165290873087318
50,1.0817995317723752
51,1.089117512380518
52,1.2420907771551692
53,1.0932608200380374
54,0.9097058561851078
55,1.118342664290255
56,1.0283505409431533
57,0.9839388289148732
58,1.031685358169818
59,1.0892533017405697
60,0.9609754521607702
61,1.0773268519415273
62,1.219185211949681
63,1.0325601146304388
64,1.0690349232881053
65,1.085290108564584
66,1.029857614810688
67,1.1106276568126063
68,1.0061767327210218
69,1.2516129311576425
70,0.8531253991763662
71,1.215494676791872
72,1.0669077694622553
73,1.00569948161045
74,1.15480377201488
75,0.952450990297128
76,0.9230770562720639
77,0.9117104650404303
78,1.2181226716133662
79,0.9069281559995291
80,1.0628931299456554
81,0.7947139703544728
82,1.058122273814965
83,0.9348350644764912
84,1.0317592699259155
85,0.9247115545523618
86,1.092346536170382
87,0.6413184803858901
88,1.0880444609977673
89,0.9641681693776483
90,0.9879580471651184
91,1.1151484970550474
92,1.054976658184939
93,0.9853659073274788
94,1.0997343148268677
95,0.921409439278627
96,1.0221151701058764
97,1.271972444762437
98,0.9751861598079714
99,0.9413820940171028
100,0.9996083279896976
101,0.9832549364942521
102,1.0542115773855074
103,1.0203417528090644
104,1.071250495060567
105,1.0208809476607252
106,0.9857969853404317
107,1.0493571608488979
108,1.1606035722145007
109,1.0935157201866739
110,0.8931120733131747
111,1.0678657377890954
112,1.0721222949534972
113,1.0066909861324715
114,1.0817221420884149
115,1.117546213297461
116,0.9074515800097267
117,0.9907193159563586
118,0.9630334066319299
119,1.0580457423485259
120,1.1104576057138935
