epoch,2021_12_04__15_09_51_lr_0.0001_epoch_100000_metric_sortino_window_61
0,1.0417944414287124
1,1.0163555481637023
2,1.0408481900943416
3,1.0681919687513504
4,1.1440361502996323
5,1.051025253389526
6,1.0118106420343116
7,1.034319455492006
8,1.0576620293494432
9,1.0573218999220266
10,1.0037503973766355
11,1.0003764192116626
12,0.9811422909001443
13,1.0520067592974782
14,1.0368397776568037
15,1.0015017348756907
16,1.009716701047519
17,1.0480079770535682
18,0.9718413664683172
19,1.031139229499449
20,1.0018560123798126
21,1.033513238257688
22,1.0029111196893121
23,1.0014326310153738
24,0.9934465837387734
25,1.0434675301306935
26,0.9967412415154286
27,0.9866658748787791
28,1.0505947757030627
29,1.1151198330854915
30,1.0405587855774534
31,0.9658211691226417
32,0.9270024778000889
33,1.046277697142792
34,1.0092088041631395
35,1.0157185943075349
36,1.0179872253451305
37,0.986619905929106
38,1.021306383923553
39,1.0090745466505975
40,0.9776335280892521
41,1.0071666174294864
42,1.0723493520413772
43,1.0260598993805026
44,1.078723352411858
45,1.0213624852167964
46,0.9676660760747491
47,0.984217637469017
48,1.0561146604686171
49,0.971915113014883
50,0.9894274686834291
51,0.9523267348682994
52,0.9696342666485356
53,0.983206673344177
54,1.0779670036611284
55,1.018097901991759
56,1.0228360973050787
57,0.9789272020397728
58,1.0071693873384577
59,1.0011389571364295
60,0.9420575413668236
61,1.063015733701404
62,1.0464876398918304
63,1.0445786337919492
64,1.0081442096141808
65,1.0999953957932036
66,0.9603185086906377
67,1.0222206424534896
68,1.0345282705305772
69,1.051732698003557
70,0.9726300772119524
71,1.089480821143635
72,1.0050340740394574
73,1.040933024657685
74,1.0309403023656516
75,1.0407431898515411
76,1.1017021089898893
77,0.9587280733502405
78,1.0457819741149847
79,0.9519529558416008
80,1.0096415399144991
81,0.9821675623320415
82,1.020358375020213
83,0.9371224690321858
84,1.0045195168005034
85,1.11402848367176
86,1.0195063197110241
87,1.0158556705623805
88,0.9867782338549467
89,1.080772920930329
90,1.0559037264973719
91,1.030187450919022
92,1.061051508522542
