epoch,2021_11_12__18_04_54_daily_0_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.1,2021_11_12__18_04_54_daily_1_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.3,2021_11_12__18_04_54_daily_2_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.5,2021_11_12__18_04_54_daily_3_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.7,2021_11_12__18_04_54_daily_4_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_1.0
0,1.0584694822658751,0.9490128697431455,1.0095572594663356,1.042789139409372,1.0109150279185628
1,1.0245180156658735,1.1578456225174485,1.031880458151647,1.076889027684338,1.0761671192817246
2,1.0421041940900528,1.0248990507646103,1.0324585043632506,1.0825495683198103,1.0741823466945701
3,1.0098382994033626,1.0654295656051456,1.0198819099781247,1.1171441137464924,0.8825331387834253
4,1.056536926409548,0.9759000819775728,1.0659243094474906,1.0341141574386508,1.0008916529668348
5,0.9952017674962313,0.9074830599632648,0.9788157315475874,0.8494552931818766,1.0974557686938218
6,1.0457536712099051,1.0012654559771503,0.9872180132263731,1.44865417904438,0.9837547723407176
7,0.941703347767464,0.943770460074342,0.9648840521386097,1.22483153701058,0.9801031234806318
8,1.0052841520407327,1.119640422840809,1.054886344553575,1.0115419321726342,0.9490930159409283
9,1.0826731487801078,0.948781845170556,0.9296426861817009,1.1051443401574528,0.9611197227244861
10,1.0148740297036527,0.9785259625648328,1.0471977180512577,1.1497121767228844,1.0000693682425452
11,1.013626339138327,0.9789846698119656,1.0419707424046152,0.9135762471515972,0.9253521750926722
12,1.0958555168788027,1.1492300792477426,0.9994236337170482,1.0365057729061788,0.8307894676601113
13,1.0982200721171167,1.2560217076686249,1.0695845730870712,1.0936469977987857,1.0228263847400092
14,1.1427669549261017,1.0640504812116713,0.944503599564275,0.9756706300415903,0.9125134796178846
15,0.9741553348261877,1.082235191802758,1.0225814025516102,1.2202577161606751,1.1101692436195845
16,0.9023659564380176,1.0542617766155333,1.2097984046178183,0.9342001708081443,0.9883416703327539
17,1.0981182389725406,1.0797009797714059,1.2082999943772352,1.0987930452113186,0.9453868622636009
18,1.05970537727611,1.0072338660869302,1.0870908906656849,1.0010042004551911,1.0555519174577142
19,1.0832934338683886,1.019647305824471,1.1514938152234866,0.5963242632178913,0.9526604681001625
20,1.2121735898211459,1.027493557171359,0.9509255939581185,1.0899800661003543,0.9706028186123485
21,1.214792286277859,0.9899623301356885,0.9782311537916654,1.019468200329255,0.9647629331832471
22,0.9091665951618864,1.0437556750657904,0.9480318018436587,1.0679567846927875,1.0316946091004797
23,1.1224664559721598,1.1293257932519196,0.9477905684189967,1.0366718793845318,0.9581296343162707
24,1.1909542634365435,1.069583553052221,0.9233857132500091,1.0205455180656369,0.911263433641384
25,1.0984956154996193,1.0364130096876742,1.0548566438617533,0.9625028853023941,0.9946084678337899
26,1.228843823075103,1.0884786946038214,0.8998993626571973,0.9876535366367648,0.9376085356922589
27,0.9773440308073175,1.1515217497549042,1.1623793633285135,1.0446227549481015,0.8528183698602396
28,1.0967348303626272,1.048977360878309,1.0943860297654355,1.0759295380283613,1.0652272672525172
29,1.0925015064089667,1.1335703921341782,0.8688421145623751,1.1197737521626354,0.9431806408186244
30,1.1794040753006918,0.7050167365208395,1.0169842549701602,1.103729843696321,1.056767020954978
31,0.9229107948965286,1.0242888223201136,1.0461203398177914,0.7111929618359565,1.0838065586060819
32,1.0419493198343732,0.9908055606955102,0.9943737874440521,1.1354080553318737,0.9900019785890009
33,0.9320645958761394,0.9651716348704894,1.0129571094992404,1.1340232934313947,1.02262788606036
34,0.6306311604449577,0.9772388584294,0.9362560343165505,1.1906779454184804,0.9671648019612682
