epoch,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.0,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.25,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.5,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_0.75,2021_11_08__23_23_13_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_gamma_1.0
0,1.0152862078321836,1.0770451592623371,0.9469677738728767,1.0320128443397822,1.0643818908118046
1,1.0852871005613425,0.7836143848150343,1.0879237690764125,1.2235300454716103,0.9933131598949347
2,1.1088891715885478,1.0782611646204794,1.04880827464998,1.061692751180931,1.0163501168463944
3,0.9906837085580974,1.1720191531555908,0.9957124387814753,1.0415088748800998,1.0710507622301513
4,1.0159597930276578,0.8974831413629009,0.9417697833479209,1.031480217904641,1.0868112847328013
5,1.09056941902992,0.9934196671629686,0.9530391368177886,1.03266619738643,0.9592951658955464
6,0.9998213524336469,1.033855945693435,0.9559661370364746,0.9657473956837819,1.1356002533648855
7,1.1881284579729952,1.0166144790419291,1.0134370906784818,1.0460173483804072,1.0048714824394047
8,1.1124497262408428,0.9717688672182149,1.0308590375700837,1.0293144399334857,0.9590525884179075
9,0.9737997656873582,1.134833330507444,1.052900724915108,0.9558809378941574,1.038081690508426
10,0.9118925227202721,1.0820256716159689,0.9365897880091111,1.162283791070885,1.011682059047959
11,0.9997838764270127,1.009574976252562,1.0691306819753976,0.6709649729621421,0.9961860699309782
12,1.0517411217579669,0.8713655733448452,1.0835037323410093,1.111987694388236,1.0157246796970993
13,0.9567105109950079,0.9160804516671665,1.0011308517280217,1.1219022440469504,1.0650226506026472
14,1.0796246009029602,0.9283252745634748,0.9358005514264087,1.0746393272398322,0.9947581133421657
15,0.6830493385522802,1.0917363918289802,1.0045198769802737,0.9611066828141233,1.2187638221681518
16,1.0862613287506628,1.0868974037285337,1.0808915471346376,0.9479229648242119,1.067953434843942
17,1.0069527505579297,0.9249721091339158,0.9372263964674852,1.0568202512806728,1.0353899259136317
18,1.022138656119586,1.291583982807579,1.0987349624921303,0.8212557866012301,1.1185667590089874
19,1.0111758405485956,1.0610136420937855,0.946397462370223,0.9718296437122688,0.7093411570441623
20,1.0361292617741997,0.9779774341123448,0.8778400208030328,1.071312376937833,1.0858032810939053
21,1.0043059262835248,0.9549587948361219,0.9234015574724815,0.8472508538037902,1.0651416828104041
22,1.0550293306237395,0.8909943989860377,1.0799035728360278,1.0235210237024177,1.089631358098737
23,0.7375025462163064,1.0934666906719352,0.9902722200660876,1.0685700158148281,1.1006528058735257
24,1.00415389336893,0.9856038618633386,1.323558394564079,1.0090369620330177,0.9582464328609765
