epoch,2021_11_10__01_00_49_daily_0_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.1,2021_11_10__01_00_49_daily_1_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.3,2021_11_10__01_00_49_daily_2_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.5,2021_11_10__01_00_49_daily_3_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.7,2021_11_10__01_00_49_daily_4_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_1.0
0,0.956750863730083,1.0052736933153723,0.9691099666441628,1.0791371663844238,0.9086905136055002
1,0.9231641015097675,1.0414044907855182,0.9748937627363482,1.0727778653121656,1.0735755332310197
2,1.0337112736162228,1.1019399789562634,1.0510611384064794,1.1579740627911488,1.0236145816100157
3,0.9859846526356608,0.9222104700624869,1.0441319001977871,1.1137253450148525,0.691900304809615
4,1.1171999150276979,1.0108726778515715,0.9327480385982722,1.2101851361420166,1.0966878953551495
5,0.946785093893812,0.966756433940818,1.1097101184265843,0.9773340548189842,0.9990391598217013
6,1.0131979091233703,0.9251263968933536,1.0996618197202919,1.0136405806198765,0.6939115508460374
7,0.6528097728149109,0.999131018311626,0.9288413381657851,0.9543634480877562,1.0208766692070643
8,0.9590879700068954,1.0208077752615081,1.0148801440597561,0.9317125593255864,0.9511432046846995
9,1.161696691246504,1.0185159406686157,1.0418803389679212,0.9751427082387665,0.8201017786710494
10,1.0863699135894815,1.0846811579674733,0.9902049137644726,0.8051614042186418,1.0514383047087856
11,1.0418800207008188,0.9565046786557199,1.042215621365454,0.9884761842613985,1.1715786603665495
12,1.0159219311425902,1.0216497078029638,0.9604965541730396,1.153167495790896,0.8790828466158834
13,1.0118537711510034,1.0393469938403768,0.9995786969730087,0.9195424099183317,0.6840469016149326
14,1.0540794888766556,1.177380265804619,1.0566461652768073,0.9438111917156804,0.941208124700499
15,1.0170434491789175,1.0911765209864113,0.9348665610264467,1.0072482433605727,1.2142652576603947
16,0.992409573872765,0.9959830215951291,0.9997965539565854,1.1155326653413637,0.9914955396269932
17,1.1057607008905912,0.6760843039597044,1.039825651580999,1.0698701414062022,0.9145622762934099
18,1.0525356399633878,1.0528819252073642,0.9824340256284424,1.0890348444031541,1.0668838191460341
19,1.1057322123197912,1.0641296590347784,1.018647762053146,1.0821747592026079,0.9000556443640491
20,1.123558160805743,1.0375360816017132,1.1198021519742358,0.9930416996608725,1.2178899016088218
21,1.1629962861107452,1.068182641253857,0.9231204540648208,1.062255384615173,0.8973112342730607
22,1.4228195191157884,0.9931364611967526,1.0644880862966692,0.9478549052183833,1.0378486277354588
