epoch,2021_12_03__00_42_42_daily_lr_1e-06_epoch_10_metric_sortino
0,0.004207432270050049
1,-0.022447749972343445
2,0.09567828476428986
3,-0.16513828933238983
4,-0.11044174432754517
5,0.027659157291054726
6,0.006942808628082275
7,-0.10742989927530289
8,0.08901237696409225
9,-0.11323311924934387
