epoch,2021_11_09__11_15_24_daily_actor_lr_1e-06_critic_lr_9.999999999999999e-06_epoch_1000_gamma_1.0,2021_11_09__11_15_24_daily_actor_lr_1e-05_critic_lr_0.0001_epoch_1000_gamma_1.0,2021_11_09__11_15_24_daily_actor_lr_0.0001_critic_lr_0.001_epoch_1000_gamma_1.0,2021_11_09__11_15_24_daily_actor_lr_0.001_critic_lr_0.01_epoch_1000_gamma_1.0
0,0.713606390958047,1.1413959916465408,1.0294080710585711,1.1047014497366778
1,1.069899045200007,0.710736034152856,1.0598887879696193,1.1271004227733743
2,1.0126505485444706,1.0236352344424855,1.0449543731173696,1.102694342266361
3,0.9634732294198428,1.0258765356072483,1.058809207761433,0.9436886505136186
4,1.040347090674059,1.008038147756745,1.050591722966488,1.0330570284586142
5,1.20200088548509,1.03588620262087,0.9964937044479376,1.0103831744389165
6,1.196085000687652,1.0195573408430432,1.0340504526683194,1.28115484046806
7,1.0814003677386703,1.0520628969891948,1.115523539498789,1.0457962407836598
8,1.0278091583623472,1.0803260978588913,1.0604457090373614,1.0158354925697954
9,1.0358438010513895,1.07070922695502,1.034388563870732,1.0965625763075133
10,1.0598675853090362,1.0769400740734663,1.0989131253112103,1.0125004844178196
11,0.9814192979519453,0.987060810710386,0.8586653140174602,0.9610484636703239
12,1.1202288699147664,1.007917835338702,1.0416512894264693,1.0122526084394847
13,0.9704344771995391,1.007645728902276,1.1185426490884358,0.9112378378058141
14,1.0116286262799532,1.0477911365611026,1.0389551300200495,1.0288493843407704
15,1.0328757098543264,1.035331981900429,1.012264440759376,1.1669265965649775
16,1.0559630185296425,1.030141899784331,1.0217488307520906,0.9426824811341128
17,0.9607454917792824,0.9558305163988194,0.8878880049886749,0.9622805749301917
18,1.1104714309085062,0.9716262485322019,1.0332942810718875,1.0826038029260807
19,0.9462670768412116,1.1913779501595,1.0024327238896904,0.953682154700095
20,0.9699839244365611,0.9878771582940958,1.0943741660342716,1.0644464609721447
21,1.168617466917056,1.0273766463667384,1.0645132637262311,1.084935941148951
22,1.0394716522748662,1.0180114906526607,1.0798035990035915,0.9142090512164304
23,1.0041003733358949,1.1484993540202733,0.9438070463953566,1.0102343420058413
24,1.0436715669029815,1.0188998316169597,1.093077994907572,0.9453390826608772
25,1.0750422832413273,1.0620534515724316,0.6302113985575789,0.8702570123429467
26,1.067790983764994,0.9563393506663584,1.1272824460236566,1.1361728439729044
27,1.0313562796310314,0.947161705983106,1.00177516442988,0.9275025960614689
28,0.9978515577001115,0.9824443958736594,1.196641851229759,1.0363248141424126
29,1.0523917412292652,1.0482107422463534,0.9748871820053142,1.0393651879133345
30,1.068125086347689,1.028740953534623,1.0432868250592953,1.0374793470109798
31,0.9954965298166789,1.0359872432794437,1.0534738750198818,1.044480362152111
32,1.0261290388450859,0.9366413508879053,1.0627448181820824,0.9928369422240756
33,1.1240344552042292,0.884048960479597,1.218756430665124,0.9464192156048304
34,1.0730796126405304,1.0264557306262296,1.0797845804039918,1.0320631822269846
35,1.093452172882546,1.0638827343895747,0.8719875122656405,1.0471494506615842
