epoch,2021_11_15__12_01_44_dpg_ltsm_lr_0.0001_epoch_10000
0,1.2661242387095
1,1.2906971960828137
2,1.2433234315229291
3,0.7194888104007939
4,1.2749100608645916
5,1.2232843936866473
6,1.140050727961575
7,1.0430568951159276
8,1.2821292371634456
9,1.2096131331778424
10,1.3224493473090841
11,1.0781830560596322
12,0.9248824953786514
13,0.9533293508931174
14,1.0789419278289776
15,1.2695842468780856
16,0.8324786384905754
17,1.301435334550606
18,1.2954235789892456
19,1.1725507167648275
20,1.2053742968261796
21,1.148554085813224
22,1.0371750491702807
23,1.0206725564614814
24,0.7691815023268135
25,1.0645272228034413
26,1.1303168826431509
27,1.1100805859650953
28,1.2989015623173552
29,1.0610773003659215
30,1.0703050003957422
31,1.0001204850086332
32,0.7855097687815579
33,1.2314008004976034
34,1.1357978321272173
35,1.0648335595867873
36,0.7704284213726664
37,1.136976927970074
38,0.7860911023062044
39,1.2485538368906393
40,1.2272430943495949
41,1.0455285881226613
42,0.9394027950831819
43,0.7524177771155406
44,1.0772477837176697
45,1.0942139408015858
46,1.1722104917819103
47,1.1056520313960214
48,1.1252803304338657
49,1.1329289410426966
50,0.8136417214888292
51,1.2660810723868572
52,1.2463440439896671
53,1.1858093994715175
54,0.8763334479265883
55,1.1660548164649376
56,1.1964895989920674
57,0.9337454376330712
58,1.3208501852679937
59,0.9501479069354261
60,1.1990258139435281
61,1.44651501396611
62,1.064627947729624
63,0.7073873445091564
64,1.174736868004157
65,0.7396858532720845
66,1.2451121613081306
67,1.2667822167262992
68,1.316401446755293
69,1.2878835341469983
70,1.303930797340937
71,0.9346564137275644
72,1.2503047242041514
73,1.271482259576002
74,1.2958644258923657
75,1.195308345964994
76,1.2597323081553236
77,1.1257845895787755
78,1.1307197555827893
79,1.2029639986113219
80,1.1995994063798716
81,1.2211370114504139
82,0.8392589809595566
83,1.1855054095069446
84,0.805764893657789
85,1.175572641110991
86,0.7605943237604182
87,1.209598172818925
88,1.139427452862824
89,1.12607876119399
90,1.278724783502721
91,1.1252588927710498
92,1.1368043670381345
93,1.1854914009217996
94,1.142746095137101
95,1.1796285228951857
96,1.2141201708449778
97,0.9303025330526266
98,1.2073002803841515
99,1.16566554704071
100,1.2074890120815498
101,0.9825566364891333
102,1.1840344587624647
103,1.179370613945959
104,1.0853973832915245
105,0.8824137313082115
106,1.2935967285410597
107,1.1465436615781717
108,1.1820235403308375
109,1.2113149179237708
110,1.0602315599849501
111,1.0594844193434598
112,1.0442594355078902
113,1.338783264226537
114,1.2104955808021463
115,1.1022739750804351
116,1.065533170378747
117,1.099567856852938
118,1.1393164339498525
119,1.2465841655911427
120,1.091440018420405
121,1.1272637922017301
122,0.9662218999426933
123,1.2852787727955008
124,1.2249498301247956
125,1.0839513285860427
126,0.957083049004757
127,0.9663436952483527
128,1.2099639615684918
129,1.1016671174759083
130,0.8557356878101271
131,1.2046962981409075
132,1.0612065140919904
133,1.1372511887303103
134,1.1032854075678473
135,1.091531473169885
136,1.09107053664555
137,1.0646693223480326
138,1.121474228588918
139,0.9712628698640119
140,1.2775775896647619
141,0.8896751994925346
142,1.0874913449277215
143,0.8727597533908609
144,1.236708199156439
145,1.083111339477751
146,1.0539076328753985
147,1.261225806548018
148,0.8626177846889375
149,1.0585570465015606
150,0.9870400647975599
151,0.9104172851948341
152,1.0833118604948881
153,0.9689024664280733
154,1.1136568147635737
155,1.147543901991368
156,0.9970251179397331
157,1.2223954099651693
158,1.136343971347442
159,1.1299561034925216
160,0.9706616508992829
161,1.0393936005757605
162,1.1162001596084916
163,1.2208314236399744
164,1.1425550712380386
165,1.030706756057523
166,1.1152489680082187
167,1.0520998090362443
168,1.0133730146772768
169,0.9677490774023874
170,0.9554885821496777
171,1.0691546429019936
172,1.0501636214789691
173,1.030169440528302
174,1.1736865510773105
175,1.2416509797688051
176,1.078516360295624
177,1.1846883834455189
178,1.0262795085361691
179,1.1180974965120152
180,1.3193447256090414
181,1.2969979481567835
182,1.2070006372216702
183,1.0590392448363029
184,1.0204118735425387
185,0.9794772118957005
186,1.044235040539629
187,1.0754704142686582
188,1.073508033808677
189,0.9133445501462294
190,1.1014515292623015
191,1.14259703961313
192,1.1157841041851047
193,1.2119332701088903
194,1.162708591791476
195,1.0470206574880332
196,1.1301508056862044
197,0.8916628868302573
198,0.9090576786769927
199,0.9163044181586854
200,1.197625922233298
201,1.0715404999560965
202,0.9952289237583402
203,1.1994202901282984
204,1.1043784021398386
205,1.089611476352186
206,1.2713308476676655
207,1.0383332098403935
208,1.1907490594179109
209,1.1508350622049057
210,1.0968301283344877
211,1.1382953434521192
212,1.137172018076953
213,0.9217799167179542
214,0.8835071022855567
215,1.135071097803288
216,0.9623993673494882
217,1.080788896981744
218,1.051020261299302
219,1.1800355551330781
220,1.2583183150837467
221,1.0550189743590224
222,1.0609636351816822
223,1.1548023609665354
224,1.2104860568866118
225,1.0825309449569374
226,1.1133313723153868
227,1.0878066809595177
228,1.293641565511265
229,0.8922072342531732
230,1.1818513982900392
231,1.1820502251198581
232,1.0329171164496624
233,1.1548365707707422
234,1.0477197354486376
235,1.243654070604277
236,1.0217964830707529
237,1.111680000637315
238,1.242066420083118
239,0.8871006198765992
240,1.2732464410031052
241,0.9118832623698248
242,1.2786799681414054
243,0.9645904391438018
244,1.252295407890515
245,1.141029389360287
246,1.0480802606821848
247,1.029349493567284
248,0.9583152600382314
249,1.110217276709973
250,1.0932016858311584
251,1.1175999946032884
252,1.111465525245863
253,1.0960446861958342
254,1.2771671523758914
255,1.2698767950164065
256,1.1694326801379793
257,1.2387109762040338
258,1.2194254251585421
259,1.1596028863517565
260,0.9810393996134941
261,1.0782475556664814
262,0.9997068049015975
263,1.1227072282440602
264,1.207620925884603
265,1.1233465996412877
266,1.0691212666252763
267,1.3090716514789416
268,0.882239945083644
269,0.9762537303970347
270,1.0801047231908751
271,1.2626051366521942
272,1.0402998133658445
273,1.052526488387287
274,1.1304152249754098
275,1.0988626093455383
276,1.0326351027041996
277,1.0828770095262037
278,1.2687585434187376
279,1.0344513954281362
280,1.2505386395591866
281,1.0829398534879988
282,0.903422283631405
283,0.9565013683951377
284,1.1358572732520757
285,1.1291889120207939
286,1.166435977142317
287,1.2247006448769284
288,0.872017658000149
289,1.2053163544950467
290,1.0667907018009206
291,1.0946066533660734
292,1.2140379283060896
293,1.1296936853930213
294,1.0549145448729502
295,0.9864319459286411
296,1.0867248324978498
297,1.0597028389015166
298,1.1181497631369743
299,1.191965290301524
300,1.0779658390971514
301,0.8903056100612099
302,1.0335122680236597
303,1.1740709936962308
304,1.0847900132119166
305,1.1458458219706824
306,0.9922198973011029
307,1.035063328831519
308,0.9845178904852874
309,1.0813738683910497
310,1.1582880629589944
311,0.8586333652215339
312,1.0438087166167933
313,1.0746945507783854
314,1.0085790917126076
315,1.1267846014880232
316,1.1677370979204642
317,0.9061487777806568
318,1.1047925505172729
319,1.1659028769983384
320,1.106758106744809
321,1.052341180210078
322,1.1904112525285289
323,1.1578109267630974
324,1.0670186331239606
325,0.8989969775219597
326,0.8973625134440255
327,1.0631648080618004
328,1.197863690469962
329,1.0763551273683563
330,1.0889560608773257
331,1.0135825907397213
332,1.241532942355661
333,1.0314470974624717
334,1.1231532119335266
335,1.2819849053928576
336,1.068221018220143
337,0.941231041983067
338,0.9225828367977817
339,1.0887037566598001
340,1.0533766775869726
341,1.1535522993224643
342,1.2470206002546498
343,1.1657838759208978
344,1.2850856187644293
345,1.2027154505446853
346,1.0572600620834476
347,1.1167173644236739
348,1.027571915333059
349,1.0616619294272192
350,1.2249860997202118
351,1.134030204842388
352,1.1224609363880445
353,0.9754951936856918
354,0.8544588689690594
355,0.9584209736437802
356,0.9452612641657664
357,1.2648425168517927
358,1.0325185338711012
359,1.103441263770734
360,0.897040158564343
361,1.1220988691531677
362,1.068113332221795
363,1.2621326103145163
364,1.2326573775082914
365,1.258545196673832
366,1.2313047273012443
367,1.0773330325263717
368,1.0445176930018385
369,1.2401558795750076
370,0.9602092734257339
371,1.0346952164632797
372,1.101129776609281
373,1.0449240528621742
374,0.9887058475560028
375,1.2752302492996175
376,1.2700367960066161
377,1.0065514474480486
378,1.0409233225030996
379,1.045574915059932
380,0.9027411929440021
381,1.0149479176755245
382,1.08980656695908
383,1.1841688391946674
384,1.2431702970790601
385,1.0576961708504882
386,0.907359634508696
387,1.0068333215850878
388,1.0851336468562678
389,0.8811852356571135
390,1.1922899644982339
391,0.9471288990016702
392,1.2375495015389004
393,1.056623153837441
394,1.2830462713573674
395,1.095314433067878
396,1.2311999654192152
397,1.2312233021456143
398,1.1977968457331345
399,1.2758093842429439
400,1.0331239857410242
401,1.040603496745863
402,1.0646270117426684
