epoch,2021_11_18__16_09_20_daily_lr_0.0001_epoch_10000_metric_sharpe,2021_11_18__16_09_20_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_18__16_09_20_daily_lr_0.0001_epoch_50000_metric_sharpe,2021_11_18__16_09_20_daily_lr_0.0001_epoch_10000_metric_sortino,2021_11_18__16_09_20_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_18__16_09_20_daily_lr_0.0001_epoch_50000_metric_sortino
0,0.08227550238370895,0.0631517618894577,0.056965600699186325,0.0835857167840004,0.1919516772031784,0.11816740781068802
1,0.05864303559064865,0.055582206696271896,0.10022784769535065,0.23158881068229675,0.14457575976848602,0.217213973402977
2,0.10440324246883392,0.05386121943593025,0.15919867157936096,0.14991368353366852,0.16303129494190216,0.19945143163204193
3,0.03972618654370308,-0.01885703019797802,0.05416756868362427,0.12541134655475616,0.12043566256761551,0.06681830435991287
4,0.12494441866874695,0.05749543756246567,0.028405524790287018,0.234449565410614,0.0175857525318861,0.20997722446918488
5,0.16627541184425354,0.1706630140542984,0.014591731131076813,0.18432623147964478,0.0900258719921112,0.08158378303050995
6,-0.04969627410173416,-0.025491125881671906,-0.018794870004057884,0.061674389988183975,0.08304622769355774,-0.11483461409807205
7,0.048120252788066864,-0.019419090822339058,0.1524094194173813,0.1344640552997589,-0.00264156237244606,0.2030699998140335
8,0.001409750897437334,0.06957410275936127,0.05493788793683052,0.12236964702606201,0.09670131653547287,0.08718830347061157
9,0.0694771558046341,0.0488375760614872,0.06942211091518402,0.026499802246689796,0.10061295330524445,0.2673339247703552
10,0.1006823405623436,0.0630718320608139,0.10599135607481003,0.17127825319766998,0.12003292143344879,-0.09103252738714218
11,0.037465352565050125,0.06608901172876358,-0.07875169068574905,-0.08462298661470413,0.2483554631471634,0.24457359313964844
12,0.16718317568302155,0.08681125938892365,0.15782485902309418,0.0551350899040699,0.23324339091777802,-0.11822452396154404
13,0.00572162214666605,0.08461907505989075,-0.06403946131467819,0.13200727105140686,0.026871228590607643,0.2708262503147125
14,0.044292204082012177,0.13001640141010284,0.05479692295193672,0.09380903840065002,0.09998700022697449,0.0791742205619812
15,0.03148442134261131,0.1516491025686264,0.047127529978752136,0.1199977919459343,0.030178600922226906,0.16305233538150787
16,0.12359804660081863,0.13169342279434204,0.032145485281944275,0.18412010371685028,0.15382170677185059,-0.0786239504814148
17,0.03135185316205025,0.120632104575634,-0.032151177525520325,0.039436861872673035,0.06004229560494423,0.053412869572639465
18,0.10090634971857071,0.07475931942462921,-0.020507290959358215,0.06899379938840866,0.1288139820098877,0.11399488896131516
19,0.0682826042175293,0.029389474540948868,0.08845404535531998,0.11446698755025864,0.0780390128493309,0.06153731048107147
20,0.028701012954115868,0.1509539783000946,0.10158859193325043,0.04331281781196594,0.17705190181732178,0.07322477549314499
21,0.07327158749103546,0.0162210576236248,-0.03278160095214844,0.222092866897583,0.11016817390918732,0.08189333230257034
22,0.11218135803937912,0.14211522042751312,0.0861758440732956,0.02592112123966217,0.17105001211166382,0.18872322142124176
23,0.12925411760807037,0.028972044587135315,0.0642620399594307,0.16410988569259644,0.220193549990654,-0.07039476931095123
24,0.09721009433269501,0.16598574817180634,0.11458030343055725,0.2561512589454651,0.044920653104782104,0.12885399162769318
25,0.1500743180513382,0.046931829303503036,0.1453600823879242,0.16003334522247314,0.3293253779411316,0.11937869340181351
26,0.07298338413238525,0.09925194084644318,0.06334280222654343,0.10066132992506027,-0.01080698799341917,0.24827978014945984
27,0.1672050952911377,0.11085956543684006,0.02419983223080635,0.2605430483818054,0.11360985040664673,0.2319328933954239
28,0.030589008703827858,0.09243425726890564,0.031443748623132706,0.13385963439941406,-0.07917070388793945,0.20878611505031586
29,0.06573919951915741,0.05357121676206589,-0.06775270402431488,0.25070250034332275,0.18753190338611603,0.10742934793233871
30,0.016842354089021683,0.06789211183786392,0.11431919783353806,0.07700426876544952,0.02231377549469471,0.11266259849071503
31,0.0558316707611084,0.12600672245025635,0.15234994888305664,-0.07969321310520172,0.1326376497745514,0.11047384887933731
32,0.01865219697356224,0.10560903698205948,0.11064202338457108,-0.018903976306319237,-0.07554985582828522,0.13643625378608704
