epoch,2021_11_19__08_02_58_daily_lr_0.001_epoch_30000_metric_sharpe,2021_11_19__08_02_56_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_19__08_02_55_daily_lr_1e-05_epoch_30000_metric_sharpe,2021_11_19__08_02_58_daily_lr_0.001_epoch_30000_metric_sortino,2021_11_19__08_02_58_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_19__08_02_58_daily_lr_1e-05_epoch_30000_metric_sortino
0,0.0949605256319046,0.011532588861882687,0.028333419933915138,-0.08898335695266724,0.11477754265069962,0.28787288069725037
1,0.05150958523154259,0.1159822940826416,0.15248417854309082,0.04328630119562149,0.1839384287595749,0.12498356401920319
2,-0.020012034103274345,-0.006922826170921326,0.04537064954638481,0.14463667571544647,0.03420943021774292,0.16407045722007751
3,0.057745397090911865,0.1423250287771225,0.09579641371965408,-0.0036613610573112965,-0.06320055574178696,0.20522814989089966
4,-0.009811042807996273,0.043946828693151474,0.03150194510817528,-0.008778249844908714,0.04883832484483719,0.18882842361927032
5,0.19081836938858032,-0.06221962347626686,0.1346081793308258,0.05861910805106163,-0.12496142834424973,-0.03883163258433342
6,0.11409907788038254,0.056034840643405914,-0.050680045038461685,0.2534715533256531,0.1772647351026535,0.1798965483903885
7,0.06648775935173035,-0.08097857981920242,-0.03835133835673332,0.12495408207178116,-0.10063634812831879,0.2552502453327179
8,0.1658889651298523,0.058306820690631866,-0.030366213992238045,0.06496100127696991,0.20565412938594818,0.20667268335819244
9,0.07126355171203613,0.06179716810584068,0.04648729786276817,0.05853120982646942,0.284199982881546,-0.06410844624042511
10,0.08500031381845474,0.05532727390527725,0.11215072125196457,0.1018180251121521,0.18955078721046448,-0.03482169657945633
11,-0.06557831168174744,0.07047484070062637,0.03202596306800842,0.11355654150247574,0.08126145601272583,0.06091280281543732
12,0.05408938229084015,0.11496686935424805,-0.06065022945404053,-0.04615340381860733,0.05508890375494957,-0.05461416020989418
13,0.041998472064733505,0.07770711928606033,0.05063490942120552,0.11329467594623566,0.14076456427574158,0.14402149617671967
14,0.14131301641464233,0.03553302213549614,0.12934306263923645,0.09395544975996017,0.13221107423305511,0.15610159933567047
15,0.04647276923060417,0.14400722086429596,0.038258180022239685,0.13857896625995636,0.10417226701974869,0.006781293544918299
16,0.08083943277597427,0.0547482855618,0.016464877873659134,0.09252552688121796,0.22286324203014374,0.17573611438274384
17,0.1267119199037552,0.057869963347911835,0.06381606310606003,-0.11017271876335144,0.11926054954528809,0.09299390763044357
18,0.15334507822990417,0.07402746379375458,0.1103212758898735,0.04777400940656662,0.09173327684402466,0.12585420906543732
19,0.0634835734963417,0.08187587559223175,0.11455920338630676,0.15665636956691742,-0.13207900524139404,0.19757939875125885
20,0.045880191028118134,0.13296189904212952,0.09314294159412384,0.09491156041622162,0.11647281050682068,0.1836176961660385
21,0.07358135282993317,0.07622525840997696,0.09316915273666382,-0.010380159132182598,0.24703678488731384,0.04328932240605354
22,0.05545521900057793,0.13650834560394287,0.09062521904706955,0.11330266296863556,0.27036014199256897,-0.08019332587718964
23,0.06573261320590973,0.09452831745147705,0.11638481169939041,0.3474940061569214,0.18942825496196747,0.0837576761841774
24,-0.06377655267715454,0.15273553133010864,0.12178745865821838,0.02295280061662197,0.13813994824886322,0.050507791340351105
25,0.0478266105055809,-0.07646900415420532,0.1559576690196991,0.32999762892723083,-0.08284872770309448,0.2793465256690979
26,0.11746637523174286,0.07000008225440979,0.150944322347641,0.08704590797424316,0.1589060127735138,-0.1424766182899475
27,0.1246509775519371,0.12474755197763443,0.04204992577433586,0.17985579371452332,0.09884191304445267,0.11486861854791641
28,0.018576782196760178,0.05537661910057068,0.10013923048973083,0.13832971453666687,-0.08828839659690857,0.2032531499862671
29,0.0805945098400116,0.10517197847366333,0.007262324448674917,0.1282879114151001,0.00581034692004323,0.243846595287323
30,0.061230115592479706,0.03390847519040108,-0.062477197498083115,0.25789985060691833,0.04350018873810768,0.06786180287599564
31,0.04196866974234581,0.030736040323972702,0.15340977907180786,0.2886568009853363,0.0580737367272377,0.28252092003822327
32,0.09023646265268326,0.14028051495552063,-0.060271553695201874,0.09207671135663986,0.21347415447235107,0.24740760028362274
33,0.029168790206313133,0.10993363708257675,0.038439106196165085,-0.06043824553489685,0.02507353387773037,0.05091589316725731
34,0.06275074928998947,0.1141156405210495,0.06286297738552094,0.08192954212427139,0.16149172186851501,0.00794579740613699
35,0.04004276543855667,0.06519607454538345,0.037175484001636505,0.1330767422914505,0.17203624546527863,0.08147694915533066
36,0.15574868023395538,0.058946799486875534,0.04204928129911423,0.18230928480625153,0.019693667069077492,0.023778071627020836
37,-0.04201556742191315,0.15577515959739685,-0.06997347623109818,0.00991592463105917,0.1890023946762085,0.1228044256567955
38,0.0756646916270256,0.060697704553604126,0.09313126653432846,0.01438442338258028,0.2482837289571762,-0.055690180510282516
39,0.09398597478866577,0.04615731164813042,0.03570792078971863,0.2214382439851761,0.00560166547074914,0.13391831517219543
40,0.1485532522201538,0.08048289269208908,0.03850528970360756,0.06830531358718872,-0.00040739134419709444,-0.04553953930735588
41,0.031505879014730453,0.10902980715036392,-0.07034943997859955,0.12838557362556458,0.050419170409440994,0.14305731654167175
42,0.04570591449737549,0.05570684000849724,0.14600984752178192,0.08535048365592957,0.23331719636917114,0.05559985339641571
43,0.0927906483411789,0.08053744584321976,0.04873732477426529,0.25440579652786255,0.05211852118372917,-0.1421118527650833
