epoch,2021_12_03__00_40_32_daily_lr_1e-06_epoch_10_metric_sortino
0,0.05907931178808212
1,0.1236899271607399
2,-0.21390490233898163
3,-0.1083819642663002
4,-0.042290158569812775
5,0.1314547210931778
6,-0.2084885835647583
7,0.0630500316619873
8,0.055729418992996216
9,-0.07653401046991348
