epoch,2021_11_07__18_28_36_daily_actor_lr_0.0001_critic_lr_0.001_epoch_5000_sum_loss_True,2021_11_07__18_28_36_daily_actor_lr_0.0001_critic_lr_0.001_epoch_10000_sum_loss_True,2021_11_07__18_28_36_daily_actor_lr_0.0001_critic_lr_0.001_epoch_30000_sum_loss_True,2021_11_07__18_28_36_daily_actor_lr_0.0001_critic_lr_0.001_epoch_50000_sum_loss_True
0,1.194653098701106,1.0303825344084796,0.9636149924030745,0.9276713088906818
1,1.1058418866333855,1.162292277597148,0.9918956030515943,0.6465799824995724
2,0.9580175894869016,1.1591394237373067,0.9955267579061067,1.0870356618625328
3,1.002799615333138,1.0869364773614711,1.0296044165321903,1.0619782221991183
4,1.0966667491105204,0.9336238659659379,0.9774170770768239,1.0452192388182815
5,0.9944116177181412,1.0512482889336352,1.0540311438135779,1.1087979560541794
6,1.049509895027937,1.067903991978809,1.0575231736477817,0.9522506221449993
7,1.1141054454043495,0.930747448269885,1.0180363519579265,1.0709354820965094
8,0.9108829920312812,1.0598355768072718,1.0858027390730953,0.8891269846544946
9,1.0360490063501406,1.0546305561927936,1.0621370429377883,0.9388453495457308
10,1.2162475657519658,1.0157252794405598,0.9772522118689057,1.2142207111422587
11,1.1031576414700783,1.0080336114433954,1.141922191236691,0.9858072496958171
12,1.1981255542834468,1.1070588293895205,0.9758401760465326,0.949688825042982
13,1.0173199219750273,1.052612149311777,1.0138826597676713,0.9487345937797653
14,1.1446075706274919,0.983800960547869,1.112469543973024,1.037625373652515
15,1.0377579943170294,0.9710900999832003,1.1232379676889526,1.1196129447248317
16,0.9607718554664604,1.0928828805094357,1.0424382009898667,0.9712630851490864
17,1.0578413229480548,1.086222012319715,1.0051221387410023,1.0462821872891812
18,1.1485184704883298,1.0904675315827537,1.1959963164519254,0.978806467981455
19,1.065366515389952,0.8265750048888467,0.9942522178057859,1.0252051434343832
20,1.046345908908925,1.0980074163616038,1.070490508841451,0.9732909070171741
21,1.0719512310288846,1.1278228016980674,1.0356091265577487,1.0593367173928765
22,1.15928167169502,0.926124774888559,0.9840462895099479,0.9392932026283208
23,0.9820625989269042,0.9587769368394934,1.0221299382828728,1.0845574371917206
24,1.029910663719363,0.9854521467605925,0.977323223341114,0.8018976657722965
25,1.1024556687724596,1.1388776424785687,0.9772290200318943,1.0862053408992767
26,0.6738254871720137,1.0042818553152084,1.1800914556752624,0.9265494049974874
27,0.9132539467686842,1.1128469273569583,0.9941244894394881,1.306266634301501
28,1.0263504215857735,1.0938393473055394,1.011949524398709,0.9147443582155761
