epoch,2021_11_10__00_46_09_daily_0_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.1,2021_11_10__00_46_10_daily_1_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.3,2021_11_10__00_46_10_daily_2_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.5,2021_11_10__00_46_10_daily_3_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_0.7,2021_11_10__00_46_10_daily_4_lr_0.0001_crit_lr_0.001_epoch_1000_gamma_1.0_lmbda_1.0
0,1.0268441806333684,1.0238650157745532,1.0209462181699387,0.9697942176583589,1.0532356536548142
1,1.093316226642254,0.9602623190882975,0.9699439421962097,0.9180592563093328,1.0284133601149565
2,1.1038093342152056,1.037498992543386,1.0129948448516322,0.9983058022117061,1.0180984045259895
3,1.073262547350018,1.0389431666532674,1.1337682259291948,1.0952281857245834,0.8931367740580756
4,1.0300883957477982,1.0402403893912031,1.0200917415075554,1.0405598438307004,0.9594960512390002
5,0.6528915094254357,1.1295321771300146,1.0948583270165808,1.0219997869099078,1.2410374002081712
6,1.0744893004069833,0.9624917054582272,0.9912349943882218,1.1032779272868716,1.029232747340173
7,0.9965529162489128,1.0783353420627408,0.9628658561563324,1.063641434161352,1.1175532574271017
8,1.0100619555605634,0.9261446682844764,1.0615094988939877,0.9394696388302922,1.0159017253421656
9,0.7093536720427592,1.101142468357285,1.0424579676064978,1.073869847984583,1.0867560458439192
10,0.9849701599118589,1.0327442786720147,1.0632881442622317,1.1941997927595664,1.0199870264833224
11,0.9861097674824609,1.0482884094670528,1.0059538057000967,1.0043107109897633,1.0191700983542715
12,1.1056300780113637,1.2270540177464737,0.9707214287769117,1.0817657446349638,1.0716009694399968
13,1.0249365160305566,1.0290615592091665,1.0616726831236523,0.9771052448894872,1.0892007628106486
14,1.054085642115146,1.0499706482314866,1.0329363061855712,1.021754258566003,1.128345089358956
15,1.0290662035691587,0.9539116895081591,1.1376895230837287,0.9467823815967661,1.1493604924759036
16,0.7229404831288339,0.9403175531129915,1.1616702409055164,1.2270849921307407,1.0664572788139595
17,1.0092397874674508,1.0750732090960526,1.069388369756078,0.8766410007551834,1.1460824980556974
18,1.0091055540272071,0.9749422552322623,1.0839423480370336,1.0632597121751668,1.0789167266615078
19,1.0814369554697776,1.0038691119304481,1.1111635310522514,0.8921004757551593,1.1279407766679903
20,1.0876676035265231,0.9641402075708565,1.2763894669039497,1.3286042617547864,1.0532220741331213
21,0.9079973803865468,1.0157899951649463,1.0022309134020881,0.962242659517393,1.03690580969544
22,0.8976235076507507,1.0847735819891016,1.012779086730221,1.0205530856329603,0.9817353010552183
23,1.0071824903399194,0.9800811984580804,1.2480903260008096,0.9633608468079116,1.0510541766565564
24,1.0332496761010523,1.0473240437899973,1.0875363225128742,0.9373264944259029,1.0761635031382943
25,1.0578028105428339,0.9871074078701539,1.0726003754955329,0.9800513330216266,0.8769455775835376
26,1.0468257425487184,1.0605079149326837,1.0726312470870913,1.0164944153554325,1.0096310527812222
27,1.1526633895480116,1.0165381644669342,1.0986540529381452,1.0122687905928835,0.7994281219524014
28,0.9438074296345549,1.0534017060104346,1.0136177118393954,0.9642321667148248,1.1969663723584265
29,1.080497838132193,1.0688352690826015,0.9227899050925349,0.9811185297737554,1.0638981476661469
30,1.016997359689093,0.9273408231173623,1.1817592965676211,0.9343616296984888,1.0302538729530395
31,0.9347571634817076,0.948791922048795,1.0904224408949366,0.8998611395596434,0.9869316651186388
32,1.0926986857223813,0.9738583056152172,1.088707593394276,1.003789864189261,1.1045968017603436
33,1.0807105972616324,1.052910436725377,0.962891144519979,0.9282339735148752,1.1223423638773964
34,1.052669860457301,0.9643188107264575,1.0053343846493994,0.9849833731489963,1.0389317143066505
35,0.9518551857947354,0.9267836922482258,1.0075314569290381,0.9720877327291333,1.0846749109825695
36,0.9541099760050084,0.9722185142364103,1.0422193758036202,1.0464835504045262,1.004114329014737
37,1.0185090275365964,1.2900442509205519,1.086709481204395,0.954294741202496,0.9524223251726622
38,1.0685024967462107,0.852871922986185,1.0011288183350961,1.1275739174324104,0.9954789613522559
39,1.0028495470380119,1.1361727254608478,0.9842486858503913,1.0253225672367514,1.0929737802670674
40,1.1153548993874185,0.9568747018659303,1.0984212952039483,1.063514927073969,1.0446631341712969
41,1.1219119236058464,0.9599866094827214,1.1308575975339976,0.970224112725822,0.8835820554137214
42,1.080251646650297,1.0845604593338227,1.1308056383875371,1.018893062012676,1.3235531483743175
43,1.0167844185118895,1.016103933917004,1.1011612970441387,0.9845641026012417,0.8999079515120519
44,1.0982251779323338,1.0953571308313985,1.0157302136210187,0.9396752009018922,1.0431439032234717
45,0.9333949081686579,1.1145146221220252,1.05296069559806,0.8858528806239617,0.945882268451242
46,0.7677358461748257,1.0705121712677401,1.3544216394868127,0.9062508704604408,1.0653760802397896
47,0.9978803633707292,0.970883573693567,0.9571877922846046,0.9170153435355035,1.1842547052656702
48,0.8845995080667606,0.9537389825154949,0.8623358395775423,1.0172659507986184,1.0742064448474276
49,1.0913046638421544,1.085397181120526,0.9813788735987261,1.041839283314376,0.9807910441494476
