epoch,2021_11_09__22_32_58_daily_actor_0_lr_0.0001_critic_lr_0.001_epoch_5000_gamma_1.0,2021_11_09__22_32_58_daily_actor_1_lr_0.0001_critic_lr_0.001_epoch_5000_gamma_1.0,2021_11_09__22_32_58_daily_actor_2_lr_0.0001_critic_lr_0.001_epoch_5000_gamma_1.0,2021_11_09__22_32_58_daily_actor_3_lr_0.0001_critic_lr_0.001_epoch_5000_gamma_1.0
0,0.9499418374269858,1.0576713753034215,0.9631454532419836,1.0344777700200374
1,0.9354329346841034,0.9596985409914697,1.077703860246431,1.003294017477223
2,1.024238022283214,1.0104832709039502,1.02594780109684,1.1481416934377167
3,0.9391611963566749,1.0388910805881286,1.0713837614406254,1.0224051790743023
4,1.0328806927179561,1.1063743801468395,1.064057398234305,1.144105995904306
5,1.0258371806200905,1.065497835184409,1.0795292052927588,1.1413194576471128
6,1.0062939343759425,1.091874289291442,1.0178598784657478,1.0478271258463212
7,1.0875264695806477,0.9332084185178576,0.9871561907092725,1.0495738484141484
8,0.9546229406486404,0.9344550999641735,1.0076780296969785,1.1019153161140116
9,0.9643023147159457,0.9170249224655421,1.0748069122560802,1.0542055412285116
10,1.09521366086805,1.0667750916304883,0.895323890047695,1.2184591550611437
11,1.0934053213315822,0.9463859865945969,1.0334291084918044,1.2474025013691938
12,0.9655763191208909,0.9194778745870791,1.1057245753985263,1.1659938645557295
13,0.998811235918032,1.0040872538561068,1.1591061918786647,1.0275455005331315
14,0.9740847494824555,1.0742463348411426,1.0811585540479862,0.938743865403885
15,1.0782691019173443,1.0814727709089007,1.097975773511198,1.0411553226085408
16,0.9698789045671481,1.073893026998046,1.1630078626051064,1.1038129527901164
17,1.244359594374959,1.000287219677832,0.998449358378048,1.0634884183191358
18,0.9306776124439587,1.0816917905953918,1.0085725597547988,1.1078701338416785
19,1.0329545958325563,1.0771579510862617,0.6671051910405378,1.1703312085662585
20,0.9465809773387951,0.9376180922168149,1.0628721997829638,1.0794684412362578
21,1.057784207027377,0.9575143292712982,1.1293905839332952,1.119562269640297
22,0.9517226833565043,1.1137668850791522,1.1501047903249717,0.8788889320528412
23,0.9468482090180483,0.9841649916550362,0.8588455264635964,1.0833675377690777
24,0.9626525994416498,1.185022977096927,1.0448637147074111,1.0501120252108915
25,0.9760269877434651,1.0418765120065248,1.0611053380955084,1.1010404298588072
26,1.0651733000006867,1.0487047412052868,0.9099626978945267,1.0687087613459643
27,0.9615342957414168,0.9304316720222002,0.9241085083536993,1.0351011174528018
28,1.0254914772916435,0.9857970615423185,0.957623300763237,0.9962526350547543
29,0.9128108784287822,1.0180722370450797,0.9318974377868738,1.3568847635935846
30,0.987403996910147,1.0721032279256193,1.046927612346686,1.0262501181908334
31,1.0579577671700369,0.9730543873311329,1.030050604020805,1.0914327810873772
32,1.0612377100592092,1.0974490965410566,1.0832588091237287,0.9868484670101825
33,0.9586042953228074,1.0235259709689137,0.9908002326959877,1.1149951077005886
34,0.9872992481054466,1.0353593856241856,1.0074782072542259,1.1033294518330545
35,1.1100090049761706,0.9042866974398156,1.0637187824968322,1.0721477847525198
36,0.9535141105578594,1.027680770383235,0.9845705175817774,1.087423675438322
37,0.9884176088435435,0.9784589115150413,1.063665917946624,0.69565247889041
38,1.0021297850514648,0.9661053961411776,1.224669383947976,1.181721859181282
39,1.0583634613962354,0.9883392936952163,1.4499261896446214,0.950150593478
40,1.0523719744316664,1.0890720880332165,0.9743182729188661,1.1086437386510517
41,1.061362843132969,0.9679816228501893,0.9829179167974843,0.9797440876931227
42,0.9560182431253573,0.9864066254207289,1.1021701236724744,1.0532599685377375
43,1.026782797996724,1.0561045846880786,1.0796848750043768,1.3732289549344328
44,1.0963762583127665,1.0613156387532483,1.1690188184436632,0.9814522269149267
45,1.0630063642828502,0.9511685147030057,1.0518089726624549,1.0560453397839622
46,1.0850540784270413,0.9549415233359583,1.0350847524968403,1.100082666050044
47,0.9942631563440777,1.0234075310156956,1.207015259693332,1.1858936527241737
48,1.0610185116882354,0.9790883905750598,1.095224301530597,0.9779674771611989
49,1.050153199524853,1.004637274399948,0.9740527063461677,0.8691943636157348
50,0.9571018353459984,1.0902577822912694,1.1282786942004959,0.9317484282941098
51,1.0318551761165011,0.9435573130133007,1.2216067134056885,1.0589455813604338
52,0.9854834525231991,1.0355490639595741,1.0613195964231887,1.1122653992904057
53,0.9931954448352992,1.044589163861532,1.0325840906804415,1.0726189399003392
54,1.0826043594820791,1.028956902782946,0.9045571256494459,1.212778826405872
55,1.05469331286185,1.049738412286647,1.235721771004062,0.7300002890765328
56,1.0764416529145566,1.0468648263701925,1.1474831995317905,0.9412663516791749
57,0.9681909600871288,1.0118871350944751,1.0930249701819452,1.0910345903178391
58,0.9659581713267476,0.9703875862199441,1.0736961853228837,0.9652008311336364
59,0.8709023237137897,1.0958394895724188,1.2211815569508024,1.1127200271021425
60,1.0444896071913488,1.0886664364026084,1.2389217133036456,1.087369345201137
61,0.9991861881056379,1.0646415830905334,1.1916665587425839,1.0596620125672875
62,0.943829805447986,1.0090560135396174,1.0070846079381892,1.021582753966823
63,0.9481340428248543,1.0415747386539376,1.1930988279187167,1.2505920843836673
64,1.2136414114911591,0.8690509449422844,1.0175576732919351,0.9686790893189776
65,0.9539137221683592,0.9471269266671986,1.175114562852943,0.6825394368805056
66,1.0645468054765128,1.0217742496131705,1.155180996741196,0.8771122956211213
67,0.847307340033064,0.9962958275249523,0.7142216801310528,0.9630672201576768
68,1.0044217163999023,1.0393917342527599,1.2177298651441002,1.0905469525984837
69,1.0423322792811833,0.9793177871163407,1.0936525956987173,1.0413485261311792
70,1.031070522581273,1.240083736680001,1.0612305385821987,1.0795311436862627
71,1.2240430743732185,1.1831286182399416,1.0809009614477845,0.9131900636920491
72,1.0637894192790363,0.9081863359716369,1.1351780154575215,0.9389851888685717
73,0.9928208483335796,0.9349299961534356,1.0501815980280196,1.1038111599492462
74,0.9559154297230139,0.9607613507066867,1.0030951075905983,0.9279647012169352
75,1.0481786289286046,1.01000727452752,1.0345323210064608,0.9376883160996375
76,0.8690503233488323,0.8337262771701105,1.0140782973990277,1.0956614250683616
77,0.9643174528124948,1.02412388354118,1.1753020284726619,0.9960420481359566
78,1.0358716929696423,0.9099921767268392,0.7947182453860832,1.0326261241590862
79,0.9963184822607515,0.9329513618509377,0.6189245449088587,1.1481125920023287
80,0.9204323080808999,0.9497255063519249,1.0430770775836526,0.9859508030383598
81,0.9924221169954572,0.8129604446054941,1.0432706882439056,1.2244414204617284
82,1.0400484763179754,0.9728759946744117,1.0085512114250397,1.2159256443674415
83,1.0270965375052163,0.8024814295955353,1.0204938297168247,0.9510229567520512
84,1.0268539045733618,1.220049699250479,1.0744852656077157,0.9686785408102893
85,1.0553593183181909,1.0959755780840859,0.9608226593225213,0.9103457462559437
86,1.0788342301150806,1.0273279301223588,1.2246690189681126,1.2093018516503578
87,1.0725458189429653,1.0479221989330336,1.0682312772487002,1.1759867201912941
88,1.0461378613349046,0.9570458482168867,1.1244656846867556,1.1149213324691307
89,1.163891586153148,1.0662274019592621,1.1551810828088902,1.0493386394120328
90,1.062761838201069,0.9913444428384683,0.8788025389153815,1.100410671674123
91,1.202003267678241,1.1154218554020068,1.0233554842237136,1.0119230107597899
92,0.9291864122323172,1.013304497827723,0.9227750820204585,1.0309329938212792
93,1.010566172677592,0.9501162707248609,1.1716263038965202,0.9933015962751255
94,1.21944962897737,0.9345179014164009,1.1961565802198735,0.9289441811106017
95,0.939341002094929,0.9749147727075069,1.1313024695720753,1.082762513637538
96,0.9508791036672706,1.046121088061634,1.0352836212080125,1.0984401592010062
97,1.0355854159014757,1.0095278055154824,0.9355437844732857,1.0032001780045923
98,0.9582607333707195,1.0003438985246484,1.2953931573211315,1.1127196789049667
99,1.127236891263246,1.004134078733512,1.204206773907673,1.0971042113069587
100,1.0626506805068971,1.0218135305718212,0.9858330597886803,0.9145859962044496
101,1.0480442470855722,0.9562339664062993,1.1292209327828677,0.9709691243722957
102,0.8913117257542261,1.036954454763969,1.1593456069119532,1.074854160114146
103,0.9293614208326623,1.0491516998769264,1.1515868185637632,1.0073739661248335
104,1.1192519545964164,0.9756832932664303,1.0873128789826834,0.8265749556211387
105,1.0446149719310664,1.098052370738005,0.89340866712851,0.9908001699486753
106,0.9676242176123432,1.063872358593999,0.9527586970878194,0.6358146075908656
107,0.8319521674786383,1.0922382328392373,0.7829548552762039,1.132524614375678
108,0.97136881216853,0.9984746355832903,1.1862615886753727,1.017255466893873
109,1.0645752164591593,1.0106143613766867,1.0642616827425053,0.9312150970448871
110,0.9652777703935065,1.045151587186805,1.1898663083642733,1.0181283692889629
111,1.0918363722608673,1.0157244460431973,1.0974462756063161,1.06809855419831
112,0.8895730454241819,0.9056051884119761,1.0832514404106413,1.174536330985862
113,1.0205789442876025,0.9491210186783035,0.9693762169263003,0.9263756782512019
114,1.0658189116865935,1.0199441928260726,1.0410073410422374,0.9918603570515978
115,1.0210657255110203,0.9925224718439745,0.9954221263718064,1.0159948782210992
116,0.9056228597223485,0.9904457544176544,0.9918602388126363,1.0318783439239698
117,0.9357737434805783,0.9251671200312696,0.9903098131366197,0.9936077973018401
118,0.995981159013275,0.9019466032872111,1.2091205840188772,1.12930372319713
119,0.9607570271455688,1.0891970541805844,1.066010409490383,1.0174646974106396
120,1.0736055450019126,1.2083060801072305,0.9861527691027803,1.0633179674786815
121,0.9725448240079264,0.9247519631619072,1.041108342116205,1.1093889454399266
122,0.9436742194382748,1.0335490682521846,1.3732289549344328,1.0023825375435926
123,0.9931605032037971,0.9711836608592032,0.9131900636920491,0.9923472090588213
124,0.9785205857720243,0.9539894347387892,1.0726078076121393,0.7985047412411613
125,1.077665238949824,0.839190901419761,0.9711688762555576,1.1002744915221272
126,1.0225036287327456,0.9895470531034062,1.061961416491483,1.2258982304748423
127,0.9721662458787399,0.9671598010523179,1.0472638245398647,1.1292285300648934
128,0.9543246074343744,1.020938495555771,1.0919033726519536,1.1074778280666304
129,0.9492195404304951,0.9272144274140468,0.9069768154795067,1.2007185184833082
130,1.032506052277049,1.068645461339629,0.9698207790703043,1.0149760693200007
131,1.1013441038199268,1.075425230593147,1.0481328933592007,1.1659907892445178
132,0.9830122547004555,1.02183838004564,1.2371797424867252,1.0143855484865478
133,1.004406256959486,0.8962631008240116,1.0312396957284498,1.0576390667070057
134,1.1450434509945528,0.9619627045476467,1.062206078926898,0.659957214436371
135,0.9088371627570077,1.021837892795247,1.0181278838076402,1.0143860321833855
136,0.9248630838844537,0.9953537576478287,1.0257192126022119,1.0119940986210667
137,0.8435641604083254,1.0205859817265726,1.0996098519943478,1.06704992442194
138,1.0807795641689935,0.95693628293507,1.0792973229401936,1.0189656226706092
139,1.0587619867968205,0.9766439200400189,1.1125525734165695,0.9136224996685598
140,0.9987388182473173,0.8639944406962082,1.0813724664977682,1.065107527141345
141,0.9289976764007796,1.0494583426071273,1.1108788508528593,1.0366974068822508
142,0.9987388182473173,0.9776268341737028,1.06130317673611,0.6957791010998926
143,1.1242399726071015,1.1080633089875291,0.9151896537775679,0.88059083949073
144,0.9570779932636148,0.9807084769500327,1.1082623804118101,1.1930988279187167
145,1.0134591323399111,0.9866113725002719,1.0970011902497818,1.1971439447888248
146,0.8768135534277848,0.9487345478337132,1.1912886030893657,1.0332831334979384
147,0.9258200722363875,1.006027094360522,0.941264591422636,1.086445814490866
148,1.0250033994688552,0.9715850041814159,1.1637547899573906,1.063917584011299
149,1.0440674266134364,0.8625757016976854,1.0627433097915948,1.067230678245701
150,0.9566494612052353,1.0320639396400497,1.034425614952999,1.0774384530781853
151,0.9406205200177571,1.0838074145551602,1.0091277712095597,0.8878106889491663
152,0.8493406712428845,0.9749736102997272,1.1010438506779445,0.9379964285945583
153,1.0896039426532516,0.9301411518709439,1.0778947629188953,1.0514075456415826
154,1.084846728301788,1.0211375545553205,1.0740742197918212,0.9992167414530596
155,0.9910832524251715,1.1916229655759527,1.0151376212779886,1.0846775455410267
156,1.0217133965142178,0.9317357591084044,1.0909085680434583,1.053786876518713
157,1.0637923914764909,1.0602011756063794,1.1055298805556386,1.1541440885101912
158,0.9359940167043631,0.970266790296578,1.0124401525140794,1.0629392521978205
159,1.066820833890965,1.0590036989229463,1.1260505293978802,0.9890460879431755
160,0.9471767549517782,0.9849893193470056,0.9895290408394752,0.992441301227731
161,0.9368970718528904,1.0069010614061447,1.1495699210104704,1.154235603159679
162,0.9512865945014275,1.0206463627420614,0.9607759893983073,1.1140474247956293
163,0.9707118585001843,0.9238400060609153,1.0132157596282654,1.0977181816313901
164,1.0418352158731599,1.084994725245647,1.1424282901389373,1.2011704148127407
165,1.075146462306267,0.9549319930167774,0.9325502833332413,0.6880162704520103
166,0.9977389976370998,1.1073228702511948,0.931557429964082,1.0108483162811301
167,1.1224347939992652,0.8696314482309989,0.6048190746666665,1.0514992262202298
168,0.9454490494466552,1.224143852660601,0.9973639270486657,0.9829190116328134
169,1.0060269392976684,0.9646461021967799,0.9639687836846466,1.0150872127041088
170,1.0508719580938968,1.1929352763964816,1.186081477030262,1.1137751916182808
171,1.0083589878540706,0.9240147167843976,1.0930234717475755,1.1107360788075047
172,1.0172318448715696,1.0122910029405017,1.1398603754340364,1.0851512316033831
173,1.0306832536327002,0.9608894593497581,1.0790831376035173,1.0023764242658157
174,1.0111544399406491,1.0548639726792806,0.9552112718734966,1.2390320987650398
175,1.0900714391247543,1.1113907000750614,1.1245092926174285,1.2867404907606845
176,0.9547925389343451,0.9405273019731645,1.1861511499501676,0.9509175596612774
177,1.06415621548765,1.0786724706350739,0.642997764262557,1.0178650486302623
178,1.0701440653089416,1.0488554619428214,1.0984406175060504,0.6700380847208955
179,0.9735590748371836,0.9721473159520849,1.001975198088374,1.1260711263739547
180,0.9886248689163813,1.053397793563226,1.130391626077966,1.1031642990137518
181,1.2100395811979274,1.0289561399837583,0.9525013825478313,1.0404139739655123
182,1.0426567031218577,0.9382701428032161,1.0693413701274836,0.914585791778572
183,1.0510112129514992,0.9238402400878554,1.073498659891079,0.9424047483956283
184,1.0551609328184752,0.9657773253257006,1.1280554441298403,1.0293069703641393
185,0.9219590050143008,1.0938809280602202,1.1593456069119532,1.0426808670032175
186,1.0533952820701682,1.0026113209878365,1.0984848284736866,1.0720607257295014
187,0.8886853718837295,0.8870492529930527,1.0905205541173195,1.0525865985234337
188,0.9313515168855322,0.9610402865636724,1.1127198032610883,1.0588723827027173
189,1.0479304516291739,0.9538032256508221,1.0232557079519904,0.9778025828603654
190,0.9776325666099888,1.0498208701111578,1.0010296598074604,0.9021690568513644
191,1.0422184051616399,1.0297057765995605,1.110657264516322,1.0104066044868005
192,1.0298385781814332,0.9359408577075732,1.0287170379781858,1.2605126734573164
193,0.9536929870746513,1.128205426995461,0.6643387366535027,0.9865881386456704
194,0.8999808963869852,1.0563547883459448,1.05838336833197,0.9578291740025117
195,1.125236047060568,0.99471261410127,1.165217493101852,0.6671044753146989
196,0.9689165902813112,1.0580110535333143,0.8942066080058549,0.9556721938134068
197,1.0033533228841898,0.9026399596811323,0.9718108651509911,0.9871171085340525
198,1.0847871439937353,1.2177692054165306,1.1107716314772778,1.1609010903000496
199,1.0623327310941404,0.9543417326791113,0.8813168805891638,0.992441301227731
200,1.0813884997535343,1.083496466906672,1.1735785946400334,1.1179232115577198
201,0.8841908884360251,1.012861929711576,1.0826069809453394,1.0706458802527818
202,1.0453614208024435,0.9721473159520849,1.0922923424714324,1.0851512316033831
203,1.0169718134100398,1.0748783053723014,0.9277809278561747,1.0161638888767204
204,1.0528921192905587,1.22004955380923,1.0143628499492097,0.9457397108579225
205,1.0726372968403988,0.9133949421702143,1.0637330679866015,1.1735785946400334
206,0.8747605421874118,1.0732835301851142,0.9455477465822031,1.1358023510328636
207,0.788998845004134,1.006247825966836,1.1424282901389373,0.9295015996473873
