epoch,2021_11_07__11_14_07_daily_actor_lr_0.0001_critic_lr_0.001_epoch_50000_sum_loss_True,2021_11_07__11_14_07_daily_actor_lr_0.0001_critic_lr_0.001_epoch_50000_sum_loss_False
0,0.7587031510978449,1.0805630317216672
1,0.9359983125127187,1.028712372200527
2,0.927838586865152,1.179926821305267
3,0.6519914731214734,0.9698315924323585
4,0.973520622553725,1.0169536741608898
5,1.125363033167921,1.0071637241818734
6,1.2286399081626709,1.0539616811173902
7,1.1912883545672226,0.6691332957451406
8,1.019154733207066,1.121632562320374
9,1.0578413229480548,0.9967586521659311
10,1.1916663456560173,1.040913535129429
11,1.0966670922843422,1.2164049966699417
12,1.0905475294884017,1.0351136574103545
13,1.2436509757825351,1.0515901234622835
14,0.680425679691179,1.0092110618029229
15,1.0060152871655683,1.270169694471116
16,1.0847914680296684,0.9830904965726074
17,1.075579426999136,0.9870988830951444
18,1.0762407998478312,1.0554910678391964
19,0.977802357019286,0.9335836609212521
20,1.0019602228145628,0.652871935289517
21,0.9535585947549922,0.9690074599837204
22,1.20973311113328,1.0288514310380508
23,0.9323307649731473,1.0247882646796647
24,1.1855247532856459,0.930204876246169
25,1.0715903746588307,1.0096653655666368
26,1.138686230205345,1.132949798892288
27,1.0108996271753916,0.9661404404642886
28,1.0994774080757228,0.9855838882325823
29,1.0265312811235023,1.0437661501794004
30,1.0354298942458586,0.9930314187063048
31,1.0242087247407425,1.076853347999968
32,0.935135056116129,1.1278352885281309
33,0.9277809278561747,0.8163284464758748
34,1.2127791878421816,1.1866906791671505
35,1.1305602401500434,1.0416700089020792
36,0.7266773595691979,1.232033977443483
37,1.0633185458093826,0.8934929213240075
38,1.0619137384690924,1.096725024832965
39,0.9922801655714486,0.963720705439428
40,0.8775983071634298,0.8746153188544781
41,1.068062791750119,0.9918153358149201
42,0.9946511017657232,1.0059970004345542
43,1.0851857389606736,1.118531881880791
44,1.2211866157337377,0.9347571774106748
45,1.055275022036738,1.198312137488226
46,1.0328714734772046,1.1802765846793077
47,0.9655627367477136,1.1649031419746791
48,1.0602321050395977,1.0265304264314685
49,0.6957791010998926,1.0589212732907172
50,1.1253084087726943,1.0741266853093832
51,1.2218858938055275,1.0399396710432407
52,0.6588644666468312,1.0884779728320173
53,0.9888242396614124,1.0702870342375983
54,1.113306670183302,1.0081544869476324
55,1.0542070728460775,1.084459020161325
56,0.9967193564467812,1.014385984947356
57,0.9247171076172359,0.6822463415848251
58,0.928976614295756,0.6696581283958923
59,1.0672988564830221,1.2081007486638626
60,1.0941178430079659,1.0639513566945213
61,0.9651741769238181,1.0883427423272984
62,1.0660256907707248,1.044289779271186
63,0.9496707325657027,1.0767927826973116
64,1.0503984127924342,1.0772055189913192
65,1.2342100486942582,1.0708401920508475
66,1.1004611522180097,1.118429490249038
67,1.0630524043246694,1.0370753955282541
68,0.6535395576508515,0.9138135517967908
69,1.1027631181451896,1.0907857623538197
70,1.0325802786320621,1.106235599246845
71,1.1107283493972142,1.422819264695855
