epoch,2021_11_17__22_46_17_daily_lr_1e-06_epoch_10000_metric_sharpe,2021_11_17__22_46_17_daily_lr_1e-05_epoch_10000_metric_sharpe,2021_11_17__22_46_17_daily_lr_0.0001_epoch_10000_metric_sharpe,2021_11_17__22_46_17_daily_lr_1e-06_epoch_10000_metric_sortino,2021_11_17__22_46_17_daily_lr_1e-05_epoch_10000_metric_sortino,2021_11_17__22_46_17_daily_lr_0.0001_epoch_10000_metric_sortino
0,0.1474563479423523,0.023652097210288048,0.13675376772880554,0.06335961073637009,0.1971362829208374,0.1366286426782608
1,-0.02964935451745987,0.07875844836235046,0.05281658098101616,-0.03536441549658775,0.07453229278326035,0.14168958365917206
2,-0.02399454079568386,0.050074610859155655,0.016848769038915634,0.07184340804815292,0.10045783221721649,0.20679600536823273
3,-0.07613580673933029,-0.012059714645147324,0.11599817872047424,0.12423281371593475,-0.12188834697008133,0.09370548278093338
4,0.06932099908590317,-0.0908360555768013,-0.03296390920877457,0.2047831267118454,0.09650524705648422,0.07616883516311646
5,0.15085762739181519,-0.02437281422317028,0.041181664913892746,0.19666334986686707,0.0878799706697464,0.06649494171142578
6,0.019647223874926567,-0.0022558127529919147,0.06546396017074585,0.10238241404294968,0.12025820463895798,0.10289988666772842
7,0.16035060584545135,0.033922940492630005,0.15002800524234772,0.06996390968561172,0.194072425365448,0.09476124495267868
8,0.09763775020837784,0.04559534415602684,-0.02367682196199894,0.18478357791900635,0.13160735368728638,0.059809233993291855
9,0.14353960752487183,0.09695207327604294,-0.05039914324879646,-0.07704877108335495,0.10100387781858444,-0.11315406113862991
10,0.13874469697475433,0.016710033640265465,0.12083820253610611,-0.09646163880825043,0.07854542136192322,0.1285158395767212
11,0.020458629354834557,0.034195978194475174,0.0264063011854887,0.27531102299690247,0.28881484270095825,-0.08914893120527267
12,-0.06399490684270859,-0.0389915332198143,0.10767180472612381,0.29051849246025085,0.13682600855827332,0.0969986617565155
13,0.06038586050271988,0.10951129347085953,0.014687647111713886,0.031051432713866234,0.010149993933737278,-0.022016135975718498
14,0.13014483451843262,0.17141571640968323,0.08307298272848129,0.0840836837887764,0.04359517991542816,0.0845397338271141
15,-0.033348098397254944,-0.07015036791563034,0.06360045820474625,0.09312393516302109,-0.06456688046455383,0.04869101569056511
16,-0.0479482002556324,0.016894834116101265,0.01641060784459114,0.10473953187465668,0.04997836798429489,0.10920926928520203
17,0.06370726227760315,0.18269114196300507,0.17101797461509705,-0.04465119540691376,0.09674851596355438,0.29339271783828735
18,0.13206467032432556,0.1457519829273224,-0.027974748983979225,-0.03502332419157028,0.07680055499076843,0.24671582877635956
19,0.13006611168384552,0.10601789504289627,-0.019786491990089417,-0.09273958206176758,0.12894576787948608,0.2063235342502594
20,0.05196681618690491,0.06357332319021225,0.00497802160680294,0.12338362634181976,0.12050256133079529,0.0817813128232956
21,0.1475197970867157,0.12496791034936905,0.06574640423059464,0.20350468158721924,0.13881805539131165,0.06489890813827515
22,0.07228147238492966,0.15967896580696106,0.1585288792848587,0.10548578947782516,0.13841399550437927,0.1582714319229126
23,0.04107982665300369,0.031601402908563614,0.13609158992767334,0.11497675627470016,0.12602955102920532,0.32319021224975586
24,0.05490456894040108,0.03664484620094299,0.05165303498506546,0.04447931423783302,-0.06505312770605087,0.0869113877415657
25,0.06832446902990341,0.0357176810503006,0.12988436222076416,0.16047881543636322,0.24319419264793396,0.06735775619745255
