epoch,2021_11_19__19_40_25_daily_lr_0.001_epoch_30000_metric_sharpe,2021_11_19__19_40_23_daily_lr_0.0001_epoch_30000_metric_sharpe,2021_11_19__19_40_25_daily_lr_1e-05_epoch_30000_metric_sharpe,2021_11_19__19_40_25_daily_lr_0.001_epoch_30000_metric_sortino,2021_11_19__19_40_25_daily_lr_0.0001_epoch_30000_metric_sortino,2021_11_19__19_40_25_daily_lr_1e-05_epoch_30000_metric_sortino
0,0.011919580399990082,0.009062875993549824,-0.030528899282217026,-0.12326923757791519,-0.09587167203426361,-0.1201392114162445
1,-0.10995574295520782,0.04346781596541405,-0.015186738222837448,0.19181054830551147,-0.032791391015052795,0.0884789451956749
2,0.043189626187086105,-0.011934543028473854,0.006551577243953943,0.08515743911266327,-0.011134304106235504,-0.10027412325143814
3,0.056875452399253845,-0.07930150628089905,-0.07408230006694794,0.14652283489704132,-0.006558145862072706,-0.03130268305540085
4,-0.00752562889829278,-0.04678932949900627,-0.13313962519168854,0.009838763624429703,0.10571819543838501,-0.060206666588783264
5,0.06617099791765213,0.000690548971761018,-0.0146094411611557,-0.07153958827257156,0.00066108483588323,0.023907717317342758
6,0.011576495133340359,0.03377426043152809,-0.04043060168623924,-0.10162702202796936,0.017964687198400497,0.03542211651802063
7,0.016824353486299515,-0.019614478573203087,-0.0832536369562149,0.18027304112911224,-0.11657193303108215,0.009080544114112854
8,0.03270542249083519,-0.09041399508714676,-0.08901431411504745,0.034539274871349335,0.017350133508443832,-0.21867604553699493
9,-0.030307108536362648,-0.023820457980036736,-0.0007586486171931028,-0.10862515866756439,0.1117783859372139,0.029537102207541466
10,0.04932956025004387,-0.061815183609724045,-0.021704543381929398,-0.059125423431396484,0.023094438016414642,0.06734161078929901
11,-0.010777607560157776,-0.021955102682113647,-0.05221506208181381,-0.12256018817424774,-0.09769131988286972,-0.10910668969154358
12,-0.030527407303452492,0.03103409893810749,-0.03150162473320961,0.04335147887468338,-0.09764666110277176,-0.026992835104465485
13,0.029737072065472603,0.03444131091237068,-0.002527127508074045,0.0683496817946434,-0.05090637132525444,-0.09030917286872864
14,-0.020936209708452225,0.001623415620997548,-0.013101850636303425,-0.2071036547422409,0.013561288826167583,-0.09500592201948166
15,-0.013979379087686539,0.007851926609873772,-0.05048241838812828,0.06319685280323029,-0.27329909801483154,0.07622800022363663
16,-0.05828658863902092,-0.012409630231559277,0.020415877923369408,0.004357936326414347,0.012582679279148579,0.03931901976466179
17,0.026471124961972237,0.02375016361474991,-0.034747377038002014,-0.07707315683364868,-0.09875328838825226,-0.12844039499759674
18,-0.053430113941431046,-0.061838340014219284,0.011522653512656689,-0.08064883202314377,0.004252809565514326,0.00012061448796885088
19,-0.05460808426141739,0.030779210850596428,0.02133273519575596,0.1071794256567955,-0.030020106583833694,-0.014969016425311565
20,0.01645519956946373,-0.0885435938835144,0.0064418078400194645,3.24328793794848e-05,-0.08117783069610596,-0.007060685660690069
21,0.032006535679101944,0.07033105194568634,-0.0525183230638504,-0.029118474572896957,0.06685010343790054,0.015524678863584995
22,-0.05848754942417145,-0.04239417612552643,-0.08278252929449081,0.04551166668534279,-0.1669575273990631,0.06086440756917
23,0.042818840593099594,-0.012850096449255943,-0.008993996307253838,-0.006395469419658184,0.0249849371612072,-0.049974214285612106
24,0.018230387941002846,-0.025320010259747505,-0.0889153704047203,-0.08685112744569778,-0.016633285209536552,0.01984086073935032
25,-0.08780154585838318,-0.06492479890584946,-0.08965160697698593,-0.035703837871551514,-0.031528908759355545,0.04588725045323372
26,0.010421412996947765,-0.02733299694955349,-0.025319494307041168,-0.06535270065069199,0.03532217815518379,-0.032378751784563065
27,0.002720232354477048,-0.06358301639556885,-0.02405395358800888,0.023082200437784195,-0.021818652749061584,0.04600505530834198
28,-0.06489910930395126,-0.03901054710149765,0.03902021050453186,-0.0745028555393219,0.0469619557261467,0.12434862554073334
29,0.05623795837163925,0.04316537454724312,0.03563343733549118,0.034033700823783875,0.04691633582115173,0.09429948776960373
30,-0.08450286835432053,-0.0010403287597000599,0.05766153708100319,0.07494382560253143,-0.12648905813694,0.004524647258222103
31,-0.08445770293474197,0.049645863473415375,0.025678152218461037,-0.10615386813879013,-0.07901300489902496,0.03060271590948105
32,-0.029915686696767807,-0.0706590935587883,0.03862236440181732,-0.00108412466943264,0.08066092431545258,0.04671710357069969
33,0.05277178809046745,0.00039232097333297133,-0.051187265664339066,0.0068960716016590595,0.24183885753154755,-0.13512703776359558
34,0.030705958604812622,0.013038664124906063,-0.09721066802740097,-0.1018606647849083,-0.10320396721363068,-0.11879674345254898
35,0.08544789254665375,0.029448501765727997,-0.004193460568785667,-0.0730302631855011,-0.12724871933460236,-0.061715688556432724
36,0.1271960586309433,0.0436072014272213,-0.016507918015122414,0.0652947872877121,-0.06757965683937073,0.0978819876909256
37,-0.03311727195978165,-0.11853177100419998,-0.044451747089624405,0.05745432898402214,-0.08727898448705673,-0.12119510024785995
38,0.07792061567306519,0.028864437714219093,0.016268914565443993,0.014219217002391815,-0.053410351276397705,-0.05167803540825844
39,0.012633277103304863,0.017518026754260063,0.047475289553403854,0.04893594607710838,0.03283587098121643,-0.05018417909741402
40,-0.0015720815863460302,-0.0801297053694725,0.0357038676738739,0.08637052774429321,-0.05758745223283768,0.041662536561489105
41,-0.06803148984909058,-0.07703832536935806,-0.1162039190530777,-0.07687967270612717,-0.09527364373207092,-0.1471993327140808
42,-0.014209981076419353,-0.07358022779226303,0.06741377711296082,0.028762752190232277,-0.10044191032648087,-0.10669253021478653
43,0.016086548566818237,0.07228700071573257,-0.009012014605104923,-0.04160262644290924,-0.08363942801952362,-0.028563523665070534
44,-0.039731141179800034,-0.08789318799972534,-0.01883850246667862,-0.1272859126329422,0.05519996955990791,0.06340640783309937
45,0.013332209549844265,0.005881073419004679,0.07850614190101624,0.06199834123253822,0.05688090622425079,0.09493384510278702
46,-0.05806323140859604,0.020457133650779724,-0.09897870570421219,-0.022866062819957733,-0.13225068151950836,-0.10157455503940582
47,-0.004333206918090582,-0.08947043865919113,0.01006165612488985,0.06519874185323715,-0.07234816253185272,-0.2279185950756073
