epoch,2021_12_04__15_09_51_lr_0.0001_epoch_100000_metric_return_window_2
0,1.001157402995046
1,0.9981563091748927
2,1.0059529540879104
3,1.0017700195479027
4,1.0048155785557855
5,1.000257134429001
6,0.991858601943462
7,0.9972078203193872
8,0.9993932247097744
9,0.9967641830155201
10,0.9969632625099972
11,1.0054347515856057
12,0.9982044697118437
13,1.002099275506443
14,1.041433692447694
15,1.0026992560435648
16,0.9967648386339565
17,1.01366138434215
18,1.0080211160335015
19,0.9997493028617184
20,1.0040342806560785
21,1.0018486976356225
22,0.9882581830895495
23,0.9954318999403231
24,0.9893878699603232
25,1.0340131530876477
26,1.003755807869074
27,1.0009137391774101
28,0.9953715802214164
29,1.0053794385585064
30,1.0002777576495925
31,1.0004614591666805
32,1.0054284333538683
33,1.0138664244320565
34,1.000468134874193
35,0.9999343156850832
36,1.003017783143712
37,0.9961851834465879
38,1.005686283166527
39,1.0011954307388369
40,1.0042270420119652
41,1.001764893584915
42,0.9981055260019143
43,1.0031980277086052
44,1.0003328323282288
45,1.0033044815359187
46,1.0133059020741664
47,1.007899522472446
48,0.9897330404878142
49,0.9992808699839623
50,1.0036627054732332
51,1.002251267335154
52,1.0031036137978167
53,1.0141735074276252
54,1.008033633035898
55,1.0008090734446136
56,1.0024956464432533
57,1.0023291109879153
58,1.0139019491271168
59,0.9954229593347541
60,0.9992645978843349
61,1.0026578902765848
62,1.009374975996827
63,0.9932578800705688
64,1.0069916249038735
65,1.00171470638865
66,0.9935687780177033
67,1.002203106860255
68,0.9815093273647729
69,0.9986102580929254
70,1.0072058438211933
71,1.0111376051140266
72,1.005607724093698
73,0.9877732994677527
74,1.0184371462652195
75,1.0068080423405177
76,0.9907273654429587
77,0.9982600212363446
78,0.9978283644237852
79,1.0010908842574882
80,1.0069566963500225
81,1.0066759586596878
82,1.0037254096045025
83,1.0092756745487812
84,1.0020167827550228
85,0.9976620674876399
86,0.9997667074252135
87,0.9964919091231289
88,0.9856615664510779
89,1.0137829781161956
90,1.0034834145546203
91,1.0043259860983444
92,0.9921285509710638
93,0.9853231905380458
94,0.9992847442410489
95,0.9964903592717989
96,1.0036970376620846
97,0.9954631328944207
98,1.0121098754222118
99,0.9953072068801935
100,0.9979788064466734
101,1.0045495033779681
102,0.9995897412408823
103,1.0142705438292132
104,0.9952673913773552
105,1.0106679203529132
106,1.0007903575901242
107,1.002119541136162
108,0.9940279723505329
109,0.990499019407194
110,1.009356021872009
111,0.9981274604469926
112,0.9959394336404135
113,1.006869673537791
114,1.0007733106738241
115,0.9947461484326473
116,0.999232888246379
117,1.0024012328197227
118,1.0064920188590407
119,1.0120271448484028
120,0.9965919255693186
121,1.0026221276210001
122,1.0087022778550858
123,1.0017825364821111
124,0.9997206926490125
125,0.9967383742711686
126,1.0031936168834226
127,0.9977879525371807
128,0.9971202612205562
129,0.9959341285844939
130,1.042094349027884
131,0.9997701644942475
132,1.0102869267662749
133,1.003377080043153
134,1.0016388892560442
135,0.999315142618394
136,0.9996696710595949
137,1.0026370287475566
138,0.9959764478469317
139,1.0000431537625916
140,1.0002317428588317
141,0.9851223228487992
142,1.0052218436683884
143,1.0094647410157278
144,0.9964668751428922
145,0.9946860671222706
146,1.0062588454033363
147,0.9957121610463372
148,1.0023787020957369
149,1.0021944045820257
150,0.9897656437015888
151,0.9996101260199388
152,1.010716438653326
153,0.9965711832891678
154,1.0005590915720943
155,0.9856532808989021
156,0.9970765113675271
157,0.997321724844861
158,0.9831992380298196
159,1.0013524293549476
160,1.0014804601980376
161,0.9989182352626845
162,0.9938336612152616
163,1.004052758002772
164,0.9953446388356113
165,1.0152640347165791
166,1.0153341289458666
167,1.003487229463375
168,0.996046602841314
169,0.9986965060131597
170,1.0088739399015378
171,1.00053238867826
172,1.014258622882524
173,0.9941259624688505
174,1.0060517787039847
175,1.001318216299105
176,1.0080938337930203
177,1.0150508883174445
178,1.0044542552934386
179,1.0073986051749675
180,1.0039551259992752
181,0.9902201292623017
182,0.9943977593851354
183,0.9991587400241959
184,0.9969394206839512
185,1.0015238523873462
186,0.9998375177414274
187,0.9798368215165053
188,1.0323203809016934
189,1.0212054245781936
190,1.0101325514306005
191,1.0008231401444392
192,0.9987599849196714
193,1.0037083626462346
194,0.9827632899650424
195,0.9925493003279211
196,0.9974823593501586
197,1.0035283565399138
198,1.005315184789399
199,1.013875484423565
200,1.00330650801821
201,0.9959075452955622
202,0.9934791325592649
