epoch,2021_11_12__23_58_48_daily_lr_0.01_epoch_1000
0,1.0198737622913319
1,0.983749198238131
2,1.0427694636286806
3,1.10542337511499
4,1.0165338777054422
5,1.0923461536555013
6,0.9735356569346647
7,1.0616505153617917
8,1.0706330454438384
9,1.140852405367267
10,1.144937190818349
11,0.9938840686397502
12,1.0432895184393494
13,1.0381679509989685
14,0.903409205353165
15,1.0732219502472529
16,1.0244743028608172
17,1.0887977808274023
18,1.0101693865898094
19,0.9348350644764912
20,1.0493999552965645
21,1.4205124033345693
22,1.0622216301529188
23,1.0719087348584941
24,1.0257059381803455
25,0.9906406200769033
26,1.186599367311581
27,1.0434784649363475
28,1.0368785234107842
29,0.9615682679762776
30,0.7104828957643168
31,1.0047785680534875
32,1.086565184788071
33,1.117546213297461
34,1.0288780020609454
35,1.0118452126531599
36,1.0704865528639567
37,1.1994491549750768
38,0.9028373858226005
39,0.934489473140854
40,1.2307286105632902
41,1.099478817056773
42,0.7031037722410922
43,1.138730652633644
44,1.0680695478485247
45,1.1264044386534657
46,1.1518691691763479
47,1.0304880767384927
48,1.0032809881889448
49,1.10619739778459
50,0.9284352129136214
51,1.0180229873428
52,1.0922009623099938
53,1.1269588153437595
54,1.0844848436672498
55,1.0770555190859503
56,1.049619787624999
57,1.032833431512299
58,1.1036007352026211
59,1.02447424943032
60,0.9656092470972002
61,1.1466764013206352
62,0.9882245066973313
63,0.9638410616070405
64,0.9543148770761966
65,1.1946717372456594
66,1.035787641324105
67,1.1250000381984895
68,1.050796213298413
69,1.1848938319252547
70,1.1215115287599502
71,1.0997505138103065
72,1.2079832366445586
73,0.9256414132491423
74,0.946852025547512
75,1.0578471789425659
76,0.9582563139692366
77,1.078962563481628
78,1.1299148183092436
79,1.0781639214096246
80,1.0700718624944414
81,1.0637778317511912
82,1.2411385604848337
83,0.9342395949698757
84,1.1361767887384158
85,1.0821446046375558
86,1.2402652845955007
87,1.2712873143980823
88,1.10267550379721
89,1.0736156717642298
90,1.0791180228417563
91,0.9986986331737961
92,1.072657724000636
93,1.0077429281537087
94,1.104367935842339
95,1.024415210433744
96,1.1369717944718905
97,0.9975727267434651
98,0.9982169472082961
99,1.082732721843178
100,1.0925564675219908
101,1.0960631908916123
102,0.9344751514104466
103,1.046836642350207
104,0.9447944806606255
105,1.060524022058277
106,1.0493999552965645
107,1.022373307900068
108,1.1030820030885342
109,1.0037314902120458
110,1.057874457427652
111,0.9867900781120277
112,1.0259984642508808
113,1.042489699829288
114,0.8952816589508885
115,1.1450418471228345
116,1.0944189961211133
117,1.024747567602865
118,1.0098929891584065
119,1.0367115109977816
120,1.0887977808274023
121,1.0561750227411608
122,1.0541765155327023
123,0.939127197109933
124,1.0711579463017675
125,0.9297767766719658
126,1.1316910477454762
127,0.9572392232342445
128,0.9055347967292341
129,0.8010849821608148
130,0.9723999940272853
131,1.0825660142496385
132,1.0702568999340034
133,1.1545982073269252
134,0.9481680467163037
135,0.9917953120481907
136,0.941019772512008
137,0.9794820064791943
138,1.0077729490102865
139,1.1224840268289853
140,0.9463959957195609
141,1.124609023315064
142,1.1079867151112144
143,1.152591767757462
144,1.1836629099193057
145,1.0438209732107624
146,1.080530426384671
147,1.0580036319063204
148,1.2348051462361367
149,1.0089950373926633
150,1.1454285817303926
151,1.0442430619126462
152,1.1660861102878284
153,1.0278628043904405
154,1.1551061719138926
155,1.2032712102362628
156,0.9867900781120277
157,1.0612559552426346
158,0.9500674168293577
159,0.9840073881927816
160,1.0356969216670602
161,0.9521555350202072
162,0.9911274438300125
163,1.232642664807046
164,1.0213576872847796
165,1.0263558700211426
166,0.9357799486325011
167,1.0393826969601558
168,1.045669405939528
169,0.930651415826071
170,0.9536400556262142
171,1.0809961561150383
172,1.0692659551385912
173,1.1320694691591098
174,1.0512651013363608
175,1.06532932044993
176,1.1095820133988175
177,1.0274532100536695
178,0.9125785596235312
179,1.2190833159604635
180,0.9640332131089987
181,1.0948073775176141
182,1.0223690079575252
183,1.0314481887159708
184,1.1414237322365877
185,0.9958579562174888
186,0.9867374417334899
187,1.2442336236663136
188,0.948608515585149
189,0.903409205353165
