epoch,2021_11_06__13_57_14_daily_actor_lr_1e-06_critic_lr_9.999999999999999e-06_epoch_50000,2021_11_06__13_57_14_daily_actor_lr_1e-05_critic_lr_0.0001_epoch_50000,2021_11_06__13_57_14_daily_actor_lr_0.0001_critic_lr_0.001_epoch_50000,2021_11_06__13_57_14_daily_actor_lr_0.001_critic_lr_0.01_epoch_50000
0,1.0812962674695838,0.994144581525939,1.0994836092442082,1.013049526295092
1,1.0294067537905343,0.9675717565056398,1.0746705137379007,0.9868476426009201
2,1.0660577233961346,1.0497549815462413,1.0858051660340535,0.9934804487276124
3,1.0483016871585222,1.0547359909443885,1.0598883615432158,1.057874189447203
4,1.0800064849104212,1.0769283593471048,0.9558502751834267,1.0647373845549082
5,0.7486569598575917,1.0227728586920843,0.956582310936033,1.0247567964075726
6,0.9588195627223834,1.0543055016134433,0.9610046432108833,0.7663533141562571
7,1.0727788724076996,1.038912618312236,1.0695313174117358,0.9323693808410493
8,0.9345155549891286,0.9904965305752074,1.1004023992185332,0.9572199848899858
9,1.1057240893395193,1.0161686699813854,1.0632744628593456,1.060347279791739
10,1.0019665724414346,1.0685021225809697,1.1467082174020384,1.0870415174891481
11,1.04914299982651,1.0768073921903227,0.9621575820086624,0.998708678418604
12,0.9854629251554016,0.8999347377334035,0.7316855572187172,1.027280800531338
13,1.0019639507484546,1.0910576845999627,1.0452898932108707,1.0432070956088726
14,1.0780622451586446,1.0928900786021343,1.0965459831064865,1.0318531311317667
15,1.0728735915705871,1.0202496627591595,1.0216773830832004,0.9541689762630045
16,0.9664537543881725,1.0573933369745183,1.0157190228282555,1.142611392640387
17,1.0243276256528913,1.0084479449781627,1.0842886376047802,1.043743695304145
18,0.9514819073110543,0.9658777343746873,1.0366370378749032,1.1300517622767157
19,1.102255866487878,1.040405563417846,1.004020997000438,1.1532035474103082
20,1.1960193245316957,0.9728960224612148,1.022325723892204,1.0446345190884156
21,1.0932052614864172,1.0023077025172515,1.0665754541967705,1.1260557646017104
22,1.0038029391167338,1.065360974960195,1.0320632091401296,1.0257514058903434
23,0.9045113590273316,0.9428941414646387,1.0647920833860425,0.9688148908621889
24,1.0158188078070156,0.9612428766105939,0.973334283323522,1.0838915754152745
25,0.8693104213309271,1.0437803737944518,1.0694607097184454,1.0993570943078619
26,0.9883514466389041,0.9797231068634378,0.984923126115619,1.0988873676097
27,1.0233101894281604,1.0522442401605052,1.1066622924831377,1.1401809830088738
28,0.9151362104123238,1.0293576958642976,1.04796963135145,1.160933058875076
29,0.9718219468838707,0.8641021556480385,1.0283905210375117,1.05822559771048
30,1.0627152842065803,0.9905646795997269,1.0715126774752877,1.1638429044267364
31,1.0767828185109982,0.9971635704766794,0.9595573327323131,1.0722444533925084
32,1.0651458015629,1.010751339948565,0.9634011498616546,1.2100247057186115
33,0.9875827062872833,1.094534170081184,1.0169849122858066,1.0703348569420597
34,1.0459284952874601,0.9944937557362442,0.9625248294408274,1.0799310580095907
35,1.004375768607686,1.124262404403017,1.0650049635518284,1.074942246878166
36,1.0341939663277393,1.0566053110666427,1.0651487775500483,1.1204609142803519
37,0.8102300016185193,1.0076641347571431,1.0200118581372868,0.9493546898856353
38,1.0864312604038655,1.0587507064570456,0.7292685548640195,0.9853235722820718
39,1.115665663436878,1.140177839859392,1.1008447471668577,0.9032366813460574
40,1.0132130466936065,1.0619794367462037,1.0317828737606933,1.0645987262877792
41,0.9698658668538894,0.9087446029175381,1.0762981344995435,1.0205952871127348
42,0.8461045331508211,1.0250375311203321,1.0787453421833888,1.0469174331109583
43,1.1342507330714575,1.0349963615291637,0.9966333339211688,1.07054794394382
44,0.9525671249887724,1.1223463275208567,1.0062968377769614,1.1593528799605848
45,1.0477648050537227,1.0868872407650807,1.1433386272468784,1.0557585374262504
46,1.0574462758261403,1.0249504658682567,0.9400717688162896,1.0869479041338803
47,1.1020037978542125,1.038151228163125,0.934712974877853,1.1649011804760578
48,1.008472215826903,1.117541142550772,1.0852256808989431,1.0380944986069551
49,0.9329727921204415,1.1459200810872494,1.0234757673328434,1.2436352794100103
50,1.1282295854815352,1.124472194351157,0.9883190363598151,0.933852907756576
51,1.042834113461523,1.0483433255274908,1.1657554390674707,1.0668366593416423
52,1.0414515505967559,1.054924342066703,1.0406772584789499,0.659322117486961
53,1.0029044413701198,1.0419445067065112,1.0760090947281356,1.1036243503782763
54,1.193995524049474,1.041539336600304,1.1133737106223722,1.0520378023966654
55,1.091825113735106,1.0971012523000165,1.1648829369612563,1.0684584337191996
56,1.0788981256032033,1.0745541234555367,1.169584887895589,0.9455472006041845
57,0.9625446046934841,1.0350520619197967,1.1172834390386401,1.051463001134754
58,0.7046912441272867,1.1536698627217834,1.1254443500338747,1.1949625148276808
59,1.0651414288608678,1.029981509202256,1.0028357786856066,1.238915325685346
60,1.0839940033627031,1.085831240026814,1.0345204894991353,1.025681120745373
61,0.9782003189214293,1.1199579132192392,1.0703979938399466,1.088163090800061
62,1.0529427185478397,1.0553536372873271,1.0214747807649167,1.129532639991988
63,1.083044668773362,1.0582114413737567,1.0346878774450488,1.114227813220516
64,1.1196971913939975,0.9799085464616597,1.0579068165658565,1.0881820786061525
65,1.0513777000619227,0.9933845376991782,1.045821482589327,1.0432584692029325
66,1.0629617121784227,1.1277946522181783,1.004959119208031,1.0992872367794528
67,1.1018057931630099,1.093162264803558,1.068841018704141,1.1539366294351405
68,0.9823295899848031,1.1266016261827916,1.043710781801565,1.1826895895490002
69,1.0459495243009882,1.1227914818793094,1.0294134916246958,0.9577745501129526
70,0.9254887358717968,1.0109350535663817,1.0535954825469658,1.0846810529079214
71,1.0681236936719893,1.037793824558202,1.0280669456473146,0.9302214057938997
72,1.1029796287221325,1.0790149703273917,1.0801279724007609,0.8651609509144571
73,1.068106965789194,1.0825298964445182,1.0772129990689838,0.9558246126999353
74,0.9728755452680728,1.014911063284697,0.9674794968845868,1.0807650215687723
75,1.1055055903828697,1.0960785109908793,1.1529662941537193,0.9096358980437441
76,1.1599830096937849,1.1442455464512424,1.0059243983279196,1.163007931925779
