epoch,2021_11_18__14_55_07_daily_lr_0.001_epoch_10000_metric_sharpe,2021_11_18__14_55_07_daily_lr_0.0001_epoch_10000_metric_sharpe,2021_11_18__14_55_07_daily_lr_1e-05_epoch_10000_metric_sharpe,2021_11_18__14_55_07_daily_lr_0.001_epoch_10000_metric_sortino,2021_11_18__14_55_07_daily_lr_0.0001_epoch_10000_metric_sortino,2021_11_18__14_55_07_daily_lr_1e-05_epoch_10000_metric_sortino
0,0.03485747054219246,0.03980991616845131,-0.01315205916762352,0.03487904369831085,-0.05427442863583565,0.16218361258506775
1,-0.01534944586455822,0.003853368107229471,-0.012861787341535091,0.037717707455158234,-0.13783444464206696,0.06918688118457794
2,0.08212509006261826,0.07277461886405945,0.011392065323889256,0.02754184603691101,0.008957590907812119,-0.02386094070971012
3,-0.062294214963912964,-0.046173419803380966,0.029956236481666565,0.05811521038413048,-0.2535400092601776,-0.14219926297664642
4,-0.012901626527309418,0.030069302767515182,0.016379540786147118,-0.11399798095226288,-0.04747339338064194,0.0025665920693427324
5,-0.00824993010610342,-0.05857374146580696,0.0037462683394551277,0.007491010706871748,0.0387006476521492,0.10983972251415253
6,0.03720743581652641,0.012894882820546627,0.07377826422452927,0.027398614212870598,0.03961857780814171,-0.029187021777033806
7,0.038292255252599716,0.003629628336057067,-0.06700193136930466,0.07219398021697998,0.1914089173078537,-0.0019162676762789488
8,0.012846621684730053,0.023964157328009605,-0.002778340596705675,-0.024423709139227867,-0.1032782793045044,-0.012489866465330124
9,-0.08469829708337784,0.042909398674964905,0.05312131345272064,-0.09617410600185394,0.11239601671695709,0.09696286916732788
10,-0.060671061277389526,0.024026477709412575,-0.045026760548353195,0.07096198201179504,0.06187131255865097,0.07525947690010071
11,-0.06928424537181854,0.011724742129445076,0.011031840927898884,0.06030770391225815,-0.23366963863372803,0.05061713978648186
12,-0.01686345599591732,0.045243989676237106,-0.01894284412264824,0.07525372505187988,0.04615595191717148,-0.07852392643690109
13,-0.05696563050150871,-0.02535940706729889,-0.08752692490816116,-0.16861732304096222,-0.08900468796491623,0.0952831506729126
14,-0.14251600205898285,0.11292456090450287,-0.08370906114578247,0.07225222140550613,-0.11945567280054092,-0.10550305247306824
15,-0.0638672336935997,-0.05144115909934044,0.033612266182899475,-0.06964542716741562,-0.022789496928453445,-0.1419512778520584
16,-0.045713525265455246,0.029191691428422928,-0.08766091614961624,-0.06812334805727005,-0.12089689821004868,0.1642279475927353
17,-0.040640465915203094,0.03255952522158623,-0.01648983359336853,-0.23896783590316772,0.07967513799667358,-0.1640438288450241
18,0.02310962788760662,-0.028410987928509712,0.13265368342399597,-0.15044347941875458,0.04225210100412369,0.04157185181975365
19,-0.030836181715130806,-0.05706717073917389,-0.024589858949184418,0.08427003771066666,-0.009776527062058449,0.10876865684986115
20,0.0007589970482513309,0.010901492089033127,0.08028148114681244,-0.4008537828922272,0.05746152997016907,-0.24469991028308868
21,-0.06295336037874222,-0.0764331966638565,0.02892814576625824,-0.14737795293331146,-0.08202497661113739,0.1222204715013504
22,-0.11367492377758026,-0.05562257394194603,0.026265276595950127,-0.007481012027710676,0.052931904792785645,-0.016526155173778534
23,0.036867354065179825,-0.0031470253597944975,-0.06653248518705368,0.026704169809818268,0.05596426501870155,-0.26434680819511414
24,-0.03266973793506622,0.0073505546897649765,0.04301783815026283,-0.06829793751239777,-0.09066532552242279,0.04308135434985161
25,-0.02012624219059944,-0.029802607372403145,-0.002448105253279209,0.07882492244243622,-0.08499403297901154,-0.07573329657316208
26,-0.003554500639438629,0.02506409026682377,-0.09546030312776566,0.04972204938530922,-0.15776734054088593,-0.11220508068799973
27,0.06805656105279922,0.014576451852917671,0.05252121388912201,-0.21265029907226562,-0.021808236837387085,0.15256254374980927
28,-0.04425429552793503,0.0864015743136406,0.028079982846975327,0.05178964510560036,-0.1431325227022171,-0.10580330342054367
29,0.025758063420653343,-0.057697735726833344,-0.18960441648960114,0.15643124282360077,-0.13192421197891235,-0.025332383811473846
